,1,6
2,(-0.0016885593526990788+0.006179441401850027j),(-0.0026766033228925764+0.0019110613383545192j)
4,(-0.005997833492763527+0.004053606916937376j),(-0.007347999201178643+0.001906190451974635j)
6,(-0.006827261589898459-0.0029422819774390196j),(-0.03341355646476568+0.0005063128542679014j)
