,1,6
2,(0.0019866088349053557-0.006305790071658485j),(-0.006816211305900642+0.009122683273314896j)
4,(-0.0140282128511102-0.00368473708716032j),(0.0020731815526252844-0.015048823879720927j)
6,(-0.00664731172762171+0.0058468485891956514j),(-0.030344848636509072+0.00842646443466486j)
