,1,6
2,(-0.009799710125815412-0.003022174500244082j),(0.0012164938998107642-0.002973617647017671j)
4,(-0.009688926609000607+0.013696572304202292j),(-0.009511569716258633-0.0011951868364248573j)
6,(-0.009592112877673031-0.00512185946707055j),(0.025290847500600296+0.006786664058982631j)
