,1,6
4,(0.00010540055946512803-0.0004011965982347945j),(-0.0007050837647980669+0.0018403955493806014j)
6,(-0.0001291908103015109+0.0009762920327785029j),(0.0004370928840938767+0.0028210979534564647j)
