,1,6
2,(-0.0026922935548748415+0.020974924586677893j),(-0.013611374832342286+0.006287026459841848j)
4,(0.005760513316773217+0.02174855260119641j),(-0.015557323916651782+0.006635122419468771j)
6,(-0.031247580929538967+0.05422341818948168j),(0.015099608452821954+0.024161297218835913j)
