,1,6
2,(0.042228055893930146+0.044577581201823806j),(-0.0008012147543399192+0.021721325437390974j)
4,(0.02154548304856281-0.015843537089515664j),(-0.006753340807336541+0.011737295598691412j)
6,(-0.08947291436471176-0.006747835908645918j),(-0.036650434813425926-0.035097980453025264j)
