,amplitude,c_-2,c_-1,c_0,c_1,c_2
117,(-0.04425972138847592+0j),(-0.07156290825207776-0.0892346950342541j),(0.14097064901566708-0.10747672248647236j),(0.28435455743502597-0.08799008648634377j),(0.39642554467050933-0.31679132326638776j),(-0.2814170141857653-0.1700823441734424j)
118,(-0.20087461482330138+0j),(0.08144521213160819+0.17067528150466257j),(-0.2106068562412882-0.36527225615357817j),(0.2530371882983383-0.40776325755701015j),(0.3961774863482983-0.707360333213897j),(-0.27676291917632423+0.044178592802013444j)
119,(-0.3518283545103047+0j),(-0.01887838142298371-0.17498877445397606j),(-0.22201553010727668-0.16322249122587226j),(0.8911013155772067+0.05260545186964122j),(0.13031700016458775-0.22685520217589986j),(-0.1044347443928116-0.2410855526057394j)
120,(0.2961569639075333+0j),(0.07474470838923075+0.05534551589865866j),(-0.3141214623308314-0.23515099027056538j),(0.6605269700495376-0.05808353487058293j),(0.3208043091548753-0.24773110919286837j),(-0.02005514208632178-0.015046361426054297j)
121,(0.2140888106057269+0j),(0.0616891443803472+0.19001185580885135j),(-0.41868212966712515-0.09963231659578775j),(0.6373015848365107+0.3422001766710212j),(0.21474414097069222-0.266057137345141j),(-0.09542712855747558-0.09663090240352641j)
122,(0.4867482480507072+0j),(-0.007052468472472345-0.11933570951382834j),(-0.03503371125395038-0.08140105931244032j),(0.44588885491442354+0.9434074328638441j),(0.09017441706853241+0.22532475342042316j),(0.14537820504398807-0.02342822710828606j)
123,(0.1652768048470163+0j),(0.23706924750736694-0.18642446085334136j),(0.09909437512988382-0.009139841798518143j),(0.6121849768476766+0.7883592392589788j),(-0.14000877195607062-0.06703754356012251j),(0.23542606978045993-0.0890586205626562j)
124,(-0.5903916211334259+0j),(-0.041596298221897594-0.07906574945047756j),(-0.05744638651184003+0.13013434582853914j),(0.389701120639965+0.8347428776382011j),(-0.3397480402026886+0.06185307641128464j),(-0.009823476640325079+0.1108494422278838j)
125,(0.34084394436723076+0j),(0.21578893189407622-0.11815411407493359j),(-0.08339817151141798-0.12020343031141657j),(0.4036963928511228+0.8520413592655082j),(-0.2010716099674964+0.21468970611157595j),(-0.07556186308613408+0.09002014707305228j)
126,(0.25361185285907034+0j),(0.24865624043198697+0.11085354241335643j),(0.41605081849411596-0.23537275848161152j),(0.521807339899456+0.13582991478525114j),(-0.13958662647120773-0.13363117987479092j),(0.2340631001175363+0.02232438842111177j)
127,(-0.39086371093314+0j),(-0.09603049350050596+0.3130187140102411j),(0.2530672856460592-0.26787254213163636j),(0.4434101129881344+0.43201061441037664j),(0.1849159304438891-0.04651401001392222j),(-0.11941295435099195+0.03177931144654827j)
128,(-0.3572483585831118+0j),(-0.04173573398007462+0.24395291382986595j),(0.4833437782837975-0.366568508360237j),(0.47763322491968385+0.5340810170023977j),(0.2952589184738366+0.03833352449898709j),(-0.17450438310737604-0.012874252005838263j)
129,(-0.2987079889717218+0j),(0.17875838073574127-0.1925425743091721j),(0.0461468956712871-0.17494404751888773j),(0.43960532512460343+0.6582971903361033j),(0.04130697084155088-0.5231089241316824j),(-0.013690645931929535-0.1268089149058265j)
130,(-0.12833577048958328+0j),(-0.03778669301995058+0.12351140390208429j),(-0.051613896168577006-0.3215165484283341j),(0.434072009924369+0.7809809586610946j),(-0.09973966105186642+0.22333558226483588j),(0.04166846581795905+0.12678418862328797j)
131,(0.3691498396274465+0j),(-0.03997359765920863+0.10973360491520358j),(-0.09979588990034327-0.05677167578492906j),(0.6843240823559833+0.6643292763052601j),(0.10533119406379732+0.2316439960667133j),(-0.11955562942797994-0.05364260396397469j)
132,(0.22542952814207728+0j),(-0.05897401483301032+0.10023785579475523j),(0.12809237440929522-0.11388967612865679j),(0.6342281746338106+0.9427229196422569j),(0.15023292704198588+0.10787590515457893j),(-0.05279764328238393+0.02271024425471689j)
133,(-0.598349139893456+0j),(0.046942839470382275+0.22846506455624532j),(-0.0835731237705184-0.3244074412280199j),(0.4108423635731456+0.8401238453581708j),(0.17417663872503525+0.057217030168017546j),(0.13938771836339664-0.08333501984375273j)
134,(0.08747247384591328+0j),(-0.06316404891374154+0.10669618572292523j),(0.25073948300998056-0.18297425737103026j),(-0.0740344294840341+0.7781428808500284j),(0.11011081549510075+0.26868900504029525j),(-0.20823550780582156-0.09940175019176713j)
135,(0.34986626760957795+0j),(-0.049326306730831354+0.2336818060532643j),(-0.40804541778518455-0.03268842152767604j),(-0.2088729788317892+0.47034126391292586j),(0.37632641161939295+0.23436944945515034j),(-0.08395477391346487+0.07967919388984412j)
136,(0.3948839652322022+0j),(-0.08980175175112792+0.3985315483595945j),(-0.15239253128559155+0.09754724491633776j),(-0.39904973071685257-0.04530608408852711j),(0.30844436804653597+0.5136683615758985j),(0.02510968282033426+0.13758048244576623j)
137,(0.44029775255803744+0j),(-0.04995203040062664+0.2535383689648026j),(-0.32851401485575177+0.1347144009084717j),(-0.4547261695011198+0.5061093176718744j),(0.49853598886711065+0.36551110578384177j),(-0.16697464381952803-0.09516262122458843j)
138,(-0.277895361262164+0j),(-0.08085385226926428+0.26599719488099877j),(-0.5343896061431629-0.2206926252256514j),(-0.38970986011512515+0.10383865733845034j),(0.5208873084800537-0.06189292679228929j),(0.11049583055429495+0.1676249121561056j)
139,(-0.21056028121833534+0j),(0.040223034656833107+0.005893659532515125j),(-0.12066776414798841+0.26764201018305195j),(-0.40834018734156774+0.22477576891103224j),(0.4449756812944992-0.0428968834517294j),(-0.010185589643024656+0.16495232398690343j)
140,(-0.34028139182267+0j),(0.17223671647314134-0.19683115202163137j),(-0.22092437261460066+0.36669762460710886j),(-0.42405747869242966-0.020494764335553667j),(0.03349247819288334+0.21918186915753546j),(-0.04580388216574804+0.11039503602971658j)
141,(0.3307292410206225+0j),(0.30547282697551154-0.24243865088565963j),(-0.5606143881442813+0.49920442411238647j),(-0.2985247833968848+0.09838132560270171j),(-0.14582771061546487+0.02247982200832928j),(-0.03203562322910528+0.046559238721976454j)
142,(0.2156510022279849+0j),(0.0728367093291592+0.05977767051462705j),(0.14247282753849264+0.3470552794732882j),(-0.42081908478741914-0.0216276176279873j),(-0.2541595499696943+0.24575383342488075j),(0.5707989763509816-0.03227091871148445j)
143,(0.43734881603999526+0j),(0.09485140508487831-0.2163711725443295j),(0.00820838487675133+0.1713200668827064j),(-0.7220150885304126+0.10108170453675078j),(-0.1961972840455645+0.21012882650147097j),(0.46959058751469795+0.06813346028691925j)
144,(-0.07236437731839951+0j),(-0.22198964457563036+0.10202780016242616j),(-0.2555095554115049+0.17853104005228004j),(-0.18738397751042998+0.05258608451968454j),(-0.6540569623590283-0.13680333471309872j),(0.05488162232196795+0.14427472777146066j)
145,(-0.41360873217445093+0j),(-0.09999972144527261+0.060278758811801614j),(-0.16891437321971525+0.13684993103656085j),(0.21122117125201242+0.2914536248087665j),(-0.6696589303872793+0.3969980952969381j),(0.2062258338470686-0.05073643466617859j)
146,(-0.24785846886049018+0j),(-0.19271977372444138+0.18948898528141675j),(-0.06528999791369924+0.22531334360835872j),(0.2420383420978127+0.23481483078519944j),(-0.6731326700684866+0.009244978142897568j),(0.3076475175365423+0.39424170992044244j)
147,(-0.15119526667719624+0j),(0.09032253468959134+0.1471799606739496j),(0.39516510034646946+0.3983030459079257j),(-0.3304737879775013-0.315920970503033j),(-0.09431777306053829+0.2220580696687698j),(-0.05992303075103207+0.09025379984171855j)
148,(-0.37478936120262496+0j),(0.05641337307377581+0.29653757369629563j),(0.12774258637492034+0.6794996910519965j),(-0.0026914228420033444-0.3344448560998529j),(0.1377610891163423+0.03426005662835162j),(-0.011553868079389327-0.3724601122340676j)
149,(-0.012921025600616975+0j),(0.3112167848592206+0.19479834172270416j),(0.16864010567778676+0.4185294741506839j),(0.20867857804411227-0.42634443504130004j),(0.06360097154201913+0.026223996236253433j),(0.06943735562637939+0.025655040153944153j)
150,(-0.30505638594127227+0j),(0.16216128424146586+0.1914114573926998j),(-0.2832855674341387+0.6985857755016125j),(0.3580919553523466-0.013086774390320202j),(-0.19924165987067147+0.036486407416871536j),(0.010211711810548585-0.2407268170609939j)
151,(0.1753160587166917+0j),(0.1943363727217093+0.25881243929517406j),(0.03219084417875557+0.8401803948524964j),(0.153676049695336-0.29635868139065147j),(0.055801690862708225-0.2089338485682523j),(-0.043836505546566165+0.04659223087435438j)
152,(0.4128801676484769+0j),(0.1887232785824033-0.07374475563642474j),(0.04725196261056548+0.5452845836986489j),(0.11454967327479673-0.23067870522366923j),(0.005648571482134116-0.3408120053408863j),(0.3436718674171764-0.09390769695093029j)
153,(-0.6999187102036464+0j),(0.14294682644905238+0.0635063583682315j),(-0.4331431004985286+0.46038147232087534j),(-0.29125204582362424-0.3353273096818294j),(0.07884508772121966-0.2262938629247466j),(-0.13625894451279152+0.009410576300964365j)
154,(0.3151559805417168+0j),(0.26976096021527296+0.11293674071372924j),(-0.1952808333238185+0.5431570852711607j),(-0.25617561649538856-0.4123422588689436j),(-0.03172033213324246+0.06806136016437887j),(0.06202098342799977-0.0801800156200839j)
155,(0.011675058352629527+0j),(0.13951647942437367-0.10205372779836175j),(-0.21879731265026234+0.5010748095160165j),(-0.009291566347638558-0.15388621166769528j),(0.3950991058856544+0.06906574980333417j),(0.2384935713635176-0.12835037606355115j)
156,(-0.11524942169048308+0j),(0.033272049054071315-0.056576046209467074j),(0.06419676597904578+0.40731957740460534j),(0.6799493382956229+0.0587868446844807j),(-0.5318874354089301+0.1345118835387563j),(-0.11924428853871258+0.13762906508763564j)
157,(0.16893898809894786+0j),(-0.1590645360837209+0.03915551508716232j),(0.21089460101493543+0.35962598929409473j),(0.7714380233310273+0.1757792330309778j),(-0.23689113959685154+0.3202334303528904j),(-0.02432509060938909+0.18793960658146314j)
158,(0.14057581205026623+0j),(-0.015751152193273436-0.17834561844246083j),(0.33624606713905664+0.43910868429446814j),(0.2495694533241891+0.44013533091631685j),(-0.28911910283284004-0.344670078672725j),(-0.292507205438019-0.0718343374947844j)
159,(-0.17080194283981165+0j),(-0.09702912840263887-0.04852791431826864j),(0.49134494324965056+0.2917669672723956j),(-0.12247047778880175+0.0191051179296597j),(0.11052690421331449-0.3892076054652728j),(-0.14796714051249993-0.13032744793264295j)
160,(0.22180462466479073+0j),(0.035095084950732616-0.07634359410341142j),(0.6496786154438752-0.052919714911887045j),(0.04882113463684095+0.6376857842396801j),(0.2932437454792896-0.32060748892264623j),(-0.08745238706013583+0.010904277281846397j)
161,(0.008104130210911498+0j),(0.32690501073577444-0.12000527921790033j),(0.3618747163191709+0.2553654261640143j),(0.02044559183055166+0.6741505805439181j),(0.4224923291574563-0.17203850467428278j),(-0.08652300373668236-0.04864494825329624j)
162,(0.30445665215173723+0j),(0.18344546528958167-0.08488083221392427j),(0.32290930033157583+0.456487049472696j),(-0.04409144845762594+0.7057596538551555j),(0.3487861196539347+0.2158390258777314j),(-0.09186483875656218-0.11751268897848449j)
163,(-0.4548992615813015+0j),(0.09664220022858469-0.42962314078570096j),(0.40815383209882183+0.30734741593838766j),(0.132831828143715+0.3361285823743009j),(0.7342104515909657+0.061507464022007075j),(-0.1132471332043766-0.2645560910363513j)
164,(-0.4766033055251341+0j),(0.23400890423727266-0.12635893679632101j),(0.29895006117085154+0.2675117576116395j),(0.06054766464898738+0.25770980915617636j),(0.8624276103871046+0.033188382262902424j),(-0.21170769432075576-0.33923002309909234j)
165,(-0.07637328649193897+0j),(0.1423266377964759+0.10727925323914211j),(0.2209418258782479+0.3606456491849862j),(-0.09209584282131697-0.16344638633198763j),(0.15224385601236895+0.02416481057801137j),(-0.0013934269365341347-0.1199453167406763j)
166,(-0.4699607886720672+0j),(0.019955353147955435-0.11762452610615165j),(-0.4262900764411998+0.14712340012512568j),(0.04583364772465173-0.5687666188845295j),(0.0034683614475387176+0.26255505456278383j),(0.05381323092196324+0.06078144584897503j)
167,(-0.3675554951903961+0j),(0.009115763679192628+0.014834735604478635j),(-0.2846063154226758+0.23357952201413773j),(-0.20762071458953163-0.849922965674309j),(-0.21522051081060306+0.14941306386353295j),(0.0029900853324816967+0.29410070859214743j)
168,(-0.01386593093067312+0j),(0.3302679415005511-0.11211531525121274j),(-0.08091262868377411+0.1803727046013229j),(-0.31433940761266876-0.8189348777931015j),(-0.1777500089404808-0.019721756161809715j),(0.30314593798251277+0.2004513789106627j)
169,(-0.7497921676532742+0j),(0.2804656689256324-0.04635257172823104j),(-0.2094093705018394-0.340401929391012j),(-0.22082606120603296-0.9337423516133643j),(-0.0712028361687933-0.0334951942355164j),(0.09932244559980488+0.133146750612075j)
170,(-0.4706051256877155+0j),(0.06818002954776879+0.012871702826292263j),(0.5615256415766735-0.33186628437176385j),(-0.5845434812106923-0.3006051572809693j),(-0.16248206207697008-0.18949072311780946j),(-0.027338633362480852+0.09539721362168019j)
171,(-0.5993890922431047+0j),(0.17753348501280955+0.2642792397326359j),(0.16566225380886565-0.091265073802642j),(-0.4653538341373289-0.4729431327772109j),(0.2865157034224647-0.3369913747334066j),(0.020052760911764236+0.28624523315779177j)
172,(-0.5802052318892561+0j),(0.09668852362720695+0.18264248003987732j),(0.2924709082222332-0.08954338773709199j),(0.0664332382030578-0.47583105693940725j),(0.09134562190420861-0.437342213338871j),(-0.040009429571107535+0.458687647836305j)
173,(0.15315879361265494+0j),(-0.03761624748103593-0.027733846830314574j),(0.2317532818825139-0.4055740830418301j),(0.06240742938581412-0.33615605096691814j),(0.17312415150471672-0.5508922870111779j),(-0.24875807014370227+0.4972047520804693j)
174,(0.39179993328653556+0j),(0.01908232651775552-0.1718813480850042j),(0.24717438411551199-0.07219608596385971j),(-0.10577429705498803+0.32631163741153413j),(-0.15398956904028455-0.7840667748955514j),(0.02987926840940759-0.11198568951754703j)
175,(-0.5931421045079917+0j),(-0.03914906941231913-0.1407489452393541j),(0.22245146154410056-0.19156942954401246j),(0.03337478745113628+0.26527200821273844j),(-0.07478198898949869-0.6699031880400869j),(-0.35895814035694457-0.32340278963405733j)
176,(0.1712425546609181+0j),(-0.031447968814967864+0.0655073282767581j),(0.1864864360583677+0.15180543779520217j),(0.32181340647672424+0.2928930888398465j),(0.19868526714915027-0.6351070960665713j),(-0.2112178851812352-0.09682509066791863j)
177,(0.1349409539672978+0j),(-0.32445733759957507-0.016441793821863213j),(0.0014068797218182577+0.06590846217269292j),(0.6550410217688781+0.6478889296006309j),(-0.19973474569634858+0.09437894051121237j),(0.08898117023088772+0.23914082496260514j)
178,(0.1349409539672978+0j),(-0.14322548415428404+0.09877118155053512j),(-0.004643491222753225+0.06645015803881087j),(0.7250862687118088+0.6441163078467754j),(-0.17243874023739672+0.18192506172928852j),(0.0944848940471075+0.2377240943531573j)
179,(0.2973553374145219+0j),(-0.26063334039340663+0.18802334048606403j),(-0.0140792700028445+0.016121137415822946j),(0.6901145287425327+0.6357042152647338j),(-0.16388166298972942+0.07208054660795107j),(-0.13751079265895308+0.13974585405839227j)
180,(-0.19995643797681512+0j),(-0.04648161511769444+0.07667420146246262j),(0.07769588960805796-0.37376775287900266j),(-0.04861058330383457+0.8808148404546343j),(-0.05326596549079204+0.1621847657930321j),(-0.16247778906605015+0.4779033669132359j)
181,(0.4946309495385779+0j),(0.21072461972774661+0.19542800233727886j),(-0.1632622423200002-0.14032804991321737j),(-0.14328461941180926+0.4263932727706902j),(0.2572300147696621+0.37774651167241674j),(0.1912524793586038+0.015106222956019884j)
182,(0.7095273169632103+0j),(0.15781270756128182+0.2948750102149689j),(-0.48211741481380543-0.00574036706572318j),(-0.6221286611629585-0.1836420819005391j),(0.4463855068610497+0.44001821798372065j),(-0.1940123485636729-0.02172557359774148j)
183,(0.823644197758327+0j),(-0.289592567452433+0.1642631120752019j),(-0.5073380917520903-0.1533735024625031j),(-0.1372812119767065-0.08593573960515472j),(0.42063302734380825+0.6452744129332699j),(-0.12457193950382268-0.11434596433831563j)
184,(0.16994075970305977+0j),(-0.3015080115595102-0.004291302221857991j),(-0.35074264056416904-0.027434995702794063j),(-0.5097173157466813-0.25329716521809037j),(0.7907298009514983+0.2181861704258805j),(-0.16060215642205594+0.008399483537032224j)
185,(-0.19538329202984694+0j),(-0.29790381754903+0.11169017075341532j),(-0.22793502942330157+0.3206184456666679j),(-0.05318187113679881+0.44704869119611457j),(0.15072621932957556-0.10667789855010817j),(-0.04290859357494477+0.39423708166057125j)
186,(-0.5308500674166723+0j),(-0.0925307747247635-0.15803898868176308j),(-0.3424673049806134+0.11124656526088555j),(-0.1389812269372791-0.9175746638225393j),(0.17414972584889224-0.1419327483259318j),(-0.26492794291619515+0.05400285135086215j)
187,(0.2994637058157214+0j),(-0.18150031312217413+0.05460601478281265j),(-0.21361730388650052+0.4656547531603986j),(0.08832087773871099-0.3443897248522656j),(0.1914068795364598-0.025793012459621803j),(0.09474147390621035-0.2174085045140796j)
188,(0.20149742302000706+0j),(0.048059538241405894+0.026623066099624067j),(-0.49271858384051226+0.10516467342031965j),(0.13383127075064888-1.0369169197576698j),(-0.23526405524270888-0.022696191098687216j),(-0.0115765889138182+0.32556145221884586j)
189,(-0.8092740429968436+0j),(0.4187296328538799+0.17918182390944482j),(0.17086767416727466+0.17682897881791218j),(-0.10037883172949484-0.6982667468869301j),(-0.4660446255012415-0.1984985132383935j),(0.1552841141523833+0.09935489202192616j)
190,(0.1221858888906073+0j),(0.3493684360598467+0.14030708500152791j),(-0.24144303680122797+0.12753373042864874j),(-0.013841895496278952-0.005704714936653847j),(-0.3693393598321934-0.5572709076027846j),(-0.17600065582336114-0.11443508915981682j)
191,(-0.273008190134718+0j),(-0.07041332630917446+0.18580770843840036j),(-0.6417489073658775+0.7829811196491148j),(0.13534628528989787+0.21117381324128728j),(0.1597985788357908-0.16941327500064776j),(-0.1817300010960615+0.029030160040062772j)
192,(0.42666461308589937+0j),(0.07661777536966603+0.07059179982732301j),(-0.7180251852411568+0.5901281230045005j),(0.07755927322402034+0.27165519608791966j),(0.03170802346278417+0.030160565943092736j),(-0.25918623653806505-0.1424439528372473j)
193,(0.3700582926756047+0j),(0.08905154395368475+0.11648014328243356j),(-0.8755308101541174+0.44604323501854337j),(0.11546890752759492+0.29378116488882317j),(0.350009039616215+0.0904358989273088j),(-0.10290591961161918+0.288295648655848j)
194,(0.5702074243487883+0j),(-0.10720049519387445+0.043413117509942006j),(-0.7023793946700688+0.3607416245563964j),(-0.1581841977936369+0.2486119534509063j),(0.49296573959936085-0.03738636046958281j),(-0.05178849035427782+0.10477879637489572j)
195,(-0.6402282687496554+0j),(-0.0178391550114608+0.19958633520946514j),(0.01395268196253363+0.51385810599122j),(-0.2663977753528438-0.021958763927069025j),(0.4204979436507488-0.28140388752587847j),(-0.32418617541389294-0.0796802514018278j)
196,(0.0839113115678791+0j),(-0.10622878061464275-0.001552391957788092j),(0.042348157540984505+0.5874258506431556j),(-0.4025505460999441+0.1961256790904985j),(0.02994883962252405+0.08749982205169154j),(-0.1252769352716394+0.09640237291186811j)
197,(0.1240505593631119+0j),(0.4657228724674558-0.31110562266387937j),(0.19887698665806214+0.4501463443900113j),(-0.15426326845396937+0.4824961983759214j),(0.27008087276024845+0.19032763163594862j),(-0.0009949647466296735-0.12114022198070121j)
198,(0.4598833107656596+0j),(0.0255879655799978-0.3834222317374848j),(0.17313901071669496+0.1745534945063698j),(0.4854249824462438+0.08156580824076692j),(0.533328531618747+0.09313348274455827j),(0.1818258592308621-0.12432979893233763j)
199,(0.5618250917712235+0j),(-0.1748397925158824+0.03789687504759645j),(-0.16984911357775928+0.07019941635278071j),(0.37095981184967586-0.785972545167094j),(-0.07379165163344108+0.023937087289414676j),(-0.23787496592850266-0.12122516938335116j)
200,(0.45620706752385465+0j),(-0.16829455516723787+0.1630511454182647j),(0.05529816615891805+0.17680197050338378j),(0.6570694692452741-0.6526272973446849j),(0.009703447894281736+0.5618401971930155j),(-0.1621176526368424-0.0864725642785689j)
201,(0.19302020625454047+0j),(-0.15841353521307422+0.07142150259620826j),(0.39879457340352537+0.3348952116467422j),(0.44391520331433526-0.44230367743675925j),(0.004248586440440669-0.06167030216672009j),(0.28989274527146625-0.1282269748972717j)
202,(0.16583839585851795+0j),(-0.2565139379843176-0.18644140105687357j),(0.07294148603074072+0.0027143919507083974j),(0.41885237090626626-0.8055246482998689j),(-0.11623523488719939-0.06962271723573749j),(0.0884742615787853-0.251686576219681j)
203,(-0.47517820495664753+0j),(0.07952290926509514+0.4415511603712978j),(-0.07928623086818762-0.2447982649634823j),(0.14304886883833112-0.6039649561750424j),(-0.1712970253074637-0.08874213292744162j),(0.067209657266215-0.07860083071087161j)
204,(-0.6426143089171897+0j),(0.22310905995460212+0.29532372121331985j),(0.09804462045266496-0.26620215786124823j),(0.3712905605895434-0.759796146737272j),(-0.030237098551544436+0.07166279372278052j),(0.15093392116314155+0.15391938145020534j)
205,(-0.3448171746746656+0j),(-0.015400330781233262+0.3542281079224543j),(0.050157167106832136-0.10358137845263626j),(0.5493979157153283-0.5983159359801494j),(0.1420268841660204-0.20229190573002612j),(0.32846772545526487-0.16757147117667856j)
206,(0.16259605617225545+0j),(-0.16556803341114348+0.10545982358459922j),(0.1319662437458177+0.05585107426160738j),(0.6131785036229026-0.7919392745511945j),(-0.009439868777786513-0.17584916132061354j),(-0.0891254097674857-0.2043504120134225j)
207,(0.07951701344687478+0j),(-0.06767078774084077-0.1339755634451597j),(-0.21098467768249646+0.36425032971394805j),(0.4066259116870793-0.30267747862507477j),(0.13512559159360044+0.03989699055695384j),(-0.11247039789441837-0.16020426819766012j)
208,(-0.1756762847292379+0j),(-0.041020633380495816-0.10003976281919351j),(-0.03921825932181164+0.3198902241916983j),(0.5063090781007069-0.285988921397897j),(0.2277579458476966+0.3589139882528566j),(-0.15526345556383225+0.09053787413473763j)
209,(-0.6577937021509068+0j),(-0.26904683034704757-0.0023323392359435313j),(0.06376545600049383-0.03386576137663749j),(0.7873688411897836+0.01678972034934814j),(-0.14765354006500436+0.2919875086190994j),(0.16447196444634105+0.03473953681761118j)
210,(0.40367175314616366+0j),(-0.12723457256090842+0.02455342849303596j),(0.2252351110006588-0.06601463599070068j),(0.5603075399696028+0.26474836505755583j),(-0.06647364162381797-0.01948544764503149j),(-0.12595459236453338-0.13586991620762606j)
211,(0.48714056640900627+0j),(-0.1408121006248823+0.02948849777569265j),(0.2679411347803926+0.15503112257433507j),(0.5798917014085627+0.7352671527583012j),(-0.010263942345072594-0.18971935202552148j),(0.06991582846506178+0.19232053126799434j)
212,(-0.1613710674076172+0j),(-0.11923170770263482+0.07718936785633877j),(0.20394185885840546-0.05048730841213539j),(0.36827163648592687+0.4116078824086855j),(-0.11514808767094044-0.18254620007864514j),(-0.07545645121956421+0.36172247341536434j)
213,(-0.45952406632161713+0j),(0.0071753242678702055+0.06572330699866186j),(-0.12169272051234943-0.4097650295237005j),(0.37384715089474285+0.40738739097105664j),(0.27876247266794196-0.1530035038564169j),(-0.17885288349764175-0.18258417977553545j)
214,(0.5121718395283612+0j),(0.021578114749670682+0.129481116534435j),(0.6789198790133656-0.29544231602114285j),(0.1548844104638404+0.4585665010006117j),(0.034570512970632065+0.2761041842424311j),(0.13543587459335382+0.006940542023841895j)
215,(-0.5364098522271561+0j),(0.06186662350052134-0.17983181377167665j),(0.0245783281225673-0.26312337378672535j),(-0.26221644060040067+0.5968869515187901j),(0.23209580245133077+0.045500644263335055j),(-0.09390639866032+0.25588574102627226j)
216,(0.33459533286962395+0j),(0.1354040168400531-0.04806807441973976j),(-0.1739169388392827+0.09659060944488694j),(-0.6493064760525753+0.5159052736781464j),(0.32396956223478446+0.11867428199245512j),(-0.01232005062857533-0.2135729106869314j)
217,(0.0749558001077221+0j),(-0.18908006409962813-0.02906739519795358j),(0.12243350976089848+0.09095576593390217j),(-0.5064577832406361+0.6519152336028148j),(-0.14409013819276736+0.38214912982025595j),(0.06963501106045228-0.2968803330945375j)
218,(0.0749558001077221+0j),(-0.18908006409962813-0.02906739519795358j),(0.12243350976089848+0.09095576593390217j),(-0.5064577832406361+0.6519152336028148j),(-0.14409013819276736+0.38214912982025595j),(0.06963501106045228-0.2968803330945375j)
219,(-0.4078794508438427+0j),(-0.04793843610602272+0.12339050720162471j),(0.16591767991238635+0.1744032122633162j),(-0.3030861546371941+0.09132839520310648j),(-0.18163226009865252+0.289244153714538j),(-0.16265457967715097-0.3332589267355839j)
220,(-0.06132178923628252+0j),(-0.09944300737933372-0.28589119462279355j),(0.34297357793204386+0.1897123010805607j),(-0.45854790610535345-0.07746541528503023j),(-0.519627286536709+0.051076378303374886j),(-0.29510563921518534+0.06616855089785705j)
221,(0.5905895454130117+0j),(0.04703842634793526+0.1695637169305416j),(0.08123484593988017-0.0036292016482519923j),(-0.7979613229054306-0.2351250684983422j),(0.24200135184143667+0.3297209621547323j),(0.0173501619504923+0.19306863445289635j)
222,(0.22684376048182514+0j),(-0.13319427076213616+0.2704456945996463j),(-0.5946236196847823-0.27473320698548137j),(-0.2851291336081298+0.26660355540927605j),(-0.051376863731547213+0.10153249220491228j),(-0.17380957713176362+0.004117940350854516j)
223,(-0.0004588213184494455+0j),(-0.05525042530330229+0.2531618413628214j),(-0.565914014603579-0.547769902990832j),(0.20599244767829522+0.42972384111887335j),(0.11835697477155861+0.3539477277887262j),(-0.05192971626529204+0.07836493309450883j)
224,(0.5003029403885+0j),(0.04791862533672553-0.29066681832037045j),(-0.4461473848181518-0.5933899930053992j),(0.4494351734467348-0.07630284490751635j),(0.15263823024927894+0.13004773301964284j),(0.13058421276794122+0.033596372411330996j)
225,(0.5400322528068878+0j),(-0.05646301850281207+0.017222303923864438j),(-0.3485246616512777-0.5503926972999663j),(0.4510746215912403+0.4699600783053876j),(0.09868135407999962+0.17559479732040317j),(0.011435304647167483-0.18422615756190983j)
226,(-0.009112249284936744+0j),(-0.09458905172056642-0.42398347857137575j),(-0.33601493440763697-0.12758465583304252j),(0.48098418441106955+0.1134327738481871j),(0.3884253026443843+0.2868593077108788j),(-0.022924165362650767-0.11384758480427162j)
227,(-0.5304338801801981+0j),(-0.18094169678401895-0.4116660389179755j),(-0.1563853203019078+0.28670552998735355j),(0.5885665695234745+0.3202205008215535j),(0.09204242804832803+0.24531288797971806j),(0.03821965541853561-0.2532618344327439j)
228,(-0.2532755866174554+0j),(0.1342738713282025-0.005794025427826199j),(0.21891011102724578+0.017872758764671j),(0.36483100612486197+0.22180329018916084j),(0.02605004150971247+0.5670873533411112j),(0.292130902589892-0.03903286954031247j)
229,(0.4701639425005348+0j),(-0.3697491770366315-0.013791235541846608j),(-0.09851411234430169-0.3177769743859668j),(0.3347520032118041+0.10672724345747764j),(0.2057185535988762+0.2397302729908944j),(0.15042025065141568-0.20166652913105806j)
230,(-0.5364417399833262+0j),(-0.16725390431668852-0.15112488520163106j),(0.12978960359634156+0.07647652996432422j),(0.4225319736637597+0.39370639872315505j),(-9.352430013719742e-05+0.4294968368129385j),(0.03407961638266023+0.22947640001782968j)
231,(-0.020708406671926305+0j),(0.0346159561041199-0.22950458352690079j),(-0.14445320437587536-0.29094270307834175j),(0.3223261487734883+0.4960754642647076j),(-0.27912075272876935+0.24342800243433557j),(0.04784610721451345+0.21877392643963017j)
232,(0.33771380211860647+0j),(0.1848315483219679-0.13745236978268527j),(-0.05482571744186077-0.18280699568808523j),(0.47550702807392736+0.5945502177828739j),(-0.3629716091002037+0.13322822338879253j),(0.029498907392320334+0.010120256183956441j)
233,(-0.3971973095462237+0j),(-0.0044704774585692456-0.08772401343628405j),(0.09717886519863439+0.047882045886221664j),(-0.1873540578247761+0.4480263331004022j),(-0.5989334874460114+0.22091479336534664j),(0.17615512077684475+0.1728222075612112j)
