,1,6
2,(-0.004278982215844817+0.0010726356475222916j),(-0.0009605231952846401+0.004093674722828722j)
4,(0.004149346107329598-0.0071392996580981255j),(-0.0008598551939699859-0.0012576640723726026j)
6,(-0.005963089845625583+0.00016334833006377203j),(0.0032382626774572093+0.016090212703553326j)
