,1,6
2,(-0.0003760735548884006+0.008665807627459915j),(0.0022886664909743328+0.00790340236847911j)
4,(-0.007855091961936638-0.000439548106136818j),(-0.0017683441087623594-0.003509987709969597j)
6,(-0.03262007713848636+0.018515091067161756j),(-0.05018340881114601+0.021711861690146522j)
