,1,6
4,(0.0005930645485799395-0.0011275268948836264j),(-0.0027380409237714102-0.0026316427514815792j)
6,(-0.0005429488956782998+0.009181307094562795j),(-0.002521858889795215+0.0018638641051204178j)
