,amplitude,c_0
0,(-0.7222426290177524+0j),(-0.9407517945995632+0.038082662594889904j)
1,(0.4704746987230626+0j),(-0.33124457047964917+0.9408499057051037j)
2,(0.582000807246307+0j),(-0.877735831337142+0.8287136404508675j)
3,(-0.15928974615478936+0j),(-1.024417380943339+0.31326218863260874j)
4,(0.4099662447814286+0j),(-0.593825940895548+0.5269966443959573j)
5,(-0.3712310142727637+0j),(0.981237134949591-0.182072070289944j)
6,(0.755484691816457+0j),(0.8132177594969623+0.5220537486578899j)
7,(-0.7254199309467504+0j),(0.04018842344554635+1.1623048577895412j)
8,(0.0938032138864846+0j),(-0.17433979201029698-1.031463550001856j)
9,(-0.5439926757375277+0j),(0.24770410002365412-1.074577119231234j)
10,(-0.16436152109777857+0j),(-0.005911730758494327-0.8926870440855543j)
11,(-0.2804070671297668+0j),(0.43790669331573384-0.7982545139509408j)
12,(-0.12471793625510841+0j),(0.6880997239652429-0.558490869449496j)
13,(-0.35691421072705765+0j),(-0.2070413941104285-1.0078629897130347j)
14,(0.2267179013846008+0j),(0.8263871321214343-0.4152814784743017j)
15,(-0.24139716433393596+0j),(-0.7901189528388273+0.6530878420976648j)
16,(-0.5181654827358156+0j),(-0.3833258611143761-1.2137013029642412j)
17,(0.26573692469531174+0j),(-1.0080222404700718+0.5681261779672566j)
18,(-0.5705765873178162+0j),(-0.8289182408663001+0.760791438960372j)
19,(0.42081587749550414+0j),(-0.2960438161572947-0.7914659801597949j)
20,(0.5304698081338857+0j),(0.17577174598783976-1.0633776317144272j)
21,(-0.5123745046956915+0j),(-0.45466149194221467+0.9067990713537959j)
22,(-0.3414960427471797+0j),(0.9861184685244493+0.7327613035848507j)
23,(-0.7816289538537802+0j),(-0.06048010665024028+0.983914529074926j)
24,(0.014782197212938053+0j),(0.2688205029430326-0.7831438982427665j)
25,(-0.7863215092063749+0j),(-0.07718179457804493+1.0926235025001259j)
26,(-0.2184574938394406+0j),(-0.7972839575219791+0.4138609538473871j)
27,(-0.09880170186403059+0j),(-0.6686021796775059+0.034923024675239445j)
28,(-0.6027932453246448+0j),(0.6322489642808963+0.9061445408269022j)
29,(0.06149212496110201+0j),(0.290842958488734+0.9501802119791389j)
30,(-0.40052212281041777+0j),(-0.23059579943610276-1.0650832100579184j)
31,(-0.19051431976761507+0j),(0.8271431087205663+0.49241927639869043j)
32,(-0.12059021962511435+0j),(0.7127436382240224-0.6423833853950883j)
33,(-0.4145673868782908+0j),(0.8605481561452655+0.47016934962395474j)
34,(-0.43357218704641665+0j),(1.0969315550972554+0.011097423273089333j)
35,(0.29811034861029817+0j),(0.3475842462255318+1.0502436016234917j)
