,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
237,(-0.2884818737694224+0j),(-0.028404941807183223-0.036148454037778666j),(0.04361912215539913-0.018594936903848606j),(0.00314885884534313-0.020903248048062633j),(-0.11587434571514917-0.028554145684134093j),(-0.18644042250497186+0.05520022750272427j),(-0.23005040836045826-0.1297123228372535j),(-0.09458170515794181+0.4246512380187203j),(0.28368771357107075-0.46294753866230676j),(-0.013811899842742323-0.20309698278343558j),(-0.15075271372626659+0.2579255637500149j),(-0.038888520025948815+0.05523552121096782j),(-0.02762630989767098-0.15301321827054382j),(0.04884203375346199-0.039973185533331006j)
238,(-0.011198135188897548+0j),(0.02500599760616372+0.02988654478949377j),(-0.023490375160261107-0.0010145439007960937j),(-0.03090364089264392-0.03532504205760092j),(-0.02058893990448194-0.0651312664653257j),(-0.1914214713258057+0.257996541789638j),(-0.15042494780564403+0.09055029455511135j),(-0.3367101327426104+0.5382895953313125j),(0.12175642987194948-0.29241418220500615j),(0.04192194450695124-0.3418782668697925j),(-0.22959350117746433+0.21640483731712745j),(-0.1147278325509712-0.017508848113518594j),(-0.005489795622017913-0.22815495543999956j),(0.031827738293317503-0.01529442236079243j)
239,(-0.283950072259415+0j),(0.013717625756705083+0.1243562072271166j),(-0.03032325656807005-0.0037176826519399117j),(-0.1355267890142628-0.05871534766637354j),(-0.08815927953495682-0.10309442926630118j),(-0.3665688603050763+0.202655894319235j),(-0.2056901369640455+0.08550091917466139j),(-0.31868963572582776+0.4915169996469028j),(0.32032207865882695-0.23487434116512595j),(0.14106240997319902-0.03273556670276663j),(-0.16724348913425002+0.31417845150684554j),(-0.04960328778438952-0.05138683901183933j),(-0.07691054793708799-0.1460738103902703j),(-0.04631042486299549+0.03595938085693903j)
240,(0.3421474964953409+0j),(-0.022962401411052893+0.148150811564229j),(-0.044263479545802+0.10765073376143719j),(-0.19220914338770062+0.10046727809580579j),(-0.10261060430702132+0.023394776225477365j),(-0.23927339351701993+0.07528030661476193j),(-0.01881396066775333+0.1316558301283846j),(-0.5754299349361667+0.3153185562053158j),(0.21780902320392706-0.0672189879917497j),(0.39164214302796363-0.023267902421322793j),(-0.07198868541835213+0.19273428775640744j),(-0.025238182585880915-0.020923346229831927j),(-0.029431555697285956-0.0784152656650243j),(-0.028856154618306873+0.02589535011105902j)
241,(0.4217006049712726+0j),(-0.019920525873687457+0.08596033863338048j),(-0.0182140626878017-0.003730172457331717j),(-0.09417439654508573+0.1341157601948419j),(-0.1486507287078985+0.19363512568159824j),(-0.12134497016680741+0.010731681193717604j),(0.41184039429917885-0.37962678661177063j),(-0.20297575558404538+0.03512361869357747j),(0.31791673542414517+0.21534171499641291j),(0.37812808267540204+0.24093368907781254j),(-0.09553376697107983+0.11956620257767321j),(-0.033913488874502504+0.004296243440785916j),(-0.12355317999060066-0.1229668581227048j),(-0.042863754918078305-0.02599143852530353j)
242,(-0.4257482009699576+0j),(-0.10027997943502964+0.0650797932432746j),(-0.11398706477201204-0.006448843773873319j),(-0.0017194980930867743+0.05959853180722089j),(-0.04425183786945858+0.20910649984622326j),(-0.26515761713654673+0.08517989381642001j),(0.6123514290649199-0.1549342234503671j),(-0.0727738803575251+0.14472216600367835j),(0.2861727898258097+0.2984998503611128j),(0.15640790445980837+0.21038201934818535j),(-0.04933953426661913+0.06191567367036907j),(-0.011361301449880682+0.048169496722573736j),(-0.13231728884140492+0.03440778441193909j),(-0.012774515732927257-0.060140948395135854j)
243,(0.07803028881884594+0j),(-0.004071475254323502+0.047025607729579734j),(-0.13162375689798056-0.02700200048674623j),(-0.12183700605767323-0.04143275220371235j),(-0.10462918620374197+0.1460107482755922j),(-0.2722157298738211-0.06838245656573658j),(0.5030531946685761-0.017188075798466537j),(-0.1608803024683067+0.23839816084339874j),(0.4305078760993055+0.3919810602867786j),(0.06190199534331033+0.06584452933658078j),(-0.03686709755912204-0.025090907417438135j),(-0.08047376584434066+0.003128913459732978j),(-0.11615667727369723+0.07522680087899293j),(-0.11104971960182-0.02279261098822351j)
244,(0.02733945720534592+0j),(-0.037310710058016915+0.019184964653083753j),(-0.13795430814968362+0.06264322117594869j),(-0.00685268748144572-0.11396716868438854j),(-0.1032056687720084+0.10865844489912925j),(-0.27439407999316867-0.0654924217354617j),(0.3123806727229258-0.30499415570141736j),(-0.6478590998622688-0.5577020238299825j),(0.12260253905204405+0.048110799986294896j),(0.14519255570282574+0.026254264494744856j),(-0.10121951405386934-0.05369136175674306j),(-0.08786055471996192+0.029889490132375792j),(-0.16945474908692887+0.053735610406025626j),(-0.07526700141086326-0.008608186439576995j)
245,(0.3040974898148195+0j),(-0.030367507769506207-0.03351839286765924j),(-0.08327365405177867+0.1194823008171027j),(-0.0753621918791716-0.18410606401494678j),(0.03966551272808294+0.05647653348060396j),(-0.21785029569935802-0.222295246449224j),(0.36802661449254553-0.26357604142903324j),(-0.4251059196410362-0.4656680470789337j),(0.15384518872750608-0.05380059617475612j),(0.22202677801502063+0.06740398076993674j),(-0.04888700683020772-0.021351339953540993j),(-0.07972836020896718+0.014677313864687964j),(-0.10818241215850752+0.071696750583702j),(-0.1050582031299878+0.01457462662562028j)
246,(0.16326236709991948+0j),(-0.04072929878065691+0.0040180154994681055j),(0.05929585253309415-0.03930911796591273j),(-0.09579283684907952-0.061916372142439044j),(0.06274050778623444-0.0008799688287842861j),(-0.3587603021571313-0.05828641369444606j),(0.4909744733616762-0.19966750811925255j),(-0.28773440256286914-0.20052947593949016j),(-0.05516320743977099-0.3588777203190363j),(0.3076744100872826+0.07961115843008774j),(0.09602749966616429+0.044093122652410374j),(-0.0863921223292747+0.21184814256465925j),(-0.041508156480687515+0.06415329768439985j),(-0.07987088752304844+0.024999537357833647j)
247,(0.02200669945043643+0j),(-0.0033073635256588123-5.212315156997993e-05j),(-0.006315153848477537-0.01771836385543801j),(-0.053304457632867466+0.0887643568689326j),(0.19239005587955207+0.05589821366676864j),(-0.23359389261150953-0.06886427955483376j),(0.1917340535909453-0.12088873265996207j),(-0.6520595998741626-0.3254794424036288j),(-0.1312485920802207-0.1963624599663202j),(0.35689469101799937+0.23189939959695965j),(-0.040727875664618454+0.04010974688727169j),(0.011520758093394937+0.12847477754878464j),(-0.07774385450931896+0.11545393710748125j),(0.011587353823171803+0.03446675245754638j)
248,(0.6390671803173622+0j),(-0.045055265196353736+0.03414763513521104j),(0.04906261160609996-0.05799337162747403j),(-0.06442780262857757+0.08425979037289391j),(0.27091349404883797+0.0017371736114921098j),(-0.03762297438029844+0.005373092362555523j),(0.24599971305569643-0.06921057283780711j),(-0.6960998372060706-0.30725103883540095j),(-0.1663365948221288+0.06784494198154814j),(0.2631916487185778+0.08568628007525617j),(-0.03294324051176156-0.01068894848240342j),(0.08900313096664163+0.09312400745811031j),(-0.11087632283992031+0.07704531038242954j),(-0.015559325214647556-0.055918102306198966j)
249,(0.40819540211599514+0j),(0.01489218041554438-0.07092734026249402j),(-0.05727845596405358+0.030127394063729437j),(-0.10139377286822229-0.006313322881463541j),(0.18150514386518043-0.018150594792867993j),(0.01678654586658095-0.243666131062326j),(0.003972932434476176-0.08355218017729868j),(-0.6592566931499434+0.21703138169246822j),(0.06689081585917302+0.11030070414011801j),(0.2889245496909754-0.048918757430223725j),(-0.09258515528977945+0.09027558540235625j),(0.023927572517371442+0.09564121039514126j),(-0.14375572233520287-0.00944460719830769j),(-0.10954180169380294-0.044034493704273085j)
250,(-0.1554073765749956+0j),(0.10074798176248105+0.019016763078982125j),(-0.16609712817340488+0.02516491220416813j),(-0.06329152673649466-0.03613325376105857j),(0.19232436742815906-0.06957292384547696j),(-0.03952599542373295-0.23096354142939973j),(-0.4658585598192173+0.3047586629309964j),(-0.3928737555292622-0.17643929537652991j),(0.3193137370229193-0.057733333275348145j),(0.3283032587543455+0.1412337560255001j),(0.0915968966711035+0.07808033274407544j),(0.04776953256467176-0.03100409539336369j),(-0.08340203433535316+0.006414926448348449j),(-0.024210131602537294+0.02659467217684239j)
251,(-0.7056191571334564+0j),(0.07535420344877392-0.05494470162033282j),(-0.25037878025228455-0.13383155343591585j),(-0.09318538316209814+0.004688238321661748j),(0.09668320872306221-0.07021478529828509j),(0.02607299434110548-0.07733241739000166j),(-0.34319120739376063+0.12197893510444446j),(-0.47893331008685475-0.2551582147118234j),(0.07843275954572637+0.1151166375335317j),(0.21574693409908077-0.04813384660019114j),(0.2592800262032984+0.1223311066823463j),(0.04302011429517295+0.03328903068029314j),(-0.05828987091744396+0.009360796770885998j),(0.06982751430924623+0.02586438637341708j)
252,(-0.40644118106138255+0j),(0.037111747164641856-0.0039043051916324463j),(-0.11477284867777364-0.14287972706445642j),(-0.11512137186232527+0.08597432661965154j),(-0.019297138447558017+0.026949446739049483j),(0.13748165007402766-0.21839484604934964j),(-0.44558012800027746+0.06267107915522888j),(-0.44146020110472595-0.6988385110239586j),(-0.2200955295673886+0.22616863362043219j),(0.27671916759336423-0.2574568230335847j),(0.1357911590346277+0.03066833097462069j),(0.03460686118298012+0.12709223583234427j),(0.028908586083582752+0.13925793295257133j),(0.06958931013981373-0.007088843127259237j)
253,(-0.32870866879225064+0j),(-0.053885333671857924-0.0638918574266197j),(-0.12289461906070928-0.03651497221062887j),(-0.07224749649310466+0.07817281988006732j),(-0.05407583254529613-0.07889078495068563j),(0.14758313940416692-0.3671010271820307j),(-0.24679539596143196+0.00017559410162643063j),(-0.5011315674344399-0.5444626333667846j),(-0.0033648293875794266+0.36268598320608925j),(0.17359156107515075-0.0798285684868575j),(0.09285394161353004+0.09946968339704178j),(0.12421157755055515+0.06277951526166722j),(0.023925855316441036+0.19031209789658043j),(0.015499419535856207-0.0012791754469859348j)
254,(0.011870038788355616+0j),(-0.008785894403718483+0.07473107269152625j),(-0.13967844029994037+0.14415313637290045j),(0.045906197556996535+0.0996929826927769j),(-0.15868117708558854-0.19809691894304587j),(0.1962522378351151-0.21103100283026904j),(-0.2043201904492239-0.015081438590716615j),(-0.48098294068495867-0.6236227547740857j),(0.09913399071331115+0.03201912878230964j),(0.1647101061381654-0.1588855274609577j),(0.09639348315262469+0.06811305640449236j),(0.09922274826380179+0.10986294540652979j),(-0.002201463270755117+0.14855855626612863j),(0.0804644524722285+0.08635938106890577j)
255,(0.311769288186467+0j),(-0.022404801502139693+0.05150946990385477j),(-0.23375865619588718+0.07919253816263275j),(0.023371019280178634+0.054605741147829956j),(-0.08222069796379425-0.1069177088313635j),(0.37196900664335847-0.09735569807539302j),(-0.20438304219182488+0.08237006452860017j),(-0.6306283835950384-0.22786929896018757j),(-0.19125213018049544+0.030073306469225392j),(0.2567033154326464-0.13775289762539633j),(0.11712855637471128-0.05608581317115586j),(0.15439676811674827+0.19023854686965846j),(0.004193592787525374+0.050710387393604416j),(0.08572758518857612+0.08340345666200243j)
256,(0.5854269944797479+0j),(-0.010232390860509241+0.04900002985392258j),(-0.24568786756499017+0.021867542124879374j),(0.024799705228286985+0.07548564920796827j),(-0.11717708559864778+0.02183994636815309j),(0.411280890457786-0.16105020497923245j),(-0.22859915741938594+0.034297660034596375j),(-0.366136973749209-0.2561879322536513j),(-0.4899153165372374+0.28749373057634064j),(0.19201912097567322-0.1415540074550245j),(0.17115894617264946-0.09172202128550232j),(0.11495168109842573+0.26848300950233217j),(-0.028832824081191873+0.044323603252854095j),(0.014855922582428533-0.02515441581561258j)
257,(0.2121272481418766+0j),(0.008332760730972978+0.0011493350758777928j),(-0.21348054373342112+0.07418692266898551j),(0.043671632767625354-0.02723065295478357j),(-0.14971502532372286+0.005705984395479733j),(0.23649721362767934-0.04027229729418986j),(0.02955643714596571-0.04893306933657805j),(-0.3258646828830239-0.16377432301320627j),(-0.16877474789433505+0.37482962277962495j),(-0.008341217591075922-0.2554988709246965j),(0.17968237893350839-0.15305063081083337j),(0.12070847955529673+0.17690204470735527j),(-0.07005982756139503+0.020867793359609806j),(-0.023513105437048876-0.08453964946768142j)
258,(0.5652400218394703+0j),(-0.030468396443561745+0.08627090115940007j),(-0.1821337747325819+0.009577313842227337j),(0.10448772880844326-0.08998103028785817j),(-0.002294741352283608+0.031052341312943037j),(0.23665270422226764-0.1585294844296438j),(0.23300717550227074-0.16947991334285442j),(-0.06920853836218832-0.6041450247337522j),(-0.15223498864898094+0.49485448006427013j),(-0.1108948013570111-0.21010112272286222j),(0.3207049208898449-0.26804765691939203j),(0.06225145393286299+0.01351877515314933j),(-0.07724113019515541+0.028180216086835734j),(-0.00388315146264742-0.13212332109027033j)
259,(0.6769663792918187+0j),(-0.05448371586586843+0.029336463265290977j),(-0.15207165476274442-0.01000993453639962j),(0.11149838542030782-0.05865329021230983j),(-0.046529146289160155+0.028231695574577123j),(0.18215181784512813-0.1109244777877447j),(0.11241425780487316-0.044149929045465955j),(-0.1114902174455625-0.6299300477201183j),(-0.15876950530549558+0.3871725415311872j),(-0.1585705918282758-0.13173076476819937j),(0.26222391855961774-0.335729450722882j),(0.03844882510275306-0.030841298866500614j),(-0.04060138198587429+0.07492308894838287j),(-0.029382765564320096-0.11491539522207474j)
260,(0.27469209146752377+0j),(-0.09082701154235154+0.03411970055212762j),(-0.06729773900588956-0.012104637261071133j),(0.12297313406727894-0.025948900350121772j),(0.09212680578556127-0.0031139322687941343j),(0.24534290918082732-0.061905008535303216j),(0.22599474921438342-0.22613854067882405j),(0.08836987999212967-0.4142605871177978j),(0.12967342832418588+0.418995739729719j),(-0.19600658111342836-0.14265985308284096j),(0.2565847633397405-0.17971995031063234j),(0.002184535749958451+0.012832221112113563j),(0.019616978234230545+0.028674014234139775j),(0.025404555362726178-0.02811460322379315j)
261,(-0.6223356376155431+0j),(-0.0356666592297937+0.10272299117457773j),(0.005047324341639647-0.015487344812813497j),(0.08203733684195927-0.09849126664191804j),(0.09659031726013623-0.07447011982278011j),(0.3769537681690779-0.09078522662248938j),(0.10030862606864499-0.14701792408130882j),(-0.10571792897008553-0.49648224675513086j),(0.12589093283293423+0.26695587182463326j),(-0.03843810880204339+0.06050244046742559j),(0.22018338204076257-0.16757267614564397j),(-0.052112127180189316-0.049188406493063996j),(-0.001381075282279604-0.1537146286235382j),(-0.0025700266338544615-0.048331899770273565j)
262,(-0.7900575632526443+0j),(-0.03132183272875986+0.07625820694464687j),(0.09459558442925653+0.09584731270970778j),(-0.039991143364674124-0.11880665187952107j),(0.009828969884890959-0.027467814704105288j),(0.4027805391605401-0.1103375088148706j),(0.27614399818010116-0.1797598792951274j),(-0.37450934840973715-0.3616031368346511j),(0.025672344382043785+0.15122445394461373j),(-0.17669914133002168-0.02017609187440267j),(0.21681535478557346-0.08934277606722349j),(-0.0034551194864493266-0.01345971222986853j),(0.06833816530320981-0.08468443374696757j),(0.008690744516989691+0.015748112843778556j)
263,(0.09563968405624901+0j),(-0.011205760447473716+0.13840090138066025j),(-0.009765408624852187+0.0861612703699012j),(-0.11481443957942483-0.01643195950919904j),(-0.007976194322797052+0.04605430595511044j),(0.10906413535811382+0.0050974329681995265j),(0.18363236238162012-0.09746390347222111j),(-0.46145096561378807-0.7036114989347275j),(-0.15680443495572266-0.05258713493075931j),(-0.12463758423611779-0.07457995183533794j),(-0.02102576985573645-0.05301821502024275j),(0.021870213794499632-0.009757200685700365j),(-0.03660845081786781-0.07684115175677317j),(-0.08117275835844032+0.05161184304572737j)
264,(-0.44790067050554383+0j),(-0.08053923942592202+0.12820009438730695j),(0.0610143326674508+0.1550165291876245j),(-0.014327619712727488-0.1362858261320299j),(-0.08319797163410075+0.06106556492027694j),(0.023876696215466998+0.0091539524272919j),(0.23730639034077272-0.20125646539640224j),(-0.1050697346361861-1.0694275314469894j),(0.0697760465343189+0.21131395003115827j),(-0.21263445008164011-0.11990201495885294j),(-0.040452241776329737+0.07832311862278521j),(0.0016234961865220282+0.04491167523185026j),(0.12233819759004694-0.015146431923065742j),(-0.10641493208455349-0.018299838667901646j)
265,(0.4089068030847235+0j),(-0.024630431318259947+0.1562976759203803j),(-0.14566854099442672+0.008954083735934398j),(-0.09822932153157857-0.030153783030266307j),(-0.08153827827665439+0.08633413126105739j),(0.20894176641794782-0.19943572533424317j),(0.22037364702616302-0.3229908147679227j),(0.092370680669902-0.3930575746060506j),(-0.15905881817091969-0.05417088160670006j),(-0.027593252733540203+0.12326272217567057j),(-0.0779426042280909+0.08702076203333829j),(0.030566560158314313-0.01485589951783552j),(0.07137608036323835-0.02548749353302512j),(-0.023090947551976937+0.20796051247424002j)
266,(0.7750033947281201+0j),(0.007426770107373214+0.14618010413706992j),(-0.16453754668961693-0.010472084713294336j),(-0.16283538557263177+0.0031874627214977004j),(-0.12335391970551501+0.060384072550769566j),(0.17990638921071742-0.14446444359049004j),(0.08162943221665628-0.2486040756126689j),(0.32226520879229725-0.4545794101457638j),(-0.1488366165013722-0.09782986747543092j),(0.06842391682271096+0.09755843575388876j),(-0.11837047283345889+0.14621051987833306j),(0.013472416171124803+0.002714401568824217j),(0.08700152143027277+0.05896867186779434j),(-0.0245772350871565+0.22848520821304538j)
267,(-0.6815055773932361+0j),(0.01569447666148043+0.06271414970953892j),(0.023720688384388504-0.0069972806989505795j),(-0.22098249555288535+0.014916062581383373j),(-0.2252959078159513+0.1263000189073162j),(0.17814561455454578-0.014096397545807365j),(0.21448520188369596+0.0639052765811681j),(0.09947813562817312-0.06669099406699033j),(0.005371133748148375+0.050985294088810806j),(-0.1311266882655866+0.1873256308989341j),(-0.1344107213525073+0.1682807932111226j),(0.052218957922974735+0.10930030132435373j),(-0.01232947347614552+0.05695603368296777j),(0.049622095738515073+0.12423276627461555j)
268,(-0.09128564800931027+0j),(-0.004138896593714838+0.01252213015984283j),(0.04728656417112598-0.07127105136812834j),(-0.18515025466022128-0.06447169592775949j),(-0.21369345214782262+0.17494236729357882j),(-0.0458293257691406-0.04237602450713748j),(-0.0014871265526945343+0.21796326149011475j),(0.10244360563079927-0.07679833523956085j),(-0.16170931343841663+0.4691652753739769j),(0.011469814155195449+0.28715490843983527j),(-0.04743879256267444+0.19596096058676218j),(-0.07197808565270171-0.0002454680560152432j),(-0.028502161363967937+0.024643351365200024j),(-0.10551240316026494+0.1315827740254252j)
269,(-0.833208705530508+0j),(0.008779618363113029-0.022044988312009538j),(0.027837983037198637-0.04138527126667498j),(-0.2384343214377038-0.08064227963269337j),(-0.2954233727628547+0.09721062567643755j),(0.10761646292034147+0.05563049133640613j),(0.28768843970128277+0.12312873758710849j),(0.9985643517022512-0.1324980714332758j),(-0.19978347754675618-0.16737358731652419j),(-0.13742502700737447+0.15064501377789197j),(0.05460708050179661+0.1579713584780277j),(0.07230351202306184-0.0897188124442059j),(0.04639915281271339+0.06071743648003613j),(-0.04257733605076261+0.053765553543569135j)
270,(0.20149723967004907+0j),(0.0201061916199492+0.008653567146071933j),(-0.01850984598421426-0.0733173291159428j),(-0.12379688893097925+0.06843476833885798j),(-0.1544047597762704+0.14661435253302138j),(0.16072766383573553-0.06281884207826731j),(0.06651127068160406+0.036416168432896516j),(0.6456360907012287-0.04527461995290277j),(-0.22976468894899618+0.07043030203928916j),(-0.012312101741143347+0.10892749351268619j),(0.2580446649202522+0.017816835891296956j),(-0.04287863840034213-0.02588831470655472j),(-0.14676367213247948+0.0073866354861684864j),(-0.07035645104400767-0.05584138089908065j)
271,(0.6288306911410656+0j),(-0.011819053758177094+0.003489141934824802j),(-0.016967998883570767-0.10435603995811975j),(-0.07517949832871137+0.07343770363336814j),(-0.143357325824125+0.037410702180712636j),(0.1368524360643021+0.0006995867035994472j),(-0.16732987750287967+0.18765336126812115j),(0.3512721655435264-0.06983889138429093j),(-0.17764600217629528+0.20385584291102926j),(-0.18538628445931585+0.11356170582645767j),(0.1927267810335631-0.004484824723380992j),(0.14822996030540678-0.024838760286201366j),(-0.1128037056803018-0.007083471316511401j),(-0.00047012887274488265-0.09596546902473603j)
272,(-0.6634038579195419+0j),(0.02590328588357166+0.057117006064894046j),(-0.1089670145247029-0.1569044990408589j),(0.059709593845970056+0.024336635411042258j),(-0.16390146712211023-0.020746743927561262j),(0.21643305944818414-0.05179082255369874j),(-0.22507387875409018+0.32958712647053967j),(0.48708133117169033+0.06975202115565536j),(-0.11178659608077571+0.021549672433555378j),(-0.16256573608665784+0.11739483939269811j),(0.23587205709986567+0.015128682854127343j),(0.15372635491566158+0.10255437390917607j),(-0.1456081996230375-0.06275434213974447j),(0.00017342174966191934-0.04389121571015391j)
273,(0.6033824639428317+0j),(0.11409954373956371+0.06573892432493897j),(-0.11792049655452094-0.08229339947285545j),(0.055576668333750225-0.028026185836907268j),(-0.14009027730545143+0.022906736139484032j),(0.15246247936481255-0.10118791327705534j),(-0.17269919527155658+0.2518971433772833j),(0.624894542979375+0.30905159503147106j),(-0.17898601515937834+0.15859341579450176j),(-0.33059849362507676+0.05357977152750873j),(0.27880367615783347+0.038779270952760805j),(0.17406099913168463+0.08221594342074665j),(-0.13928055832029992-0.0745698366993292j),(-0.06338441999257192+0.03957495527774728j)
274,(0.13756851300348638+0j),(0.039599374970564385+0.014220542205432729j),(-0.13036859483003227+0.02763844207390663j),(-0.08723981917949529-0.1810327203638171j),(-0.07025330131092611-0.09763573576559542j),(0.12237372995437293-0.2123038360605278j),(0.005342630139890045-0.1575531277851781j),(-0.11149930496918034+0.390092605161993j),(0.35438964353655755+0.31020107873517727j),(-0.4423604481433346-0.04145115760685569j),(0.0866917831238698-0.11305641966404742j),(0.12854100182891873+0.16575083422747267j),(-0.08239167500546127-0.14418555298072708j),(-0.0952540096928859+0.05474742319346528j)
275,(0.49889874845594323+0j),(0.004416320370780238+0.09331425005502458j),(-0.133336839413344+0.06458131921673887j),(-0.047232701743631686-0.229588066840274j),(-0.05235795147741085-0.11933584261368513j),(0.13337442926973306-0.21396652586681442j),(0.10110328184646494-0.007764215449217238j),(0.03137839852031865+0.27843346840735794j),(0.246429957799641+0.4863180580722803j),(-0.33749141265439064+0.008039578746106443j),(0.09967939923910811-0.035640763977694515j),(0.10159679227845035+0.28687744893811346j),(-0.012009160022654584-0.10678647144096674j),(-0.1299045413116444+0.11970111457819649j)
276,(0.7860671992056605+0j),(-0.02396416973895361+0.15368658467364693j),(-0.10033091180312002-0.02020255832870146j),(-0.057481498687323176-0.24206174345568376j),(-0.05085263969704493-0.04134967548323249j),(0.06298750486641459-0.24251055715735026j),(0.016931186892197192+0.16601528897793735j),(0.006014881895994306+0.21599818693573997j),(0.7068958049759079+0.5189240351056099j),(-0.19122936187421485+0.050524928961148664j),(0.10692555870356513-0.04259196026917454j),(0.12740136945485278+0.2582278270817329j),(-0.09551527221927684-0.10560531871662227j),(-0.015313011324912938+0.028808129428988954j)
277,(0.816204072263016+0j),(0.017121285552865715+0.19398714118726113j),(-0.10781984935873902+0.02238445655800685j),(-0.06299988587061303-0.16497813808858544j),(0.10157736285400429+0.004162350911567253j),(0.010108769575096696-0.2719978161788478j),(-0.18733490934695438-0.09981897355749973j),(-0.1334174449865617+0.08260087322121278j),(0.6266773993556003+0.30389964070475767j),(-0.4220968004261468+0.07669436162373416j),(0.13209640586631288+0.005139936208717232j),(0.23199403715403571+0.1659175500766717j),(-0.06717582478786951-0.08889090288600782j),(-0.0026594456732199137+0.0008532112215046527j)
278,(0.36072695874162547+0j),(0.02080992164919293+0.17909709898767476j),(-0.006438998545923842+0.03753960054808331j),(0.040781638275749814-0.2228621757910324j),(0.1547840080446008+0.10339639020944547j),(-0.022908643127823015-0.34952279567428923j),(-0.09104314656777737-0.3538675308298776j),(-0.08505350422024077-0.165791078218322j),(0.23996752801134705+0.1336891010344053j),(-0.3075540848709667+0.3622145687598638j),(0.06559375580771191-0.06837953460095265j),(0.21732070803820225+0.08112405838318132j),(-0.07582734774485779-0.040582961192634326j),(0.019529943232439992+0.12285658601022316j)
279,(0.06489171449164133+0j),(-0.07303825353853473+0.15963202577603855j),(0.07038386761108792+0.028521457244645464j),(0.07781271531288866-0.15415085481461532j),(0.17491133651599317-0.036135269118711524j),(0.08775818958798934-0.4974613653617015j),(-0.3121228192800671-0.20825292608726825j),(0.04403030203034315+0.35325307751444224j),(0.16540330219242608+0.32401985437980857j),(-0.357298674913632+0.1919857914294302j),(0.04559171751790354-0.07739997331430165j),(0.10301450584374738-0.04755602481992902j),(-0.0778029618565012-0.03833481641832266j),(-0.01755712891800038+0.08886414884714053j)
280,(-0.4568390778172934+0j),(0.009109718500165785+0.11984121813007527j),(0.0819000948904463-0.0021448802782979195j),(-0.0644290916267088-0.015118134375202624j),(0.1276416329751221-0.19696413737422588j),(0.14925694230006847-0.32201937148263876j),(-0.5590970003006052-0.3516108496797568j),(0.3894617231513304+0.014248656992947053j),(-0.3890133196315197+0.2241967658949855j),(-0.3386348495997417+0.322353543345628j),(-0.011819241429811082-0.04965501871976493j),(0.06544795780321835-0.1346799870064479j),(-0.0301574389480189-0.01958099736173128j),(-0.05117352831451513+0.09600901644974334j)
281,(-0.888546293445502+0j),(-0.15730664281299686+0.08660056909749743j),(0.09477480397062935-0.0037664565946192263j),(-0.005916798411819031-0.022050446313563808j),(-0.0076400521396003465-0.04888460428481181j),(0.15264921135669213-0.21464628046376583j),(-0.16017216674008572-0.19006002709851658j),(0.48129594660724684+0.23401255201964324j),(-0.29969984130189925+0.31000328646134645j),(-0.23124166031237048+0.35227495343725757j),(0.049802852515366404+0.006659379796707651j),(0.13588155871587068-0.15411873119217787j),(-0.12246089228565324+0.08206056929446959j),(0.057714934513849+0.17309651255105327j)
282,(-0.8028711306074656+0j),(-0.13039429323901697+0.09682517124017681j),(0.04862488673932344+0.0457617943396728j),(0.045990363083883344+0.020109275095226774j),(-0.14385936624036474-0.06572192581322088j),(0.25164498518832984-0.1498618084827228j),(-0.14083615853422485-0.17342909290597075j),(0.3092539554996854-0.06292059913036958j),(-0.5436186122687122+0.3577272736397166j),(-0.09130876405385888+0.11067403889824044j),(0.027911217807424143+0.16307725860993494j),(0.13138032282784362-0.007762125973877921j),(-0.12122494774462296+0.12893184123613477j),(0.03011619216619905+0.1745530906038875j)
283,(-0.002034295764182792+0j),(-0.12979802547194091+0.09055338169751001j),(0.06555911273818348+0.028629703090570287j),(0.05861567934141899-0.05348154172390932j),(0.0179567617427834-0.06917099548558389j),(0.25684369750327646-0.14017470980066524j),(-0.18178606222681623-0.005817908698646623j),(0.36227498738754355+0.29695322694917964j),(-0.5025046066459706+0.33130481960356356j),(-0.021049059430793382+0.06480916422380066j),(0.07407909956940179+0.21010223056621086j),(0.11433671832008294+0.06026542572837501j),(-0.10661917536566975+0.1781940079373247j),(0.057924457019171316+0.1206209340434006j)
284,(0.04773047824378679+0j),(-0.02822078123551168+0.09679776163012824j),(-0.00884336330322078+0.07566053040269385j),(0.03496821480611505-0.10912665445246891j),(0.19328866202998765+0.04541091045776008j),(0.08016899920563944-0.4074007626547522j),(-0.12414042062388433-0.13399284335596146j),(-0.04961925674276643+0.47314329155898727j),(-0.3057914160967562+0.24490411768299972j),(0.12340398874801305+0.0454346519267229j),(0.08137639581547046+0.21120088780725688j),(0.15660752399778094+0.06833104686899674j),(-0.10410348013354136+0.10336063567800666j),(0.13175637737988855+0.14939992425090134j)
285,(0.04773047824378679+0j),(-0.014633898118860523+0.09238616480054557j),(-0.008537878342891181+0.0757969085480993j),(0.024936850730126185-0.08108848264960883j),(0.20460964779038654+0.04880883402057017j),(0.1837873485719812-0.4352733596891467j),(-0.2352178168269804-0.20491573925948886j),(-0.2411317122417368+0.4607563294291274j),(-0.3404314342398278+0.2449111347522444j),(0.16403978098631283+0.004274587011825641j),(0.04903362759733688+0.19914591994009473j),(0.08197833232+0.07118542111088645j),(-0.10570205090558418+0.10226140261935876j),(0.13075538100077128+0.13139583535616697j)
