,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
115,(-0.7058685145047522+0j),(-0.10151917662555643-0.18619155787643227j),(-0.2836563269880878-0.06932302078013787j),(0.10311696228557185+0.17787083184797503j),(-0.17177306942906467-0.3081091367204191j),(0.03383640844853751-0.2645976512565001j),(0.13715920159239434+0.5644694187066743j),(0.21230338074237368+0.26467280476813004j),(0.002950234963554191-0.26387692599945334j),(0.1470148824631488-0.22818906620882126j),(0.05147775329536679-0.005011617615983066j),(-0.23167498149834925+0.06254914064722443j),(0.08912381337265109+0.08718369003632034j),(0.04985464815767617-0.15150373190471406j)
116,(-0.7376258975822791+0j),(-0.07551505698304505-0.11180102395915001j),(-0.22520743801615042+0.007425648021673524j),(0.08753267541714502+0.1412258132983264j),(-0.060510260351810764-0.2844394852662362j),(0.09633942010474174-0.06928644458078745j),(-0.10506378569559131+0.4991030812058352j),(0.2803541716133165+0.22264691839866152j),(0.08599195118048937+0.04755813769563021j),(0.18823740877627498-0.07265336062031241j),(-0.0014428366478899564+0.09471365746986377j),(-0.2467437328788987-0.10156086969216269j),(-0.01942502698835161-0.050692635715139746j),(-0.04028394531292639-0.12149660639330181j)
117,(0.29441268621278316+0j),(0.07183506141290696-0.18391263719570666j),(-0.16949713374531603+0.10260033283494985j),(0.07721429788201872+0.0867989337550809j),(-0.17666392719075272-0.2146736396236249j),(0.14732239380716436-0.0064233058411891164j),(-0.11941994968892544+0.6352638226313729j),(0.3175003791235651+0.09144826039672438j),(0.11517334540097605+0.1206055621428549j),(0.2661227122365959-0.05369102749688842j),(-0.13337489635590735-0.006930607554278739j),(-0.15075897289462406-0.055975494868601594j),(-0.13041522363640556-0.03281657919863182j),(-0.05113477241949787-0.08657742662998394j)
118,(-0.45670618270568697+0j),(0.013196257743386619-0.18572877052438228j),(-0.10818698596216558+0.05350091549678494j),(0.059641053427873944+0.1283480405757268j),(-0.22337858288471799-0.18910864459418994j),(0.03241139289987008-0.11653315159113468j),(-0.009528746546963632+0.8737308512699397j),(0.34546423580346486+0.022578384993593315j),(-0.17185229683766065+0.07667453363849902j),(0.09813502356160281-0.05868691196952423j),(-0.11634754573333911+0.0053208301538355054j),(-0.1363143096686203-0.0232729943504631j),(-0.25078987992051854+0.050447514910570285j),(-0.14402293365220742-0.031599787477302146j)
119,(-0.030140885172575738+0j),(0.09240963182354053-0.047810750014563135j),(-0.03592895351111064+0.024259341933689078j),(0.01054098161536343+0.08725895337661901j),(-0.16627745831684743-0.2073178074798182j),(0.13085933360139057+0.06848986054705698j),(-0.0905553339146708+0.6770198727192516j),(0.25812992720077665+0.0849719226952592j),(-0.13444807160333294+0.1902031889443091j),(0.04555328008608822-0.031981460077526724j),(0.006832411872798788-0.09194860680682265j),(-0.13559628418537886-0.06994845316559622j),(-0.18903338833155872-0.004049329723897745j),(-0.06172226230377305-0.009746129972269464j)
120,(0.32254734608689334+0j),(0.08655452368120557-0.03769858996033798j),(-0.030985124810992623+0.0738174097393309j),(0.023854513462085003+0.08695740321668449j),(-0.09309031620771024-0.18749717944219232j),(0.25381640462074606+0.14041201418468566j),(-0.04793985636438433+0.5481859926139854j),(0.23544019088858892-0.022113832699952037j),(-0.11294748125827724+0.2840820765627358j),(-0.01642079632845793+0.0010652457264342385j),(-0.16616203856144526-0.05902512694111945j),(-0.14505615731353025-0.10931500740308342j),(-0.2198528027739749-0.1291503562001858j),(-0.10794178004023385+0.07886676830338202j)
121,(0.4072394021915744+0j),(0.00015425329343662225-0.020547294571547327j),(0.0815790683300818+0.11607299800855914j),(0.0804156630146064+0.06771390567907615j),(-0.03385471087126231-0.06891898742598163j),(0.36534680368482647+0.25256963190005577j),(-0.07761626715943827+0.4383468603110599j),(0.25504383906483075-0.011712696278720203j),(-0.012303310271446113+0.24168480484416174j),(0.08830002004443534+0.05330130899435744j),(-0.11227737194569008-0.15741514566374595j),(-0.05212238605744538-0.1632461928696471j),(-0.05517890355121964-0.09341250153581751j),(-0.05071708469995688+0.0990037810042784j)
122,(0.596307459829423+0j),(-0.0121120868843566+0.04830522586903344j),(-0.188136548418459+0.006999679433792896j),(0.11138102468701168+0.19570234389071672j),(-0.08741957569562754-0.09283131066067343j),(0.2914645579574873+0.07525178577071212j),(0.02170084260771376+0.34813170917944064j),(0.24078953596437516-0.21303307820834666j),(-0.26025866132082764+0.48365329275590185j),(0.19607598966194206+0.12212238704922665j),(-0.08051170992578395-0.10680525165972196j),(-0.021462157846384496-0.040684810855884476j),(-0.10604534610384321-0.08867143837053235j),(0.03281431520873826+0.06874478696359858j)
123,(-0.39755423480993773+0j),(0.023630276683174613+0.07131537206827109j),(-0.14214719024320208-0.1475400193047988j),(0.07799803782546165+0.21400956444741304j),(-0.08250817563213492+0.08056442713376401j),(-0.02308033756291524+0.03582629965863596j),(0.13253265979367979+0.4402451541165146j),(0.0870711800068397-0.12483787271893937j),(-0.18431972582639652+0.22195032841323276j),(0.35838097461637913-0.008393745451064548j),(-0.03360489035851957-0.08725473676456993j),(-0.09108102965543817-0.02054292963514078j),(0.04191648298008463-0.1712989340000804j),(-0.0716479302776116-0.0674697970959082j)
124,(0.6237577129338624+0j),(0.04387689713227979+0.17203875429123752j),(-0.08091416661484137-0.07086481887557809j),(0.08386555039251743-0.050802717920736574j),(-0.14476656892904743+0.005710307725846166j),(-0.16420248858162378-0.06390280559411307j),(0.13389355104701428+0.5166500387034079j),(0.12051049444558731-0.1944314255700961j),(-0.0425504112199295-0.05395351497237047j),(0.21785539188359176-0.3079131705487774j),(-0.03706285676231545-0.11675324551180202j),(-0.13085020143606324+0.09673264256853888j),(-0.11864080641317463-0.07291814269510087j),(-0.13321431894326027+0.03435774758436852j)
125,(0.22489049036153663+0j),(0.09308677093288374+0.06505387615049965j),(-0.031157099123076903-0.07407231052646068j),(0.1496216784908977-0.08765026989998487j),(-0.23711113729690367-0.1499496635268772j),(-0.15132538618173358-0.21004759478377355j),(0.052580018027333544+0.6480783050871382j),(-0.08564233782240398-0.060295639697796395j),(-0.07437512633014763+0.2714335864643712j),(0.1037428491256201-0.47721205626308016j),(-0.0815092968818612+0.004546944782205705j),(-0.12120125577747534+0.19108680216921237j),(-0.060032128540008944-0.06950791973032425j),(-0.04691135745925008+0.10466839765056776j)
126,(0.22489049036153663+0j),(0.12363686588255147+0.020530326777685008j),(-0.02997382551353995-0.06862905396663516j),(0.11505064080509475-0.03968893005115203j),(-0.1995653078388096-0.148239405506594j),(-0.2737761563176879-0.2258563879167453j),(0.06246574156519297+0.7227600706685555j),(-0.04402827475111108-0.028667578278273854j),(-0.08761897397429111+0.17342189215925652j),(0.0869599634369173-0.4526503890674402j),(-0.04912260312452071-0.08305148655038609j),(-0.12250534712903477+0.1928944375187803j),(-0.08120460934983102-0.07695972523721906j),(-0.026604501764194675+0.17443540787047013j)
127,(0.22489049036153663+0j),(0.17487387739699722-0.045608922463696015j),(-0.08266084460345667-0.15960047033400415j),(0.0854731392666574-0.02745959139341523j),(-0.06783274947289349-0.04814555789701536j),(-0.19999918763243524-0.27306574310769505j),(0.020835791671963637+0.49946907176738753j),(-0.07422048796425001+0.07687333499331347j),(-0.1298506751209466+0.27963735248195026j),(0.1148524804565736-0.4418734780973553j),(0.03946372241509982-0.1077519207440675j),(-0.07145712477660597+0.11968281863769306j),(-0.0981436293534304+0.011165294608739038j),(-0.04411148732146279+0.13580379779764362j)
128,(-0.21887253562726397+0j),(0.109367998196092+0.010682501158442798j),(-0.17588610106444777-0.09687036334319794j),(0.09354876905906902-0.02384751549544549j),(-0.09487149317599224+0.17119752663695628j),(-0.14257131912142038-0.1401852825656053j),(0.3075079163522237+0.6347771367772892j),(-0.15125793368947119+0.277185026401343j),(0.1334675257297368+0.0032423575275860386j),(0.1327939209658563-0.21779314085547935j),(0.05737143460556722-0.16917261104606346j),(-0.034604345495839184+0.13758503413586376j),(-0.035932112982625775-0.019004580166861615j),(-0.051599772109635206+0.12245156973135853j)
129,(0.45615424230655394+0j),(0.033696958206171336-0.031048718806412204j),(-0.202618363764346-0.12595431676278754j),(-0.07255746429217977+0.07777119078750766j),(-0.09230944761934312+0.12824503371994897j),(-0.20536968830337715+0.013169384119332684j),(0.20285407521053445+0.47885457179732316j),(-0.170813625712544+0.29251967735887585j),(0.16692688218197238-0.1105880960561192j),(0.04464861076558334-0.15831337875727236j),(0.10797761800743015-0.11424646400297506j),(-0.13014860371919637+0.29691970866696965j),(-0.10581234533799533+0.011794729449719665j),(0.03563061113208027-0.050759269577258376j)
130,(0.26905552686688594+0j),(-0.1048598365334418+0.03716222496350225j),(-0.15732878812387274-0.12083798404640395j),(-0.23150952016797607+0.09644419281000072j),(-0.0971258322030685+0.14133054598872555j),(-0.023953776638625003+0.09217229313115789j),(0.24362761200604052+0.5488784501820244j),(-0.346376798032482+0.3216844439446832j),(0.230778127275403-0.20709044199491078j),(-0.18270997071180248-0.12076305594639672j),(0.11081739548769527-0.04781768746942719j),(-0.0847159398527704+0.24415826007994193j),(-0.10170685576470692+0.03988127101551115j),(0.07374865007623166-0.004376443882255753j)
131,(0.37542952813091046+0j),(-0.09298835347269567+0.09133140578238941j),(-0.0996554358181377-0.04017121492848752j),(-0.1163364074610228+0.18880553821230758j),(-0.12626269683261132+0.0741793034554641j),(-0.11276612131917166+0.21379271420842957j),(0.1935951856697838+0.3969877501321322j),(-0.4067501248077814+0.33987473295223336j),(0.2680977521862147-0.27033192624983116j),(-0.2715106388427046-0.2131423125314018j),(0.16151556424555283-0.05266360887893741j),(0.0024682278878507633+0.2082067390914306j),(-0.1250282147008535+0.016013407602037465j),(0.0312363228502005-0.039516288655413165j)
132,(0.7786240137753233+0j),(-0.020768231597702705+0.0775181025037226j),(0.03634232800507095-0.03426075650406515j),(-0.09799216117063846+0.2899719384828457j),(-0.07675362480597316+0.142777442046342j),(-0.010743641370392413-0.0195137995756777j),(0.16759854910231578+0.16769692832172015j),(-0.2604445716745927+0.5054607180202886j),(0.14976618127860603-0.6341717325905892j),(-0.3230400229713106-0.13853511790739526j),(0.22958871983831505-0.11309444390912743j),(0.07476613863294058+0.13239342389969677j),(-0.018701528718845253+0.003424453016616657j),(0.02486877790111618-0.014201687962359027j)
133,(0.736000499929333+0j),(-0.0506166951311959+0.04096880369047683j),(0.038428099222763155+0.03619861517638358j),(-0.09420275243958659+0.24824826881620404j),(-0.06187783361744991+0.06917602484173524j),(0.048222895813177+0.05408400499275439j),(0.21408310139495085+0.14939466248286007j),(-0.03394057516617524+0.5345332882261876j),(0.19929795431638367-0.6812529139113075j),(-0.2144809022554434-0.14087779084546234j),(0.32845574559013213-0.13527474690813726j),(0.09389780692966003+0.09242507677839938j),(-0.047521712175584874+0.009244027332352266j),(-0.07184343238664488+0.05587219453897735j)
134,(0.6908280531325979+0j),(0.0032025250837568204-0.012473162992624898j),(0.0623134211396672+0.08734053654331232j),(-0.01937930918836181+0.2717648384569041j),(-0.14213598419881524+0.05751197767413471j),(0.07302010274007864+0.15461631555357255j),(0.11027152209178365+0.22231344174986722j),(-0.0694903645694502+0.4668174225418308j),(0.2251201637626441-0.5621065228619653j),(-0.1366415155135201-0.23452375368439365j),(0.1716001132068925-0.1031157336916068j),(0.1954408059467018+0.07057019257419142j),(-0.09666800858006452+0.03862225399919923j),(-0.007962205771983154+0.003878140071588855j)
135,(0.7085660279414953+0j),(-0.08364964025571764+0.01953426122162052j),(0.08129416647604036+0.022404260818768208j),(-0.13774223440715697+0.19716008803470209j),(-0.1795280842152177-0.16183155887665673j),(0.1199816172363331+0.05468201637314718j),(-0.017128010256770694+0.3263001609804128j),(-0.010286834981980174+0.5690517544167236j),(-0.15113733598144338-0.5996672035271796j),(-0.0405659973667274-0.2664837348892489j),(0.23214920343580375-0.1496051428832347j),(0.16580063467979536+0.12382236173247987j),(-0.13509071614524004+0.03344062159580129j),(-0.028231838115228405+0.012232712701935747j)
136,(0.9195828275543398+0j),(-0.07740169623511892+0.04364037416272981j),(0.03907524194101111+0.0045228211059533665j),(-0.1727139548083007+0.22756406425940992j),(-0.1318524815642793-0.12964616933844253j),(0.12423547568103901+0.045010319794375656j),(-0.0838139082925496+0.23794667206604103j),(-0.011346882704367671+0.5190309615840656j),(-0.2283125637489556-0.5532942960174007j),(-0.05503822098322028-0.2550988667434961j),(0.2393647153403938-0.08862243195027533j),(0.1725991463829553+0.11795861216176019j),(-0.09447315813836898-0.02402631065883379j),(-0.029382373511425745+0.013088617877208676j)
137,(0.8051807111995134+0j),(-0.07739586574775555+0.033085723303732856j),(0.0397370841060412+0.005297888403225403j),(-0.16554468388120722+0.21342624181591405j),(-0.1053733867491056-0.15198902128120456j),(0.08153635959791922+0.006207311208723372j),(-0.10146767126456305+0.18867861913120698j),(-0.0395816551921776+0.45533116209336516j),(-0.0855817971968375-0.7053879447892408j),(-0.003932699666369471-0.27360787255140706j),(0.24952983276306714-0.11219983906274651j),(0.15049930121595145+0.07992907454110798j),(-0.04768319322439109-0.0031650510473254616j),(-0.08962601888962213+0.07543417980532768j)
138,(0.6040036480738878+0j),(-0.12024277161718552+0.06042518317789105j),(0.047250651508412456-0.05902528174602028j),(-0.08020709137561+0.12825195336132106j),(-0.07037672473650247-0.15633954415072693j),(0.1466698373157008-0.07502467256267378j),(0.011816981314963596+0.1059688714024127j),(-0.10729519678775291+0.4670486994870251j),(-0.12138241443830916-0.6190157948689754j),(-0.09594939191943394-0.30667326560760994j),(0.25426865009525773-0.12368422949930474j),(0.1400335210763658+0.08918393000578609j),(-0.017558798562558597-0.04852395683067303j),(-0.1332870132482732+0.12248639756698956j)
139,(0.811839053593062+0j),(-0.13728090277384006+0.031643640206435446j),(0.03265857244565619-0.12883088460429032j),(-0.02439170126161367+0.11279089183982724j),(-0.04067871577537511-0.22071464356826564j),(0.018492655152474637-0.17914790249989748j),(-0.15994676151309595+0.2156887318212715j),(-0.04373995323733475+0.5264662274041902j),(-0.07435596040292913-0.5514139912764449j),(-0.20128780715829198-0.197349427164739j),(0.28345798241211034-0.10015519043130705j),(0.05208529781804339+0.05313596329734059j),(-0.04301988347638516-0.0025628035986315183j),(-0.025521572905172214+0.1658016464970014j)
140,(0.055988619290165076+0j),(-0.087051610356749-0.011521508997614466j),(-0.05749865386634452-0.0199049780523354j),(0.018116825551181093-0.10913204725829292j),(-0.10515605030642762-0.20095459327138343j),(0.03895009721401686-0.10269205715329913j),(-0.2773089389968979-0.05492572109258487j),(0.15021897438110046+0.3679733796367192j),(0.084715955081587-0.4240182643075108j),(-0.1618164535450867-0.1937196162737895j),(0.23293136410836057-0.20253811303172903j),(-0.12246787945467835-0.008658128487630297j),(-0.02540227626334191+0.01493430563894686j),(-0.015938698572027416+0.1234481258349413j)
141,(-0.7511966311263292+0j),(-0.08676915958636551+0.022752035261644456j),(-0.0018794623360368634+0.05345337204687446j),(-0.0003787452366943965+0.0031831893011502327j),(-0.0605158556409055-0.09229899420828655j),(0.12726952628902782-0.22440038842759616j),(-0.2729601841682647-0.12161960220554593j),(0.054633663173131314+0.4370474767894747j),(0.21408284712705708-0.40013568707657426j),(-0.08248208334434926-0.1132776047074095j),(0.2770633081476906-0.1458044995433487j),(-0.14650906742960415-0.013865285289707402j),(-0.1150365934878159+0.0720023896593384j),(0.07147928132213521+0.075950208410488j)
142,(-0.8247744828778838+0j),(-0.012677173526276841-0.08479087140048142j),(0.08388206277994746-0.03911663927859276j),(-0.05181909620033935-0.048358908494250175j),(-0.09809548499784196-0.024401648348474286j),(0.18211890176307322-0.2343563052198647j),(-0.1384610499509228-0.047043416450844755j),(-0.050902059641126284+0.24557675588025274j),(0.474462468336784-0.4510136033932558j),(-0.05883348583316779-0.04630178246161924j),(0.19294923115933274-0.22860855176796757j),(-0.15102193095201713-0.01054926922871105j),(-0.23449987123521643+0.10113435402576004j),(0.030098948942246687+0.09015053310617763j)
143,(-0.3138294960030063+0j),(-0.01967763991018039+0.031996828762446215j),(0.1409449776672314+0.035852878563653184j),(0.011893610994759763-0.09756306883400725j),(-0.1176298690835749-0.106077711773692j),(0.07245764945644101-0.14899698327648533j),(-0.1803985789109665-0.1415433172365082j),(-0.12153082467846496+0.29446336810512j),(0.2442485401338039-0.44252993005245933j),(0.02536883104105359-0.1100833471844975j),(0.20873680126734726-0.14676552030868806j),(-0.11457565238236257+0.00640012214469524j),(-0.24433512155232281+0.1403741999817575j),(0.035996878692110844+0.0986423424422628j)
144,(0.44759288754033677+0j),(0.031383173039728915-0.021086753562584326j),(0.013061692065388847+0.038958644325592526j),(-0.023513639736510654-0.08040616139599187j),(-0.07438426720032967-0.11604346898041668j),(-0.08032409311368921-0.28243884372861594j),(-0.23506058670288782-0.09856074073299292j),(-0.053107309437610356+0.44464366953424167j),(0.0953122645724786-0.46729807975475124j),(-0.021988504042702275-0.0836003757421719j),(0.23013285676311482-0.17309531981654225j),(0.046158905699023416+0.26693222543512j),(-0.18647760769331828+0.0715264213563004j),(0.06783086078137683-0.08149945554623049j)
145,(-0.27794899330404654+0j),(-0.07431103747782962-0.025034807504551847j),(0.03387413967431127+0.02383425451287452j),(-0.08628110489712305-0.05757510413135309j),(-0.046250868563360845-0.12151630930129348j),(-0.12359355593501929-0.34671958983450585j),(-0.3105636086604084-0.021550885877983938j),(-0.2681045132322077+0.3585007289040954j),(0.11893194053107908-0.53694193337506j),(-0.16300928960942587-0.12374669204947003j),(0.13604497141358846-0.09809704288714116j),(0.09051096143987157+0.20514662139350653j),(-0.11064224001538964+0.10410883395859591j),(0.042729537528555156-0.017728134994222093j)
146,(-0.3143335240055814+0j),(-0.01682516577470769+0.01397804352646848j),(0.06330686166412207-0.004289797912270738j),(0.06300244777319206-0.13780635912856404j),(0.046843152720679716-0.2643633639017212j),(-0.12030318590254424-0.2809134602213475j),(-0.014917271799988994-0.03764369197676295j),(-0.21985162347588288+0.5192922429129472j),(0.17407312910771608-0.45538049892072274j),(-0.07766300559560499+0.062339483518702055j),(0.1679281914413195-0.2432114200996694j),(0.043545980154518604+0.2428392097507289j),(-0.0051385292237437555-0.012479410501748958j),(0.03334984302814002-0.0570252956846775j)
147,(0.6664684038477705+0j),(0.0053230855648124815+0.04277417415397387j),(0.015428861431102968+0.07940941479093275j),(0.13394546441999317-0.0386955293447756j),(-0.06370980640827201-0.17321727618136654j),(0.007592790263623132-0.29248153382825776j),(0.030219810498121148-0.1701748916014596j),(-0.019844857781364966+0.659440815918321j),(0.027208694965601493-0.558740575328697j),(0.027329457145066835+0.015197631000199538j),(0.37694699395954984-0.1618544968348874j),(0.07725825256149133+0.3379174433665828j),(-0.09439018536881316+0.11257127594116467j),(-0.008532264759071848-0.07864021283359862j)
148,(0.6837762645355757+0j),(-0.022028212352481688+0.06788126177751941j),(-0.032729167095814485+0.11030962457931175j),(0.0071620036173113966+0.09391945784227305j),(-0.14516891464360762-0.09333676751959538j),(-0.008407468193769908-0.28813935923911954j),(0.1200897015492686-0.14740975001894285j),(0.06543996830925078+0.659306061013145j),(0.1269832069325543-0.6916776120128293j),(-0.005088506662925617-0.0026599220447579928j),(0.289914078288158-0.17597861375861984j),(0.11483819051978944+0.20170331271727387j),(-0.06946760727736097+0.10966020842929516j),(0.018732464255451678-0.10124616015554229j)
149,(-0.15458095003976538+0j),(-0.14918253436115742-0.03349060730958919j),(-0.08683850417784973-0.00608992019670142j),(0.055518126841503-0.10502845663897664j),(-0.12423615962617209-0.013349524884831206j),(-0.028588701041561727-0.1813382592268981j),(0.1577861204479058+0.13617118416339408j),(0.16127586979830097+0.6222694810809467j),(0.0646421617929524-0.8119565179253126j),(0.0059578961479050205+0.00962527828443889j),(0.1959407257462009-0.054665452356553165j),(-0.027945031292629454+0.1497986313759066j),(-0.062179401271220694+0.004790876432136363j),(-0.019389468080887054-0.1602578432845534j)
150,(0.3136472539744784+0j),(-0.11264873193967137-0.06180848006586098j),(-0.04971282482736425-0.03167243852226437j),(0.006420685557055859-0.1416850641039887j),(-0.12680161974397292+0.016696336108646608j),(-0.00955111740000375-0.24936224384822256j),(0.4023139877135577+0.2072120257460079j),(0.08241966482104508+0.5430985931568232j),(0.18154933315981553-0.7119415063771324j),(0.13093103283745755+0.09475811944532556j),(0.17113801703505097+0.06990911181170831j),(-0.08257942545968777+0.10285791947471871j),(-0.07547649807751036+0.021092698620690385j),(-0.031804728120189946-0.16872059226031696j)
151,(-0.4180989950838223+0j),(0.04591602731516612+0.009941672531486817j),(-0.14547287609779322-0.013907956778000026j),(0.11602830712873449-0.18211530196059003j),(-0.006643837863689396-0.0015954608639162648j),(-0.00464266415189947-0.25882071646632854j),(0.09605803731638028+0.15898548368102722j),(0.2208309325611718+0.5833355540488369j),(0.2735319083659008-0.2687585091341731j),(0.10860306952377395+0.15561204475545226j),(0.22611301888423357+0.05728438136165989j),(-0.08189181089475187+0.02821296470057695j),(-0.053941346786961386+0.08878897333462228j),(-0.03855389549900752-0.13839755632357323j)
152,(0.38111680059965636+0j),(0.11206207327562097+0.030777650667634986j),(0.07173001127243628-0.037352403887466495j),(0.07123964574572415-0.07522712731191815j),(0.0488627756920943-0.16477611500536304j),(0.006786110923114782-0.23282561992944228j),(0.19580813788293033+0.26677514465306296j),(-0.2763787300992828+0.61565627121997j),(0.12342182697422335-0.25235611473636915j),(-0.12579013163406466+0.2001775760394322j),(0.17269717930016174+0.12693149247055222j),(-0.17578595580321005-0.07514143286903366j),(0.006296330144605809+0.0882931096048915j),(-0.12471213815146724+0.015329212163610335j)
153,(0.10577518423151111+0j),(0.0947347020005257+0.08150198221328825j),(0.16405659674801987-0.023835195118613133j),(-0.008518310106607321-0.06691009536854381j),(0.022692485139229078-0.09055489703639955j),(-0.09348367789600817-0.1874882812293685j),(0.16701081748932486+0.8593286203103252j),(-0.1590535509113992+0.4375805841795754j),(0.10570071793810179-0.06109032966967001j),(-0.19853799568450112+0.18729324181038357j),(0.055417925852705295+0.13670643258704904j),(-0.09745838346410372-0.06389046466715032j),(0.021213128870718682+0.07106348621409873j),(-0.07429893525992856+0.03802849199856242j)
154,(-0.7121476845767054+0j),(-0.040991576188746014+0.05191659927526856j),(0.09974481757571414+0.04994936160555748j),(0.04228294539872812-0.04279537468977748j),(-0.005538582864286665-0.014578468017669533j),(-0.28474971929527426-0.0846543141149867j),(0.19297017525684695+0.6835654455093872j),(0.4021142190164614+0.4814529459375321j),(-0.3365348757392556-0.11325575372771964j),(-0.14073934849680753+0.11199301296772118j),(0.0994980559189377+0.028780025934071734j),(-0.10932195844572921-0.0613849506589774j),(-0.03294402812206104+0.11216992456598182j),(0.0853690251870772+0.036258554987875884j)
155,(-0.8120793822415183+0j),(-0.009385256356297+0.03885480483657208j),(0.09839002960589868+0.04234380342011174j),(0.041855794386707765-0.04156641352883147j),(0.01875480087873642-0.01840061590329018j),(-0.1965192649964575-0.16176543260087656j),(0.16931220190038088+0.6283910541503994j),(0.38147987549588686+0.3629268201511757j),(-0.24269584237195949-0.0960552828026388j),(-0.15245946234528224+0.10657145375729958j),(0.07414529350506524-0.022850869385302956j),(-0.1193324419088132-0.07504360677495808j),(-0.08194021645925395+0.12839956711666287j),(0.06734768392675547+0.047468623448047316j)
156,(-0.8004652418584495+0j),(-0.013690236918277353+0.03920342474850831j),(0.1097771613265914-0.03864678558019754j),(0.06411852196304316-0.05452188016624095j),(0.03104227173496114-0.03650161556384167j),(-0.17241358480213492-0.18603463167470702j),(0.3651033332630029+0.5013763141269534j),(0.3784354530135763+0.35719777108464446j),(-0.19630820315789338-0.044106686015143934j),(-0.2251722999391897+0.0803993309830476j),(0.07607858539032872-0.023715963761883212j),(-0.12062681167746055-0.10385112299739674j),(-0.06636319640087998+0.14343910183736044j),(0.02010016416568086+0.059207309705119435j)
157,(-0.22361585971737394+0j),(0.03877964394122547+0.06393329495354717j),(0.09088685793570267-0.08741313055023851j),(0.13354211601778412-0.10596546424471232j),(-0.013429727690916875-0.03831865985522586j),(-0.1379257793561279-0.12406698521587597j),(0.2601145290692188+0.443210965968512j),(0.3976807306410959+0.26428701200263405j),(-0.2204942627304033+0.06227922955294089j),(-0.062282115822979836+0.16075993358780438j),(-0.016705940582239252-0.039414839749502974j),(-0.14659498035893334-0.10160423293218365j),(-0.04465724442214652+0.20481349534752133j),(0.11404886909703751+0.06541349782796271j)
158,(-0.05998564534140474+0j),(0.02086856805703206-0.0025800479665557194j),(-0.012055114831879812-0.03395478546877169j),(0.006583101779080341-0.1839262424008089j),(0.012683797464778511-0.20243072391405373j),(-0.15482779401812333-0.013479269960625519j),(0.12069788688992875+0.20652123780406942j),(0.13476782062850012+0.47838333375515546j),(-0.2753519843399867+0.1865833958917646j),(-0.16352440928014947+0.32941765420772906j),(-0.016286487813954295-0.08844241536872806j),(-0.18645103954910822+0.05239622691101857j),(0.08607153298957565+0.033994362960289966j),(-0.15560013807246145+0.038893883468636814j)
159,(-0.7528632958702397+0j),(-0.10989083863907725+0.036704477336522226j),(0.04752696231244291+0.05441348853378618j),(-0.017500690698031122-0.17351849823465973j),(-0.08549531941465888-0.15529819607419473j),(-0.23061311375122562+0.05518658043670686j),(0.29336523377979845+0.288331325728868j),(0.264708687441234+0.299633337177929j),(-0.2799788468598335+0.18312134298181337j),(-0.030938135721188642+0.38147643508877355j),(0.11770992958529697-0.045746225649146446j),(-0.1237520421862997-0.08349480090846823j),(-0.015877149183435316+0.0523069848657637j),(-0.14674249512939005+0.027474306684003063j)
160,(-0.8018704793842193+0j),(-0.1272687126728142+0.05118526567139437j),(0.10346703800242749+0.07112393056207537j),(-0.0041429987110060025-0.1767556775868928j),(-0.05636198592998774-0.1810379764327288j),(-0.16766140869521395+0.05506844531683737j),(0.3179744902084612+0.03851959392260407j),(0.3170238868436304+0.2484847923092025j),(-0.4017470451339403+0.25937770866438037j),(-0.033787571988118804+0.39150714308233425j),(0.09525030454042406-0.07118956500434435j),(-0.09003302398637096-0.0850013150844115j),(0.018768180741126544+0.1269331118076168j),(-0.16716273221329706+0.042889262611869025j)
161,(-0.29785450885254633+0j),(-0.08245077123749465+0.12619273994991836j),(0.15163137588511771+0.04452722489948183j),(-0.002759643515732664+0.03780289748876282j),(-0.05845687479628205-0.14253037542610067j),(-0.11570413687883582+0.19085628847914654j),(0.19596395461060243-0.008672110413169842j),(0.26251438631341895+0.1843174788495965j),(-0.2889624456238493+0.5123895918073915j),(-0.027005304345412852+0.32889630305191975j),(0.14390596422946098-0.06490748700583676j),(-0.1308261489950927-0.050216956574152406j),(0.051326003018681135+0.12495712084643301j),(-0.16875787536566095+0.01787136367542652j)
162,(-0.5407729265093937+0j),(-0.0633190157248872+0.036638908722432445j),(0.12342995692627043+0.028110854980131175j),(0.029116267898263673-0.10685096871055055j),(-0.012966379411789821-0.06264928231467899j),(-0.08577574126282647+0.19131827542294952j),(0.1740569380096006+0.01569173408247994j),(0.4607108253462702+0.32372535039882105j),(-0.44021423559048833+0.21570022004526507j),(-0.026499106411036068+0.5050065946524898j),(0.15657518876051968-0.1760573404211544j),(-0.13175830602290262-0.08554595467133526j),(0.07310350619131925+0.08544148007020229j),(-0.14738088375415212-0.12297285232122324j)
163,(-0.48782707426748795+0j),(-0.02399723256579841+0.054362557445957235j),(0.05834773878016917+0.018560621240410646j),(0.003969139370698701-0.07507098278705668j),(-0.06683632659995203-0.11326303907119334j),(-0.12564092208001718+0.16199873647218352j),(0.14456229747603705-0.03776139392925362j),(0.3842595031720088+0.3659462601781473j),(-0.40127305678047515+0.3073362869877281j),(-0.11897176652741528+0.39557974442610655j),(0.09885386221992917-0.10709179611825512j),(-0.036046013820385234-0.15517818672604622j),(-0.013352306734321846+0.0022251463093088853j),(-0.14237883652804034-0.19770365733358086j)
