,1,6
4,(-0.00013614450263316994+0.0011681277728460599j),(-0.0007877085181640377-0.00022935775649315953j)
6,(-0.001520084783762471-0.004273404724884318j),(-0.004783904232269258-0.0021361764472508826j)
