,1,6
2,(-0.01485687692839708-0.003803745162577981j),(-0.018093844114704858+0.0005077551509352701j)
4,(-2.9528198090283196e-05-0.014349228970372956j),(-0.004986934315508633-0.012785843124858679j)
6,(-0.013997113358435016+0.006932099663085392j),(-0.05732999097405165+0.0128085311518222j)
