,amplitude,c_-2,c_-1,c_0,c_1,c_2
117,(-0.3168146743506951+0j),(0.0021285697382967816-0.7105170520247043j),(0.11235806423736894-0.20359954003717884j),(-0.19901655795289663-0.37225148125987373j),(0.12103485506622798+0.08528852972653772j),(0.18052191593329797+0.13030698100764843j)
118,(0.04290631748717766+0j),(-0.015377425355045563+0.00012726352447945538j),(-0.55611612327561+0.027306705732406365j),(-0.16338320003634682+0.22445372504704397j),(0.08420796268524829+0.6191376415850977j),(0.26438407073687187-0.03552545639072911j)
119,(-0.16706778222067187+0j),(0.16956622284401918+0.1630976090864641j),(-0.10043320525301946-0.053318933131651675j),(0.5275236772356491+0.3769885578466603j),(0.20618733300113234-0.0614217800043253j),(-0.0002787664622382058+0.36549225569362664j)
120,(-0.12981909332948038+0j),(0.08244711588922951-0.03467678080056294j),(-0.15245930068424798-0.13861368247598668j),(-0.8966439175344243-0.3633605474584411j),(0.20818444967672917+0.039846232233093117j),(0.02664010115224526+0.034605735042432764j)
121,(-0.03710432751483994+0j),(-0.22707086393962472+0.20807586014597176j),(-0.3235113337283236+0.5231210600003608j),(-0.2787040798558701-0.12835823661196338j),(0.507064165714922-0.17210926395028694j),(0.16171772970979215+0.018482924482004042j)
122,(-0.20568799701277196+0j),(-0.31193431872458527+0.0697589099785246j),(0.29058776082215376-0.3254147613037016j),(-0.29983230444742115-0.00042762740739175215j),(0.059971824599431435-0.2522713424360253j),(0.44668719410292235-0.02477005841943683j)
123,(-0.4481009583024717+0j),(-0.019905225784910524+0.08515298824430793j),(0.40465590855345507-0.47856830111017595j),(-0.13743701238500966+0.2845342327282078j),(-0.12818597621354103+0.4703101316585222j),(-0.08239500796513884-0.005059124912595485j)
124,(-0.1504033751840902+0j),(0.12176358840818907-0.004130193143055252j),(-0.17410135720036699-0.34995613190972563j),(0.3534268133259615+0.10433535973312709j),(-0.440008403906239+0.09395171671156337j),(-0.4709439434378776+0.20962967571101768j)
125,(-0.34981846617504064+0j),(-0.05335969689870473+0.062052112690937626j),(0.16897093826154866+0.07026887147852151j),(0.482640639002929-0.7889231577852378j),(0.27922465466636814+0.05730091984771174j),(0.036399203304989816+0.07417157909674046j)
126,(-0.30762651389312523+0j),(-0.19836312150136365+0.055511458756784905j),(0.32210462461297884+0.04772836787265225j),(-0.13141673114817393-0.6206258680730395j),(0.5291381032283745+0.21421153579146196j),(0.24944873084811348+0.0869889931121228j)
127,(0.04266267983121558+0j),(-0.04822733002463973+0.07397082656536387j),(0.0976792241103959+0.1599462921482756j),(0.04962141619777346+0.25108989328699066j),(0.14366640673304915-0.39464816017475685j),(-0.3037505909579101+0.20067149053081745j)
128,(0.6394988508494537+0j),(-0.2365745695728531-0.40223709922513073j),(-0.12749584974299497-0.18442304377509666j),(-0.35497467939963867-0.4418484158047406j),(0.24581784820357983+0.3963544564076391j),(-0.0006766654851154685+0.044044597802444345j)
129,(0.17234444929058335+0j),(0.5225557750833728-0.11028542216939716j),(-0.2597487378425339+0.34344675022198584j),(0.06851461154344424+0.15247982708735075j),(0.010598322746335417+0.34245598582588j),(0.06972322509256093+0.23544001819041077j)
130,(0.4910491274617308+0j),(-0.004042842855544376+0.26161057227718165j),(0.008626270401920988-0.16032033148867916j),(-0.4143105835162289+0.7092953921609694j),(0.2942399943734912-0.48743220775876434j),(0.4055831339882539-0.050592185379562546j)
131,(-0.08889066825314655+0j),(-0.11090577692653673+0.1444858077195571j),(0.09253663425372091+0.11359391553777022j),(0.3421263185592769-0.14889979803056752j),(-0.40763471301554105-0.006323110973948928j),(0.015878591037515898-0.06443858227379941j)
132,(-0.35251118934381787+0j),(-0.15579881267651752+0.03985280854939163j),(-0.3987271989362186+0.3295309305557951j),(-0.4221087473536405+0.5703718913522174j),(0.22904676083145104-0.14236868040364664j),(-0.19596933995313415-0.5811462081865786j)
133,(0.47651173984288253+0j),(0.07411330883115227-0.26777139764520924j),(0.0042125105568004695+0.6039342335584093j),(0.2390136284313009-0.016512296811637767j),(0.2605110976787889+0.3094408041051908j),(0.2521060946600639+0.1328797525067763j)
134,(-0.22707287711182927+0j),(-0.22021111920368178+0.12129366170844842j),(0.25159130657134354+0.6401720454270178j),(-0.7153131435212156+0.10694335848453479j),(-0.07651614081569263+0.19919835647618137j),(0.26009274240250474-0.01745326431163599j)
135,(0.2253449161892268+0j),(-0.6373870441511444+0.18636336352864796j),(0.20228231022474316+0.13995996874185895j),(-0.1066067030579674-0.1385687326066408j),(-0.2113340542594493-0.14218584853476154j),(-0.13457727532661926-0.18789759432790953j)
136,(0.5188744131549115+0j),(0.1355853318975263-0.06049045106136522j),(0.02932891941070377+0.006050712415831673j),(-1.2109713174711771+0.15511560041714867j),(0.08152809331823271+0.2298746248282243j),(-0.013004459695596438-0.2187186523131813j)
137,(-0.45546451267264204+0j),(-0.3008628374938751-0.18059053203778086j),(0.4984207059646225-0.4133437134689438j),(0.010397599926897774-0.2649707928240328j),(-0.3797676235061268+0.030783331401166264j),(0.21443866906737108+0.06779128659126768j)
138,(-0.3854961461660992+0j),(-0.15607714167262185-0.23431007749902097j),(0.41139167636233887-0.12871211177666886j),(-0.15048666785833523+0.3808629076227962j),(0.4168340010018496+0.27835986254651846j),(0.2966631795186726+0.16765863882497634j)
139,(0.6490519691831272+0j),(-0.04113953109368208-0.22051927333729865j),(-0.4003187985153086+0.32348119035762474j),(0.18542781655849683-0.07861931314896341j),(0.15919120155806965+0.4665226748458141j),(-0.7488141931481751-0.10892996349791484j)
140,(0.10702074679875279+0j),(0.0050367478715596815-0.09318752716777806j),(0.0592950541794153+0.20524876622533217j),(-0.5406686611350341+0.19710763442132248j),(-0.06862802093300979-0.026506625144689523j),(-0.3790825795152154+0.0030439819942266293j)
141,(0.09589267117368869+0j),(-0.0054786319451110375-0.3721325275945244j),(0.07932900508768442-0.13363687225950505j),(0.5257512341942299-0.3449800439180981j),(-0.25113349320173395-0.2254925440436215j),(-0.28663353546394144-0.07489920732132145j)
142,(-0.041061311107614684+0j),(-0.06844985010223109+0.18694678721533103j),(0.04674478323775196-0.0997048644378997j),(0.09402590101786695+0.08565849957030544j),(0.4201554557227393+0.6473522252426129j),(0.1671271539965901+0.06661023330850438j)
143,(0.2912547594589899+0j),(-0.15686407322803822+0.09370464991490889j),(-0.08408999535816453-0.36494024797428354j),(0.7138704375141076-0.0318122115102413j),(0.0606062048851326-0.3126241952694034j),(0.04724289649725999-0.005314251299157818j)
144,(-0.0896723944690904+0j),(0.3571337038892928-0.153385243422775j),(0.02255866711891789+0.04253204044486691j),(0.20343175628668178-0.5545814990053027j),(0.014989278105112-0.046285304349113134j),(0.07229549733908452+0.02248915346602587j)
145,(0.3613290455590661+0j),(-0.11477793456381273-0.14832001641650783j),(-0.07056266131511907-0.15198881269082976j),(0.6344857759465345-0.4855162857006329j),(0.2291237558791739-0.3043563803596322j),(-0.1780172849643073-0.1628027766924917j)
146,(-0.016679056246243634+0j),(-0.2638172382506878+0.058745186489198964j),(0.40423717694735584+0.20095310207029737j),(-0.24345933769170655-0.18095956523624812j),(0.24914724479085715-0.4543679571985983j),(-0.0833345347989768-0.14023690896998223j)
147,(-0.25003840637035757+0j),(0.1554350952314854+0.08959705611730788j),(-0.21836291883393075+0.17784962729808448j),(-0.5996345353123016+0.6175181835635105j),(0.06194574307855227-0.2870630231816639j),(-0.01864588801032649+0.24496856852022134j)
148,(0.4424407492289616+0j),(-0.3890109865816888-0.013239980885602104j),(0.030492669780055635+0.09167730303166637j),(-0.11332274395439898-0.44971031589259836j),(0.43563356990013974+0.17126766363840795j),(0.19961592628816388-0.1972478379350396j)
149,(-0.6569798766361807+0j),(-0.1542787784777477+0.014995637086655907j),(0.3770604173594984+0.5693645161947748j),(-0.4248940658893274+0.23713336699239287j),(-0.29509756976866147+0.5418502778246319j),(0.08568339290911126-0.013095477916779296j)
150,(-0.31279139609200474+0j),(-0.007490410014672141-0.06725002550849599j),(-0.007193578680993337+0.21114560362837828j),(-0.04727235135775876+0.6188614718787316j),(-0.26989679944324535-0.48838769999707987j),(-0.034843322389882164-0.08023566643390252j)
151,(-0.5601844595394213+0j),(0.09956988134969161-0.20128147060264903j),(0.16614015290562822+0.18978142615062582j),(0.052403699986162344-0.05009694951086596j),(0.04086528407690673-0.32572162568332064j),(0.015310011896893468+0.1947837998817702j)
152,(0.29578781642670077+0j),(-0.03572480021702687+0.11403331615854573j),(0.014193778024826909-0.5607450307809783j),(0.19153731907561036+0.29293294111915985j),(0.1933739316620654+0.13328144632673736j),(0.14382888474400243+0.10419574466649607j)
153,(-0.13832547757986285+0j),(-0.0032998965743920305-0.24310776205865056j),(-0.2582509878973344+0.17904200816416813j),(0.3833342757633294+0.11285049553047241j),(0.2843777451595647+0.35690114928249006j),(-0.023580856531540295+0.3881534954490099j)
154,(-0.8167405670944738+0j),(0.13369034035267174-0.3125262154331124j),(-0.03455509337666564+0.065052373794102j),(0.3566923584329901+0.0035631417044735825j),(-0.5543932349660582-0.020530848389097932j),(-0.1973124571819616+0.2985040318446064j)
155,(0.2934574293019212+0j),(-0.24751655790317836-0.1601609416672666j),(0.2121093080579835+0.07650294142374764j),(0.17031163635047536+0.08330264767731788j),(-0.4927461441684343+0.3501771101570453j),(-0.19821988956540845+0.122006528372259j)
156,(-0.4103223573703736+0j),(-0.07107435083699021+0.11651352544382679j),(0.5795215519847773+0.2232793949931249j),(-0.32556829381941454+0.7551049004191761j),(0.35160064955430975+0.17230557816901962j),(-0.23564367549449672-0.2320222768941304j)
157,(0.21775635988337455+0j),(0.05614775922780814+0.004041243467776484j),(0.1613714001704981-0.23017814196538755j),(0.7841616301024705-0.11036836284177362j),(-0.34372142614980455+0.5059964569179148j),(0.04618814500820784+0.049614821049383626j)
158,(-0.06699162320051524+0j),(-0.05811948707370053+0.00636873809169546j),(0.18949769686872256+0.06121707096147726j),(0.16237281187294245-0.5688841979147131j),(0.275575714759169+0.40714478181159686j),(-0.0834300354357094+0.15311262748907248j)
159,(0.04115873148975541+0j),(0.13748864481343212+0.20835150210714365j),(-0.1024919974324077-0.050487551524196844j),(0.12633809649755773+0.535602899379801j),(0.4161449886482332+0.473032764272009j),(0.14763930961624855+0.008470688084038093j)
160,(-0.11545785039692175+0j),(-0.2941317486962594-0.3436947385753438j),(0.08029461839682431+0.14111234017653246j),(0.025280065955403608+0.6451092991970253j),(-0.2674567663239743+0.11281732182242543j),(-0.2448223788108619-0.21999220425196872j)
161,(-0.34644736240359975+0j),(0.27518701455992073+0.07594111851591807j),(-0.17248746835424145+0.053418928844354646j),(0.5623095255315668+0.2427002618048234j),(0.5206759122162609-0.2021676728873382j),(0.08079708831919086+0.010884064442774163j)
162,(0.8042454030200011+0j),(0.1833074267650558-0.24138418247024698j),(0.28614606085052563-0.5615843523009607j),(-0.13869897171271373+0.04546682330083707j),(-0.5896682663261678+0.3298580395407945j),(-0.012745247233071261-0.3696840926177141j)
163,(-0.0415123517585074+0j),(-0.11137839142984984+0.14204115162055958j),(-0.322626573405631-0.5739197804243547j),(-0.0698841735728633+0.06038540325152347j),(0.06866456068582544-0.4153286448920877j),(-0.13845968588500407-0.11213105835634408j)
164,(-0.4253376445028459+0j),(0.15184683382991168+0.03948269575377367j),(-0.365204184557854+0.21983407085919057j),(-0.08556810565729589+0.11837270191356311j),(0.28605063326133584-0.43072809533954226j),(0.029275449157526064+0.1662242927906573j)
165,(0.19227624971739762+0j),(-0.10510476248932904-0.009084779263748288j),(-0.14032223428383978-0.18602563259817412j),(-0.8977596648077365-0.1736663366096295j),(0.34331321461727965-0.007505392683614283j),(-0.009290721483788487-6.1287432369661055e-06j)
166,(0.7653161742689114+0j),(-0.2540057397491867+0.268426959285303j),(0.12798073729715911-0.032092828243169794j),(-0.44301137544259134-0.2572347572071736j),(-0.5165329488598491-0.4533513873366135j),(0.24530200299959368+0.18639544043244763j)
167,(-0.6615908600463081+0j),(0.45928906108242507+0.41357218622629394j),(0.28279013343813925-0.3904699103338754j),(0.5093310319623947-0.5420064341232367j),(-0.1642589895389865+0.1819950276436907j),(-0.08931220517309646+0.1529436588456356j)
168,(-0.415381839308934+0j),(-0.046964020068676435+0.004008578150596104j),(-0.12478953642116862-0.2253118359544059j),(0.6984453892587653-0.521728170429118j),(0.0873328754859567-0.3157777089050025j),(0.02517873588005884-0.13712784053859298j)
169,(0.21470582708939764+0j),(0.19604892653975736+0.1874280661111419j),(0.40650364142895895+0.442652046247921j),(0.29161091260480687+0.5301862292485673j),(-0.26786696570731183-0.4106430720183538j),(0.22714596357382014+0.27394172855515164j)
170,(0.13976823550434636+0j),(0.11640379146919297+0.07132043156455986j),(0.3054786332057445-0.2789930373765005j),(0.5405762652012207+0.5227946657964455j),(-0.25428813100149394-0.2810484958656065j),(-0.3189185006017775+0.2801446369199254j)
171,(-0.29781609330949227+0j),(-0.04000153453666007+0.011573966918363042j),(-0.20863260377469978-0.4243469799694213j),(0.21233897772484053+0.31215185059562345j),(0.07861337393828968-0.012036044331859008j),(0.15390635278110334+0.33927361539429274j)
172,(-0.3120986266339603+0j),(-0.05783310337286349+0.22910098341049176j),(0.19940783466014433+0.3446677112331728j),(0.9919972406217792-0.09134877184514406j),(-0.11300714883436541+0.3777601215715955j),(0.021662308220171005-0.01813801161868254j)
173,(0.7916825126258114+0j),(-0.057649596747174583+0.12299082850881832j),(-0.26351696576619626+0.18800330043957475j),(0.8427003583925916+0.726336110786467j),(-0.3336406637399948+0.4655799219048481j),(-0.15166656224175126-0.28035362213124415j)
174,(0.8389760683852834+0j),(0.043967218159463285+0.2807360369291225j),(0.08252433374004042+0.290210673978506j),(-0.15671524697719963-0.13915107995322976j),(0.41506104459067356-0.39266082880985625j),(-0.4675013375212158+0.16688319196976337j)
175,(-0.3836997559645958+0j),(0.23811404310324588-0.22268317318618125j),(-0.4698331330232482+0.12121601934160643j),(-0.3615957059719344+0.2078455872486586j),(0.29542236615268824+0.5256052012835728j),(-0.2551554260336769+0.000782702943138508j)
176,(-0.3060667464615351+0j),(0.1308468689249796-0.0034745178206803864j),(-0.318275584697317-0.6421976694148388j),(-0.03223489707619218-0.13023572730035982j),(-0.13766065675515723-0.17984041665855088j),(-0.11986539526742072+0.048808212803028064j)
177,(0.06796602435018878+0j),(-0.1300685461972601+0.005275414469746158j),(-0.12210499469427105+0.48297181877036843j),(-0.3630161464732837-0.6743970980134235j),(0.05785360800722822-0.15928903798073785j),(-0.1463779413616637+0.10155193101653358j)
178,(0.2660598000217051+0j),(-0.4241573869420182+0.21753019695569484j),(-0.5632870152828177-0.19767202490255859j),(0.10152828615303294+0.269569476935202j),(0.029748378627505012-0.08110039043379025j),(0.18003276948354016+0.1944195088676265j)
179,(0.04207913011681974+0j),(0.06441893067331268-0.11662627679166991j),(0.09696665057338982+0.48647384084612555j),(-0.01921787774000977+0.5590858281537179j),(-0.45332246462261183+0.17262439934422977j),(0.22059964466548287+0.17973937242404403j)
180,(0.6836778943559557+0j),(-0.3480595339098007+0.0412790528766562j),(0.3730371077313532+0.15438920874699277j),(0.40266907204211955-0.48455191790615154j),(0.4378851787410338+0.13734760595166434j),(-0.19076966398903358+0.09376493040741232j)
181,(-0.48728132002220487+0j),(0.13047296496984265-0.114203051480213j),(0.5616885818518039+0.1535771286494499j),(0.13347522496094807-0.3605536361215562j),(-0.12441568730642623+0.06368923194025816j),(-0.2586412075497119-0.3078531609992025j)
182,(-0.08491207387276978+0j),(-0.14183853779051095-0.3355504722218874j),(0.40813354353195647-0.18502387612307436j),(0.7338310600841399-0.12475497371358922j),(-0.22636461049669382-0.3489886390723624j),(0.12349302772134763+0.1691178668464814j)
183,(0.03267150197834723+0j),(0.17830113506331233+0.050068734091082354j),(-0.3389806989327734-0.2999954358523811j),(0.692504177325426-0.4709438826721206j),(0.08036249573877068-0.4369087248399718j),(-0.2507801652584266+0.15232704523854648j)
184,(0.4255235024488818+0j),(0.3147983005131587+0.1199440928294088j),(0.022945395352842-0.08258735342882634j),(-0.007545967667186543-0.6708112538261899j),(0.24348993250968728+0.6625015375947595j),(0.07994658936025187-0.04757207988729378j)
185,(0.16631557468777894+0j),(0.10327570601503193-0.029113291775632634j),(0.18237279711051524+0.20705703907933304j),(0.6790416795334177+0.4571666177712801j),(-0.0691890639953273-0.28385387679658725j),(0.18491567093976774-0.07268457367275626j)
186,(-0.04992463540087691+0j),(0.07611825330241892-0.09842295340986804j),(-0.003447466125635984-0.1564851896273418j),(0.8296465446221333-0.5713112214135838j),(-0.12420496939034983+0.09656243290192165j),(-0.08855081712297072+0.02451685259287264j)
187,(-0.5690741395109399+0j),(-0.06105807999390754-0.06766060747602215j),(-0.09355139852985363+0.26744623321934263j),(-0.25574636278509644-0.6670589947138273j),(-0.4204286809864698+0.21582378537300628j),(-0.28746652665155686+0.052254766931619255j)
188,(-0.18665544498785752+0j),(-0.07429097021165518-0.06541429161804697j),(-0.4562646976820375+0.13800955866006212j),(-0.20890705891315053+0.4987417023823576j),(0.0725527767335902-0.25184596133972553j),(-0.18159839317692794-0.13383048631740416j)
189,(-0.14115245083751943+0j),(-0.056795874164569396-0.0905690654914722j),(-0.34676391736333434+0.07393400063869744j),(-0.7934330846526845+0.2799930183016663j),(0.3402233033481411-0.14610508976362388j),(-0.041453097435467226+0.006052571062390633j)
190,(0.41472136520852854+0j),(0.027869432372136283+0.1726895696309456j),(0.12285904295735733+0.6745233001462999j),(-0.3563061572155807+0.3803998502804616j),(0.23818923288744595-0.45281671352917285j),(-0.03355392659954329-0.19662694448319665j)
191,(-0.4650030594646115+0j),(0.00014804949788887328-0.2454399824670297j),(0.31153826704730014+0.1296675320084845j),(-0.5458594678939785+0.34833679157744113j),(-0.14040158474863812+0.08428495999494118j),(-0.10111859336650694+0.11936919647937977j)
192,(-0.015581062963233472+0j),(-0.09802896814088294-0.013339355120369158j),(0.45239282541635606-0.0480346846352079j),(-0.5339686184021667+0.07721433255643406j),(-0.187623656576693+0.4636831580884305j),(-0.21827803031137122+0.2511665138395125j)
193,(0.7181460516278801+0j),(-0.3045230515257149+0.08970285420997876j),(0.3054729073745937+0.18655255765271747j),(-0.42395898241299657+0.4391745671772154j),(-0.14144452884434489+0.38895134935365416j),(0.23399002406463074-0.2103042402466256j)
194,(0.31348430292122775+0j),(0.21222683722762045+0.16088799089484018j),(-0.2730454981432063+0.4094456248387527j),(0.12231219474677583-0.142638823896592j),(0.26772129045874027+0.012116167959967256j),(0.2430224014201443-0.14582129426150478j)
195,(-0.7726556924046023+0j),(-0.3251981525985244+0.0574068836198854j),(0.35562474446571546+0.7157317255561784j),(-0.26139371538997547-0.03810901411158791j),(-0.5462377512484896-0.10059002110054643j),(-0.016122305338388543+0.06490155629199533j)
196,(-0.38384627820356065+0j),(-0.4025373505054059-0.2981455327382997j),(0.30615895941773463+0.15209389695470532j),(0.3133153972589581-0.38708020922529485j),(0.236624768997604-0.08551793444686666j),(-0.08293123664384298+0.02557999941816502j)
197,(-0.6784859068760574+0j),(-0.050005131353234325+0.26425344504730264j),(0.7332132482365569+0.354191861208903j),(0.09467280096559423+0.26548400650708404j),(-0.09519258254651505-0.23630496564005415j),(0.17381469829203416+0.1715844209470887j)
198,(0.15360085917140437+0j),(0.0097120093827717-0.05420845940769422j),(-0.0011467597255926387-0.47105288025669034j),(0.35675703365827954+0.05026383550156359j),(-0.4001186676029278-0.3996616684841631j),(-0.34790442247641834+0.22972149510558165j)
199,(-0.7382700592293823+0j),(-0.2356895800016569-0.17129938498760358j),(-0.4670043064188345-0.10959510032226133j),(-0.13189532991401542-0.7752713017174127j),(-0.30552409916718015+0.03662811684334071j),(0.019353503738707055+0.2269752271487081j)
200,(-0.36898390550050175+0j),(0.1027113966240364-0.11777480548392393j),(-0.49470657549381986-0.07750290865069372j),(-0.42701895039996113+0.6950736319037112j),(-0.3808512254087407-0.3507769387520553j),(-0.2201608459970355-0.3646590450179257j)
201,(0.41151606187148576+0j),(-0.18469848864009678+0.4230832426619924j),(-0.46853606029962824-0.18791208833786482j),(-0.5514832472933274+0.03641925175143565j),(0.6831540536193705+0.1622088724094624j),(0.12622677110558223+0.2346772464479098j)
202,(-0.002377972049953214+0j),(-0.039064181519934425-0.10983892548532961j),(-0.426697285304133-0.26387345497728293j),(-0.33981913298700367-0.47330519879675687j),(0.21920115482088676+0.5393481231982161j),(-0.13425460780180312-0.1315231540523179j)
203,(0.5571756543300337+0j),(0.048934581604198474+0.1175669418523699j),(0.03818390341078161-0.26812983806479607j),(0.41694886592716185+0.13843774901636188j),(-0.21433781499864865-0.4380108637293494j),(-0.04821915660514321-0.07374173717392535j)
204,(-0.590107827695626+0j),(-0.2982408740358849+0.024204606274061992j),(-0.3061765462223578-0.2473961462202621j),(0.3978498077230961+0.768073706545789j),(0.3016913844228966+0.15059997897638244j),(-0.16438822832341837+0.06581439503916867j)
205,(0.27343464482249036+0j),(0.0820994698999768-0.0018154337356001207j),(-0.15934102246847143-0.12645426299367463j),(0.020349429368242633-0.4086681147634774j),(0.23117249480268948+0.164962258672381j),(0.010235892003880179-0.4260369926027366j)
206,(0.1271138235254208+0j),(-0.3380953745203812+0.11486518110519285j),(-0.06862905698660335-0.19235482968900885j),(-0.6163891188064609+0.18005719356235772j),(0.13639408652949625-0.05897754030428843j),(0.4140044052379412+0.18399957260225264j)
207,(0.5674789767679665+0j),(-0.12370427626393847-0.04743909037625377j),(0.1276846039946448-0.06175439548870784j),(0.5381809460626718-0.24813666111081947j),(-0.12005819326497211-0.18540915661494428j),(0.12842180375142093-0.1800326511322044j)
208,(-0.3223863191175946+0j),(-0.05207707094114758-0.016585751491959046j),(0.0026393047658230637+0.06752565637861452j),(-0.5613741977903409-0.09552039942600461j),(0.442973594165357-0.4870731970111787j),(-0.00614804058230746-0.08400672123366162j)
209,(-0.8014819994168956+0j),(0.36696138038803305-0.16704582922053515j),(-0.24891367996326338-0.2246229556264635j),(-0.18011458837352207+0.21690962508185527j),(-0.15139337583940626+0.05925026023336523j),(0.21861926996834433+0.14569839567202097j)
210,(-0.24461088023513983+0j),(0.19349367537342205+0.18862606101997825j),(0.21330274809767652-0.2748043096478525j),(-0.5435940216644338+0.2993196566452492j),(-0.054558419710511286+0.06191366187809033j),(0.018150008889897862+0.3623848681185358j)
211,(-0.19984092726806174+0j),(-0.2101439270437765-0.21351817478972512j),(-0.11984135962779453-0.24675360200309754j),(-0.5561343764741254+0.6070469700375698j),(0.01454093878861066+0.14827553204009175j),(0.27195244996683265+0.042806081429887455j)
212,(0.3627341380240492+0j),(0.1486483563157217+0.0685676598573229j),(-0.6016884759071922-0.24159273420633162j),(0.23383617455193623+0.6332899859406357j),(-0.011507794241542704+0.4356408294441785j),(-0.11795503788024525-0.05424293490417979j)
213,(-0.4703218232171454+0j),(-0.06964076681786038-0.03561829322671082j),(-0.09903839720901379+0.19659291868036205j),(-0.8013479711279059-0.37276923337793827j),(-0.07856209557507646+0.38575273025768525j),(0.20799977717059318-0.04924634473765886j)
214,(0.18388807762146825+0j),(-0.08747004579888716-0.07631678795725744j),(0.26798935596640017+0.11704245245956738j),(0.3600055670154281-0.28321400055240953j),(0.2524712481322832-0.2988899258239769j),(-0.2732610860611617+0.02175658507045425j)
215,(-0.3085094088075703+0j),(-0.11799721879712295-0.5103925615698117j),(-0.11883236269283438-0.288366338037338j),(0.0456365096945264-0.1523534447580461j),(-0.08943509556153816+0.17755418372208126j),(-0.07342524260339535+0.1510938016995721j)
216,(0.3074644832732546+0j),(-0.0731936222288852+0.2914402600598524j),(0.409942400036279+0.3805575792433071j),(0.7878206276341087+0.20130767050140322j),(-0.2866884234567614+0.1726993052129931j),(0.19505075838812763-0.0827251520731471j)
217,(0.2562394482984126+0j),(0.07599123440107036-0.23254578247503208j),(0.7800060122004024+0.07835541652759759j),(0.20335375265211578-0.010968953015591226j),(0.26489942524188576-0.2955001206531117j),(-0.23272099085424514-0.06756806806068653j)
218,(-0.8820290658720747+0j),(0.24565264836302325-0.04062201642326446j),(0.45299937638704213+0.6807118769316594j),(0.06576735068007933-0.02717737169801414j),(0.19387720876049058+0.38169500492547387j),(0.056600870547439924-0.06948952332930917j)
219,(0.3620860892306027+0j),(0.01450352653632997+0.04881170251144844j),(-0.014742982531342624-0.08232407286777615j),(0.5450681281428748+0.3624618673783462j),(0.3161984105388421-0.4673717646550333j),(0.12618747293661411+0.25446718941191004j)
220,(-0.03718353938690244+0j),(-0.036507972720457055-0.015390188204999196j),(0.24454840866182487+0.07762443154623944j),(0.5247844437818486+0.40105381833264037j),(-0.022553583098651818+0.0008304308597358878j),(0.15888554697227086+0.12136845145429881j)
221,(-0.4818168523586665+0j),(0.26815702446666995-0.05407073863807292j),(0.07750840519788843+0.33351930104226934j),(0.03992667680417847-0.9095089493577581j),(-0.016595744722655546-0.19221367272062007j),(0.01761261262950109+0.02253142717537246j)
222,(0.920921899754952+0j),(0.24565877542314352+0.011404581645603838j),(0.08040497205367922-0.3104973868601618j),(0.06965919663580838+0.14880019019167476j),(-0.19343795275044862-0.07519522788278596j),(0.1638403733102847+0.18652705339108547j)
223,(-0.20493349365877356+0j),(0.15231494024252126-0.20633896724246775j),(-0.14133756243088458-0.09297696367630973j),(0.04543854885624328-0.3192386691407915j),(-0.06291435777996522-0.010429807777187605j),(0.46294781207404534+0.35416111537837447j)
224,(0.22014530903120297+0j),(-0.12775368004640109-0.052739861872864904j),(-0.06654135138976791+0.173878746191416j),(0.5461078164929942-0.7485982099387999j),(0.01639445641260129-0.16650532449158703j),(0.14870984703795648+0.004297980127304583j)
225,(0.0765492281883084+0j),(0.10624741814980397+0.018726269112092353j),(-0.04821532666615206+0.19252947004981258j),(-1.0061631122297743+0.21138688307931053j),(0.1730619290651239-0.10806576763843304j),(-0.06545344228180455-0.03182545943700048j)
226,(-0.394081293069917+0j),(-0.3513514357359894-0.025471647450400432j),(-0.15796785551929093+0.3016752074137387j),(-0.0470280893440502+0.11693691724060461j),(-0.5037199754122224-0.24365364959003283j),(-0.16487823643779365-0.22861363848415828j)
227,(-0.3465119810783108+0j),(-0.11268081102067601-0.06816185366228691j),(0.05980042577652227-0.1571526378814323j),(-0.6596359610324908-0.1456264304897585j),(0.012708778033896093-0.36708314360383304j),(0.11179850208666442+0.005031451876590209j)
228,(0.3785716665266977+0j),(-0.08804892400673037+0.22427878490326023j),(-0.474027341389519-0.06705105475492115j),(0.1872878262491856+0.5499580171344548j),(-0.04791160200750105-0.15498453393376635j),(-0.24961445146099032-0.002496535286197873j)
229,(-0.26928534839090057+0j),(-0.3372312996274504+0.02418997255062999j),(0.09051184370224405+0.500376442839563j),(-0.05179791435908662+0.4310618963972093j),(0.5389257929250745+0.02634332230201622j),(-0.1424115657467274+0.04028593490531639j)
230,(0.1474484589036581+0j),(0.17398951730525708+0.013601461286764926j),(0.428559572007137-0.2634935041918761j),(-0.7761902548338131-0.05008683406253213j),(0.11104415470365978-0.1833065168041481j),(-0.23004176564681098+0.1031847620080418j)
231,(-0.6542178796220337+0j),(0.06341675268633412-0.04551728660158147j),(-0.05874028470268858-0.19189536130818732j),(0.12989161750495154+0.47429928032931407j),(-0.26943739278282186+0.15181740863579632j),(-0.47998926565951416+0.2620079289656617j)
232,(0.1429038499791236+0j),(0.2824867840426781-0.01694173316832695j),(-0.4533857582718246-0.2802683222107872j),(0.08997671547040716-0.16289511936738937j),(0.3417629455320854-0.09917184663993137j),(0.14543972662432628+0.2395153697548711j)
233,(0.3945651348068769+0j),(0.20785185801708045-0.11831784965570724j),(0.028362098452447124+0.6060569132611002j),(-0.09641311175848608-0.39419830206826456j),(0.09834586484185506+0.2843853674489484j),(-0.021420197257447995+0.24893789691976395j)
