,1,6
0,(0.007233295627677432-0.017355744431523126j),(0.00662023863720277-0.0027706079052891843j)
2,(0.002445219464846429+0.01285013161174959j),(-0.000942110463778779-0.0020258898063097415j)
4,(0.006762718541663672-0.008158687186296311j),(0.0013755336963459318+0.0009424264735809797j)
6,(0.026281711745971565+0.00571141914457706j),(-0.003597671132062876-0.009100320020437484j)
