,abs_amplitude,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2
0,0.5037706059382072,0.11697074759038364,0.2810053347777154,0.19502498414177682,0.6223189809359934,0.5076303221084468
1,0.4247343402155412,0.21768524828680466,0.30012584150949045,0.8133742810271178,0.3177480905220064,0.17063773680971245
2,0.5551273244199051,0.3832251184357646,0.29226076780145366,0.7153985325673442,0.30203262778829854,0.3509680479939196
3,0.6767744808061944,0.13083020349464958,0.23929246518492553,0.561027350333266,0.6536082543995283,0.1535323383106737
4,0.5041628991323411,0.33848502497235644,0.21239013396176604,0.2856312148983712,0.14695396175547548,0.18533271870717372
5,0.48356827959900045,0.6855007049475934,0.21130345267736106,0.6061210355563136,0.21746973015542484,0.32823085004652297
6,0.16427037772902264,0.35666722918995164,0.5039785131364912,0.7919935468336506,0.16854836691773717,0.1693528356127787
7,0.0947533737446137,0.17045386809925145,0.34894983518792777,0.8444920234086868,0.6200912638815171,0.2313437313981774
8,0.8650333488056723,0.2271418214154602,0.574812539787624,0.9294741428754992,0.12422573685761672,0.1109172982242716
9,0.33303435355765487,0.46210815416502043,0.4299087745543554,0.29364740551427565,0.4391136748665628,0.19742554941588655
10,0.27906381953526727,0.12572859864531627,0.40866591069128033,0.7018928788281329,0.5436315031824805,0.2537241601554998
11,0.16248367336684078,0.47500022692918253,0.3132063870570041,0.1682725135696125,0.4017089313212568,0.397080387412342
12,0.27251681737949696,0.17133931379069278,0.34183445398241036,0.569297884410649,0.4551516698130271,0.34030420332394007
13,0.5637459655938056,0.30553310889414503,0.12381199607039423,0.362529028762902,0.47544500982256277,0.4787351734209079
14,0.4546661759221184,0.12691303223422856,0.9309883187282435,0.3974021690763975,0.3231253460894636,0.3253245821308677
15,0.39759267324188996,0.054519316207712824,0.6551371981303741,0.7469485032582192,0.46876853687796877,0.22603123105978842
16,0.7002050408007985,0.49061114465854194,0.34940439990352795,0.509864631605653,0.1108018907034806,0.3259543121893824
17,0.37440053945338897,0.17898950574610503,0.08861222204383767,0.7164989496599061,0.4644935624659507,0.20097784771647714
18,0.49241154708276536,0.01737730236735207,0.4121243768481613,0.045470479011249,0.12050324584534688,0.5267957786356328
19,0.41398973210371004,0.1704686313733297,0.48151465754838707,0.8051057669412436,0.44949981729864064,0.14090197996219653
20,0.12847029872375576,0.26502199902971135,0.4260843228744106,0.33630345901990155,0.756717470448239,0.23102826555400838
21,0.48756847520410684,0.16496412412501668,0.8511091323828518,0.18170109418925878,0.3172491198366742,0.0891051134264361
22,0.32113963091262276,0.19380809050346712,0.3189352563627591,0.822140366855324,0.18858730405270663,0.30665657771850746
23,0.06313900895416014,0.24585626768876714,0.22602442526082472,0.440480807480825,0.5671159633953573,0.6069394536776708
24,0.6330672938145611,0.20222015311814862,0.40496272169473146,0.5613247101326331,0.3763428279055566,0.24565296976722242
25,0.7559705922692976,0.17358341107481626,0.47151766432379066,0.6787414126215369,0.2008946881107857,0.0839237523244804
26,0.8033499167853708,0.08555459784465104,0.5301835150490055,0.538982745987884,0.3279602684164094,0.3545969644898172
27,0.1755343079377496,0.07111653513415149,0.4164733149891581,0.783238721237946,0.36199132677138934,0.12783588904732962
28,0.18860889315522353,0.271676802058844,0.23324891679450582,0.793350013864732,0.14748508052611678,0.0626721132255639
29,0.17396808313143114,0.13368467281013569,0.31901726787170553,1.15946866088121,0.49101397936162683,0.017833678417124764
30,0.31191666182537703,0.1486846181130131,0.6749720115820721,0.6144538424072153,0.5743610123354157,0.3936711788707795
31,0.6837960564696751,0.11250742871965098,0.2781770782053644,0.48448751602789036,0.6639523340357828,0.2755103655704008
32,0.39555548469756846,0.33754587790351537,0.3811850930075668,0.8739586430296081,0.03894666204317257,0.13212501732634016
33,0.2464502385273857,0.16801753847922382,0.24756189150254007,1.0397233096501661,0.25271852981545445,0.28668518261746084
34,0.5305683786683856,0.07534283743290608,0.41211682944245664,0.6532830073520582,0.12173496663516739,0.26495664187178847
35,0.638779057447656,0.24482303725798066,0.24041524359342598,0.1989473474734898,0.7128497003296945,0.4650143467856348
36,0.16018993962619799,0.38129336607950604,0.6517445436743173,0.373197093696875,0.38786304793417004,0.36781115809882636
37,0.3020186436246198,0.13992179941936872,0.5395860073047134,0.5293665747269426,0.3641507004391852,0.2518630408092144
38,0.5079343406675535,0.2794376531687726,0.35799714955055784,0.57228515683895,0.410639440535479,0.10012610333450131
39,0.7255150058132447,0.5797856292700468,0.37723999122730734,0.3253745794115311,0.6904604090950901,0.27092550330813964
40,0.6988215036321441,0.13844363949692512,0.29776018642719926,0.3682011727471081,0.095141662087627,0.3273822538255518
