,1,6
2,(-0.005216003947394139+0.002703437987107042j),(-0.012966049659236102-0.007662918241899708j)
4,(0.0012132812682737236+0.01700641233526239j),(-0.005141711655818584+0.0014668468035596552j)
6,(-0.0023343755963177457-0.0007814759445741854j),(-0.006493857205194523+0.02274403492038377j)
