,abs_amplitude,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8
0,0.3738623132193911,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
1,0.09897401622124066,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
2,0.31924391352523496,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
3,0.14294020607604868,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
4,0.3791250233124347,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
5,0.02696541794953794,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
6,0.16488674757634647,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
7,0.002626251651147493,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
8,0.07783287233619857,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
9,0.25239982054400356,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
10,0.016831089694478663,0.1293095149460594,0.07533348000979267,0.025245522384363426,0.019052216767436268,0.014561132220168471,0.04712545552285594,0.020111795898428726,0.05006108497050006,0.01888895169315324,0.01625078652584322,0.12597952175999616,0.004525800298420615,0.027548282754600195,0.07152138961520346,0.09279928790123183,0.13567548970783125,0.014977251199841767
11,0.14241398746514672,0.08191968550981997,0.08681251213628233,0.132981181437067,0.06982115774363316,0.014638774611756021,0.05657588050685515,0.020404113436757496,0.27321932754930894,0.09278396729043027,0.051336498150761294,0.17194697716366683,0.014311432744281172,0.12152840559778043,0.0850739790325431,0.05416133829135746,0.11493404820946597,0.021086223050162292
12,0.2519872148808801,0.08191968550981997,0.08681251213628233,0.132981181437067,0.06982115774363316,0.014638774611756021,0.05657588050685515,0.020404113436757496,0.27321932754930894,0.09278396729043027,0.051336498150761294,0.17194697716366683,0.014311432744281172,0.12152840559778043,0.0850739790325431,0.05416133829135746,0.11493404820946597,0.021086223050162292
13,0.23760442329517711,0.07099901934918332,0.09017290358566674,0.12556283852327474,0.09252643881090193,0.02015255532468556,0.11130776140753885,0.005725353392713988,0.28656700977647676,0.1387585979931044,0.05757991017462187,0.20642765062780397,0.03096582521487798,0.16678710713813855,0.059884955903863245,0.11902803853437208,0.08784361225621942,0.048332848499409414
14,0.23760442329517711,0.07099901934918332,0.09017290358566674,0.12556283852327474,0.09252643881090193,0.02015255532468556,0.11130776140753885,0.005725353392713988,0.28656700977647676,0.1387585979931044,0.05757991017462187,0.20642765062780397,0.03096582521487798,0.16678710713813855,0.059884955903863245,0.11902803853437208,0.08784361225621942,0.048332848499409414
15,0.23760442329517711,0.07099901934918332,0.09017290358566674,0.12556283852327474,0.09252643881090193,0.02015255532468556,0.11130776140753885,0.005725353392713988,0.28656700977647676,0.1387585979931044,0.05757991017462187,0.20642765062780397,0.03096582521487798,0.16678710713813855,0.059884955903863245,0.11902803853437208,0.08784361225621942,0.048332848499409414
16,0.23760442329517711,0.07099901934918332,0.09017290358566674,0.12556283852327474,0.09252643881090193,0.02015255532468556,0.11130776140753885,0.005725353392713988,0.28656700977647676,0.1387585979931044,0.05757991017462187,0.20642765062780397,0.03096582521487798,0.16678710713813855,0.059884955903863245,0.11902803853437208,0.08784361225621942,0.048332848499409414
17,0.0492147691895809,0.10822929122106797,0.04693126507823499,0.08689448029633018,0.015700353879565258,0.08662728901403088,0.0965425758951981,0.17875869554954016,0.30593821042162156,0.16902165286186172,0.07304896399463087,0.23311040705519304,0.034096371734114936,0.14421111236951736,0.04444003798984955,0.037223905013589756,0.06536968183378913,0.12124856102812116
18,0.5733113431993843,0.04244818494148033,0.054012403732534006,0.10801627089308756,0.03844137253775697,0.13618890935517922,0.07915122304064381,0.08185927355845539,0.36515604084435066,0.1519938062432246,0.07694517476997083,0.25962815176844334,0.03763044365669957,0.06330888428305682,0.11053289936906552,0.022841899506950192,0.039099116074164615,0.04887054895373762
19,0.018558572068382295,0.04244818494148033,0.054012403732534006,0.10801627089308756,0.03844137253775697,0.13618890935517922,0.07915122304064381,0.08185927355845539,0.36515604084435066,0.1519938062432246,0.07694517476997083,0.25962815176844334,0.03763044365669957,0.06330888428305682,0.11053289936906552,0.022841899506950192,0.039099116074164615,0.04887054895373762
20,0.5334101153934733,0.07817678933792663,0.08677787621653679,0.03468390163628572,0.053569369400673646,0.1589949306842779,0.12799731155298702,0.14098642986208626,0.39495991153595833,0.26858190596473985,0.12693038136064067,0.24647695646792991,0.05453718553356187,0.06117121394201374,0.16046377536977846,0.09875978348247716,0.07748133926730948,0.05342071811477393
21,0.3786755807834389,0.041598771801700095,0.0952152287905416,0.027826411999023526,0.016950037957622722,0.14553030299071043,0.14378867152994068,0.18437495750238633,0.39933530261316463,0.3030403063073288,0.14244547108701547,0.21248907236247924,0.09242960645473858,0.04090750812678232,0.10454451389151707,0.10001814678306012,0.013231510835555635,0.05925922752430002
22,0.6963753115719044,0.03765162778011963,0.07997508700881752,0.014581742314933943,0.05766711924708756,0.1824437296902798,0.12378235025541323,0.16750844845878718,0.3420819543398004,0.2517590892219268,0.11606928234007725,0.1602716484529261,0.1159284701388235,0.05231503782437715,0.06316441203188038,0.04234071389807966,0.045535437349385526,0.04040962323786307
23,0.16735267325672826,0.07327263324124457,0.03159590415181114,0.04373321619608341,0.06570318035492209,0.1762789277675172,0.09071462602694053,0.106297927252941,0.3378707682132145,0.24461474169293076,0.15815812234533108,0.13507040821093466,0.09787821677213782,0.044476760734348815,0.07572852378656571,0.08688579448091732,0.04059079761977336,0.013050348039538693
24,0.3225758643375653,0.09720933599585309,0.07380852264852597,0.02985393565575829,0.09007811972912591,0.10481554819951214,0.1207831170462293,0.12236910473733886,0.44230376704449037,0.33212421761432975,0.08785870574320917,0.07705031668835981,0.10224373711611162,0.10088277053878908,0.047061721400356346,0.02540673892576984,0.019642417029966205,0.013439956287230105
25,0.3831793208713211,0.08288465542667435,0.12453276202300247,0.04358072341276429,0.13807905033269965,0.14526661172675404,0.1649019800759597,0.13497778382431672,0.402322929862538,0.31560859259930085,0.09100487750836109,0.06432025954783097,0.025409564902823218,0.08349740214228818,0.027037403180892268,0.045699044221575745,0.04896086198033033,0.03741108887952621
26,0.7008026297846822,0.04802509907203695,0.12759156149050474,0.05222558034820218,0.14728250581941796,0.19457766499255977,0.2082878933821131,0.13645958298716854,0.38895571508770155,0.27316319029718,0.14036856941896575,0.07266233779692473,0.16012965056878153,0.06845677660141543,0.03712598673605432,0.06933392391131736,0.05281488382589121,0.05877444088538299
27,0.4595793759290298,0.08251526382999519,0.12701064790366393,0.1263703337209794,0.11134947636589998,0.08314837853217869,0.1858499281469628,0.24277416206962527,0.441209303879137,0.263918562664233,0.19876737620017773,0.11424148550103427,0.13968158701827316,0.10629101976932358,0.09942995006427809,0.08241402826682735,0.03514221176291828,0.04312042439439352
28,0.4595793759290298,0.10149817132482891,0.08119058121364708,0.08354036893999195,0.08618235443850784,0.13446440198485834,0.11244873614470718,0.2255463355884394,0.4030389239970462,0.2552076050702471,0.12198181412778183,0.030124394799769128,0.13019543401404532,0.09362184220714019,0.030300729348382464,0.07915481944842968,0.027191303335443208,0.033949515671439785
29,0.1408394118101488,0.032899816811599564,0.051977878630625376,0.05669060329544078,0.07791774307228645,0.1400298227951487,0.12137077799930573,0.30113161102018954,0.43224829002720033,0.17006443290578396,0.11961175895110002,0.0961585926846765,0.17836003292795694,0.08135876964215448,0.10782841658107974,0.10366625837673314,0.059656971371601634,0.03360069143831515
30,0.1408394118101488,0.017786505176303057,0.005861496917207488,0.06532112022226143,0.0877068305764065,0.15950869590317965,0.0973443312855817,0.28226756229701866,0.4434935115802265,0.1411724418145644,0.16533412046656534,0.05963012417195282,0.1375843474852772,0.08363863986047815,0.09774612257666393,0.12263582601989463,0.07041748070331597,0.02146246659048287
31,0.12587286268687162,0.029078753660342113,0.03428658269596759,0.004822612153257564,0.07687253426214113,0.1536724862909133,0.06622478484243385,0.2551754271886557,0.3553554668818529,0.15359229524052165,0.12639046332768955,0.09954473658597074,0.1260654115653239,0.0939104206016967,0.09364195715956199,0.06261155614086035,0.12682388286217516,0.039258053479632606
