,amplitude,c_-8,c_-7,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8
69,(-0.44694988704506294+0j),(0.02215761659275355-0.03587888627766156j),(-0.03632302210958061-0.02985272580461478j),(-0.03333643918728449-0.0856501209618228j),(-0.022659816173069287+0.04693815258696776j),(0.11967761759058448+0.0532710135850163j),(-0.05003199552801833+0.05949253248309019j),(0.3373457485642966-0.06479779474811859j),(0.09394023772415437-0.41301731400188535j),(-0.2940626238903131+0.6156350745444665j),(-0.023036490152537753-0.08209748189782358j),(-0.14761946863024697-0.13175923005565615j),(-0.04955179222975946+0.0575134195386425j),(-0.09184138185500625+0.027582792144497638j),(-0.07636471370544082-0.06108466198919576j),(-0.02262725782164246-0.0075587029132537535j),(-0.010590044070230757+0.0228175523449059j),(-0.041987187440708514+0.032801111283238274j)
70,(-0.20586841883486695+0j),(0.02975925605286509-0.03132756934826453j),(-0.04233224293631744+0.039350893090216284j),(0.023945789050496373-0.07448267210865232j),(-0.08466791314703966+0.06447393308608142j),(0.13413749121147145+0.0522548584466685j),(-0.03676484749245875+0.04707226397005289j),(0.3696939643994175-0.016828196442307753j),(0.07040135744256491-0.3956135421202575j),(-0.2499008032030737+0.6431567879956714j),(-0.08624093920389045-0.09077441266894459j),(-0.1402442639472327-0.2278428125733502j),(0.027007186907599103+0.06021793421126081j),(-0.06745701877502423+0.003548654173472607j),(-0.02690624314900942+0.00033389398710944457j),(-0.028501259142318165-0.011825808685952087j),(0.00593451872480686-0.04706347505602037j),(-0.04951265695985349-0.03687665294751589j)
71,(-0.20586841883486695+0j),(0.012156120762938004-0.014095581135553027j),(-0.040505321575973995+0.03850763221070853j),(0.024026018488974985-0.042574385446330326j),(-0.11302003048191356+0.06251491127008107j),(0.1354435831503407+0.048072348113809116j),(-0.034619994632893614+0.003261624286573228j),(0.3861044196191868-0.02505539555287701j),(0.08080440919147126-0.39070282198031664j),(-0.24093918683324922+0.63764623715409j),(-0.1045254101789877-0.15125405094037514j),(-0.1295723564357396-0.2312664716736508j),(0.050436804160438095+0.027029883702429015j),(-0.044911911565032256-0.0227466683312347j),(-0.06661502761486573-0.01151370322310836j),(-0.005579733557978327-0.03541275168105544j),(-0.018722336020553655-0.05465097563422831j),(-0.05003954583877237-0.015537519484740615j)
72,(-0.44189125494240195+0j),(0.0019211465163144186-0.012071538937984213j),(0.010280698163495855+0.053348676675797534j),(0.0462706022958483+0.00730881835937652j),(-0.07354179142062785+0.08269606539838778j),(0.15984303763406518+0.024647292985890377j),(-0.021590091129355365+0.009626916974451585j),(0.3846894432408264-0.0286483817067722j),(0.11779549029143055-0.337737662908452j),(-0.2058931515645525+0.672321587910152j),(-0.10798986164042786-0.10136087307072883j),(-0.14202226142082416-0.1926137784022494j),(0.07191172210237187+0.041941032871096594j),(-0.06342363688717409-0.057100023971817994j),(-0.05056318339607064-0.02467223856161846j),(-0.0020533910171632516-0.06585691054618349j),(0.010707040228432867-0.021850585750307336j),(-0.060575454685363225+0.05780741025235987j)
73,(-0.44189125494240195+0j),(-0.003555126734268093-0.008586813428970674j),(0.04145382031112687+0.07945785163938805j),(0.0330987898009225+0.01897800038062345j),(-0.11239771706001728+0.10360095437075056j),(0.16505017065014924+0.015588052590457376j),(0.015250664879819756-0.010705104376195276j),(0.3522053961939367+0.005132824848565389j),(0.06680544273159157-0.30672476835503376j),(-0.2276381864253747+0.7202240240245102j),(-0.1395658931636762-0.08389894955906457j),(-0.1902985233909131-0.22466405147389262j),(0.05523207373351229+0.02837786907849211j),(-0.06172651334953954-0.10850849852725802j),(-0.03068268811101433-0.019242666661521083j),(-0.033644522225808646-0.04640254335040503j),(-0.01654010565545017+0.001933853690487453j),(-0.08066753922157778+0.04562935701813146j)
74,(-0.14608155917364168+0j),(0.0002642664432288694-0.008523008253316868j),(0.034861826301367645+0.08174486190941983j),(0.07549719379813087+0.035475372851123316j),(-0.1372409089939846+0.05607246769402077j),(0.15593497722573094+0.030060283683932033j),(0.01990851050213541-0.02595717639130171j),(0.34621479628338625+0.05784974437911078j),(0.05527863387413352-0.3093272607860837j),(-0.22261645533863186+0.7081928730440865j),(-0.10306256457701839-0.1815512188045537j),(-0.21112138553979393-0.22353185805519998j),(0.10060504387203627+0.02027215134549727j),(-0.05034731423712166-0.12256351035410462j),(-0.08323302448958551-8.966310909849437e-05j),(-0.026478099039787335-0.01325643415996727j),(0.023850774401469092-0.01712654646830576j),(-0.0914642012147225+0.014207852226089085j)
75,(0.12106284987264343+0j),(0.00954900182072004-0.004976299833449138j),(0.01903530742890268+0.09447593867805994j),(0.06853470126155409+0.02682593649490799j),(-0.13008572279698258+0.04585991170585009j),(0.14623882742438932+0.04170160510326447j),(-0.006019656415454874-0.035342623746996885j),(0.3379966635752935+0.06494582083892515j),(0.06459854154973585-0.3211441491419689j),(-0.17587713768647706+0.7291713770135727j),(-0.10246554730428326-0.18288467697273034j),(-0.22685747203117398-0.20937548541520293j),(0.09969567936135026+0.017449396965926726j),(-0.05253831004482746-0.1269124156096706j),(-0.06905483506690371-0.004601580806941864j),(-0.02451871853258559+0.019142944771375733j),(0.01815941088497388-0.02140288705784971j),(-0.09022323784332156+0.0018954829658977164j)
76,(-0.7647790431248709+0j),(4.4055776155003425e-05-0.01098550001032976j),(0.018740691768974693+0.07277289224410599j),(0.08225236161957165+0.040946096216176855j),(-0.1409043174160241+0.06576816607984189j),(0.16273438112658634+0.043249704157514904j),(-0.010820972039403094-0.035318541324383126j),(0.3276190123153494+0.07452656369587933j),(-0.023914161595795933-0.30045632364569463j),(-0.13937776780197336+0.7168522947295319j),(-0.08508534929831016-0.1998165355796345j),(-0.27510588905746364-0.18964559593527694j),(0.10412386913924741+0.03602382619352044j),(-0.07186507070305562-0.11943374337975833j),(-0.07780190398672701-0.019039945670686415j),(0.0026365298058428966+0.002014878660671668j),(-0.002971070962673482+0.003192732018305081j),(-0.05805487130058124-0.0035817907645727147j)
77,(-0.5491793929945488+0j),(-0.0577823821561294+0.006710089119171574j),(0.018700071717583054+0.03827385247585372j),(0.05030714932580274+0.07463714429432951j),(-0.09044762509754684+0.05827504601807521j),(0.08964236327030775+0.018002603572588448j),(-0.024604544986882255+0.023302345697752334j),(0.3485692197873428+0.11605573552091836j),(0.018324213868156275-0.3426770920799669j),(-0.1447676627016903+0.7253710053773891j),(-0.02856157419584657-0.23402845778659634j),(-0.2879157648375684-0.23698423224601475j),(0.01558204557659067+0.03335919021274005j),(-0.07473301449389358-0.09983443576177325j),(-0.05201994430638252+0.006189121872538895j),(-0.0017271673146113887-0.031200920698701756j),(0.024571659104238017-0.021773054636200186j),(-0.05454173301956448-0.0423256683525709j)
78,(-0.5491793929945488+0j),(-0.03970048204647936+0.020611318517528315j),(-0.032423326250209945+0.07152887851777197j),(0.08185597907093958+0.07074887634754426j),(-0.04639264045144902+0.06056295230628472j),(0.09979344566668844+0.005235900897682868j),(-0.037911598166254556-0.0077579032322069846j),(0.40411868218009317+0.09835094849372483j),(0.0589859473804705-0.32454733337468117j),(-0.13252424166763616+0.7645844980682234j),(-0.040940268459540505-0.18093223465292463j),(-0.2265147372574755-0.19131309564938823j),(0.020239874172972988+0.02977684537785515j),(-0.09463035560991548-0.117135367722614j),(-0.0033977048127934277+0.0407125980797541j),(0.0013591402243993203+0.002709100644363985j),(-0.008985679274310193-0.05083103372661784j),(-0.002257307315192985-0.03411886869028405j)
79,(-0.2610556848194889+0j),(-0.04453205791499762+0.00799204564820451j),(-0.038018485652756576-0.0026398135489972864j),(0.06610986730504313+0.029226012809926056j),(0.003064498788718343+0.10366821525631009j),(0.1399392313210234+0.057802245567082466j),(-0.02315582117397382+0.028478338093998287j),(0.32052262881862886+0.11867762699883222j),(-0.008367561804635763-0.2647421641946052j),(-0.16166009368989695+0.7123744468293326j),(-0.02647715484029937-0.06914820281120436j),(-0.12096913611148546-0.15867608952359946j),(0.017822100057494617+0.09456375156297137j),(-0.08661389683276091-0.08804155822862218j),(-0.016430040469548567+0.033936227942989866j),(-0.09744315581646401+0.04262422058414919j),(-0.02515812628156069+0.01893601908503899j),(0.01291888928933518-0.018973081657586814j)
80,(0.29675730649672627+0j),(-0.00556859036960379+0.020583299328378563j),(-0.005708214788418934-0.006993434219572824j),(0.06878770858586629-0.005175477348823492j),(-0.06483592347626406+0.09278200962484517j),(0.1724836976248813+0.02199054940353508j),(-0.057480243755356354-0.015785264353606054j),(0.35056585357023207+0.16058524740314398j),(-0.009265472881860415-0.16585716860063326j),(-0.20149368947270263+0.7577109256848127j),(-0.08135697219142088+0.004221604024598485j),(-0.06999630332657096-0.11404196934994566j),(-0.033544646885546536+0.07813274272709991j),(-0.09215730572548812-0.09185246765900568j),(-0.024799065296686743+0.06651702378512275j),(-0.013855914998466952+0.08268608354373344j),(-0.019812477217764954+0.01073726757254442j),(0.022331348646122438-0.03997824892671638j)
81,(-0.11569924465090714+0j),(0.07020996179593318+0.03666530778602952j),(0.004218300044815352-0.026176265037999875j),(0.08895305427446357+0.03570793756982499j),(-0.04614878609484507+0.06916364590913801j),(0.08955927754981904+0.05610271771987867j),(0.039321595189580366-0.02432537418727651j),(0.36828094103584796+0.14980070544389554j),(0.021284116078316852-0.19850571938089828j),(-0.18882149864187245+0.7249271116457837j),(-0.10669389865563604+0.01333726909378176j),(-0.05012670977544772-0.046284669126048235j),(-0.02820909676918789+0.04562104411245966j),(-0.033274141677773456-0.030790400380926813j),(-0.06860543334474128+0.1094264791607126j),(0.019500027732372343+0.03860303578093098j),(0.06957076083034403+0.03222039304469653j),(0.017512745644071397-0.007468061873264311j)
82,(-0.2782416628665898+0j),(0.050051170096637315+0.01585806702151909j),(-0.02444544859519161+0.014372950175328976j),(0.08637627958555064-0.0044185672133222696j),(-0.11094189883002457+0.08385537781270298j),(0.09400620990929465+0.0723347212312032j),(-0.03504321845931277+0.0387208717104499j),(0.3214172180209329+0.10708379806828153j),(-0.1348746408817377-0.1839546695792413j),(-0.2514783935190119+0.7197133127758775j),(-0.020914830774816026+0.04672978741554941j),(-0.012237632441387057-0.12044434550119114j),(-0.0355333210105025-0.0015431287319089167j),(-0.022634863205405455-0.08886816149291424j),(-0.10720398699040191+0.08777408977772937j),(0.05741618947151862+0.05743517611196368j),(0.08126461498739379-0.02019473888756853j),(-0.02147532968966988+0.03941371990878736j)
83,(-0.11242955553943801+0j),(0.03468923006876986+0.04175990561690465j),(-0.03293547833996544-0.005897456652050287j),(0.0420108631796751+0.0046308690275685925j),(-0.09193932972215586+0.10146350195277837j),(0.08810387067846248+0.0890638576413393j),(-0.050003925956308495+0.08311799740714247j),(0.21156842937966142+0.14066994593516574j),(-0.14842408258709613-0.18911989075984156j),(-0.24609303506587765+0.6598701491397958j),(-0.021497176188496753+0.10560383854510852j),(0.0017410199533448266-0.1342481689671364j),(0.033759320478928406+0.0141769744947039j),(-0.05039749178176739-0.07897002356724356j),(-0.03747772049184226+0.04648568939983476j),(0.09151321808146762+0.07478287600183019j),(0.08553714879338092+0.01674682110752107j),(0.011255092345022585-0.03261008493659688j)
84,(-0.16868717914803494+0j),(0.027433185198630458+0.020491890648385004j),(-0.04252092046819393-0.0010378626092516332j),(0.008381255188393853+0.04806313200357419j),(-0.09006877080175081+0.08744296269317742j),(0.08770326260148338+0.09310732232776274j),(-0.08744064860834644+0.07761947732569634j),(0.21062160614659695+0.1293910901162201j),(-0.14780303331684622-0.1891315121850711j),(-0.29762460219348585+0.6550920616381448j),(-0.008521823767636313+0.05738867894616964j),(-0.005285567075093862-0.13757843716156645j),(0.027778227270513045+0.012852994850241196j),(-0.029156153532071436-0.07947522817126794j),(-0.025612667559108317+0.05678026884313603j),(0.10796053893126623+0.04950323717592192j),(0.06154174020335493+0.0013001512409758081j),(0.011266332687837654-0.03269653426269034j)
85,(-0.22276252869606195+0j),(-0.002284491249794244+0.015123368450541918j),(-0.02004049960944615+0.005238599812550041j),(-0.007693192083673963+0.065800751311138j),(-0.054881854707781265+0.021196958912563915j),(-0.020500490149625+0.046515308805065145j),(-0.046237555549321255+0.02346764249169111j),(0.17580579456697953+0.18633597665848328j),(-0.2302694938192692-0.171600053192864j),(-0.3757970347212063+0.6511696304033892j),(0.033585409253238545-0.03176698583282713j),(-0.013327065165005102-0.05645851666335514j),(-0.032387644637754065-0.06460164746273979j),(-0.06194637763610647-0.1585803695889642j),(0.04259632443203551+0.03576959538621053j),(0.04657976259330561+0.013367967317452153j),(0.045973532326964626+0.019844695978825502j),(0.03622031162188484-0.007280136003445148j)
86,(0.13918329941393678+0j),(-0.013697530297750895+0.06626309904640701j),(-0.009876777632988989-0.006211078372804902j),(-0.01448887736416422+0.022522797004714493j),(-0.03067002338153604-0.023057869643336483j),(-0.034403884566816596+0.006071420082584949j),(-0.015729796475987132+0.0094766076202009j),(0.23539071800201114+0.11071242892085609j),(-0.26523783872702134-0.146017178563425j),(-0.40341867328607434+0.653181923887592j),(0.07901848933903272-0.07260499607519309j),(0.009840768465831267-0.09307645877195081j),(0.06766613692239794-0.10829251550440072j),(0.036859443066665484-0.15612595245702315j),(0.0031609748897905993-0.01966535389960486j),(0.08005068448264208+0.006771111350690098j),(0.008621639195146063+0.03554649818274161j),(-0.044952392010053195-0.013067625978424077j)
87,(-0.18936814508541813+0j),(0.019288149730861178+0.07385221965675279j),(0.005548358423934054+0.010361116746314646j),(0.0006743970178977945+0.01043912105282954j),(-0.023143127269899397-0.0092836532421036j),(-0.024422485208511837-0.01754356296704238j),(-0.08467044345640312-0.04712156420356012j),(0.2006204182583545+0.09061157937747949j),(-0.2845603718723865-0.11065627643120546j),(-0.4005972077142089+0.6456766729967155j),(0.012223387937726982-0.017694785863809973j),(0.08040531535674977-0.08429155764525421j),(0.017923560596672453-0.03947521126910784j),(0.07774327100050846-0.16147682537908956j),(0.014311417041105749+0.029638762813901202j),(0.03437617820683608+0.0452801461579637j),(0.005109230359496505+0.06720712382627471j),(-0.021855155581316472-0.018095016083707217j)
88,(-0.0018505746767402964+0j),(-0.006574198672088441+0.11246600305229991j),(-0.04813928529909422-0.021889835536890154j),(-0.05382638841120474+0.06646830463788238j),(-0.07129194377479965-0.04689129640305494j),(-0.09332631748375592+0.09382405217191224j),(-0.07353414140530139+0.07667596885140485j),(0.24467860195107913+0.03778952538890068j),(-0.3519282778719319-0.12472220093363583j),(-0.3092751193272355+0.6161863297819283j),(-0.01894597743528032+0.06609129021282646j),(0.035451119911647996+0.0073875296703142836j),(0.030881513445977057+0.0022362900517585993j),(-0.0093587557057776+0.00387990398610194j),(0.04350697759254505+0.02572897768915535j),(0.04269229991441929-0.006762473737096694j),(-0.03375144429568959-0.02881500140825099j),(0.00361433574085537-0.04734760224523954j)
89,(-0.550180959097125+0j),(-0.05376831723730839+0.008829863104667102j),(-0.056336745608758336+0.022326956857700513j),(-0.1234714099351744+0.053831693152442704j),(-0.07995288374622139+0.08395198707405042j),(-0.14538877694416955+0.04117194049254824j),(0.00705139394230056+0.028832979058437666j),(0.24830121146156647-0.013026682097624042j),(-0.2997871417467849-0.03126969511936241j),(-0.3044422300086758+0.6135547056496659j),(-0.10112950210228722+0.01698716195082508j),(0.08577036430833196+0.06484881716704988j),(-0.03546758396637888-0.03814010259333646j),(-0.011175517829931004+0.09505526984305812j),(0.022925668092557482+0.013709605536459276j),(0.09224309176723508-0.07772757970611842j),(0.0827177728615296-0.06662591924071115j),(-0.040020380616819506+0.019757082268885277j)
90,(-0.3117322461162412+0j),(-0.04772576060052182-0.03502900565467589j),(-0.02483668384988362-0.029674058118639032j),(-0.16261312861868588-0.02682597136730489j),(-0.023892595074615695-0.007069683672639954j),(-0.13610510284835223+0.03785630240812784j),(-0.09220787065651223+0.037623387602762695j),(0.17381090182274347+0.0761034952667755j),(-0.2708225877727987-0.05811314338349606j),(-0.27283397226987505+0.573158207122728j),(-0.14091533161933606+0.10583446209574j),(0.1294401228109546+0.0937921083435628j),(0.016438983000402793-0.06985555097530818j),(-0.01350499175254721+0.1040714886397603j),(-0.02760254443266191+0.03690555841060225j),(0.07840915494516323-0.047186922645180665j),(0.09150552992637793-0.04233515531331772j),(-0.07687108421295527-0.05142977367760296j)
91,(-0.21963325888867027+0j),(-0.05294765073407189-0.05952194323324205j),(-0.02799086632565386+0.02037962505155834j),(-0.17170268002698516+0.010286341849944529j),(-0.022640697660343875-0.0036219427215153583j),(-0.11100930043342544+0.06030711972782648j),(-0.09132503206363171+0.032641281139305194j),(0.16982749121143628+0.025789130563576165j),(-0.26762573978646376-0.12040731638342513j),(-0.2117326432563172+0.4998999023511308j),(-0.1402491082581953+0.1500902905088059j),(0.1026771796619404+0.13334325655216456j),(-0.05302968826654681-0.0877628118802067j),(0.015672495602574492+0.10028826371069492j),(-0.015704402456548937+0.02636566257769111j),(0.04886815298594496-0.024122495609005246j),(0.11782326528444728+0.012132143059889935j),(-0.05896557031464401-0.06292341999567032j)
92,(-0.1480017042128374+0j),(-0.008419142196539456-0.057530282635083j),(-0.018999725885798728+0.001922516517030133j),(-0.12769003414355118-0.03784962436767004j),(0.010084365752854122+0.003984909258253955j),(-0.14682019805762025+0.04085901459077282j),(-0.05605381859523894+0.0067767481757052064j),(0.2174614078617213+0.052956012207416914j),(-0.30597502284571215-0.1968121863575929j),(-0.16701138963988393+0.4159119724919204j),(-0.09508722550105028+0.11415995908535785j),(0.058561037330093116+0.13711787487954913j),(-0.023807933273407886-0.004187138186045613j),(0.0880514733586221+0.12002787841197357j),(-0.03359578526486168+0.04344882307505637j),(0.08393910026801649+0.04909479801725711j),(0.036099300613466154-0.009262966321603732j),(-0.022478966070544185-0.04267092095224747j)
93,(0.012323108150342432+0j),(-0.00583468926788624-0.11618560311358886j),(-0.008876945700107799-0.007806496296411592j),(-0.09584298838869124-0.08034355102770728j),(-0.030859405371949068+0.007987073293046577j),(-0.10657028810857813+0.061918397419514076j),(-0.0393588711980878+0.03489635161682073j),(0.1836256230965913-0.0091082345548326j),(-0.2771153860393951-0.25277909416994615j),(-0.17485452028895088+0.4558524276773218j),(-0.11509325123507724+0.1352055675670373j),(0.006437869972233636+0.07485145605787702j),(-0.016216272863388923-0.0295212302643197j),(0.05703756741082211+0.11839837064635385j),(0.04058909526591717+0.06269702352188963j),(0.08740640744700971+0.0470037574185114j),(-0.0046761266927418214-0.06275834445984416j),(-0.027521755021639983-0.040360205063942896j)
94,(-0.32221442694555114+0j),(-0.04378885255594159-0.055524883150078475j),(0.0009602840702560636-0.012212717227093212j),(-0.07114732996205184-0.05986469446474757j),(-0.0441320185641713+0.05057702876841359j),(-0.10213627753748657+0.07790519358268289j),(-0.04097044000938537+0.0028179341424372376j),(0.25285518238636456-0.010282254088101983j),(-0.28157999875988304-0.24689935153187503j),(-0.19781772722559762+0.48991890200733107j),(-0.11548145402310982+0.15432362091535573j),(0.013238806179142854+0.12621687209584842j),(-0.03110602079784055-0.0847020307651306j),(0.05677246736441548+0.129324110438243j),(0.08005739964943598+0.02581112618069513j),(0.07494214596613853+0.05613299629178295j),(-0.01419311713034193-0.0648283275735698j),(-0.037925277599183876-0.04489073022041601j)
95,(-0.32221442694555114+0j),(-0.03292925829380531-0.06790694554506078j),(0.002315033022411841-0.016862299931963573j),(-0.07444983843785134-0.04315614222668461j),(0.013564833833569975+0.059382674767616994j),(-0.09985971156678126+0.07745135077289413j),(-0.04392893154016779+0.011479925598652416j),(0.2450207860324552-0.007931326681620263j),(-0.3023748071270585-0.23844147749580247j),(-0.18009602031719568+0.503569875582521j),(-0.1108142965835486+0.15750577132009047j),(0.01365841683944297+0.12444005421116082j),(0.00916967994851015-0.04855820453191986j),(0.07714983215635302+0.12446125537900214j),(0.0800866440932424+0.020591380154290555j),(0.1111997629580612-0.033719841324498824j),(0.007390021431293671-0.11667460626343062j),(-0.02554415276031101-0.012213275690001114j)
96,(-0.32221442694555114+0j),(0.01163355082991082-0.07804133903023559j),(-0.031921140388940596-0.009821347566085275j),(-0.05920859653882812-0.06657271980540316j),(-0.06782499436312162+0.07062464337627672j),(-0.13632742293157243+0.07892326229093415j),(-0.0852386327923829+0.040894154181806856j),(0.27237307055994375+0.010577761472226993j),(-0.2952924124836538-0.306730765546812j),(-0.13054512376193358+0.47052592266781207j),(-0.11854281044969765+0.1084794288469616j),(0.025590134767510268+0.12375988095648494j),(-0.024932720092591957-0.054490401486468616j),(0.03914263224602984+0.09150474024734609j),(0.08057941004629607+0.10785245899354885j),(0.11872181635094002-0.026887835778812673j),(-0.004305097826974155-0.03715171810564234j),(0.010378744301887075+0.007692062019171612j)
97,(-0.32221442694555114+0j),(-0.004102537295809342-0.07534276834030532j),(-0.009682644603993366-0.02904984784727571j),(-0.05277875932766129-0.09427945317600564j),(-0.07851748805373461+0.07878344558255222j),(-0.1267496168564334+0.07859789259134654j),(-0.06676225436691176+0.04655044349087057j),(0.2719529709319904+0.013816859262442149j),(-0.27638045785585796-0.3086021613635519j),(-0.1238502544194399+0.4543194905757227j),(-0.11723896291493369+0.10789396269887432j),(0.02837417559978333+0.15331066100399438j),(-0.018466712432859696-0.05571204177477892j),(0.037819515259244936+0.12488679287013853j),(0.07204745851568418+0.07512420358074107j),(0.11341998130529063-0.05000007455381013j),(0.013254729664847463-0.03359448964808748j),(0.010117444045857746+0.007560254753274229j)
98,(-0.32221442694555114+0j),(0.014504027944879719-0.08168831434261105j),(-0.027035302511866956-0.027662034215589167j),(-0.042627153950028085-0.07218856518158544j),(-0.08796802986676902+0.07644570519179003j),(-0.10212048416670115+0.10120120836796617j),(-0.03638772958896721+0.03046945310588862j),(0.2494380060376332+0.026559821862270065j),(-0.2938406675929382-0.2972155232057892j),(-0.11783116244735004+0.4529840999746451j),(-0.09946796120559524+0.11629322933025205j),(0.020378557397050023+0.17250579884204856j),(-0.022007010217439144-0.09159620138562424j),(0.0395710769792266+0.13237460718841815j),(0.0852725869687429+0.05073931115509818j),(0.12099259426508431-0.04478173573864945j),(0.02404379008914549-0.00876761186960063j),(0.018462538989651858+0.03024026538518046j)
99,(-0.243653715816689+0j),(0.021054242650211507-0.07733156263049593j),(-0.011534971640379761-0.025028260595950924j),(-0.05215651714102316-0.08841350974480457j),(-0.08462146985051644+0.06970473412245927j),(-0.0668951232642562+0.1063373774970418j),(-0.015743016785829924+0.03347668150945024j),(0.2525204501263539+0.030101710456204387j),(-0.28803695702845405-0.2868177356160871j),(-0.09071419714316349+0.5053427469588729j),(-0.10190556176590218+0.1130042397151429j),(-0.00958939941381378+0.20419399878100425j),(-0.04556284286164105-0.08733967840542894j),(0.03539922419845883+0.13856132414063582j),(0.05060846273517724+0.028040229872540304j),(0.10151290878291092-0.06927843864758884j),(0.004419769993002911-0.03052392797297211j),(0.0251334143615703+0.005021824412103403j)
100,(-0.243653715816689+0j),(0.009452427403237698-0.06949250093674673j),(-0.023782864123922248-0.030155931916617983j),(-0.027104862131641608-0.05679130956628862j),(-0.10173692995335967+0.05204043576191154j),(-0.04173765766153098+0.07309303219191912j),(0.004879377506489422+0.046894542441641415j),(0.19500575595900188+0.03336727237952484j),(-0.2944487676845244-0.2640586587708301j),(-0.03564622915746697+0.4675645822218042j),(-0.09399812801579835+0.13188833219688306j),(-0.008453776271788572+0.1950317064618432j),(-0.04738430183670225-0.09251839093381378j),(0.010515736356737304+0.10665908284755812j),(0.018596595386388852+0.027545245428391322j),(0.09721546720200763-0.06963830868729727j),(-0.017550761890388476-0.011098118997894101j),(0.027298978733635657-0.007197148336066881j)
101,(-0.5172649720289513+0j),(0.008385674902379238-0.06094739230245197j),(-0.040029058261027824-0.021369897900155716j),(-0.010916161869199624-0.037371270282756885j),(-0.09227728820371481+0.07163159437515794j),(-0.0648991899868479+0.07013579018562396j),(0.011684115304123322+0.09588172131397113j),(0.18086252137669026+0.03590679556827063j),(-0.28353851068260505-0.24552360053758857j),(-0.012469567777387877+0.4477338726750406j),(-0.10625479524515612+0.14508298309570325j),(-0.02555683411156885+0.20890942177924812j),(-0.06667525729428544-0.08685722438646393j),(0.011371781164913204+0.08774948855578495j),(0.029060355359205474+0.02321063414999097j),(0.08351321307668183-0.07291947471989031j),(-0.021707090154300786+0.01022392780840423j),(0.050174773475904176-0.008291145949366703j)
102,(-0.04739629993262498+0j),(-0.012867547110056346-0.07554982149720424j),(0.014019137086352546-0.04802872591271597j),(-0.04356894793541287-0.02044306581278683j),(-0.10263634821454384+0.08417894125759967j),(-0.01112070339299646+0.07295215053073076j),(0.1053996828513034+0.039193502074778036j),(0.15122654735167082+0.044046188893858994j),(-0.24643557530832086-0.2764778417869392j),(-0.04246317880443765+0.46117920353949593j),(-0.07246257431858781+0.15853248499418277j),(0.023554202577876694+0.2417217177701581j),(-0.06532034773360605-0.07416286182766182j),(0.0033798650687463863+0.15435911328583107j),(-0.005594661398067741+0.005194232830937418j),(0.02715146557777628-0.04379627121961843j),(0.05741321968966731+0.004916981981340619j),(0.008251384906239709-0.0457956375470828j)
103,(0.15292597221569607+0j),(-0.06233118028470363-0.09257332734585366j),(0.05538255976464762-0.04613037524126358j),(-0.0022244979256888127-0.03368857840010498j),(-0.08565596406039153+0.09415701693384251j),(-0.05767403616167958+0.0798375963347057j),(0.11230103357980475+0.02810512516831453j),(0.11871241293080485+0.020669121100836j),(-0.1805341132515186-0.28362901690275094j),(-0.05796135960967258+0.4107515925785639j),(-0.10142467597587002+0.13402821955463673j),(-0.014058719150373798+0.3279456313384128j),(-0.006584927254582269-0.023608736744590766j),(-0.040769673350725316+0.13751398278887234j),(0.05976363347145481-0.0068484412069262j),(0.06475940428412003-0.009029297238778742j),(0.035315109035933406-0.07063188611418013j),(0.018006117805370647+0.018167960185090308j)
104,(-0.26132347115162113+0j),(-0.0058854772224292-0.054710301783617785j),(0.03400055975165127-0.02738310473938637j),(-0.004422640555557188-0.024812626776534483j),(-0.09446975377032835+0.082137482614653j),(-0.07830407138097886+0.09156068422785425j),(0.07222229118304271-0.032216086320570846j),(0.08324203338929834+0.06643358805123543j),(-0.1563958002676608-0.32982652269087026j),(-0.06607663469413767+0.47847377193126983j),(-0.15079261965388788+0.15328455029258103j),(0.007379524320268657+0.3175702054450194j),(-0.002336665816334167+0.00576090465592599j),(0.006871302036026653+0.10578837734049544j),(0.016235648518700876-0.018901957099954878j),(0.02905364426110384-0.049299734219982946j),(0.09788524355922533-0.09368132048897782j),(-0.011753564288693214-0.07907185401366626j)
105,(0.07859836409589413+0j),(0.014446542138548322-0.01091296113376596j),(0.02632457161215738+0.018713992542437823j),(-0.02162001265203898-0.050963610755301515j),(-0.06505012725352759+0.07730030232328237j),(-0.05518361462363175+0.09800089966453192j),(0.09065073992509215-0.05796208557017841j),(0.008131609015562926+0.054027196057053514j),(-0.102750001491746-0.3520064411706593j),(-0.056458093820070984+0.5049770753412446j),(-0.16140809710555323+0.08673869183250263j),(-0.007186741085438982+0.3907290800816961j),(-0.04561921302610825+0.07353555895703207j),(-0.05449002782150765+0.09867057227406521j),(0.04716087907704984-0.08564187864794487j),(0.03444787536679882-0.014059286089924735j),(0.04124825918980066-0.09105656403530647j),(0.02339811356094609-0.056219510794378424j)
