,ampiltude,real_c_-8,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,real_c_8,img_c_-8,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7,img_c_8
0,0.7861887459289736,0.07978670178455101,-0.004264511371073851,0.05744005898271612,-0.07049717947363142,0.07129549491768047,0.1993201164298745,-0.08152982489422572,0.11421199586224381,-0.3201501493196916,0.04684067535990757,-0.04906736549315357,0.011064943648482158,0.0225102201040711,-0.1146803050914687,-0.04468272228271822,0.06547595342134808,-0.03841729443156534,-0.052203379260784936,-0.02023031011190383,-0.010682538709236994,0.022074419724370825,0.020468861864311676,-0.01463701544757374,0.11946071220736343,-0.10395749073159166,-0.024818980891740904,-0.04876953019540458,0.061971124509910866,-0.360174975462148,-0.1099566439000238,0.06982719387186441,-0.15937235305672506,-0.07482491884323855,0.10596979956894195
1,0.3469346108955734,0.12881483927216428,-0.04192247971008478,0.026641402841780668,-0.10151607108093157,0.08723749088931627,0.2787512986069709,-0.14947962895037553,0.4653369476333138,-0.23019962674580827,0.24849398963878397,0.07467121721215189,0.07615847582161697,0.20166423459565483,0.1124314587074163,-0.1234378818428265,-0.09224824341375945,0.08851565113317042,0.025222611499060004,0.02454003435251367,0.04461009018900968,-0.09541531972778605,-0.11089643443780572,-0.1663682933657734,0.16657581065196886,-0.18146301442851132,0.06567516338292408,0.33552946296674724,0.254126045388082,-0.4546585780782686,-0.2119760387503967,0.1889629437217875,0.1269176752973366,0.047529285036597244,0.0552731457648946
2,0.7904543860867159,-0.013638417970563643,0.19156946983565704,0.1341203658005839,0.005795668228683479,-0.038185288657729466,-0.15377872213270816,0.033749330022521846,0.18393684054513174,-0.320412172379838,0.26595972707731014,0.00802985503654391,-0.01743744530164558,-0.006433107570767309,0.07453498203202677,-0.08440044030201492,0.01914160261384222,0.1649450323915712,-0.04385560003802047,-0.1051990375047683,-0.10985545338174967,0.13597062950430414,-0.008668435306184878,0.03173999012687541,0.11388652633169276,0.04474971436465558,0.32700324308350043,0.29840427854626755,0.3344896173748173,-0.03501865069848156,-0.13118640434522483,0.1840525654534183,-0.12201862336258779,-0.029259661678255486,0.021937419992894412
3,0.24349658589904621,0.025003187430210197,-0.0160271478218543,-0.011652587974057327,0.15598932115764338,0.022368219473074952,-0.16862041866511804,0.056176097794879074,0.10376320610840706,-0.10898827651574369,0.30064975610979805,-0.13392171744417222,-0.22233846367405752,0.02849329612078539,0.11274175206255821,-0.11174730520772261,0.04318538950443196,-0.019917236138084105,-0.04227076765347576,0.009501776742217211,0.17031898788027772,0.041873841291963546,0.16846208520164502,-0.11994612135264213,0.2689537334871352,-0.35826193833445685,0.678535362094453,0.3971107013484821,0.18901539760726668,0.09343110932322898,-0.028617305432755716,0.1585616796520587,-0.0002583511214475434,-0.009360304863243896,0.03617997932250638
4,0.68743841354174,0.04269303957192072,-0.05395339615780186,-0.04541179622314536,0.10049429205723073,-0.20320788472984924,-0.2976846735544784,-0.09358932619713252,0.1168446199167555,-0.0634838035627325,0.03429652928392741,-0.07027436668133968,-0.35169988357154686,0.010454664044983505,-0.020781489535788504,-0.06821057008042153,-0.0005325036756830548,-0.032565985985517874,0.03298479264856308,0.09789383039031226,-0.08823114522867428,-0.014029484559104468,0.3774404678682422,-0.15756810452205158,0.20197363071824367,-0.14676546772824356,0.4002814551987391,0.11659163113702896,0.24904440697145458,0.12338971830571754,-0.16483016544241053,0.0933145371355335,0.011052847555592903,0.0024732755966335278,0.03703394142089138
5,0.5061827747353161,0.04086795468330004,-0.058924167351357026,-0.13901515482126678,0.1486042843762244,-0.004063383185663291,-0.043100802275387956,-0.12775568958030337,-0.011863664080025958,-0.11668885720267189,0.11615445138344324,-0.2576501627441436,-0.2170268773836885,-0.12114751334002535,0.01571993251486598,0.022391037226342697,-0.02090870722662615,-0.037750626001222115,-0.02902226735447331,0.012839989445335192,-0.14315129500131973,0.07482994182439331,0.1825767053074432,-0.2599260666911499,0.07208116059343923,-0.23085502816054954,0.40405965046001246,0.3703035947497216,0.2200578489320405,0.12097060983056322,-0.051880819320863907,0.0005787302018844627,-0.16944568774176155,-0.04344867324996691,-0.0008257784820277642
6,-0.6253994101492008,-0.05527960557869154,0.14332060738923796,-0.05390591159505182,-0.011503025881996073,-0.15344983854590333,-0.06659348354408055,-0.040822450885533115,0.03332374046424394,-0.060957650719356854,-0.04619151758452675,-0.16756348432557863,-0.11487295311838887,0.03022970419363432,0.14654025009049734,0.16313159194548943,0.050842051151801404,0.06197157406445472,0.1037128665089442,0.09040807208030949,-0.006972765364498305,-0.09718275302170629,0.01710424175192839,0.11102474748367128,0.028478039822668555,-0.40864747359982984,0.21408309745887877,0.07559711615498771,0.03689470654918248,0.42115659495627383,0.07055170661576962,-0.04290386981913161,-0.11283547483593856,-0.03199892914423332,0.027866998895670375
7,-0.5966791995580762,-0.19438824910105007,0.060245646191080277,0.04205873139627774,0.10454616929331662,-0.06199980481460962,-0.20307238654399407,-0.15638748517745876,-0.0921780076829497,-0.09209223950237323,0.165688023271149,-0.16875780660200762,-0.1698653176465598,0.14516927890123085,0.1124413930566975,0.040332020162320625,-0.012113546663543268,-0.01921084106455845,0.0072836744555083,0.16385979104042042,0.047219457614052496,-0.12467579798856447,-0.049477538033643825,0.03647315463619823,0.0036383869291339794,-0.4528762641198806,0.2375208485280658,0.0372546220917981,-0.08950148450447692,0.12875950219073157,0.13042765025139066,0.07164820391219984,-0.06544283899885808,-0.041376209019107296,0.07614548627392248
8,-0.47074079862208584,0.05441526594532996,-0.06506025672210868,-0.005147631594880971,-0.04918566929668634,0.04648785587650745,-0.11373377438609446,-0.0978877939364581,-0.3599192809254491,0.17880693641190418,0.01911622349400988,-0.11410328713076585,0.23074999249710734,0.21656844350736495,0.24237221606145648,-0.025350209532721116,-0.03581295312059454,0.055441648139981876,-0.0752056905028793,-0.06756278919984451,0.01882560066217251,0.02242785783572155,-0.05455667586101977,0.09242499763151153,-0.23183332884344016,-0.45448559371704966,0.024511846469890235,-0.031483753190667804,-0.039784470448528536,0.1341970039245952,-0.01959868743649539,-0.12408024672106381,-0.10317835166503567,-0.003339428487222521,0.029025911945310862
9,-0.7201750757387151,-0.014032365340241014,0.04198463076949084,0.14979731151653228,0.022320436185175846,0.15078152469702397,0.00722651664813252,-0.07231399654239357,-0.3739954584604164,-0.04755181384210412,0.07106292995195321,0.02366052084648846,0.13081297693446237,-0.034384656104864394,0.1310889471445302,-0.013864291130807397,0.03750919996171484,0.08030918880338708,0.07500461884830897,0.06537705262388609,-0.015801740342447777,-0.07072939572834092,-0.1983917951773869,-0.06557485928643007,0.010669285295927894,-0.4486828524752513,0.14814087640063975,-0.012294849995444253,0.09646643894406697,-0.01844820565764848,0.07859334175372779,-0.023774128337433614,-0.061912257471675974,-0.032490990082686334,-0.05606135877605963
