,abs_amplitude,amplitude_squared,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8
0,0.533739692020885,0.28487805883854916,0.11805428928191229,0.07952827264211966,0.14012431518387106,0.09578576163707414,0.09394685755615263,0.22319069367638272,0.21108238880160424,0.16927539830385024,0.36100089166902477,0.4125608878772277,0.07199637283619251,0.21473459642329185,0.2278962349003831,0.06709519634391538,0.14003312910376195,0.08039418936975422,0.04429653104472569
1,0.6104597685654135,0.3726611290369382,0.04833171746224254,0.104938841046063,0.13829113889536143,0.1421837008843547,0.055401923658291254,0.08605535900512838,0.20428151663221214,0.31152724266235754,0.047114184190780485,0.2257823766132977,0.6999486703773481,0.021549915949060257,0.09916254546577463,0.08519526948502415,0.1440453854818978,0.10678892988825335,0.043593418421653395
2,0.45130743874645696,0.203678404267887,0.058384602793453186,0.014781255025050613,0.10518710186900955,0.12194805653200438,0.30459409274278243,0.21103985881747941,0.27922178181693436,0.2048350415439872,0.1869379747111448,0.37101031968794745,0.19664637157219844,0.25929335486357535,0.2781604413338745,0.16029828188404205,0.1343666266238615,0.009215595076479552,0.03496979252827024
3,0.3729921033135334,0.13912310913425358,0.07963406292991584,0.15491243994453452,0.14554388035715357,0.12146684742604012,0.1302472217674719,0.04752631636250069,0.22475872293036422,0.661238877234828,0.14789117046550926,0.2417068645912073,0.22343677257261202,0.2590228144237408,0.1156798199466148,0.06273578585136072,0.03456892776054947,0.06340148532409766,0.07836635282673368
4,0.23939611083594442,0.057310497883375784,0.03684618334985938,0.0396474430944773,0.09177118597330595,0.1455739556666983,0.17974623439775123,0.14075649646735086,0.5073044429520629,0.5487185544487524,0.23503947931525493,0.2499710398116552,0.1017911898120208,0.2439944199640474,0.09495414421577016,0.12275988132993174,0.1101754021054497,0.08577019106041596,0.14437198881481556
5,0.18521068963642331,0.034302999555599525,0.09509075902433392,0.06058262271235325,0.14231521969939537,0.06706743951517667,0.11731801420268761,0.09393165939667651,0.3033744834744154,0.6631340180973304,0.32494673402422247,0.02541019321955039,0.262183031858053,0.2630315061307402,0.24221746756982168,0.1456168236290339,0.1975716922475295,0.05754355806742385,0.09238655169051443
6,0.9778480659101852,0.95618684000429,0.03390481593786482,0.12624216096826207,0.2042205197393066,0.2735732742440577,0.19583357128727266,0.19026075928118913,0.2780413648049335,0.79191100873332,0.30462450067770747,0.20480531459433476,0.22736455990445756,0.2769673661500816,0.12818574356430243,0.14598195037844794,0.1961919505623459,0.12260881635988816,0.02354940587458139
7,0.7037393563633576,0.4952490816947128,0.06986508905783324,0.14741210028682256,0.050130992413339064,0.11064756127640653,0.10992131638312579,0.032176419504652165,0.2877606259555915,0.8175002293752954,0.2902514910627109,0.020470071135985545,0.38595702491618195,0.12084469402365239,0.07338460258400262,0.1085701515503561,0.12653731579337837,0.04095025767243965,0.12463055033034283
8,0.7184686120436129,0.5161971464918755,0.024236196583880522,0.1383165085645888,0.13255863824719152,0.06523655549890316,0.1897253073154804,0.12134206274851217,0.19880720657171624,0.34903361214067574,0.42555935823011937,0.3247633514889342,0.2247141561877024,0.21564828972580213,0.15224898812484963,0.18697807237926248,0.019290509217516683,0.12369113715462197,0.06744119239097471
9,0.6692831422416784,0.4479399244888947,0.05193623604149929,0.1772900976384748,0.11588570278383512,0.09026096906975593,0.1865484016305637,0.05232393386257542,0.07723396776913798,0.3636443051902436,0.5257231410169246,0.36443896498157907,0.3047841951807625,0.14643876903756448,0.12767025208718275,0.07530696531103118,0.12444548209415554,0.07655621103367778,0.135225155721506
