,abs_amplitude,amplitude_squared,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8
0,0.6437288992972805,0.4143868957904883,0.06729551198388144,0.06825873245217477,0.09496437182401585,0.04570855878213263,0.19265268501076224,0.12774459713059796,0.10061734473240551,0.15840199261713853,0.10907223462543204,0.08328939525452737,0.06129494847194225,0.1964919886480998,0.10856010839982885,0.043025930633272605,0.06655982932176248,0.10084231532863593,0.062139206755094274
1,0.6226802724934839,0.38773072175255935,0.05277350336511254,0.06969380754602617,0.20688723825384356,0.17460608556745627,0.15614707776848355,0.12349313576062301,0.06495604800974351,0.25761702690677085,0.3104929347264931,0.22395308067846534,0.02928565951428386,0.20554752510814728,0.07797326980077085,0.147037264856909,0.11275329189513393,0.0906726576165537,0.12398677382347978
2,0.5425397683789358,0.2943494002726693,0.09391346975725047,0.052621367560976566,0.07780591022952474,0.011638437372046641,0.16597483229848783,0.11641517052781444,0.12980934044851236,0.3952566738643271,0.27117194568760244,0.3888562475695336,0.2916484888728984,0.05460384872739999,0.07550061586576977,0.0798413668294345,0.07710964152058418,0.06434536773246523,0.04732932524770843
3,0.07566981972823542,0.005725921617703645,0.055621094633975236,0.10766368943917395,0.1864068881103075,0.08142938548292858,0.11099910327270797,0.06829827320682155,0.2713489439253658,0.5103344140511759,0.3759573002316886,0.3324800961434721,0.0880416386191081,0.22569532161282227,0.06176585449295422,0.03638405026393897,0.0632918327774695,0.09794729971212755,0.0386372531199421
4,0.5001510445070498,0.25015106732149295,0.06178097812757291,0.09848423498259994,0.1142183499169114,0.14471623920621837,0.2538804675987558,0.1024429442096269,0.1319851741094442,0.36710936970977864,0.34985414879772697,0.37296612312211286,0.08743784826973211,0.25937648395759366,0.20411131775939356,0.06344192591331452,0.17975460784284295,0.13674109857756034,0.06700670359832679
5,0.5001510445070498,0.25015106732149295,0.05525534341369592,0.12306369180398943,0.06288665843562573,0.16608093564368914,0.25453152548657504,0.10712586643939807,0.21712832038727958,0.2630513806419507,0.3295566039150252,0.3753467579518046,0.11986867366476744,0.2811727131431414,0.21881006644903228,0.1280115686867544,0.2141032061953583,0.10227659514765948,0.11406473771618032
6,0.8523848374450977,0.7265599111063057,0.11938110056604506,0.14754011037298087,0.0739029502828437,0.06858256939393512,0.16217907791380454,0.12557594327654578,0.2154662515187862,0.21168890445907526,0.4217127250096872,0.3473320416693151,0.19179173848999806,0.3514698189036074,0.1659022490432593,0.19937846061588876,0.15298748201539006,0.05305798457152154,0.11575083389237385
7,0.6699473518180964,0.44882945420808024,0.06992645594827716,0.1073969329328998,0.10528518238018261,0.047534464710964286,0.10121693788689305,0.18656688993664924,0.3219686274743739,0.08921454370588301,0.5187215905543048,0.5038201084374869,0.15568859502429436,0.10028620499658762,0.24175370820732933,0.19371330701710288,0.14291440799008165,0.15960065675370083,0.07948198692818294
8,0.5984077189308434,0.3580917980760153,0.10319848759361767,0.0880014144688948,0.09011031278568561,0.08418323441324004,0.19647324684659165,0.14665149966293828,0.1538432955570582,0.16558677360762622,0.5383705889239503,0.5332085598677665,0.0625506440236835,0.054709116174976306,0.23055747662807952,0.21783342380812007,0.1610800780668555,0.1438573857601775,0.050782426951670484
9,0.8989797049389041,0.8081645098920391,0.12305307218615517,0.11386030769182143,0.08087364000062676,0.08227267734304475,0.20240514549066718,0.16672518421404772,0.1432280111783774,0.151345706584018,0.5165596711836502,0.5525716753371638,0.08230019408966438,0.10028484610482695,0.2394145038928198,0.1963235864177851,0.15804062992383536,0.126699340273253,0.060957851511166325
