,abs_amplitude,amplitude_squared,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8
0,0.7861887459289736,0.6180927442253722,0.09534731557785057,0.020674900349404748,0.058424969056151445,0.07387240567292425,0.0741756152760277,0.19985682634033602,0.14463047434193674,0.15443943757358794,0.32111072844413874,0.06762038112620138,0.07904445982775511,0.36034489857233026,0.1122371308742805,0.13426618852075634,0.16551765038639216,0.09942770718633605,0.11271861839165397
1,0.3469346108955734,0.12036362423726293,0.13126097267484357,0.04857682154139998,0.05195983537358078,0.13931832588164555,0.14109712607874791,0.32462392935905493,0.22381166226428534,0.49946701636661806,0.23938482666886643,0.4175275840053611,0.2648694728060028,0.46099298916537207,0.29257871508255856,0.21988139304425214,0.1770452116740912,0.10377269076695622,0.10435583902339352
2,0.7904543860867159,0.624818136483727,0.045927334991643205,0.21855365305810917,0.17336808576030424,0.13609409192912716,0.0391568390007625,0.15702013359446237,0.11878197740763723,0.18930213481480732,0.45781555368542676,0.3997245174889273,0.3345859870100055,0.03911994881630272,0.13134404272004835,0.19857192751368302,0.14836434467376264,0.03496467863647861,0.1663974582335954
3,0.24349658589904621,0.059290587344491594,0.04911188430191163,0.01863204842636764,0.17071713575108777,0.16151187850980794,0.16994061137021355,0.20692974077773943,0.2747578292244441,0.37298581662183605,0.6872326258484259,0.4980835120482954,0.2316502685857062,0.24117164969852772,0.04038338883821408,0.19455721243947097,0.11174760385122297,0.044188156487710246,0.041299966091477514
4,0.68743841354174,0.4725715724127843,0.05395083107754958,0.11177732768968818,0.09923188108957672,0.10146885814415248,0.42866624686459426,0.33681429962504345,0.2226034803940467,0.18759735531446373,0.40528438989284027,0.12153131436842239,0.2587694017000984,0.3727168237252029,0.16516138604427458,0.09560059177716919,0.06910026996896085,0.0025299510551627076,0.04931588243532666
5,0.5061827747353161,0.2562210014387438,0.050124661818218716,0.0603069053011929,0.19954324476297272,0.16638134970125665,0.1826219165484649,0.26347531061242574,0.1466874566301973,0.2311596646312064,0.4205716235376954,0.3880935568400417,0.33883486130957724,0.24846439171376836,0.1317889957541059,0.01573058190018773,0.17091869307466057,0.04821785193339868,0.037759656693162974
6,0.6253994101492008,0.39112442221496824,0.11752528865073161,0.1694532855972363,0.05435500677694641,0.09786116231335,0.15440015555585496,0.12946500146506276,0.04977420263995456,0.4100039382226126,0.2225924702203803,0.08859221335824242,0.17157721483541666,0.436541719464821,0.07675531461750557,0.15269180378148167,0.19835261700346027,0.0600736683722582,0.06794884560813003
7,0.5966791995580762,0.3560260671852666,0.19452465988184048,0.17458398839753625,0.06323459546822087,0.1627081931495527,0.07932214424056099,0.2063218000740333,0.15642980336104748,0.462161979941641,0.2547491590997993,0.1698246976228826,0.19102280758492093,0.21315073432566836,0.19515504473828607,0.13332866157122747,0.07687286274495245,0.04311297583747492,0.07853146817868517
8,0.47074079862208584,0.22159689948735917,0.09282735077505905,0.0937953489742925,0.019516694170074164,0.05405773646077248,0.07167671605897766,0.14655289701432705,0.2516519671379049,0.5797404968416744,0.18047922630146168,0.03683282117410802,0.12084024256395647,0.2669351885753411,0.21745344162012284,0.2722869786546933,0.10624690760519401,0.03596831096728307,0.06258018786113138
9,0.7201750757387151,0.518652139715264,0.07630596389288391,0.07769728586403034,0.15062844862585273,0.07416771057267951,0.24918742460980145,0.06597184788453966,0.07309683813038162,0.584113777490606,0.15558564927532278,0.0721186754576558,0.09932569702386444,0.13210742305579606,0.08578588429029592,0.1332273291846166,0.06344561603293708,0.049624636203413425,0.09794101160431289
