,amplitude,c_0
0,(0.5457157039392225+0j),(0.13005019893612196-0.058564565722047594j)
1,(0.05668816478199169+0j),(0.24680394841312953-0.014937336684652538j)
2,(-0.16599383516160665+0j),(0.21423570080151322-0.32245004959733425j)
3,(0.10885412778430556+0j),(0.36124093814591035-0.8705559515213643j)
4,(-0.20951717855750493+0j),(0.412525834897079-1.0441083470630432j)
5,(-0.33743757084507114+0j),(0.33333552208404754-0.8781622254110241j)
6,(0.24019614772392442+0j),(-0.1654207719449356-0.5745587835350265j)
7,(-0.1480689261886056+0j),(-0.04082628036285674+0.8040188147882324j)
8,(0.20137234338110876+0j),(0.9075536416153179+0.8076649493565831j)
9,(0.14903193126104147+0j),(0.11008305506971504+0.8902294099168748j)
10,(-0.24904539193021716+0j),(-0.000534100820126282-0.23747231906671595j)
11,(0.20173918570824492+0j),(-0.4554584961417679-0.7471141828309238j)
12,(0.07571535124323975+0j),(-0.6682782030666651-0.8481866431269165j)
13,(-0.24340993389893928+0j),(-0.8636232912480073+0.37209772099122507j)
14,(0.13658144879708245+0j),(-0.895481297836471-0.49812571822360696j)
15,(-0.31320437857982775+0j),(0.104412229953085+0.9610893841216542j)
16,(-0.07834754073932755+0j),(-0.257620143054902-0.798022652254874j)
17,(0.08650053403051164+0j),(-0.08779410927708539-1.0868020964751477j)
18,(-0.015359445136589045+0j),(0.8822632544270533-0.8779237428795387j)
19,(-0.03208958168736274+0j),(-0.3214668675299254-1.1094138163715117j)
20,(0.218389223559992+0j),(-0.06238262098387515-0.8512853397065243j)
21,(0.21755309907641623+0j),(0.8499086215712682+0.0763773323177315j)
22,(-0.09454143933053238+0j),(-0.242935882222582-0.5082024995574853j)
23,(0.2689092304624585+0j),(0.4851960370521635+0.9964335245369195j)
24,(-0.16356778142549883+0j),(-0.594138446629792+0.5419194193452763j)
25,(0.2025226168484926+0j),(0.540974841495755+0.6780031120920121j)
26,(0.31730316151349547+0j),(0.7604295103016041-0.7965825481897745j)
27,(-0.3700268421012739+0j),(0.25108021342317477-0.6969390097488868j)
28,(-0.01866024061594629+0j),(0.6840958683865735+0.5335476559179214j)
29,(0.2788344238116919+0j),(0.8667952802434384+0.2480028970932668j)
30,(-0.05594316028239277+0j),(0.5671660852438831+0.8487994211887616j)
31,(0.4300877180609667+0j),(-0.08705671510693863+0.5978774775659323j)
32,(-0.21528635230446366+0j),(-0.8943289270360288+0.32124834261951085j)
33,(0.044600683357090304+0j),(0.1898732013496782-0.11518059161013494j)
34,(0.2648146682947328+0j),(-0.03144368440061629+1.0966548874458342j)
35,(0.22175503642838162+0j),(0.34014428313283435+0.6394321244068476j)
36,(-0.472928869201913+0j),(-0.6941890839430623-0.12879253581980332j)
37,(-0.02225511453631296+0j),(-0.5334428827744326+0.4050407757749017j)
38,(0.15691094819354506+0j),(0.2579760039404447+1.1179970175801213j)
39,(-0.1220550635355056+0j),(0.869573510804647-0.7868304646676135j)
40,(0.3655019284662257+0j),(0.3602463803255178+0.6405652982795638j)
41,(0.2347939438732322+0j),(1.013981069766775-0.5489523750710287j)
42,(-0.12539280906878514+0j),(0.7242860380374694-0.573357292828108j)
43,(-0.23720894940087142+0j),(0.9900558227076334-0.3420437237745096j)
44,(0.28205013494958586+0j),(0.24774841366498235+0.6890473940112339j)
45,(-0.20207423455252005+0j),(-0.9962394338692524+0.1820101960450024j)
46,(0.19074195549937997+0j),(-0.07428181894212577-0.05501545626591253j)
47,(-0.08301155660006915+0j),(0.24856524215627376+0.9731256746819664j)
48,(0.388341369057415+0j),(0.6847584519206946+0.6718734730440159j)
49,(0.5317564764926896+0j),(-0.5535608949535789-0.3332537527452857j)
50,(-0.0015508639518456565+0j),(0.6788103397633425+0.9496995653780045j)
51,(-0.004486031715599401+0j),(0.6938531996575543+0.4576866627310418j)
52,(-0.33457749046944985+0j),(-1.205444209042807-0.04844610574063255j)
53,(-0.33457749046944985+0j),(-1.205444209042807-0.04844610574063255j)
54,(0.36896868083449186+0j),(0.1431707909699237-0.7282903645407393j)
55,(0.17178425942092984+0j),(-0.8001163753250907+0.7682579978101215j)
56,(-0.08195228281447198+0j),(0.02868593675147097-0.5715109857053483j)
57,(0.3427906347316825+0j),(-1.0294226039018808+0.44807462304397067j)
58,(-0.17363958759759848+0j),(0.8694485202288784-0.2905754101774676j)
59,(-0.2693672350354159+0j),(-1.0002517280937746-0.4096107823345817j)
60,(-0.25513325729683317+0j),(0.31669195290424784-0.7446127224749793j)
61,(-0.32312213268800594+0j),(-0.37024924576116147+0.2577401921083585j)
62,(-0.06104108430333807+0j),(-0.3260263979958305+0.8022205362462509j)
63,(-0.2918408973553699+0j),(-0.39484710287526265-1.134363693242354j)
64,(-0.22768014988759017+0j),(-0.3842773955167622-0.7777831593310802j)
65,(0.26452279844732+0j),(-0.6779768246424496-0.1543744099345445j)
66,(0.39245357585140694+0j),(1.2239401737718865-0.41770561047324384j)
67,(-0.1966744640456389+0j),(0.32898158202519573-1.0705910464300417j)
68,(-0.0037487805244900974+0j),(0.38249506756750373-0.9176398169632387j)
69,(-0.2725473392126876+0j),(-0.32626338922300147-1.0265895833315184j)
70,(0.1011288855675116+0j),(0.3105302840622465-0.45503103587401156j)
71,(0.1536864815492744+0j),(0.964605052225212-0.4794397332621891j)
72,(-0.32004027212691033+0j),(0.8089377267057117-0.46333268582811876j)
73,(0.5044257668206583+0j),(0.1618566247895844+0.8499057304574285j)
