,amplitude,c_0
0,(0.3035421885103655+0j),(1.0517068124525646+0.14616117994492506j)
1,(-0.191099747553014+0j),(-0.6062310515426167-0.9603402615852775j)
2,(0.3008876527933587+0j),(1.0345263747021816+0.33494673699189637j)
3,(-0.0809151127465136+0j),(-0.3898752329848617+1.0529305134973657j)
4,(-0.25200931545081284+0j),(0.7689888262209339+0.5901462533746189j)
5,(0.29235404988948704+0j),(1.1581864420918104-0.8449646413169809j)
6,(0.06559967650809101+0j),(-0.745272085679648+0.9844528815797818j)
7,(-0.06806625989849396+0j),(1.0295989763991416+0.09452931404439685j)
8,(0.5399937998358494+0j),(-0.7193097776444664+0.21363098940242548j)
9,(-0.503270675154673+0j),(-0.8012742062565255+0.8804706182792068j)
10,(-0.135971233917533+0j),(0.6051074226599163+0.9775414621437711j)
11,(0.04792495587450481+0j),(0.5759615691814567-0.8695118831697459j)
12,(0.09155435680173446+0j),(0.35598375575993857+1.0153128095035036j)
13,(-0.16933627499615797+0j),(0.20637662292452633+0.8914714251157214j)
14,(-0.28132703444380164+0j),(0.02548173814040758+0.5846375416455389j)
15,(-0.2753093696623595+0j),(-0.10448132562414203+0.5808728236401401j)
16,(-0.275679269702073+0j),(-0.08097779193922439+0.7983087602643028j)
17,(0.2540296122198037+0j),(-0.5952624559861818+0.823635574811897j)
18,(0.1198767952332224+0j),(0.07371633009162495+0.7758122684100229j)
19,(-0.5475124874664354+0j),(0.3873201860449758+0.6843882640344465j)
20,(-0.1055289083352777+0j),(0.5963418800922742-0.7746847393457825j)
21,(-0.1588736076675214+0j),(-0.4252991638024574-0.9102038832883897j)
22,(0.1310806978278024+0j),(-0.9010598205190834+0.6780295160551988j)
23,(-0.7058283079507002+0j),(-0.8417863583968315+0.0424797386588569j)
24,(-0.2514712837318258+0j),(0.8862316900708825-1.0417488879767447j)
25,(-0.24309936754702852+0j),(-0.8123499641042099+0.42289437832058563j)
26,(-0.1832606315924264+0j),(-0.6884763717698141-0.715557121442379j)
27,(-0.47327496976159433+0j),(0.7647065737884168-0.1778855572614168j)
28,(0.2163380782480533+0j),(0.7917192139538676+0.7918469210361454j)
29,(-0.025387456419956655+0j),(-0.5893551176935558+0.6671929629699935j)
30,(0.3602823149515192+0j),(-1.0671008136524316+0.010075938992246828j)
31,(-0.1948221222765083+0j),(1.0656406125978575+0.22932088844221143j)
32,(-0.1604779670225464+0j),(0.6725343865043675-0.12241278271986228j)
33,(0.11551730475465863+0j),(0.9390027537951994+0.007357497124668155j)
34,(-0.11713427970895651+0j),(1.275669067000401+0.276156053402956j)
35,(0.48719346977339684+0j),(0.5817119224623761-0.46931531007869043j)
36,(0.29949632139651505+0j),(-0.8739621649464673-0.38572076939241917j)
37,(0.19213109041859133+0j),(0.29815787966195334-0.8276052716117297j)
38,(-0.028228473503674023+0j),(0.68291435301886-0.01209716121553843j)
39,(0.0040799233891127+0j),(1.1061800455617077+0.08748437361987196j)
40,(-0.23982962689210618+0j),(0.03802894336922974-1.3011186091891052j)
41,(0.2506370311362853+0j),(0.30022980682866796-0.9366900535123632j)
42,(0.47405610872977466+0j),(1.0017704384060413+0.8367107919627514j)
43,(-0.3686984445898892+0j),(-1.1076889536681604-0.18104354261938443j)
44,(-0.21417348897285793+0j),(-0.05291115334446927+0.5472003309085963j)
45,(-0.08118156998144391+0j),(0.7433677886305909-0.5633063096765505j)
46,(-0.3225985097693278+0j),(-0.5657282493158596-0.6422194348115702j)
47,(-0.19821714647176208+0j),(0.5340357402694209+0.4170770356435171j)
48,(-0.3162032374450673+0j),(0.863205592914069-0.775915883130399j)
49,(-0.3773991131644293+0j),(0.9231385797636984-0.36423745289382614j)
50,(-0.13948137572404576+0j),(0.1993620953035914-0.5073162325408589j)
51,(-0.21632224446259674+0j),(-1.0094561154472312+0.6943583369673637j)
