,-5,-4,-3,-2,-1,0,1,2,3,4
0.05,31.683134771999903,26.402278807000584,27.170550804999948,25.556416112999614,26.09256746400024,28.28433792299984,26.928655646999687,25.311674706000304,25.82555220999984,26.611012602999836
0.15000000000000002,29.615855168000053,28.349158684999566,29.377380594999522,30.354803604999688,29.249509809999836,29.432692744000633,28.67611190200023,30.39260283800013,30.405045548999624,30.591666829999667
0.25000000000000006,33.40733828700013,31.667616874000487,30.875037282999983,31.1015332220004,30.457928711000022,28.89367602799939,29.997625516999506,29.390850752000006,29.426316654999937,30.591708083999947
0.35000000000000003,33.75514022799962,32.871672236999984,33.89194293699984,31.547687213000245,30.927012492999893,30.410896784000215,29.461581788999865,29.12624620599945,27.5771657639998,26.577322118000666
0.45000000000000007,38.92504515699966,37.38719085299999,37.92385123999975,35.29857751000054,32.94013907199951,29.638915784000346,26.798229310999886,24.076958196000305,22.240012590999868,19.181952398999783
0.5500000000000002,40.255228588000136,38.18656577299953,37.479998750999584,34.517181402999995,30.794875894000143,26.327508231000138,23.918250304999674,21.299591260999478,20.64127248600016,23.539673989999756
0.6500000000000001,43.983220900999186,41.96767414599981,38.29329229299947,34.33437169899935,28.385122439999577,24.03415994900024,21.190889950999917,23.203487753000445,26.952460028999667,31.182724313000108
0.7500000000000002,43.994165348000024,41.97350059300061,37.76598122700034,33.18799981400025,26.14547379799933,23.216577969000355,24.557009481000023,29.975675876000423,32.19741739300025,34.678055417000905
0.8500000000000002,47.3889821089997,43.256965536999815,39.57383103699976,30.902855623000505,23.771269425000355,24.70315085400034,29.970452548999674,34.26109893099965,35.67250893799974,36.89008658500006
0.9500000000000002,48.435207252999135,43.163261083999714,38.14816604400039,28.047675607999736,21.66373112600013,26.58082819200081,32.79496514600032,35.69521866700052,37.61144191400035,38.10995877000005
1.0500000000000003,48.47747090499979,46.01007564500014,38.32421656999941,26.273808666999685,22.21277982799984,33.15867892699953,38.57172504200025,40.176354705999984,40.620039207000445,38.536343672998555
1.1500000000000004,48.26870207199863,47.898693032000665,40.48077994599953,25.6078941020005,27.367507721999573,35.79333881099956,41.55839496699991,43.08803396199983,43.13388564699926,41.24182961000042
1.2500000000000002,50.813023683998836,47.92629213699911,38.595534993999536,25.455677605001256,31.657073340000352,40.856404285999815,43.09085870199851,44.94056632899992,43.31854747699981,44.55992210399927
1.3500000000000003,52.200306875000024,48.859764918999645,40.53064238600018,27.034633869001482,38.17675812000016,45.416016973000296,48.92407206399912,48.07327449100012,47.05281406599897,44.57933929000137
1.4500000000000004,54.88420366199898,48.92744608100111,38.50793731799968,24.61645804300133,39.6457276000001,49.206186918998355,50.26811296800042,47.41305158399882,46.235359825999694,45.216660878000766
