,-5,-4,-3,-2,-1,0,1,2,3,4
0.05,-0.6916750343984756,-0.6913862108580389,-0.691182891464405,-0.6905332881455,0.6911488181022334,0.6923739805564706,-0.6903414074040771,-0.6918365739181592,0.6891696126508698,0.690625977935402
0.15000000000000002,0.6902784271287891,-0.6875841237652109,0.6842738009334045,-0.6870283864696514,-0.6841617082737645,0.6836511947878052,-0.677831416584175,0.6783744961158957,0.6743259471728487,-0.6719683008759704
0.25000000000000006,0.694542454613373,-0.6897919518813144,0.6877227886221247,-0.6825720567315251,0.6698576021484247,-0.669540255970225,-0.6606241204562174,-0.6571330797305027,0.6511965720868174,-0.6378240473719728
0.35000000000000003,-0.704599149694838,0.6932134835230844,0.6850466677803065,-0.6445915866609934,0.6572959213937367,-0.5938433195587758,0.014028464528374548,-0.09774636986782652,-0.041012447158365294,0.07989121955972725
0.45000000000000007,0.7124581984201731,0.6891230732637634,-0.6795899655976777,0.6660873258848429,0.12665526057212226,-0.0242261036898065,0.048774772417582775,0.0007889222690224956,0.004011770982651594,0.0016111305077686682
0.5500000000000002,-0.7265729496074151,-0.7010219303360278,0.6861982210184581,-0.6740033348193142,-0.010961469044361414,0.0466551355262775,-0.021731850860419625,-0.014096728058994683,-0.008843089813975356,0.007658439741754734
0.6500000000000001,0.7345581307911443,0.7168902327219258,-0.6173235642623701,0.023135678781266288,0.013058293306506808,0.003467861117034284,-0.003426964966963692,-0.006390726854711763,-0.007379781888232622,-0.012501150708214911
0.7500000000000002,-0.7509096766722825,-0.7215498152241597,0.02133340244115845,0.04410059433972738,0.010947375648358394,-0.007451163940666909,0.003322653469891873,-0.011057208379226177,-0.002462314535542514,-0.00038543711045324185
0.8500000000000002,0.7081377720613085,0.7309859726573531,-0.08731425653202,-0.03814541870135974,0.005031349263364266,0.0412791415051616,0.011105214260004872,-0.005453720692857653,0.004130197406316168,0.0014653667204632776
0.9500000000000002,-0.7772447279804139,0.7457865863087559,0.24100938899364505,0.0390887344425286,0.005882488801005379,-0.01288069509893636,0.0004345371010730079,0.00016041556031484396,0.009571092501113572,0.0012012410419579055
1.0500000000000003,-0.7841262634999642,0.7411858483484636,0.01815261610809485,-0.001221253584316117,0.006674776478920525,0.005557120101898702,0.0009428395632077624,0.000704190574787961,0.006216598033458666,0.0055975621688205204
1.1500000000000004,0.7942078686014705,-0.7717510417643836,-0.040416833564648036,0.012587778893072837,-0.013040312337019026,0.011156303327974335,-0.007251621140052038,-0.006768794740935646,0.0003995707325310529,0.004374570571322963
1.2500000000000002,0.798130342850643,-0.7576714221399736,-0.11190194940012838,-0.029364687240060357,0.002924259348760516,-0.005258333959592344,0.007542824645865666,0.0047478381337482285,-0.001566487365598497,-0.010738500489404787
1.3500000000000003,0.8067873497123076,-0.7691829183643859,-0.02637688102698055,-0.005044302849657592,-0.011500452613312728,-0.01366039906568229,-0.001191761728211689,7.3717812387283274e-06,-0.0009331828694346942,0.0003425806291561231
1.4500000000000004,0.8096326378845661,-0.7725920977340327,0.02654904922109453,-0.0239952389382346,0.001261553909626496,0.0016543774428699803,-0.00024064215605355994,-0.005359287350585637,0.0043746648093659895,-0.004021365527026749
