,abs_amplitude,amplitude_squared,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2
0,0.5548808247087254,0.3078927296294352,0.3677176943444375,0.8738750916125293,0.3022860005482412,0.22362423757586566,0.15820545336577682
1,0.28205743877707656,0.0795563987694843,0.2106270136898146,0.38804740642475755,0.511591201040797,0.2345522432692965,0.07162584397833592
2,0.01174827869901545,0.00013802205238974016,0.09522996265144038,0.7394243813998249,0.6331443446700331,0.27771787697652117,0.21730043583654735
3,0.66252974306577,0.43894566044679517,0.10899833880331616,0.4733072132105368,0.46413170201786025,0.33791819964010866,0.16811356468567765
4,0.16136258756359123,0.02603788466521765,0.1977746601486229,0.4502113436329867,0.7487304817761683,0.38419002703513633,0.08410019970111765
5,0.2050951657343187,0.042064027007587663,0.33416509013424744,0.38438660417446585,0.4724225625472059,0.36253576738261506,0.31228179311028637
6,0.18057476775505235,0.0326072467497911,0.3696070739504583,0.7718416283660298,0.3322708245275383,0.4715313711028391,0.29161481197248257
7,0.10019317545624629,0.010038672408006153,0.29902003430470225,0.7236063929489601,0.08691780541097555,0.5813892954928206,0.2160820286315425
8,0.17334113875602666,0.030047150385236088,0.35088187368243084,0.42764365153431566,0.6460176403672275,0.2054420143179406,0.31119248630122925
9,0.15095800641534768,0.02278831970089615,0.15158318571070836,0.1694147883593959,0.9610883984794454,0.0867903689069654,0.2248022718444946
10,0.6626455721462466,0.43909915428502655,0.09135155777460865,0.3688336321637315,0.7423333086343322,0.02561182268299669,0.3531831863531838
11,0.025837954481099795,0.000667599891767385,0.15811172869668266,0.3167172465277102,0.8976961939129674,0.2971889477283102,0.13832951263204743
12,0.1254749619454432,0.015743966075210416,0.20881991623692117,0.1551071151664875,0.9783234364050478,0.21804358283566394,0.09829961334576665
13,0.7113549583836976,0.5060258768170721,0.19850599097849544,0.25361783210030636,0.8921689883214696,0.39031310020851956,0.22188818860885232
14,0.5291237586903919,0.279971952010648,0.10317717061086581,0.5524663333660628,0.5444253655300364,0.5509830150334318,0.15161906480564763
15,0.09025803153404505,0.00814651225640067,0.20525157156720947,0.41930502231232586,0.7800374802527303,0.571548528826421,0.36629913160962607
16,0.5231903257177479,0.27372811692464316,0.21179217537731404,0.022573798296218018,0.6162330784707029,0.43120982542601904,0.30222303194578803
17,0.19799578441104632,0.03920233064454553,0.06228086138001183,0.342865185183258,0.8208540043582438,0.2729381742288436,0.1971298791947274
18,0.9311606395969797,0.8670601367346563,0.4724612210946828,0.3655058105363814,0.5805719637631349,0.647626639199853,0.21683225555082078
19,0.38767918779487737,0.1502951526492958,0.3498766974265762,0.35416894817059175,0.27835298553177973,0.5942773419558277,0.2127103302724655
20,0.3294454380355555,0.10853429664243902,0.2403255800141005,0.5942529073618462,0.45930363084171644,0.6700655630031459,0.300309291824026
21,0.4542656668985212,0.20635729612275824,0.3831174482451782,0.19245043321660138,0.5327722054790034,0.8237293945588877,0.06271115184230566
22,0.06289920589702325,0.003956310102476124,0.28423354416511437,0.6368778535686169,0.5424902812406294,0.4982536264929516,0.05567950489321889
23,0.19434699533375488,0.03777075459525854,0.08821282030500928,0.3424942713727266,0.3526284016813746,0.8568964401771255,0.2747507679701069
24,0.1980922675033107,0.0392405464446032,0.13415899131202288,0.3019937847281893,0.20161513893959312,0.5004134961572321,0.23291969757964198
25,0.12759053276757737,0.016279344051914234,0.264826642386003,0.39769779208356876,0.897860814501947,0.17092932266344607,0.0816854360900593
26,0.24522642624197485,0.06013600012741074,0.15826590756212117,0.549317382415575,0.4632196223758208,0.49695963558453243,0.044870919921183236
27,0.20841381080650945,0.043436316534891516,0.2006282771896769,0.2845920683415141,0.717673361810123,0.47624454895007656,0.23846973619619766
28,0.3352700466687954,0.11240600419329624,0.29047441616462655,0.6071952749178889,0.19495018859372726,0.2952228675637873,0.1107658194684209
29,0.3294970521346539,0.10856830736542684,0.26737565937031266,0.35395543519116734,0.6278808882561511,0.5999910201466058,0.07547011185729019
30,0.5186495651857904,0.2689973714674095,0.2523494902603625,0.5549911602961375,0.40384905891829703,0.5122386719123047,0.35450471485911095
31,0.2489453677211439,0.06197379610981555,0.06045108733516236,0.34665126310850686,0.8482767548509583,0.35381871015258204,0.20532491233451639
32,0.720838021634527,0.5196074534339788,0.1520253196826016,0.2902401205537544,0.5643403530288021,0.47494445914922206,0.41418154839010923
33,0.6929043626658448,0.48011645580136053,0.20675060488461552,0.16392340034198452,0.8369119733748157,0.49011166588753935,0.17456541944873508
34,0.11206054437852328,0.012557565606410985,0.35770539147584485,0.4531160536216004,0.634595948287296,0.4770802755463279,0.09154776139301318
35,0.38478076348045887,0.14805623594460482,0.19943385969180558,0.1861420686905417,0.31706709239318437,0.3621182055031153,0.31134516638447834
36,0.7713560343482564,0.5949901317254684,0.16660238678782552,0.43334676166316394,0.5964479234878586,0.4061296413831396,0.4713772805910782
