,ampiltude,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5
0,0.09965129287930796,-0.011026224796951797,-0.09299746374639536,-0.19032980749770645,-0.08043957142022704,-0.4064240520406113,0.1926193933628681,0.09757580115443523,0.033787563627005114,0.05626715789030785,-0.12094792117728581,-0.06177289744537924,-0.0696007646731337,0.008927195440848086,0.3361318880247556,-0.4550661271716423,0.2697757986646788,0.37087764106264115,0.142046317429686,-0.004143717908404475,0.023793351576500296,-0.01689123928128128,-0.11034752628146732
1,-0.08911349340109477,-0.05913436005244228,-0.2313026672286327,-0.17257665437018396,-0.10036946017911369,-0.37649305743660455,0.00786287465134132,0.20928268606752903,0.09145459542381398,-0.06859258486744045,0.11987039206455209,-0.10980116168639117,0.016391832518672225,-0.08153003407997303,0.5036876991855224,-0.34044634248580086,0.06504745052979102,0.2601438060637578,-0.1616011400121596,0.085908745860678,0.0020025435494103704,0.01760859058954352,-0.25559790638421126
2,0.05860785405359048,-0.11793299173145555,-0.1380515878765208,-0.16713718233906177,-0.21419805504552591,-0.5031456105056835,0.08871813495165806,0.29007920489356026,0.22424687622332268,-0.20803966237282134,-0.0873257802426742,-0.15511328194223278,-0.04636222830174204,-0.11679255679205514,0.5081609580154847,-0.5528913604610131,0.09493469352395809,0.2155068719532306,-0.13498939532607962,0.19120324393753269,-0.019534927883755576,0.03778078088869981,-0.048490783825780356
3,0.2911589505423337,-0.059787088748367176,0.0009103551511894167,-0.37084336820669456,-0.17115011979307215,-0.511365120232096,-0.19501136599432398,0.31428654080149093,0.30451106878354006,-0.041033034681869404,-0.028890127221193433,0.03433656046039047,0.07594693089607978,0.04399370180407057,0.29747196162180006,-0.45944054054175937,0.1756426159291145,0.10625612478267565,0.003779720942427422,-0.02213410430720318,0.15373339342631687,0.10578462899014335,-0.010230820996122457
4,0.8591292369755962,0.033525574633471326,-0.002659752351819961,-0.3702042212937675,-0.035087450902176597,-0.4251748191108804,-0.10596850382256401,0.2782962076016196,0.2825674532016647,-0.16755269046127136,-0.029313423689606457,0.06222588175948848,0.14682144228905603,0.16626300639442967,0.4579671397139429,-0.4334110076627268,0.20839929304871418,-0.0067911718297879176,-0.04769484969825049,0.05001021827073438,0.21259391157483393,-0.11008542366911461,-0.03562495745325609
5,0.5008511983418489,0.054401224871402844,-0.019690361156767172,-0.4411775938021865,-0.11635674533064894,-0.34554845205484447,0.1022442603069473,0.3663802090713489,0.2908922277106402,-0.055690422916364765,-0.03408100018657176,0.11553893377751104,0.11504430914218451,0.2639030848641727,0.48251180557761786,-0.4432404457214597,0.3200467744723145,0.07912748970855463,-0.12107868147769506,0.04765546035334871,-0.008622645938129878,-0.18036956315195557,0.09150532945878839
6,0.5008511983418489,0.08251056145950506,0.08666132907633423,-0.42650330217340343,-0.08465609297325996,-0.3076158251522728,0.18893324007996304,0.35656633985683556,0.24024146017261866,-0.1852326602127794,-0.06795365130061268,0.13439430390230328,0.1290416042483208,0.2372778100771169,0.33108650362075187,-0.27311385817690237,0.3780209462438249,-0.02855956666656275,-0.1417283868509166,0.2211096516667958,-0.06592568009248534,-0.1580784247183245,0.13621549200015295
7,0.6975524634048502,0.014105770228615623,0.050867452526800944,-0.3706676427860743,-0.3035278603726477,-0.22706513667942632,0.25767207704477446,0.24326164440608972,0.25876394229891253,-0.16320859107250413,-0.02055915801984118,0.07519571770261146,0.03836576374881977,0.38585147342540743,0.30858321299598945,-0.1953297776655089,0.5167953809823899,0.052161308453444494,-0.15267786382148488,0.2058882523471567,-0.02839592172316514,-0.22523240649889262,0.11452415321496684
8,0.5536577752173515,0.13684017821722086,0.014714035352833554,-0.2936811259204298,-0.10160340306463742,-0.19978083239877334,0.15112749668761444,0.31234582863636307,0.2839844242836801,0.0045583959442322165,0.03047603621446724,0.057715649873661734,0.11673940690821061,0.3366985565090418,0.11615277576944372,-0.31365540951608784,0.5399262003373806,-0.02265952139189143,-0.1840100488545087,0.0464010541435533,-0.09161681968487617,-0.03912790030633029,-0.011468805806613337
9,0.5536577752173515,0.1287116484429033,0.012220249510465818,-0.2154918015668869,-0.06534501739743387,-0.15953434189386517,0.14580312231512163,0.24560875409774274,0.23983502021622916,0.06342028166166865,0.06110474465618791,0.11003286355460537,0.11580261217437204,0.319987916161712,0.0652447677429922,-0.310737395593191,0.516338126884176,-0.14137996472579917,-0.15338174555266898,-0.00899104550882628,-0.007354229324455362,-0.08447775880297256,0.007501243512685321
10,0.24208221402070296,-0.02010117228467284,-0.05901352293690973,-0.01429000383288171,-0.3556052162158928,-0.008145247972852498,0.07744209649698268,0.22145473675447586,0.17131095992110573,0.10554173836335429,-0.08576964039804588,0.0003956582094980371,0.187472380772141,0.06099762997644384,0.20019120123490608,-0.18339601427047306,0.55943381826317,-0.04192935169604532,0.006802142920309909,0.3444322196646511,-0.0753281390993519,-0.11951323723682672,0.14925799322323915
11,-0.2099200549619583,0.14028973054865082,-0.0499555563254364,-0.20843488005224728,-0.46006714313335406,0.12525411283497923,0.23630490728997977,0.17667898068079196,0.1426115371862302,0.1467061252673969,0.017730921227814347,-0.1096680851025042,0.10736136660053973,-0.01870547825468226,0.1864953738251946,-0.07331293552383482,0.46534483875249566,0.09358372704556195,0.07365568809148258,0.22293540139450824,-0.07367742027048006,0.06163513220045724,0.023691852275229984
12,-0.447522590152091,-0.06751050166474644,-0.015833984916955902,-0.1480995283172475,-0.5038724690410339,0.10580524970338658,0.033189322253610536,0.16231291156272606,0.26533071753913673,0.05352198269336586,-0.03907601633511101,0.009809425126546936,0.01453854915507035,0.027157105662650158,0.127755105992189,0.07056767243964818,0.2361248152053213,0.013310661774136555,0.10917959068208849,-0.10462774159933078,-0.11258987854362164,0.03769889534076522,-0.03312375135075283
13,-0.7408567206607061,0.03392558552243078,0.20504932077495552,-0.12520836883428096,-0.502239297903871,0.39081541588389124,0.05699297887777519,0.21683447860132227,0.17425984900919758,0.050072874574027176,-0.2388118439204382,-0.015812440034421227,0.09652473409840732,0.030339391663132573,0.05434533887894897,-0.27704713987576074,0.12305477645166801,-0.10034432973536533,0.0978008531044452,-0.21320497759911364,-0.2853146295817924,0.10689192287791985,0.014284450834874205
14,-0.8739328707557295,-0.22564992123123756,0.15559526660611864,-0.04464994060959819,-0.5062479988699197,0.5605336096353081,0.0876273764753261,0.12814715014984923,0.1517271055523577,-0.26078432414808844,-0.15917718080295667,-0.016067548093807785,0.08256833104045036,0.036848982939395473,-0.08929324318605872,-0.21227111796186454,0.08186161628600074,-0.15341465529318984,0.16404362585358898,-0.2255937685563498,-0.13209520440008085,0.1370606758016909,0.14536490980022104
15,-0.871428761685766,-0.10277859788426787,0.0804307946293489,0.0027222190417825875,-0.48788107464507474,0.6421992616792012,0.24555661565741713,0.19152048208483555,0.08515169117962862,-0.14643659138633025,-0.08560608876119447,-0.11097585608851565,-0.020779794620037588,0.044920858318451454,0.010483942530958365,-0.10688406658859241,-0.1378134886200355,-0.1104237002409339,0.12824775370794972,-0.19694184719586877,0.07657887124276017,0.10196129555829993,0.06132156354881576
16,0.05015709104489374,-0.07298940236598556,-0.08436895113886868,-0.2438718314438761,-0.36652501458276954,0.5167195575396275,-0.037825871006797185,0.19542226238149868,0.10416781980186038,0.14894304298799654,0.22270412655066354,0.025179125521407865,0.1410671446189668,0.14261094823686382,-0.2368679840872783,-0.20924872963245464,0.02502930897879379,0.0011723317660681243,-0.029380927372725858,-0.06256356406380495,-0.040007390690438696,0.07319138289723737,0.04983543731411399
17,-0.5443268194193743,-0.029728607239290862,0.06862032778058695,-0.13776131880427342,-0.23132710544170024,0.5943402001313423,-0.04656886790780522,0.37465594755855175,0.04883605428158206,0.18676090625835318,0.11979331773319911,-0.03837528032855754,0.025678894443555186,0.01614984708437927,-0.10946002250590423,-0.03470044950781817,0.10619381546469095,-0.07180796437911349,0.1669400564535544,-0.12738737895573116,-0.07361540440197509,0.10716621853047195,-0.033962347704874676
18,0.2658433316966655,0.04948365147053017,0.03307800413557238,-0.35206589202142946,-0.1791736044047775,0.666284620468554,0.08201408926431075,0.008394274918121537,0.02190089242075928,0.07682363480818567,0.00639652577195415,0.035246383600699774,-0.05146326480694795,-0.07502564878376819,-0.06106048603889412,-0.10338978039935602,0.1998449030636182,-0.06398079022566931,0.1793126415203635,-0.2910755200231644,0.11619426114298215,-0.08821271804982915,-0.05936024467812831
19,-0.540099087062131,0.015572380947615861,0.01862293035040092,-0.2940672918088195,-0.17392351515980284,0.5694677817451271,-0.06956800656315626,0.13030614140884691,0.1549723634150686,0.20007914515336478,0.05000200465453648,-0.10694710411231824,0.04602132587115662,0.10157781161357855,0.06729871138914473,-0.017856663888165626,0.11771086208363263,-0.06238564810474108,0.06690897941280993,-0.1558175525823017,0.13606296490474143,-0.04277795967805592,-0.13771230243638455
20,-0.542527379703018,-0.08222636875812914,0.05280387411481808,-0.3039413885046974,-0.1776744048918092,0.45693789910910326,-0.1689343840553948,0.26608935569334957,0.26020723286738656,0.10946883405656449,0.1477034622129792,-0.036051168657463745,0.05556230763723319,0.036776855307340886,-0.06576940383785725,-0.013485101255219081,0.2004636655980197,-0.2769202989125129,0.28511970356193655,-0.19982514211427363,0.09606236993104486,0.09171244343130637,-0.18489388559127512
21,-0.5665701854090404,0.15491885737765282,0.10595078929060878,-0.4123361231849487,-0.12924052897316413,0.4410176096963325,-0.15989383059762133,0.4125476159703312,0.25195467289688045,0.10397658103501067,0.09157383775516557,0.01469019260287089,0.17050830293850197,-0.12992203068405914,-0.18468375678269094,-0.11949017918287515,0.18766315935740727,-0.2962132606110889,0.27203035110629176,-0.2724103661997408,0.06435367085838473,0.11742901419292305,-0.10362250147755653
