,ampiltude,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3
0,0.5902255174320065,0.35034963596785174,0.06304726419815805,-0.32412182838808784,-0.01287128998649073,0.6133673361634273,0.06975963729229943,-0.01569258640260431,-0.18998354761534703,0.33846678782442285,-0.17482309452075256,0.47656082507841385,-0.0906463835595948,0.1966934532872266,0.16259853865262855
1,0.9095555213138542,0.35294421251444114,-0.09494692320269552,-0.2233805493178929,0.1490392740970059,0.6742573135060669,-0.17741663230538815,0.013977873797758118,-0.03490133291581747,0.24817793506897395,0.4867427535828084,0.006263981150854449,-0.11251694276977117,0.12929420669490002,-0.19665992505612157
2,0.2871687003018266,-0.16681248058992212,0.522112660349856,0.23111273299868426,-0.04235044940299347,0.20301671935111282,-0.01678769672398425,-0.3088941015864023,0.12196439213796093,0.07549163308836594,0.22810913080259487,-0.607237296382942,0.2628642823081221,0.200802906671838,0.24599128667441192
3,-0.31512404424317264,0.23157344810043556,0.05862781679524559,0.3403435920809214,0.3092340613329336,0.24334237150713847,-0.07846353987932705,0.2005240209134388,0.03506665492767314,0.07082900288970223,0.3781153449103793,-0.4294142898844187,-0.041422483113771474,-0.1652347266568478,0.10763232557079949
4,0.15821058677016736,0.10190808680599518,0.15668366726363736,0.30628349186729004,0.25093970234207513,-0.10357935558203973,0.16422431601037174,-0.1266179063545732,0.10118332077603348,0.28051303125039734,0.3180127741390121,-0.4174929461960978,0.17362499599158532,0.03740462584039961,-0.04327821392793611
5,0.02794285965524248,-0.053069751167400404,-0.034096419728178506,-0.19671504786632485,-0.049427576557098785,-0.44115134687487423,0.11778502129702152,-0.07746232901274247,-0.16070433620916214,0.15654142584890882,0.3066978192034339,-0.36209362451171534,-0.15317106755094057,-0.1874977549322416,0.07414452045024802
6,-0.036754626795294926,-0.01812831660778739,0.14455212787425165,-0.6057823599405779,0.44703841603672206,-0.3108494297236677,-0.19344715158896622,-0.0909399552174723,0.30093402123424273,-0.15157665472275098,-0.026137236182987467,-0.36932324778831105,-0.4507243344965345,-0.2763164176519079,0.22893681782659536
7,0.5783703453563704,0.4627154633836498,0.04601173517033792,-0.6628369462952667,0.09744376869229358,-0.28236914288543685,-0.020313516436341206,-0.13708564604417606,-0.0737082309209706,0.15314051271495488,-0.18940940520705007,-0.1574285718145011,-0.29236674247365907,-0.019027217537745417,0.07230794572151841
8,0.7143103867860385,0.31277409394181727,0.4002898695375358,-0.7705850429454011,-0.2564638010124263,-0.31453468007208885,-0.06557987541795417,0.3036810069734987,-0.12501701993341952,0.25746944673360384,-0.18770409795577778,-0.2134161096805655,-0.6022095236613998,-0.1281837258448288,0.24152632275919736
9,0.04889706584109782,0.033608248866297236,0.4364121962847412,-0.5141719143973951,-0.322976185636488,0.06650976112878455,0.1273955679032031,0.1818835589811285,0.05261879500681287,0.47747023082689566,-0.38301363711458924,0.06517597150647245,-0.2646442505106769,-0.33901050822200995,-0.1596106046748123
