,ampiltude,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4
0,-0.7743434685538653,0.06241104511893106,-0.18892096489695,-0.07651521500318478,-0.04238221404212199,0.06620449628131411,-0.45639674051946433,-0.4007020214131322,0.08147093829992891,0.04999153524776902,-0.1623126771287105,0.09463687289872333,0.0007012916168249728,-0.3127203124678449,0.09706706050531974,0.0034162978758420087,0.2247739918662587,0.31064320268884005,-0.18926723686596306
1,-0.3053988821140494,-0.003795605797945467,-0.1548527767232334,-0.06911541665315415,-0.41444607575999004,0.1197821607457538,-0.7016340623391316,-0.41500213583597156,-0.07588376437266565,-0.06700592227304383,-0.11908216018125725,-0.04961953950071872,0.11967032401382223,-0.11743484704927601,0.32489396306078583,-0.011768950276959459,0.141705015454315,0.03136520114004771,0.04471531641896657
2,-0.31697221356572725,0.03746538741824264,-0.2061301821143325,-0.055450323995870854,-0.3073118963947656,0.15348721569996115,-0.854148659334548,-0.1364495292839827,0.1343745585820988,-0.020436532421924822,-0.06555517202635679,-0.0908622819753315,0.10169172018215306,0.06660643394943108,0.23569942759853735,0.012352241125838704,-0.053941972061097035,-0.023250139327311542,0.025269795284935573
3,0.40400871081306133,-0.22304916753716683,0.077796202799306,-0.015233054485852274,-0.304483536547702,0.26845536153072874,-0.2978063455071349,-0.06519856580835579,0.25507428034990864,0.026417190158054445,-0.031323879243439996,0.02193124100041874,-0.40472404071851364,0.02794357594772172,0.2654099462375632,0.3938895043067352,-0.33851461653162396,-0.006272831915703006,0.18633254712046643
4,0.5882116666347383,-0.07879834477200551,0.1361707055517002,-0.2937140679373784,-0.21129146158721718,0.18019326826511606,-0.25904482876396945,-0.21013944511102048,0.28834744089311226,-0.10395223482405956,0.14161867220639507,0.10517089288713576,-0.5936545327193173,0.041672947643328566,0.11569826095985002,0.10202265530526902,-0.2523570803072391,0.015634634170999924,0.1107266164786582
5,-0.3148736479159758,-0.002765169751298563,0.19547343034922215,-0.0426316914917725,-0.1300319345657728,0.14757506884622776,-0.5413794529607154,-0.2160159537971617,0.176937306483598,-0.11224615075718505,-0.1618981217275955,-0.14474754847253665,-0.38998300074907927,0.1446657447571895,0.06734674139366342,0.15460706691687032,-0.021787925510783596,-0.2887733802690429,-0.019749137472529495
6,-0.1358112301099219,0.0807673663498905,0.15273874258249484,0.03858739852543424,0.12637132382038632,0.25174010417913606,0.3616753832239946,-0.06462816570792018,0.0032605072811721647,-0.025067101315558275,-0.022747001912336442,-0.16769046190997866,0.1407118620527317,-0.3257486459405694,0.21656769669735584,0.4480318663474551,-0.17004432251593404,0.018112558277297172,0.06574778052034516
7,-0.1825467049531102,-0.00730271499843671,-0.009707063131769066,0.02095654952897688,0.05433579708396212,0.35015821226878807,0.41197944495021577,-0.03517757669444871,0.01307266616573105,-0.04585803190177638,0.09501648800696916,-0.19816078841626783,0.16693645082403055,-0.32721088373942175,0.3808060175913744,0.4208709029280814,-0.19601793817136262,0.06555115245057497,-0.11297735391819827
8,0.19086301370096295,0.13918708796639012,-0.09195988178340873,0.1420301453559271,-0.1943840212254087,0.38224327580621387,0.20436071176347906,0.11135395286389393,-0.058833636224309566,0.08053867200494352,0.02216934193769525,-0.22133242754207627,0.10781055777392659,-0.6118751202000169,0.23303366610890916,0.4705369708497958,0.018744484662784812,-0.005731104970001226,-0.10607922757563717
9,0.12887981924186756,-0.040253827410552334,-0.2601204789433206,0.2245777991761656,-0.3738702787948597,0.23736149216026525,0.2234576801277765,-0.270528819755467,-0.10412303104795503,0.15237301106124768,0.06994870164696618,-0.13294892662704844,-0.2751910081016843,-0.43374088864752297,0.033752843773870875,0.5553572151980143,0.17571143889915306,-0.1825326957839302,-0.1531435442890363
10,0.12887981924186756,-0.06103183693501282,-0.12137553370761449,0.06720897760532796,-0.3679663779244882,0.13650486153064853,0.19446984329975928,-0.29900166108178916,-0.09000496034333039,0.005412560741969649,-0.007939836357686962,-0.045919152729636925,-0.3603918660504502,-0.5297932339725379,-0.01869214628861198,0.5611583330589563,0.11635293942446963,-0.18358988012749008,-0.03048067385657511
11,-0.36045061343135093,0.0917934497417815,-0.0436716141761845,0.00682436388442555,-0.5366272902409956,0.2765267458151408,0.3521121963350451,-0.28995269103921784,0.05889715604095269,-0.052621712236472815,0.08701268627324496,-0.03291400503840215,-0.10122555544825217,-0.29526208618555194,0.1125951850532263,0.13704501095205637,0.09460356997076234,0.057224085217738786,0.14496915538739427
12,0.17433364440042692,0.0063326861114430255,-0.11958769728655097,-0.03157687484523325,-0.2676099465266839,0.6712372904785446,0.1966660353593312,-0.2282695541534175,0.0519168340581917,0.08933773929171851,0.06373139730993337,0.13515598022788508,-0.193714968871243,-0.19530731730941586,0.16264235767768634,0.08274206246138247,0.2746657762500471,0.16762582157835698,0.08337517396831656
13,0.08897714220875876,0.10526456610157749,-0.023608209584398594,-0.15719172127460931,-0.009305496058157295,0.49031120025861497,0.2483010027401545,-0.10342318601313574,-0.30909896472934917,0.08514412349325415,-0.12699779176138887,-0.04627912328528257,-0.27010597825911586,-0.13526311935108135,0.5127480471528815,0.09810564328094845,0.18612134226487012,0.12231304334656129,-0.10018493443864121
14,0.49299005072658175,0.05961892872307156,0.028149935558960677,-0.23339816590253454,-0.05455262476314715,0.4829210252852533,0.05315161596338197,0.10710382098153527,-0.16664069954741312,-0.000849227397627484,-0.3035865994997611,-0.09669063012103711,-0.48658839259031966,-0.11841905143425205,0.5184173689304974,0.06713406617265355,0.25966695420112706,0.08363466272251986,0.07905431981860184
15,-0.7553918604385739,0.14116027743245851,0.07630502566306777,-0.21710916196744626,-0.19196331333753602,0.40064015758623095,0.3405781628991032,-0.3721194160493128,-0.2522060682823991,0.06358845819330892,-0.096386030190483,-0.22977022132689448,-0.5253171121387914,-0.10839132660096625,0.31886640661794446,-0.18287890989276187,0.17367593185836408,-0.1675610994823955,0.2590301407107897
16,-0.7553918604385739,0.23305130586740286,0.09583662337175422,-0.17644507243151483,-0.14368466804037286,0.4697905603705014,0.11635905426914656,-0.32738479646774044,-0.34168271363405023,0.07340037864650295,-0.0836242612768348,-0.18109403535840404,-0.5853979748447039,-0.1695013601221207,0.3971663524761011,-0.43066243648222824,0.20338848820405542,-0.042026089348650625,0.28988789803555337
