,ampiltude,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2
0,-0.5548808247087254,-0.18979033816449672,-0.8735822284098491,0.2965240735189113,0.13279964173036674,0.1418432696068286,-0.3149538541967619,-0.022622244523669663,0.058739253921058276,-0.17992235766483677,-0.07006748419856046
1,0.28205743877707656,-0.17447859914146582,-0.24666550812017057,0.4962089414755571,-0.2314262469889508,-0.0063922569287459124,0.11798710665797778,0.2995612069958309,0.12450800529312275,-0.038166045475898774,-0.07134003488200591
2,-0.01174827869901545,0.08826952392542477,-0.458780017436182,0.17151127876265315,-0.26420964460392554,-0.21070965881446554,-0.03573845173721987,0.5798873264779721,0.6094716092196955,0.08555982053869399,0.053112325283731936
3,0.66252974306577,-0.06530795712090935,-0.1465353522365759,0.27818786161370956,-0.30120769230415484,0.0757612669332766,-0.08726688145325215,0.4500523398695169,0.371523553047162,0.15317517992422242,-0.15007465163707803
4,0.16136258756359123,-0.08525542253287705,0.42208009423048526,0.6566874956341157,-0.3007925614188322,0.04158933395366729,-0.17845539814094696,-0.15664816625228617,-0.3596649377108734,0.2390100664582076,-0.073096996457161
5,-0.2050951657343187,-0.3340407779684458,0.37679751790566346,0.437188032459844,-0.3506016683625941,-0.01424811325520492,-0.009114061589940443,-0.07600455229069308,-0.179024305270427,0.09225319925654157,0.3119565828394114
6,-0.18057476775505235,0.014817866218278714,0.6545893470961591,0.18384419709083646,0.15568509334712122,-0.2642724247925688,0.3693099239865573,-0.4089648957391679,0.27677646581354387,0.4450887390662917,-0.12328537648887004
7,0.10019317545624629,-0.09588880997634648,0.3703193924642095,-0.025396120547194673,0.3446905965414892,-0.09683649971375341,-0.2832283831767315,-0.62166692004766,0.08312485764566797,-0.46819003147174176,-0.1931686709089002
8,0.17334113875602666,-0.3410045630505306,-0.08162131402321822,-0.285517473699742,0.18601957077642473,-0.12576753843257138,-0.0826678731891056,-0.41978215040033134,0.579498545190372,-0.08719598921491525,-0.2846459024945774
9,0.15095800641534768,-0.1308906089710212,0.10070680571278028,-0.960364101553209,0.014484182222261305,-0.15509614493885165,-0.07645332349481167,0.13623329181219704,-0.037305524251551064,-0.08557322361790208,0.16273059715847163
10,-0.6626455721462466,0.09134750257087658,0.3619264227912488,-0.6910629916153914,-0.024701068921330963,0.3346177033125191,0.000860744974634467,0.07104584928495844,-0.2710916500513807,-0.006769243332080871,-0.1130015741148888
11,-0.025837954481099795,0.13817357621442317,0.27315516532878686,-0.5332545205186916,0.2793227876005424,-0.09285255716654114,0.07685949250138448,-0.16029993731220699,-0.7221482347220745,-0.10148916680573628,-0.10253514857186281
12,-0.1254749619454432,-0.20239617567645304,-0.15501998704013367,-0.5961322358653497,0.13623498820886956,-0.047632518610154564,-0.05139596763113944,-0.005198152878360479,-0.7757210217478708,0.17024403661668214,0.08598812217266116
13,-0.7113549583836976,-0.14207278479336818,-0.2248738573136151,-0.745522333495305,-0.29049818138778133,0.21628676903571833,0.13863604248322947,0.11727639598894175,-0.4900632142716591,0.26068203391253786,0.04954191946430268
14,-0.5291237586903919,-0.04010711033935371,-0.25959618305470644,-0.13623557766859662,-0.14668005955804675,-0.09056862282437705,-0.09506286465013884,-0.4876770152943123,-0.5271042079227005,0.5311000310519468,-0.12159632137624438
