,0.0,0.025
0.9,0.0,0.0
0.925,0.0,0.0
0.9500000000000001,0.0,0.0
0.9750000000000001,0.0,0.0
1.0,0.0,0.0
1.0250000000000001,0.0,0.0
1.0500000000000003,0.0,0.0
1.0750000000000002,0.0,0.0
1.1,0.0,0.0
