,0.0,0.025
0.9,0.8064935338614314,0.9551513710068066
0.925,0.6878431864539194,5.1618084630378555e-08
0.9500000000000001,0.2634598656929384,4.483021363094863e-08
0.9750000000000001,1.44495791583287e-07,4.219001183258537e-08
1.0,4.4158674303148215e-08,3.647421187140776e-08
1.0250000000000001,4.9708570429831694e-08,4.248213771421737e-08
1.0500000000000003,4.1099820367835274e-08,2.418591346967394e-08
1.0750000000000002,3.80943346375874e-08,2.7458775385384274e-08
1.1,3.686953079491012e-08,2.8388849597801098e-08
