,abs_amplitude,amplitude_squared,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9
0,0.8260520887400057,0.6823620533117263,0.07747551970103626,0.023293997662269365,0.0667281084865559,0.08858276545668602,0.17728596312562037,0.17042907902048215,0.06085688515734441,0.032418933243882814,0.09268887055670792,0.10604481890089855,0.10191103776106937,0.18918265822817212,0.0614722255184693,0.043614257915644675,0.0481410236495396,0.034905626706597644,0.024015866916515083,0.10058640639642373,0.08499408431704844
1,0.5518735171620611,0.3045643789448238,0.07747551970103626,0.023293997662269365,0.0667281084865559,0.08858276545668602,0.17728596312562037,0.17042907902048215,0.06085688515734441,0.032418933243882814,0.09268887055670792,0.10604481890089855,0.10191103776106937,0.18918265822817212,0.0614722255184693,0.043614257915644675,0.0481410236495396,0.034905626706597644,0.024015866916515083,0.10058640639642373,0.08499408431704844
2,0.07788454930379743,0.0060660030202556526,0.04412843824101912,0.05517185125796227,0.053290544761749534,0.035841544556339366,0.29070502711976304,0.03875424367825056,0.07269634458057687,0.10760580726390193,0.1845978491951477,0.22634585492130918,0.1277564021139959,0.2310114633442196,0.03359324217363291,0.17039125971257715,0.03805227213103402,0.023226011935277447,0.0852872497448453,0.06490931818951051,0.11711309687114772
3,0.5267865838707437,0.27750410494620814,0.04872346141717644,0.024605987831112498,0.14276419727162207,0.06619697696460976,0.23054785290662003,0.06213251866490757,0.06298577410961363,0.1141942146552473,0.151188478597856,0.2987415525897327,0.15045746314662403,0.18188232851686112,0.09569061967044944,0.20809085424823728,0.023590683164147846,0.11219598469989092,0.021085738573174282,0.02666819074233565,0.11304666654799547
4,0.731245822260095,0.5347204525728425,0.08026102020075837,0.02863170671415415,0.1396753556743542,0.08281163262589868,0.20816609768987746,0.0788948413881074,0.05401241453461302,0.07964767577334843,0.16719950301876713,0.28637968025688426,0.13476348070163216,0.1772434398076635,0.11355439092155796,0.21347482305620327,0.02375982299270057,0.084875406074022,0.07239522614478007,0.07393290160417408,0.042759619475303136
5,0.8870695370497006,0.7868923635615701,0.11736533538211477,0.08783125228443939,0.08489575165428019,0.0458247069935616,0.2889570452821141,0.06004930430558866,0.10447814276972567,0.024518996722277916,0.1670984106829218,0.19411321672370477,0.25726795527654933,0.21775947516664995,0.12042085025922378,0.24954829149479074,0.03628883531636263,0.1649657687318118,0.06193591271695405,0.04894187819291701,0.06608677752835435
6,0.2057720019468125,0.04234211678519901,0.07727681454290945,0.08291182690733424,0.03807587714607909,0.014635370694560152,0.31665825764276034,0.036637839950904076,0.08784991755832618,0.056284875353137635,0.1340028756296259,0.14751829199810887,0.27475716792970867,0.32964259911151966,0.14171216172922255,0.27803840645126304,0.11826645669311725,0.2118492626533229,0.06904050677109362,0.017460095517606605,0.018439097440953713
7,0.6458113156392882,0.4170722554077483,0.0688509512043009,0.03480823321456756,0.04399013040442674,0.09505187591902364,0.30260601030593753,0.09500855526516325,0.16240871464836534,0.09112701401227509,0.17193272833389245,0.17195801296417687,0.3279141599501884,0.347141385013434,0.13385141805552284,0.1424595640026714,0.04574498442552699,0.20295191432690277,0.029669679037427375,0.06575166536918,0.10273538960109671
8,0.5889235913191544,0.3468309964122504,0.08042363136048664,0.03128196301894976,0.02183435164620345,0.1471715619371904,0.28439240962079626,0.08714617999557506,0.14870738985742224,0.10838923403813858,0.17319117726726257,0.24577205904862615,0.3345228275039625,0.3600772834231807,0.1495772923420697,0.20746240224093182,0.05440614852229608,0.15091882090367437,0.016103987608711286,0.10295958924232868,0.0836556833366548
9,0.8061342082281654,0.6498523616756511,0.07022697017072965,0.015415328451197167,0.07785168801388362,0.15020604316390573,0.24368216709589216,0.05320011133235525,0.1109338047563318,0.10261590985778617,0.1902984674755529,0.25849495797417793,0.3263836512080084,0.38988225146621314,0.08482150661650135,0.22763112366141663,0.04564626101124871,0.12438788446539517,0.020154390868236883,0.08395708578702175,0.13564233216406354
10,0.6533650418263122,0.42688587788069865,0.0917304624237763,0.07065551652655437,0.0520702695084867,0.1441061083182117,0.23253581140738788,0.11200369802006932,0.13669553830767148,0.151247045988019,0.2827822399748448,0.3189311403277699,0.373101244195785,0.36882659051273853,0.09585946995773201,0.261748919584227,0.0664487713295612,0.12394777490654615,0.030307983974431896,0.11554530927246306,0.028579288857374634
11,0.7274693123107174,0.5292116003538281,0.0917304624237763,0.07065551652655437,0.0520702695084867,0.1441061083182117,0.23253581140738788,0.11200369802006932,0.13669553830767148,0.151247045988019,0.2827822399748448,0.3189311403277699,0.373101244195785,0.36882659051273853,0.09585946995773201,0.261748919584227,0.0664487713295612,0.12394777490654615,0.030307983974431896,0.11554530927246306,0.028579288857374634
12,0.8418401138380712,0.7086947772668967,0.0917304624237763,0.07065551652655437,0.0520702695084867,0.1441061083182117,0.23253581140738788,0.11200369802006932,0.13669553830767148,0.151247045988019,0.2827822399748448,0.3189311403277699,0.373101244195785,0.36882659051273853,0.09585946995773201,0.261748919584227,0.0664487713295612,0.12394777490654615,0.030307983974431896,0.11554530927246306,0.028579288857374634
13,0.7141102540481896,0.5099534549367699,0.08491289988927839,0.0037771363554438835,0.025701937701244133,0.14874515157831994,0.20017244958547167,0.04103782954528991,0.11227114418643207,0.20912108676662422,0.33318011161256983,0.3132271469745706,0.4861887628001051,0.33359287296976436,0.16831672701315986,0.24195090133177052,0.05369404936889428,0.08111896393578073,0.12395757114844012,0.0639016391059374,0.1549784004946623
