,ampiltude,real_c_-11,real_c_-10,real_c_-9,real_c_-8,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,real_c_8,real_c_9,real_c_10,real_c_11,img_c_-11,img_c_-10,img_c_-9,img_c_-8,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7,img_c_8,img_c_9,img_c_10,img_c_11
0,-0.43153602289270915,0.02499912187181006,-0.02770471244911543,-0.07617300366663969,0.005119017168587266,-0.004450044240374228,-0.06943942909869705,-0.059599140318525826,-0.14501066739094956,0.0020731384285225495,0.0035971788314316656,-0.027138308824031197,0.03985076962948891,-0.0750175985857639,0.02929732087578515,-0.06493853745765768,0.015333737069197826,0.231790212964997,-0.003596993806662406,-0.015021888867952029,-0.11735565407959819,-0.015570799118882903,0.03428192104966829,0.008958655459592995,0.02082803772266413,-0.07474202070205532,0.054403467811896845,-0.0019416763680016678,0.006554646305647868,-0.00791361832542477,0.02566656615859978,0.10791947641635836,-0.013445816765327787,-0.006625769269091489,-0.0780314691605486,0.058332213319415564,0.12732011290209946,0.0416555578507568,-0.041318962587282126,-0.0537099540148653,-0.004054822903897696,0.0007507355285956084,0.10615497437086865,0.07306876424604956,0.01474700843020574,-0.006863084422209973,-0.01074769578732018
1,-0.3698349391730989,0.06375832978821917,-0.007938368536930265,-0.02830424917990291,-0.008148991652675007,-0.008828951542741477,-0.04830786557194537,-0.06416817745502122,-0.15299257350670384,-0.019213920557034688,-0.031294448505590294,0.057162333886074175,0.029463977180348988,-0.08701545835551489,0.027808893602917054,-0.05689060215772286,0.0565809807316358,0.2130806246739801,0.009664162203813744,-0.03167683705463284,-0.07655111574247873,-0.00314391207156494,0.029616045843037273,0.007226711316126618,-0.012534119969460696,-0.09858928286963765,0.06212822349874525,-0.03463551866834382,0.005034484436211878,-0.018326902316361207,0.036955618196096614,0.10414237194793052,0.009621701751083636,0.04761608768866863,-0.07365581719747669,0.013449879072900767,0.13227248169478972,0.05137101008852886,-0.03671301332515571,-0.10932849572766201,-0.04261392052289378,-0.042621543187679016,0.11889889973671439,0.048711761340252416,0.056651080352333356,-0.011345235215156138,-0.046856035741141805
2,-0.28998744799097853,0.04093735856798823,-0.0012304862073728921,0.029611799417900896,-0.02717446731286085,-0.0019398991635720397,-0.12037076900793262,-0.1149043611238781,-0.12001353247921695,0.01573855224213272,-0.024315660162473305,0.04485023474684792,0.054894318857859496,-0.05000323026324625,0.08129355335989286,-0.032266069480100176,0.05745355801126482,0.22474799520846048,-0.0348568000312329,-0.07570742101324787,-0.08556991710517199,-0.01382797414705017,0.03072974641764336,0.03433353676835327,-0.010498006319463654,-0.10096691639909547,0.11054856548898007,-0.06554815112340934,-0.03884728842279292,-0.01853733600245878,0.0360019284778378,0.07588460146243138,0.02296107249705693,0.05603544669105943,-0.07353107146178478,0.04246436291586174,0.17343678226847786,0.13611627820456515,-0.026093527348349112,-0.08550202343134285,-0.003103602930867713,-0.06033897544469285,0.09124193717933754,0.0724007519357403,0.011741481108376632,-0.02628804056520398,-0.04597215306161498
3,-0.666656878443526,0.00999616221078526,0.006086663014156064,0.0014554176587328604,-0.034429356114898044,0.00863984269941415,-0.1181211822571875,-0.0947955793438496,-0.09809542313036748,0.007295598693487086,-0.0009955288787991748,0.019693845712582342,0.023692336784742345,-0.1091414475694443,0.08471292994977554,-0.03795412619911126,0.10158543872435177,0.2515010106993712,-0.03574765269196953,-0.12373075813300002,-0.05740552840212086,0.028831842050834063,0.0004333549336156574,-0.03364391100523864,-0.04006350546447758,-0.09790930231273962,0.06348333834794433,-0.059907853211956436,0.01990540006298982,-0.09875143993352806,0.018777485637628374,0.07367860121565874,0.03990793575155949,0.047042439836867955,-0.0587656697120612,0.04866157745757997,0.17184262363284422,0.17775456041678292,5.610935316386137e-05,-0.06268092297966892,0.0021934808620717424,-0.06740862282338714,0.033254869654265495,0.07577174930429986,-0.0009150748950946634,-0.055117192777031906,-0.07080052441459478
4,-0.7655054449730916,0.017872316744644803,0.02637610901445233,0.016012600610196395,-0.03397601160069964,0.03111298562082811,-0.13844330076479203,-0.13618676160774543,-0.08698849790725183,-0.01654091120208842,0.046671554312866445,-0.0148476298772649,0.028564240326946332,-0.14750842227699024,0.11828224947641064,-0.062230297605165075,0.13076566579303336,0.26195226144392314,-0.009662120355740857,-0.03718507944801766,-0.06812808524372237,-0.02608273252058898,-0.06948475595362127,-0.002651016031740134,-3.3903213844579255e-05,-0.03016053234637358,0.035848166389206154,-0.011766467669621465,-0.028856933129377562,-0.14608801341108302,-0.04767505888172659,0.02350226633485057,0.09566406510806626,0.0029709010182932052,-0.008099595294876992,0.05162611670159778,0.14024802110017412,0.16945064512811142,-0.056680580889500815,-0.07888806542773008,-0.010157741494776044,-0.02424151120073033,-0.000503646397981887,0.1023437292901502,-0.04131383202860308,-0.0623135725562074,-0.04390794888662167
5,-0.5267632226034166,0.005633968136218664,-0.04282920868720369,0.0197919973321105,-0.0090449331991631,0.03996494655376228,-0.12191181127934263,-0.16038471681881256,-0.11733826021256868,-0.04239710407361976,0.0830222375435957,-0.07590164816195345,0.08213139746854965,-0.10440384016576747,0.18654550120764046,-0.04494499188842244,0.08471171777080044,0.20162347634477673,-0.00764823096476451,0.03865991692712071,-0.10957980742771548,0.013572115676874738,-0.08682047280801387,-0.01910813054490772,-0.04588873868025139,0.02026162573794902,-0.024192180985736625,-7.962433408587651e-05,-0.017621089177265615,-0.15029730170223682,-0.06455415408406122,0.038599420591970475,0.10140091210615645,0.021937835449446583,-0.049186274146738256,-0.0009778814131101467,0.11071675015461215,0.24988193094471706,-0.07606074118882425,-0.06076305983779445,-0.10192822551232439,-0.16584634425706124,0.007738016720673658,0.05865762641977456,-0.05433613380532663,-0.003095817969311205,0.0009502499774662262
6,-0.5267632226034166,0.008625659962619287,-0.06486193609717905,0.044186113283004425,-0.06063134871894682,0.05881438356109692,-0.10775907515713291,-0.16645772610746956,-0.1459049185273696,-0.00986680653651411,0.10931253347127068,-0.12303985223772762,0.07838011924004766,-0.04446930511066868,0.20474850634675554,-0.06370803780406435,0.07409133619183719,0.15289902168766828,-0.010008106294996828,0.0010276178566117067,-0.05222053890846264,0.026556251217042873,-0.07489679795613816,-0.04702478868601681,-0.05114886743681121,-0.002104712476687181,-0.06687923119991933,-0.029612993208015876,0.015257078266231894,-0.16668943424914387,-0.057522834266457455,0.05279730901738171,0.10820226432953822,0.018068804927364953,-0.061558396032794976,-0.005137522635513889,0.11960090412084788,0.22544421331347547,-0.04276446688546466,-0.04231186133227459,-0.09056007299845323,-0.159093806067071,0.011272879477233036,0.06811798895005251,-0.024613480610194215,0.03372693601295135,0.025324985674184133
7,-0.5267632226034166,0.008625659962619287,-0.06486193609717905,0.044186113283004425,-0.06063134871894682,0.05881438356109692,-0.10775907515713291,-0.16645772610746956,-0.1459049185273696,-0.00986680653651411,0.10931253347127068,-0.12303985223772762,0.07838011924004766,-0.04446930511066868,0.20474850634675554,-0.06370803780406435,0.07409133619183719,0.15289902168766828,-0.010008106294996828,0.0010276178566117067,-0.05222053890846264,0.026556251217042873,-0.07489679795613816,-0.04702478868601681,-0.05114886743681121,-0.002104712476687181,-0.06687923119991933,-0.029612993208015876,0.015257078266231894,-0.16668943424914387,-0.057522834266457455,0.05279730901738171,0.10820226432953822,0.018068804927364953,-0.061558396032794976,-0.005137522635513889,0.11960090412084788,0.22544421331347547,-0.04276446688546466,-0.04231186133227459,-0.09056007299845323,-0.159093806067071,0.011272879477233036,0.06811798895005251,-0.024613480610194215,0.03372693601295135,0.025324985674184133
8,-0.5267632226034166,0.01624821062333383,-0.02837950438331993,0.025308027470123406,-0.09491512966428553,0.06189079467540169,-0.046413194557391575,-0.1534568484827964,-0.1595878083851024,-0.040327048779033876,0.07868251111649058,-0.09645853893965897,0.06782308032180424,-0.03316631562197907,0.2087418389470829,-0.03275257395571545,0.10023253163372786,0.12775999927844323,-0.041742580410936266,-0.055228380906049535,-0.005428015412897953,0.05166573068828293,-0.07710856740227517,-0.04937143161719416,-0.057330559516867316,-0.0015164600799174883,-0.08573834003173514,-0.004360276376493142,0.04909958646322719,-0.1239449547440476,-0.06462423576339935,0.0884307611467635,0.12915140459056734,-0.011761607248632129,-0.07830824642934042,0.0601824394290589,0.08195581682700258,0.24122231179340953,-0.06994013681287964,-0.029367114589797565,-0.08363066392645686,-0.16221028247362612,0.00806820780296231,0.07200872556314686,0.0057749468138992635,0.04597738750519631,0.0031429119112912456
9,-0.5267632226034166,0.01624821062333383,-0.02837950438331993,0.025308027470123406,-0.09491512966428553,0.06189079467540169,-0.046413194557391575,-0.1534568484827964,-0.1595878083851024,-0.040327048779033876,0.07868251111649058,-0.09645853893965897,0.06782308032180424,-0.03316631562197907,0.2087418389470829,-0.03275257395571545,0.10023253163372786,0.12775999927844323,-0.041742580410936266,-0.055228380906049535,-0.005428015412897953,0.05166573068828293,-0.07710856740227517,-0.04937143161719416,-0.057330559516867316,-0.0015164600799174883,-0.08573834003173514,-0.004360276376493142,0.04909958646322719,-0.1239449547440476,-0.06462423576339935,0.0884307611467635,0.12915140459056734,-0.011761607248632129,-0.07830824642934042,0.0601824394290589,0.08195581682700258,0.24122231179340953,-0.06994013681287964,-0.029367114589797565,-0.08363066392645686,-0.16221028247362612,0.00806820780296231,0.07200872556314686,0.0057749468138992635,0.04597738750519631,0.0031429119112912456
