,ampiltude,real_c_-13,real_c_-12,real_c_-11,real_c_-10,real_c_-9,real_c_-8,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,real_c_8,real_c_9,real_c_10,real_c_11,real_c_12,real_c_13,img_c_-13,img_c_-12,img_c_-11,img_c_-10,img_c_-9,img_c_-8,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7,img_c_8,img_c_9,img_c_10,img_c_11,img_c_12,img_c_13
0,0.9366074333311063,-0.022474073443846304,-0.028883215335165656,-0.01620876148529269,-0.09726547484815082,-0.026086417393377963,-0.10004115683284985,-0.12010735433983315,0.11104618285790642,0.07011417917454905,0.11590399410567934,-0.01951236066846491,-0.16306001032376005,-0.04895452530429979,0.0940588402200005,-0.014591289525319052,-0.027670826531937275,-0.06866805305704608,-0.09393901542059001,-0.06159188088853968,0.17282104420346014,0.03536651469153896,-0.15100247232923653,-0.018545466504729498,-0.14006943137010494,-0.09366624715771443,-0.16031562031460053,0.07172566204798288,0.03102864651916396,0.03913153633702524,-0.0176060289090354,-0.00335629016847884,0.0306376303726524,0.018280546822036066,0.0996648764944851,0.11358059234749379,0.06841596796093342,0.02507100809552685,-0.030784052266353445,0.11897226676351226,-0.12429806270481752,-0.0172079059580175,0.04702340774328885,-0.014164369930002252,-0.001693426004076709,-0.02198276422750377,-0.16119581837912306,0.003407189862100396,0.023252681434676764,-0.027660016167026142,-0.009586313904045065,0.13949909241329403,0.02090374928715543,-0.057997400340526875,-0.0018877995278056333
1,0.8996228027512907,-0.005112727633603958,-0.022175862269055584,0.007879664221128478,-0.0906594584723718,-0.03243388589143528,-0.1028946443225818,-0.11888763711153402,0.1195627385993273,0.10239705612134486,0.10208291136660141,0.022950020097766668,-0.1404379905967033,-0.06086680041030429,0.15040358796846665,0.0017494343222039244,-0.042090637045184884,-0.0444794709437971,-0.10446610863232945,-0.0976834073035188,0.19400677910411074,0.029675312535404452,-0.1359662194320564,-0.0401380145136197,-0.15002787605291878,-0.09722898734528918,-0.14204908133387323,0.034824621669195414,0.054063039036012325,0.06438729434061054,0.02764576882422516,0.03904019757221569,0.05399558872859277,0.006975098607024197,0.1008419436283467,0.11778070124649478,0.10094024858831968,-0.00998414861021727,-0.06190635508332344,0.14553974546755036,-0.10832009779723327,-0.02858805101383156,0.08165249756513496,-0.008576747467015682,0.029140978511249957,6.105752115282553e-05,-0.1706940899989724,0.03424044749629504,0.00818865473161862,-0.052529862980604705,-0.016798026050233658,0.08381387086837569,0.024848954943670273,-0.05862780526421173,-0.021064248231180804
2,0.728889893322215,-0.022063304497223102,0.014194808434267566,0.03635812232137495,-0.1005996357424003,-0.04485163213374844,-0.10889126513725098,-0.10236656149181049,0.09397390688481573,0.07484147441994977,0.09295091965390453,0.054706172582310086,-0.12177000481929193,-0.06793615156429524,0.13440999945523158,-0.0030820894369579556,-0.0578588435979757,-0.03114977576191997,-0.06632606236906138,-0.10531360691980923,0.17949662378671835,0.05199097349989762,-0.11124454076740424,-0.06550954439344972,-0.12886035180617944,-0.08671327261334923,-0.13638049153692208,0.08298417011996354,0.06497701020408406,0.04564883384176774,0.04385651847229752,0.01614405522147226,0.08440528331274857,-0.018303088833089544,0.0863017077008839,0.12057829822698715,0.0809563064985217,0.0022345414998790405,-0.07362539183704057,0.15451397826411653,-0.09931571937340461,-0.030980526539093924,0.06530948663097312,0.008498309474730747,0.039480200910308294,0.04222570830506636,-0.17455799020235718,0.026946082251655325,0.03924560255974498,-0.05797237381997674,-0.019675624798221283,0.06466346442415272,0.05874799885163149,-0.04985915198226781,0.002088011770875038
3,0.5980307339072005,0.0006898450531881957,-0.01747585965668968,0.06265409493370201,-0.09053277163240703,-0.05874575651051768,-0.11570550210884611,-0.11706202096786225,0.09992836085914548,0.070801052142337,0.11786433993980458,0.08255924677489215,-0.1684084199397726,-0.08250847278340938,0.13563834216616383,-0.022544169337104042,-0.041634977332333435,-0.0649186062148249,-0.06127649974179769,-0.10663948011190885,0.18124968668489733,0.024464644733823784,-0.07864939866983427,-0.02967615795883467,-0.14623171953083336,-0.0905783204298709,-0.10599840616875018,0.09075134196587134,0.03235584457278514,0.019829085317620877,0.04447877037926926,-0.008037588494185208,0.0811768717238677,0.012263674733391195,0.07089227259508239,0.11356224921998426,0.07266489960100614,-0.0070619650176621755,-0.03643945290303626,0.1662162853038597,-0.07151893337541504,-0.015868254155225477,0.08519886538559217,0.009603813084151567,0.024931247621741065,0.06757874828672614,-0.18927264984059666,0.032582365662298655,0.07399204851591729,-0.07866910972792393,0.012475664365716007,0.049667401282363945,0.056780247227891836,-0.030532441766057333,-0.029675705776077272
4,0.5528959471460129,-0.03170346111120184,0.0045930095668282565,0.0421166319340474,-0.01604803089035732,-0.021815179894330697,-0.11517067261118326,-0.069650620056942,0.1052528077568816,0.007232286865584834,0.15510217763219936,0.08073378672150433,-0.09138108376600647,-0.048175842672313604,0.12962056113182674,-0.060733057733323936,-0.09091801342891047,-0.001197173849115496,-0.07525596948055208,-0.13285713345291836,0.1607619463294565,-0.01710899316193896,-0.12472231994239791,-0.004895141420673458,-0.07969092803536384,-0.051662779973986155,-0.14181719500355044,0.1058164880272503,-0.019731411926854674,-0.010042241538740351,0.014683097896007233,0.012273268132992865,0.06883396001791639,0.046897220857762434,0.06835871850659857,0.0935859386893982,0.08546826613396694,0.03252666201341003,-0.05360962881185233,0.15550664705544764,-0.0021260103073067124,0.006797133059170936,0.09608525857471241,0.005264776694907697,0.07582917961138913,0.1394759209868314,-0.21337915457222925,0.06501570651048084,0.0768661679041267,-0.07977077006093813,-0.030721855257278885,0.047959743569045366,0.10960683016525671,0.043807843114115085,-0.05522855979143822
5,0.855678523313756,-0.05024957845998636,0.0410838698695158,0.03530913492350017,-0.005153473192132798,-0.03795019496497998,-0.12044422387599611,-0.07332048652260519,0.04214923253239974,0.09288070525527423,0.20898983041384386,0.14085506296256128,-0.07780271480717044,-0.052626745675792355,0.1096228964500039,-0.08233974356355431,-0.06815459064987511,0.02621301549089653,-0.06887010324074151,-0.08177855353967234,0.1974088477869273,-0.009421705366061914,-0.10247133164787207,0.050890232652402626,-0.004912226001080745,-0.0025747161358193873,-0.1140628739395086,0.06836961664675725,-0.051982724967764564,-0.028349563830907854,0.11258675463825396,-0.0173814368946104,0.10149895264346859,-0.038909472297241315,0.03364855091082112,0.022709557751595097,0.02153369955124428,0.03637767402107661,-0.025478062958240937,0.07978912381380741,-0.02001521533116269,0.00691885771267246,0.03479783621195492,0.026744189424884785,0.02593491164701832,0.11368466321966118,-0.2516395380956944,0.0035093722888460237,0.022396694203551934,-0.07498817199091466,-0.07785796125573377,0.15530555438160343,0.10606615178670616,0.0064128151616536806,-0.04916729666790473
6,0.8666514992817576,-0.02138863479479189,0.04253355108269703,0.011899959218950668,0.03650419379029229,-0.04977141441806305,-0.15479525884993584,-0.08959323239563197,0.05371774455305939,0.06892226462701916,0.17979603746312778,0.1699780892362567,-0.10875943604018509,-0.08635772073241005,0.0991916158410343,-0.03719277033029423,-0.14028740820788763,0.04382893696866749,-0.09110825140606817,-0.13277327226100852,0.22050294399166775,-0.0046681922584730275,-0.08665675623451395,0.015216811619561031,-0.031587228181141735,-0.04370281331136562,-0.1142422060150275,0.04652166055884121,-0.013866375347922847,-0.05941456293742812,0.13575685419085004,-0.05305597780669778,0.087530804684091,0.05764098322889971,0.027344043195931467,-0.04455374435208466,-0.01746105013487417,0.06473248678403379,0.020854780888166228,0.05680166944796295,-0.02487312892747897,0.013795690478077282,-0.00551408071162891,0.056357329285702376,0.019305296332862907,0.12448359732991218,-0.22298227225480075,-0.050615082571257915,-0.015744056330900594,-0.009046786351974957,-0.06782378461789051,0.11234023139614267,0.07352999532824984,0.029330987721047797,0.004064804030501527
7,0.8663534010187791,0.010865573879896284,0.07834483102563845,0.007268405954806463,0.049769027710246,-0.06811513992822195,-0.15176232900128256,-0.08934206603539853,0.0799559575960651,0.006872533178975376,0.15068885239213647,0.2104643634854355,-0.10321950816452369,-0.09033088830278502,0.11747285215426624,-0.06714878184683712,-0.14490743103245307,-0.004142972709152634,-0.08678674858459104,-0.11817651765456635,0.23440239013770017,-0.018919599609314344,-0.10550978375431685,0.02718677557202121,-0.024888865579941112,-0.03311457461037349,-0.09582953286825541,-0.007772023247508766,-0.05067697105820611,-0.09420816393499981,0.13269288851392963,-0.014751655377942242,0.07018944277510566,0.02631181699842062,0.01028764985571674,-0.02621164804536107,-0.01936572089279023,0.0786440023183616,0.047650820546995966,0.07620885550510074,-0.034962511226049625,0.062410210641509256,0.017867636751992627,0.07932570081884488,0.06016424254987868,0.13451329642486132,-0.20979963107643942,-0.02884650622330231,-0.006909148136172114,0.021763470692943952,-0.048129211479337686,0.10911718931704743,0.07732959050476793,0.051393892267570344,-0.016759257288195266
8,0.9107818510771567,-0.004782392527601962,0.08408153344411808,0.022326365324661007,0.01413754040558532,-0.07589065527607028,-0.16948513456729383,-0.09051456808299174,0.09315885085412787,0.007738161274536831,0.10692859246933584,0.22097648995204772,-0.09922431791836835,-0.10751847621354117,0.0651735190321964,-0.024222250981777303,-0.19191912573376996,0.026868512732536674,-0.14306257182701917,-0.11434266404187984,0.23846450743720274,0.008510165931995495,-0.05867168797919254,0.067508901730403,-0.03949639966768827,-0.011648609514054699,-0.07316078301866506,-0.0268257456955059,-0.035122815267064074,-0.025469060506718908,0.14000630713079737,-0.055183717073618424,0.08833466242086933,-0.003458134229906906,-0.006464306711924309,0.021048880367416947,-0.02921215315219708,0.09551082392168098,0.07901575658942359,0.11867459059181881,0.03300075292888621,0.029851094215088296,0.041925913418394446,0.09724618121418838,0.07406017367133376,0.13585414961385434,-0.23905447894063395,0.0215593382054563,-0.008283553335901236,0.03628023915151282,-0.038630683357243754,0.10445051305539421,0.07038209170549353,0.07993020033762778,-0.07043831271142616
9,0.858505752254069,-0.004782392527601962,0.08408153344411808,0.022326365324661007,0.01413754040558532,-0.07589065527607028,-0.16948513456729383,-0.09051456808299174,0.09315885085412787,0.007738161274536831,0.10692859246933584,0.22097648995204772,-0.09922431791836835,-0.10751847621354117,0.0651735190321964,-0.024222250981777303,-0.19191912573376996,0.026868512732536674,-0.14306257182701917,-0.11434266404187984,0.23846450743720274,0.008510165931995495,-0.05867168797919254,0.067508901730403,-0.03949639966768827,-0.011648609514054699,-0.07316078301866506,-0.0268257456955059,-0.035122815267064074,-0.025469060506718908,0.14000630713079737,-0.055183717073618424,0.08833466242086933,-0.003458134229906906,-0.006464306711924309,0.021048880367416947,-0.02921215315219708,0.09551082392168098,0.07901575658942359,0.11867459059181881,0.03300075292888621,0.029851094215088296,0.041925913418394446,0.09724618121418838,0.07406017367133376,0.13585414961385434,-0.23905447894063395,0.0215593382054563,-0.008283553335901236,0.03628023915151282,-0.038630683357243754,0.10445051305539421,0.07038209170549353,0.07993020033762778,-0.07043831271142616
