,abs_amplitude,amplitude_squared,abs_c_-13,abs_c_-12,abs_c_-11,abs_c_-10,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9,abs_c_10,abs_c_11,abs_c_12,abs_c_13
0,0.9366074333311063,0.8772334841710827,0.038312672602816726,0.048636583599112666,0.023931071911489837,0.09732336451814275,0.04023885643594764,0.10169764723221238,0.1560732654017824,0.1588452255666476,0.09796296643809964,0.11858453228214598,0.036447086204439406,0.20184887224265846,0.13359099498072494,0.09561996366340847,0.04923521712964495,0.031085430935962846,0.06868893071140779,0.0964768394034126,0.17256202263042494,0.17285462754097944,0.04232584972956128,0.15351489551148445,0.020876583584124378,0.19768521034330638,0.09597047770471032,0.17048400676636652,0.07175050092702234
1,0.8996228027512907,0.8093211872300877,0.05430425557601181,0.06809913758543894,0.02874678490058031,0.09870802620345188,0.06298793976759344,0.10313078992642462,0.1558953746995287,0.16783188626565312,0.14378487711643956,0.10256999569344002,0.06602348235431406,0.20224897209528425,0.12424979267181897,0.15309642691636444,0.08167123654673092,0.04295558548061532,0.05317536990029522,0.10446612647553535,0.19666855473868322,0.19700517400083115,0.030784383060045113,0.1457607606024585,0.04351130759101448,0.1718520542294759,0.10035410575548445,0.15367225207530363,0.040699592478886056
2,0.728889893322215,0.53128047658727,0.06862070577018885,0.04780490160641347,0.056967598433206194,0.10188678633904187,0.09558201063048657,0.11041879678760794,0.13389136515752395,0.15287321929792763,0.11025048687073714,0.09297777497994505,0.09172493467843548,0.1967295187629306,0.12032843722089866,0.13793419075122332,0.06538217126479255,0.05847962932870994,0.0502891120814059,0.078626693884769,0.2038662496489949,0.1815079317813513,0.06514045322028791,0.1254437881159278,0.06840051621031627,0.14417473391321378,0.10474024544743207,0.14520872393986306,0.08301043478776847
3,0.5980307339072005,0.3576407586975849,0.032363197682176555,0.02643101010695206,0.07683681816950196,0.09088886382966518,0.10020353492200912,0.11635360302210934,0.13685478094233935,0.15126817825272246,0.10145430803315464,0.11807571291064263,0.09024335408167261,0.2366204754598065,0.10919068601399874,0.13656339683648824,0.08813107416849222,0.042728264219591694,0.0695413009718115,0.0912233338604067,0.2172466678598761,0.18415498764770175,0.07793165008861334,0.11124098496737012,0.03219187090809887,0.15443628636783416,0.10690382877688193,0.1103081688294798,0.09548012139662804
4,0.5528959471460129,0.30569392837048665,0.03734217539266708,0.01104275110664811,0.0446027358946932,0.020203277113433876,0.07220814445455666,0.12435285744161291,0.09759161475342476,0.14084204436560438,0.08577371677415355,0.15847608415147357,0.09691200451821197,0.18036856640966423,0.04822273050143767,0.12979865517775485,0.11367005417878802,0.09107031920173986,0.07583862937686386,0.15848341704286484,0.2513596656492164,0.1734112034462942,0.07874722481002536,0.1480507779376013,0.03110940050816774,0.09300957485305547,0.12117219175007084,0.14842925559668477,0.11936215042909402
5,0.855678523313756,0.7321857352604102,0.0722995423946831,0.049915750348542565,0.11799369614102416,0.01812933077814388,0.10836168458270234,0.12657313340334458,0.08067291194886701,0.04787777998553543,0.0953442479915825,0.21213223324990224,0.14314077146044446,0.11144310974816247,0.056304379982176696,0.10984102156360567,0.0893908427924579,0.0732140689666007,0.036874677263192795,0.1329183725891879,0.26459438571529725,0.19744003869130483,0.024297745641361394,0.12697873738633247,0.09301439625302638,0.15538322041347602,0.10609739731972993,0.11424300157838015,0.08421298915282785
6,0.8666514992817576,0.7510848212073182,0.025490195442060947,0.07306978347271877,0.13627741004733107,0.0644010321757658,0.10069178448025966,0.16517885793894127,0.09367306971269108,0.06978991485636486,0.07109969643486141,0.19109398193739005,0.17125265751602883,0.12269899991383287,0.08986839529411836,0.1001463815068834,0.0375992985431427,0.1511843426612147,0.047892276854447816,0.15426237220549618,0.2595184686430042,0.2262375629569233,0.016421550740190118,0.0871277093948088,0.06950983466934164,0.1166965319720616,0.08553710367028171,0.11794739707120393,0.04669890290958047
7,0.8663534010187791,0.7505682154568055,0.051828718789622266,0.1225279180449894,0.13289180707362672,0.05190922322297654,0.09780710692235554,0.15402634910187252,0.0899324218679078,0.08414276943598684,0.020549035451659755,0.16997649642203347,0.21579121621635003,0.12830454599554722,0.0968609651655499,0.13302219884506364,0.06948533188101845,0.16519906288725136,0.060306718568244246,0.16008050051448372,0.24079363472643983,0.23617070399090065,0.0201416875495659,0.1077309756963397,0.0552769550864215,0.11191968832296108,0.08412158236303623,0.10874112162452008,0.018473685344612287
8,0.9107818510771567,0.8295235802515321,0.03544691002855358,0.08785429590753804,0.14177528919037122,0.05696589048527832,0.11645773543754094,0.1695204103689162,0.09074510618494187,0.09550720840430564,0.03021967954327377,0.14337378203029888,0.2346787142050307,0.15469041249702983,0.11246898426301898,0.07168455488372752,0.048420033649213,0.21515057653456884,0.07878341386793672,0.19728976006134868,0.26499299749573046,0.2394371031630749,0.01187603385220913,0.06898277120570534,0.07778034140766443,0.11166859569388721,0.07133953277427199,0.10835745058793836,0.07537357978597416
9,0.858505752254069,0.7370321266533248,0.03544691002855358,0.08785429590753804,0.14177528919037122,0.05696589048527832,0.11645773543754094,0.1695204103689162,0.09074510618494187,0.09550720840430564,0.03021967954327377,0.14337378203029888,0.2346787142050307,0.15469041249702983,0.11246898426301898,0.07168455488372752,0.048420033649213,0.21515057653456884,0.07878341386793672,0.19728976006134868,0.26499299749573046,0.2394371031630749,0.01187603385220913,0.06898277120570534,0.07778034140766443,0.11166859569388721,0.07133953277427199,0.10835745058793836,0.07537357978597416
10,0.809762922902327,0.65571599130732,0.07787103277425415,0.08476060203003451,0.08609204703127675,0.03639837356920025,0.06928839706556858,0.12320095301196243,0.11409734267435462,0.013337498048569974,0.09468160604518132,0.13865253137392639,0.19651005897364987,0.1391686540230368,0.12543226676373712,0.09400097910254808,0.05723973284156399,0.19334069459551825,0.09151755075120008,0.21050517102061003,0.21230947971762948,0.24240243620377142,0.03880528608784266,0.06126942928603711,0.08053967990426034,0.12005130313183425,0.04570249623796603,0.15187062262879086,0.1233692397493549
11,0.809762922902327,0.65571599130732,0.10231950731330161,0.117751208847781,0.08377502514893076,0.01456103843451296,0.08167149835822474,0.1184585461911664,0.1252272430272973,0.012278019196423724,0.05564275384338098,0.14559403053047001,0.22788183276290894,0.13846901925903732,0.13175423240303863,0.09753300170652866,0.030465119157295616,0.20906660232184127,0.0918034777556385,0.2262404124670265,0.18384966204092837,0.20853000384149595,0.02483456961112521,0.07295742666567949,0.07507093364949617,0.11778041384417304,0.04113616159693122,0.14103342151371642,0.13497113638797748
12,0.809762922902327,0.65571599130732,0.10585806772045131,0.09904611344807132,0.09140187178947107,0.018760070605867783,0.033319920624459626,0.14313508943140887,0.11103726748099685,0.015096865312596179,0.0579542509365579,0.14919113308814452,0.20298985130406794,0.13163521181547166,0.14109489647656231,0.07379432190145135,0.0313707788653675,0.22023643603281465,0.08036103174645723,0.2024041504955441,0.17693386719255613,0.21488259811718802,0.026513567417511815,0.07926563665807307,0.068649000360197,0.09147253552549826,0.0705537962537202,0.1286291419802301,0.1316587194679888
