,0.0,0.025,0.05
0.95,0.08454561958015126,0.008401249622642262,0.0008357143855353624
0.975,0.00012171801498186258,9.424005455633335e-05,0.00015202098497149965
1.0,8.553048761275957e-05,0.00013601322009659862,3.532925286584588e-05
1.025,7.955325851347459e-05,7.713791688662877e-05,5.16527530219158e-05
1.05,0.00014961018864339867,0.0002955362881039939,9.231486770462893e-05
1.0750000000000002,0.00012810378831309093,6.323787248379664e-05,0.00025258450118244405
1.1,0.000104438086837105,8.399226885400952e-05,0.0002469017776810942
1.125,8.931716918975305e-05,8.404094724588808e-05,7.123055599977379e-05
1.1500000000000001,8.342490540992646e-05,8.476274270838424e-05,0.00023552372667922094
1.1750000000000003,6.395360475856364e-05,6.484455684366473e-05,6.273403846203397e-05
1.2000000000000002,7.292068309479376e-05,5.7077398266375685e-05,0.0002134729278002891
1.225,5.154868182937808e-05,5.8991789056432455e-05,0.00021938739445218487
1.2500000000000002,4.9989146173517584e-05,8.95280487256604e-05,4.3803429353524116e-05
1.2750000000000004,6.577791948611975e-05,0.0002077421260040196,3.810591678277777e-05
1.3000000000000003,6.343056072440878e-05,0.00010122873246349086,0.0002088972071744923
