,0.0,0.025,0.05
0.95,0.04264031976635682,0.004248472163617232,0.00042417788058687623
0.975,8.093511809505032e-05,9.019850621619558e-05,0.00015162047117195498
1.0,8.549079705603422e-05,0.00013600928679812627,3.532886307949331e-05
1.025,7.955321988590753e-05,7.713791305865832e-05,5.1652752642554745e-05
1.05,0.00014961018860569023,0.00029553628810000544,9.231486770423053e-05
1.0750000000000002,0.0001281037883129895,6.32378724837849e-05,0.0002525845011823465
1.1,0.00010443808683704757,8.399226885400086e-05,0.00024690177768097685
1.125,8.931716918969468e-05,8.404094724584543e-05,7.123055599976331e-05
1.1500000000000001,8.342490540987672e-05,8.47627427083263e-05,0.00023552372667911411
1.1750000000000003,6.395360475850968e-05,6.484455684364811e-05,6.27340384620241e-05
1.2000000000000002,7.29206830947186e-05,5.70773982663636e-05,0.00021347292780023354
1.225,5.154868182936031e-05,5.8991789056378286e-05,0.00021938739445213318
1.2500000000000002,4.9989146173501714e-05,8.952804872559469e-05,4.380342935349296e-05
1.2750000000000004,6.577791948607546e-05,0.00020774212600397352,3.810591678277301e-05
1.3000000000000003,6.343056072435938e-05,0.00010122873246340282,0.0002088972071744532
