,0.0,0.15,0.3,0.44999999999999996
0.005,0.00020229008879947625,0.00924106178911777,-0.020934796246450966,-0.0031013758226138507
0.155,-0.05298267317976521,-0.004388641775718415,-0.0008689869238296912,0.0054291553236386295
0.305,-0.02178457542170214,-0.004870126545388309,-0.00878071815556504,-0.001911725658256539
0.45499999999999996,-0.0005005863261448364,-0.00014817421915677058,-0.004818298327813978,-0.0009588758981041934
0.605,-0.00132690467668164,0.000890573449385984,0.00020632986968136037,-3.7922285685013854e-05
0.755,-0.0004874433817743311,9.720226640282247e-05,6.445480807635753e-05,0.002119089542743963
0.9049999999999999,0.0003907415690611028,0.00011849286710099943,6.642788921203923e-05,-2.0358614165238313e-05
1.055,-0.0002927141679925201,-5.83856214476588e-05,-0.00028596624139157255,-0.0005461097297360189
1.2049999999999998,-0.0010906430699986437,-0.00021585976452478175,-0.00041565097150752573,-7.50524699521862e-05
1.3549999999999998,-0.0018304669375041685,0.0030180381165092578,0.0024688866235639643,1.2098078737399498e-05
