,0.0,0.15,0.3,0.44999999999999996
0.005,0.93324504353436,0.4012507139546122,0.23249417186303145,0.02052694349187635
0.155,0.33156057636637065,0.5199085246704169,0.03060538174471356,0.05387819979064358
0.305,0.5306963195351183,0.082199049787613,0.05961014083227872,0.02772470881941938
0.45499999999999996,0.12755769690812638,0.03526237079092098,0.048038016120954846,0.029542135529077976
0.605,0.06213711692434873,0.050075846748851315,0.027487212368587543,0.027604749568645802
0.755,0.053498855298027316,0.03541249026878088,0.027937812176356457,0.04569103079546229
0.9049999999999999,0.04071793072113704,0.023976304175469285,0.02392473481474859,0.02021934894695277
1.055,0.03488117282422086,0.025880147394726345,0.02467090552313972,0.022876759223557645
1.2049999999999998,0.0351872448666545,0.020194886406494014,0.022999099540247033,0.01736133101934358
1.3549999999999998,0.03013832888447259,0.02948735140515296,0.031211887041083342,0.017192100570473597
