,0.0,0.15,0.3,0.44999999999999996
0.005,0.9976569640006379,0.9799962270811651,0.8642537406383239,1.0177391772867634
0.155,1.1645009761824316,0.9822900109713493,0.9980794147645355,1.0842054145946431
0.305,1.0243708317926,0.9812114642305013,0.9269602592682322,0.9767515815467556
0.45499999999999996,1.0025109946620838,0.9999029827610667,0.9384898157327852,0.9991418007548698
0.605,0.9409151345014937,1.0126505639833798,1.00761358784337,0.9927232605789604
0.755,0.9810660462026509,1.0055533986862006,0.9950921980152745,1.026130566861341
0.9049999999999999,0.9904592421494149,0.9901532546328397,0.9957770878305137,0.9983560664840796
1.055,0.96822101518814,0.9908534232178109,0.9778110894940452,0.9554540692785011
1.2049999999999998,0.9560347320196217,0.9951116617500291,0.973276910773925,0.9969696956604611
1.3549999999999998,0.9381107977859361,1.0909832493671714,1.0407798078127248,0.9545719587118464
