,amplitude,c_0
0,(0.09133628327461013+0j),(-2.064390126753221+0.012865074608857233j)
1,(-0.09383411352702145+0j),(-1.9591356559756363+0.11802712131069133j)
2,(-0.013959209123755659+0j),(-1.8489956627908721+0.16504135762713376j)
3,(0.5709464298769678+0j),(-2.0004161460969665-0.3481602575030482j)
4,(-0.023867134901972065+0j),(-1.9826996198103375-0.607444991574707j)
5,(0.3371885351118584+0j),(-1.919977092570067-0.2882113302601702j)
6,(0.4999929673801904+0j),(-2.0583808717276058-0.20132231160192726j)
7,(-0.15711235188127662+0j),(-1.9531216440353083-0.012279391350983434j)
8,(0.15821611994635898+0j),(-1.975848626529758-0.4480375317794706j)
9,(0.18974964653090387+0j),(-1.8856843001575272-0.5982082056080397j)
10,(-0.4212464667050766+0j),(-1.795861099059607-0.7208112926789675j)
11,(0.13059494735039534+0j),(-1.901413052989589-0.41731054986856103j)
12,(0.13096004859966667+0j),(-1.9869640384231102-0.6339245915561575j)
13,(-0.2357344064194963+0j),(-2.0117729320856967-0.6290312525091066j)
14,(-0.1404527882355478+0j),(-1.7092236490955437-0.8536371212677779j)
15,(-0.16021000932997015+0j),(-1.74312430642738-0.6922266119445141j)
16,(-0.04003609155485885+0j),(-1.870336523744123-0.6547695082543908j)
17,(0.18608941102665116+0j),(-1.6396483185601973-0.7556966217304265j)
18,(0.0932405269232047+0j),(-1.7502228026380557-1.0197905870052653j)
19,(-0.35723700716227197+0j),(-1.820492233239693-0.9009298198766572j)
20,(-0.052021117052851826+0j),(-1.8618004435901196-0.4984354561212186j)
21,(0.20172415392079945+0j),(-1.835301950488457-0.6781008216679615j)
22,(0.20826031766396713+0j),(-1.793381804861254-1.1074416386120807j)
23,(0.31037047162513787+0j),(-1.71426236926101-0.9854292320741656j)
24,(0.1635251126156395+0j),(-1.5748919303114919-1.2500433564788163j)
25,(-0.29467665407050436+0j),(-1.660453649817796-0.8832021969215077j)
26,(-0.455068185122685+0j),(-1.8062493772041792-0.9770147504811736j)
27,(-0.3359282608440919+0j),(-1.9635187518418795-0.49710875273764504j)
28,(0.4485300423419708+0j),(-1.9795353218644949-0.2920605161778138j)
29,(-0.05173705400049046+0j),(-1.984759752007537-0.32668827381922255j)
30,(-0.1123352268361689+0j),(-2.0218204988460964-0.5133890777397727j)
31,(0.10949511376310977+0j),(-2.05458020492458+0.11678897425444434j)
32,(0.4322129236466408+0j),(-1.9915942080547273+0.18025933829106103j)
33,(-0.17139248114657546+0j),(-1.9122501943764125-0.6274530990417202j)
34,(-0.37547852915029767+0j),(-1.7026563506343297-0.9521801496355753j)
35,(0.46272887174821387+0j),(-1.7689818550100336-0.9933866204185631j)
36,(-0.3614241816818624+0j),(-1.609568677808759-1.2845666902917752j)
37,(0.025832409012284924+0j),(-1.4162122602465117-1.3359755051523194j)
38,(-0.07753006416494213+0j),(-1.7270020687160126-1.2301318082900285j)
39,(0.09088417966875897+0j),(-1.871398232867627-0.8646400845816851j)
40,(-0.30268448577589535+0j),(-1.9094431358039015-0.7408620023277953j)
41,(-0.1650062027716411+0j),(-1.8935002717034146-0.8757207275027326j)
42,(0.05972339612738231+0j),(-1.937437229413318-0.4087080744814812j)
43,(0.42136880648960756+0j),(-1.9777611787754388-0.5112583582883599j)
44,(-0.44103378652387526+0j),(-2.068174116339284-0.23456804806824055j)
45,(-0.18836398748736172+0j),(-2.0169724697200166-0.12028975247741613j)
46,(-0.25328239960799204+0j),(-2.091806956103407+0.042679797100662775j)
47,(0.17541458541143062+0j),(-2.1158422002444706+0.03056657720124356j)
48,(-0.5247279806800964+0j),(-1.9953770540751734-0.35746316247045623j)
49,(0.09063834282639069+0j),(-1.9364681134164297-0.24193317056832656j)
50,(-0.6655865562032195+0j),(-2.0847908603687464-0.175632166354057j)
51,(0.13628406504904733+0j),(-2.016267773320217-0.21753003915642943j)
52,(0.04292438926780155+0j),(-1.9158976462289055-0.07517999909183015j)
53,(-0.3576408910253677+0j),(-1.915867152274819+0.5609122255347438j)
54,(-0.19860626103829676+0j),(-1.9265793037395493+0.5612892135557845j)
55,(-0.0019560994490444347+0j),(-2.039112601070681+0.3595263661691001j)
56,(-0.100353787873023+0j),(-1.920911045286754+0.4225145479199862j)
57,(0.43031192780557165+0j),(-2.056512626530878+0.33518356453432213j)
58,(0.49555440702656806+0j),(-2.039438857573009-0.11080620037310915j)
59,(0.037831292871984196+0j),(-2.0802601097485236-0.27565595179573665j)
60,(0.07361422540338527+0j),(-2.0074347402588493-0.43399791987892933j)
61,(0.006179851968526162+0j),(-1.8917575556759965-0.6728755066796979j)
62,(-0.27047606249416073+0j),(-1.9797911606642353-0.7556567675310242j)
63,(0.4169614619246001+0j),(-2.0177632767502116-0.3018995066842571j)
64,(-0.07183415921105964+0j),(-1.9508060934265123-0.3387127121002857j)
65,(-0.025078234154164852+0j),(-2.0608405022500924-0.28491165841400706j)
66,(0.11077947229885514+0j),(-1.8804538617447755-0.11339032469728756j)
67,(-0.035707513551161245+0j),(-1.9399684023756583+0.3744307737736111j)
68,(-0.03699991821326713+0j),(-2.0694979640531743+0.6926576560699349j)
69,(0.013530278714605437+0j),(-1.8673637583785017+0.8043096252933382j)
70,(-0.2402731603557842+0j),(-1.8979142641679294+0.8586364999768756j)
71,(0.21460502066910053+0j),(-1.9252304280193426+0.583960622321779j)
72,(0.14520136678245144+0j),(-2.051108536206586+0.1786018460993693j)
73,(-0.396022297519224+0j),(-2.0189012083679616+0.4671527074219677j)
74,(0.18298800606503418+0j),(-1.8674119995313376+0.005034546472805601j)
75,(0.42188560217946014+0j),(-2.063607582748337-0.11356004060572818j)
76,(-0.2080885351921174+0j),(-2.0680046457716736-0.27901040622723294j)
77,(0.19481732665297508+0j),(-1.9043016631056642-0.849332338546105j)
78,(-0.19596943847681242+0j),(-1.777239989591739-0.5993978436342376j)
79,(-0.15005204194826505+0j),(-1.9033089637470124-0.5648898996036498j)
80,(-0.15005204194826505+0j),(-1.7478397625415898-0.43906320233453j)
81,(0.40271918350052616+0j),(-1.897417289965365-0.10938189742917448j)
82,(0.036304848679039096+0j),(-2.068953723376752+0.03247842214863835j)
83,(-0.15541980604872369+0j),(-2.042272534527823+0.3914745550701186j)
84,(-0.05712607873951936+0j),(-1.9709470101807318-0.13506708089693745j)
85,(0.3337966743813992+0j),(-2.0033425370661897-0.03991503981030966j)
86,(0.07880495024818805+0j),(-2.0280384856230147+0.029996369926506936j)
87,(-0.15752871943283925+0j),(-1.9825442601471022+0.13247811394523892j)
88,(-0.2505863813423832+0j),(-1.8359784599593651+0.2670043518099811j)
89,(-0.10007917574837233+0j),(-2.0336693561210755+0.09100883092222736j)
90,(-0.053485040131115935+0j),(-2.1371090401208037+0.17800515709121367j)
91,(-0.17907847875306362+0j),(-1.8921871011531963+0.5050992982565221j)
92,(0.13803239904442183+0j),(-1.770782006684698+0.4024671591536727j)
93,(-0.167611272812847+0j),(-1.9713216190937224+0.5158658216730951j)
94,(-0.28132317075761604+0j),(-2.0090838909377307+0.20323480182657547j)
95,(0.2975210702991006+0j),(-1.893753244556642+0.32130788781432323j)
96,(0.43373039903058164+0j),(-1.883397860933501+0.44340704424890315j)
97,(0.27137323254927725+0j),(-1.789382136322723+0.7656108318074065j)
98,(0.05624432037449109+0j),(-1.7835374492840073+0.6742390356072913j)
99,(0.5064587051451902+0j),(-1.7696543895103953+0.6506036101372433j)
100,(0.3560516809664853+0j),(-2.047035297218199+0.3241495948582575j)
101,(-0.012033787950363303+0j),(-1.9472702338446453+0.4981153382157276j)
102,(-0.502517096898797+0j),(-1.8705091504068425+0.6285690260962716j)
103,(-0.119043184236027+0j),(-1.9186105548053178+0.5131079716103274j)
104,(-0.2008305798023224+0j),(-1.801016763726947+0.2891770499511713j)
105,(0.02003910135574996+0j),(-2.006281314739027+0.17773611255483832j)
106,(0.2178721968571657+0j),(-1.9136588664972503+0.18583746643427537j)
107,(0.09807805544957879+0j),(-1.7799453696185419-0.04736397418186955j)
108,(-0.10243884946237451+0j),(-1.8662771360325834+0.18299419119243882j)
109,(-0.31901296496672366+0j),(-2.052623661818184+0.16001566850804932j)
110,(-0.25968520051365696+0j),(-2.0323134260314375+0.32095713561768674j)
111,(-0.7542684241373324+0j),(-2.0414860786867517+0.4490915852078453j)
112,(-0.2649064068053507+0j),(-1.8851561109830586+0.2933255462392318j)
113,(0.0199937022365115+0j),(-1.960149976931034+0.03337270563247227j)
114,(-0.14698175093509705+0j),(-2.016528268348604-0.05254497883506303j)
115,(-0.29026063746043784+0j),(-1.8745247080496832-0.4833193341437009j)
116,(-0.09599958952311224+0j),(-1.8693239709395522-0.1067519096917128j)
117,(0.2068669768651012+0j),(-2.109952297726618+0.26167311325694664j)
118,(-0.09791417995614118+0j),(-2.004872366091677+0.2308398969787679j)
119,(0.128902481049014+0j),(-1.9380042229736758-0.39609438245412854j)
120,(0.17914299469413175+0j),(-2.0475677975187656-0.39683577649691837j)
121,(0.250730931186261+0j),(-1.946434247426336-0.1829722153928878j)
122,(-0.18568087691150964+0j),(-1.9217307563875923+0.01945670419917475j)
123,(-0.11878196045208211+0j),(-1.9741019543149114-0.2720364264242373j)
124,(0.05322969457547372+0j),(-2.0760873284361643-0.22346325226550895j)
125,(0.07777368885504124+0j),(-2.0152641186144593-0.13538800124465059j)
126,(0.025971454622734425+0j),(-2.066623071439696+0.25622972636583347j)
127,(-0.351535215541816+0j),(-1.7545629676395789+0.6833202833049266j)
128,(-0.2824658202381801+0j),(-2.012365737433889+0.5777796421706549j)
129,(0.11118651360554063+0j),(-1.9768833800505605+0.667689352711226j)
130,(0.35736283991423645+0j),(-1.921722781476146+0.6614303736358277j)
131,(-0.15175019037352006+0j),(-1.7593743579105094+0.9016990381456094j)
132,(0.17309742803187234+0j),(-1.662741523703397+1.2870280982591564j)
133,(0.11420618523843906+0j),(-1.0812347590711062+1.5780831017174244j)
134,(-0.20112369227259475+0j),(-0.7854871471951183+1.763968485009434j)
135,(0.14986698780848154+0j),(-0.5420790107944489+1.9296599043765141j)
136,(0.37678828638593387+0j),(-0.1521616712916312+2.1059655300742923j)
137,(0.10219158593231947+0j),(0.19454892530742668+1.8829524821060721j)
138,(0.3141845708011506+0j),(0.47758855246324794+1.8138452267517289j)
139,(-0.10334680697448148+0j),(1.1090602665449265+1.5635746647802735j)
140,(0.2520108580399565+0j),(-0.08459709863274192+2.0813575952916206j)
141,(-0.056161513991210055+0j),(0.05734398244100081+2.070524518034253j)
142,(0.13399680141141895+0j),(0.014408711384071834+2.070910226645647j)
143,(0.21463050204450543+0j),(-0.6559302603111913+1.890214811414669j)
144,(-0.16217446294902882+0j),(-0.21677431800478603+2.0254918121776244j)
145,(0.2575942809271503+0j),(0.054619538270507084+2.0062027610766595j)
146,(0.12925631570592427+0j),(-0.009962218099531961+2.0431541041707564j)
147,(0.31969649313668186+0j),(-0.016184007379841645+1.9168475566358658j)
148,(0.18282957854054882+0j),(0.18797978165450663+1.9176307984076308j)
149,(-0.0377852834564511+0j),(0.3724760815011523+1.9802965505266705j)
150,(-0.11777397874742046+0j),(0.2957901333911356+1.9535920598622405j)
151,(0.1845002867849328+0j),(0.03170711003852749+1.9448556394247503j)
152,(-0.31914685362319534+0j),(-0.11867267174887741+1.9190020913678563j)
153,(-0.44614541304807187+0j),(-0.129070699858354+2.119638670714745j)
154,(-0.3814498463872673+0j),(0.2395051903526944+1.9685154085506713j)
155,(0.10992266784946289+0j),(0.6115155747416079+1.8692119182398046j)
156,(0.25361776955395915+0j),(0.5945919524312453+1.9536076066649906j)
157,(-0.1001640399507891+0j),(0.30819354506940405+1.9722590289141098j)
158,(-0.1546635344948289+0j),(0.14444844128120563+2.032396520565736j)
159,(0.024286015244772675+0j),(-0.15356897250782375+2.058529233770966j)
