,amplitude,c_0
0,(-0.7688497378475745+0j),(0.11943985764514413+0.0517176567599156j)
1,(-0.9536573835036006+0j),(0.0794962601938961+0.10968188674908368j)
2,(0.8943203288639198+0j),(0.10852011272976793+0.1636162988741888j)
3,(0.873342992561691+0j),(0.056080307827597195+0.18294829318608316j)
4,(0.7995029582977476+0j),(-0.2823066407287701+0.32958608359080055j)
5,(-0.8359817676469712+0j),(0.14016916850280223+0.28296839413788255j)
6,(-0.9774168645477528+0j),(0.04760969587882227-0.06286735492060347j)
7,(-0.8430446301814956+0j),(-0.638357194655443-0.2688052977348356j)
8,(0.8976152924180864+0j),(-0.22013307468145937-0.3026895281906212j)
9,(0.9850357871307032+0j),(-0.19091381987895256-0.5011416449185101j)
10,(-0.5981344226189101+0j),(-0.31472597543979725-0.6011559235015816j)
11,(0.6944994305855452+0j),(0.6783419475015392+0.1599152764759444j)
12,(0.024714545376746777+0j),(-0.2179922742216709-0.5933917178391395j)
13,(0.9663311700060959+0j),(0.2274218755939284+0.22988117594679514j)
14,(0.7146819866513658+0j),(-0.37462687885863+0.388219660906328j)
15,(-0.2848786798948625+0j),(0.18343459733124853+0.37534009252848416j)
16,(0.8970284099385893+0j),(0.5444372609922177+0.1514522784663601j)
17,(0.8250709484155975+0j),(0.453957989077533-0.08572790265941249j)
18,(-0.7296278126346425+0j),(-0.4698704219283528+0.0061401338993073845j)
19,(-0.7316910799848444+0j),(-0.20087083838329878-0.4396941917093371j)
20,(0.22094762276471758+0j),(0.3648742660737117-0.10486601047985505j)
21,(-0.9286780609950366+0j),(0.4039296501175389+0.14966983354726707j)
22,(0.7756019354017046+0j),(0.1646600577599473+0.38374412032865357j)
23,(-0.4640697388448265+0j),(-0.5195319718920474-0.09035335417915613j)
24,(0.9552102101214304+0j),(0.3540764257711978+0.46445313449550946j)
25,(0.9800367307291208+0j),(0.06495688029249613-0.5894976883008993j)
26,(0.8989528924690156+0j),(0.04303558309880515-0.2591259180664889j)
27,(-0.5543234804686062+0j),(0.3631264109304411-0.36366102630005775j)
28,(0.808519059370139+0j),(-0.2807576756624239+0.2699794789517457j)
29,(0.9930959926190895+0j),(0.36194496738139686-0.36920796640207165j)
30,(0.9363995053806999+0j),(0.3326995128585906-0.27636571262998855j)
31,(-0.7699335484390131+0j),(0.6605483720652782+0.26950695773423794j)
32,(-0.1749685719263837+0j),(0.262743944138325+0.6216450469861361j)
33,(-0.9835171557516564+0j),(-0.16662096855340836-0.18581172881042343j)
34,(0.6688260141459108+0j),(-0.33075435470021464-0.11323530011116639j)
35,(-0.7152490071217719+0j),(-0.3107078381165854-0.0869155220570324j)
36,(-0.2988396655842843+0j),(-0.46041094246933295-0.13066060433082236j)
37,(-0.574235818657514+0j),(0.4088760306904777-0.3741123919773842j)
38,(0.4706122263519329+0j),(0.1404482837610891+0.3812150863300433j)
39,(-0.9275385449181682+0j),(-0.5451842737838386+0.544458740715388j)
40,(0.1227255358498257+0j),(0.34622796049834487-0.03728069673000869j)
41,(-0.8406254711498862+0j),(0.07962222396305962+0.13432773272478005j)
42,(-0.9116560671862659+0j),(0.3506878687202497+0.19265852297380887j)
43,(-0.9774886101815893+0j),(0.03203324222615786+0.22646330702071565j)
44,(-0.9411571121531286+0j),(0.18100976271214347-0.08251900956545061j)
45,(0.3384991774792393+0j),(-0.22908027556377009+0.2641263012401956j)
46,(-0.8556763425478529+0j),(0.3744346466548148+0.12662581668814038j)
47,(0.9131450662625401+0j),(-0.41632636414155344+0.005436207051675579j)
48,(0.9416129702068942+0j),(0.001439242848507263+0.6187566344139885j)
49,(0.7094920300162657+0j),(-0.1100209270113501+0.12238522624866552j)
50,(0.9966643224930523+0j),(0.022122713257006182+0.008256324974349694j)
51,(0.9966643224930523+0j),(0.004305798820411544-0.08522363730346161j)
52,(-0.645378160854109+0j),(0.3846111999914836+0.41967155964522523j)
53,(0.8602707610591744+0j),(-0.609209270945198+0.21869190087591622j)
54,(-0.3894998527875711+0j),(-0.18593162350069642-0.557701371503304j)
55,(0.9893451861567801+0j),(-0.3605257883343916+0.09981516803001644j)
56,(0.3652872680131769+0j),(0.2135351908363039+0.09218892092879377j)
57,(-0.8722111045643994+0j),(-0.36166587599737643+0.1909606386663119j)
58,(-0.9492861367943782+0j),(0.22380134287038644-0.10195234604478082j)
59,(-0.5239675564102333+0j),(-0.3723451508615223-0.17872977012010094j)
60,(0.031205267698268813+0j),(0.09227933354820866+0.11357925833357746j)
61,(-0.5131215421445714+0j),(0.0900974567777408+0.30243524424608476j)
62,(-0.9977971462820862+0j),(-0.5952749776642375-0.044523912760656564j)
63,(-0.7596292295037261+0j),(-0.21357093419905182-0.3353698686163268j)
64,(-0.653003701738383+0j),(-0.17784557379847965-0.3600851192560812j)
65,(-0.35046850343470853+0j),(-0.12003054630598897-0.25980389152031713j)
66,(-0.05651069898260608+0j),(0.16195554509851215+0.10151652291430446j)
67,(-0.4563903076460526+0j),(0.3963282177618219-0.07411893193797224j)
68,(-0.9448145319635076+0j),(0.3527340705573101+0.23505033145149878j)
69,(-0.6213986448912951+0j),(-0.06715631822307196-0.15425228103177374j)
70,(0.6993219001170091+0j),(0.18768297707260073+0.3466390959891364j)
71,(0.3703628790475365+0j),(0.3899503014860935-0.23643090624609298j)
72,(0.9541716776842255+0j),(-0.16931561269742001+0.4499611049883105j)
73,(-0.7064640116857626+0j),(0.33720616161520317+0.26329444113893463j)
74,(-0.6309757153723025+0j),(0.022538982855634937-0.2554429942422518j)
75,(-0.8985977929383769+0j),(-0.4512329501454595-0.05968642319238594j)
76,(0.8541334112601271+0j),(0.6606778995994698-0.18511212644320582j)
77,(0.6914815265971106+0j),(-0.39060065893069773-0.4567056052983492j)
78,(0.677901739398592+0j),(0.47690261598960815+0.10850356977191342j)
79,(-0.5496695048308795+0j),(-0.3652244024197981-0.47080768482082724j)
80,(-0.37223672310349526+0j),(0.09514158633703768+0.21759604612478728j)
81,(0.7052290710721758+0j),(-0.3427814044629369-0.12401329928789803j)
82,(-0.8060688455278937+0j),(0.021791553284395387-0.6477232993965645j)
83,(0.619277215721425+0j),(-0.32618537172680845+0.16891602143138157j)
84,(0.6347801616973734+0j),(-0.10616539173072159-0.06624515141539045j)
85,(-0.9839941617665344+0j),(-0.2805043662167245-0.11371902309731544j)
86,(0.746398272189312+0j),(-0.17968578439014923-0.24591384852119313j)
87,(0.7554623894608667+0j),(-0.061226195596238986+0.013734306057386365j)
88,(-0.2501908355131883+0j),(0.26770550138515065+0.26888259614484566j)
89,(0.9899002586983757+0j),(0.2382327393260602-0.285223604885755j)
90,(0.41287091172744705+0j),(-0.662180858641331+0.1305375594138994j)
91,(0.580026369122911+0j),(0.4476383665569948+0.274588315719305j)
92,(0.8934998401291657+0j),(-0.610318865172153+0.0924079554493468j)
93,(0.5645671231671272+0j),(-0.3848483253549289-0.13506781769170578j)
94,(0.23906288294125255+0j),(0.2590420653172758-0.15162303140097189j)
95,(0.8668442301021005+0j),(-0.10872479232852905+0.46287621444364835j)
96,(0.8605160765602926+0j),(0.392154316353845-0.4748306361569011j)
97,(0.8534944362043874+0j),(-0.7756147795445425+0.1823332998532772j)
98,(0.9031932706621766+0j),(-0.07373408770028128+0.5305251028020607j)
99,(0.7658969077606217+0j),(0.5479375388883005+0.07898764984502743j)
100,(-0.7510542964236049+0j),(0.38752276397653856-0.325568588259029j)
101,(0.858555865628549+0j),(0.31900257047248415+0.24007336272025226j)
