,amplitude,c_0
0,(-0.7266225526017467+0j),(-0.07497771253528168-0.15813181315600275j)
1,(-0.7266225526017467+0j),(-0.4893627268984164-0.02697289616893605j)
2,(-0.25805895561795295+0j),(0.1887813878395033+0.2269646088746487j)
3,(0.805458621957817+0j),(-0.2426468325402223+0.016494093064786677j)
4,(0.8887239932973209+0j),(-0.5347388235140352-0.17834755736038066j)
5,(0.7992027408897346+0j),(0.07677161748815431+0.9770290024874387j)
6,(0.8812114302971362+0j),(-0.34644497556281784-0.3315121330016246j)
7,(-0.15533510707249498+0j),(0.4117518205820689+0.38911955084342736j)
8,(0.9219616110190433+0j),(-0.3488279011268209-0.276549354557219j)
9,(0.9909519361978227+0j),(-0.165141486183433-0.37221637853350403j)
10,(-0.6358827732872775+0j),(0.14306812734482527+0.07888143604079556j)
11,(0.64288808217561+0j),(-0.34371470527748116+0.05071979126622286j)
12,(-0.8906309440266141+0j),(-0.2369957256894238-0.1956258962664239j)
13,(0.26448178491070284+0j),(-0.2002185302893646-0.38191760222648596j)
14,(0.6430563273287204+0j),(0.745914554650682-0.3380105143197767j)
15,(-0.4879093252360953+0j),(-0.3688748401585973-0.5308668946325183j)
16,(0.7912593812420861+0j),(0.0907141351117684+0.14767899478301827j)
17,(-0.20176192743039312+0j),(0.03367006765504228-0.13105909879228472j)
18,(-0.7386663301280626+0j),(0.611616195392868+0.12461084982747159j)
19,(-0.31539888725206855+0j),(-0.37263374830377305-0.21653689154728367j)
20,(0.9050055272759456+0j),(-0.3504738019771569+0.6127158869627549j)
21,(0.6290382693642758+0j),(0.2460123322899863+0.20010411693418007j)
22,(-0.8124655090319972+0j),(-0.40384023543405534-0.19744247164465797j)
23,(-0.7907924044186118+0j),(0.014579461992927534-0.20183952360657836j)
24,(-0.5546198178854843+0j),(-0.04899136010185375+0.529840181870359j)
25,(-0.44067986443026097+0j),(0.45348759179369647-0.37268446663089083j)
26,(0.988072837839697+0j),(-0.07205645046389138+0.14286202456196323j)
27,(0.04781759029620536+0j),(0.2706332347093752+0.18658151668251122j)
28,(-0.6549579454321743+0j),(0.02986956480386771+0.6069839197087354j)
29,(0.7486525543015341+0j),(0.20162812265537652+0.6249301593334462j)
30,(0.9869542690868138+0j),(0.2680473531165723-0.6638512715366602j)
31,(-0.6129349881267842+0j),(0.37425276462923807+0.0878781828516228j)
32,(0.8440676589852607+0j),(0.1550148464764895+0.26651658795316274j)
33,(-0.951316972691307+0j),(-0.06009953675637161-0.1255415356797502j)
34,(0.15822860477816725+0j),(-0.005173230472453771+0.6437656811488888j)
35,(0.7804934257330345+0j),(0.25934747803547376+0.2310415301524727j)
36,(0.17761608549251523+0j),(0.0020131939476093486-0.5334928253530444j)
37,(-0.9998634491985611+0j),(-0.3233543548279404-0.09295913556309993j)
38,(0.5150932920454434+0j),(0.07819990449960193+0.1473655979934748j)
39,(-0.46563498392989633+0j),(-0.2348499016760099-0.1505487610472922j)
40,(0.1878206709335979+0j),(0.5470156182626527-0.39255317467765394j)
41,(-0.0806516872480399+0j),(-0.2726289138447632-0.6331412264878294j)
42,(-0.10182225141504175+0j),(-0.12156887205522442+0.22282191682092384j)
43,(-0.08054185272976594+0j),(0.05703669247997578-0.8651284079389182j)
44,(-0.4368302716535681+0j),(0.13517547561348375-0.31565516019117357j)
45,(-0.15295647758981368+0j),(0.30134125930397987-0.044564834776854356j)
46,(0.6056841707125762+0j),(0.14486947711022902+0.4081068542983464j)
47,(0.5107824200542829+0j),(-0.28621304516289703+0.2555327050067754j)
48,(0.24446819950423526+0j),(-0.21288215062934682+0.3924307457761993j)
49,(-0.7995988334618738+0j),(-0.1386624619919103+0.42865359640117895j)
50,(0.8386433426590971+0j),(0.45516701027552897-0.0638188162141406j)
51,(-0.5501017709059237+0j),(0.022206072531572085-0.25564068848105626j)
52,(0.9788677587087525+0j),(-0.15249454534591897+0.4823310153931502j)
53,(0.3861779484648441+0j),(-0.19639173519356623-0.7288150736060791j)
54,(0.7069147798584448+0j),(-0.5079296698221754-0.02676811541832689j)
55,(-0.4460809476846414+0j),(0.05354478920266009-0.024673998199241626j)
56,(-0.7107157676440189+0j),(-0.05724990910953506+0.06793255843079896j)
57,(0.5770944782186139+0j),(0.2568439295021533+0.06827039653825483j)
58,(-0.07142822988721442+0j),(-0.4537250187665637-0.2570175670560322j)
59,(0.14927864735774632+0j),(0.31726556604456413+0.24338197249280474j)
60,(-0.881853824759739+0j),(-0.16113708570735585-0.40117734620923523j)
61,(0.7698751966449576+0j),(0.375547039580604-0.13546417831646163j)
62,(-0.8093770779559786+0j),(0.02618407696711722+0.2932597359685898j)
63,(-0.7189519771640858+0j),(-0.09667585527463082-0.8357815253065507j)
64,(0.8863307024406104+0j),(-0.34651025955316994-0.3464213117823462j)
65,(0.43737499983711325+0j),(-0.2830903369398669-0.17500374682471093j)
66,(0.8726088230825164+0j),(0.18066301643389585+0.35643345811214133j)
67,(0.6210333337434703+0j),(0.13055085143809572-0.6011236653593476j)
68,(0.9056481584774971+0j),(0.4997284754150515-0.07418566230649504j)
69,(-0.7541007289864001+0j),(-0.357453683689635+0.5347302970905945j)
70,(0.6606068093648552+0j),(-0.38322368881624935-0.1487803662691721j)
71,(0.7658200324052454+0j),(-0.0364322174621389+0.2362930450713682j)
72,(-0.39862896009448007+0j),(-0.19904997574138725+0.17244483999592322j)
73,(0.1119037415714424+0j),(0.27486962426772166-0.29906540764328243j)
74,(0.8221869703362681+0j),(-0.041411809536523264+0.39611858040892217j)
75,(0.50865081656475+0j),(-0.26217224231233593+0.27953224809605753j)
76,(0.40023537870371845+0j),(0.4125673685838106-0.19679505472452974j)
77,(-0.8839115561556343+0j),(0.25673603400543243+0.07364169740319781j)
78,(0.7353066597128001+0j),(0.4220635626490966-0.43140822533951706j)
79,(-0.37255823574300184+0j),(-0.4711439029450003-0.2050622215404618j)
80,(-0.8322881280995605+0j),(-0.5127065547051695+0.14837858960935335j)
81,(-0.6317564910725285+0j),(-0.4654147976516311+0.06014632075177348j)
82,(0.5852946034889467+0j),(0.17223279155362187+0.403424404785605j)
83,(0.1973963739557876+0j),(0.22825153852977226+0.376123950102296j)
84,(-0.7393322478690655+0j),(0.4622549985949426-0.0033526282932331286j)
85,(0.2791631670834268+0j),(-0.4209977515818132+0.15940088221109025j)
86,(-0.23061861169142228+0j),(-0.6205323623253034-0.48370575366538815j)
87,(0.9753460878590835+0j),(-0.4052113416004356+0.12916942455485958j)
88,(0.015522383848406185+0j),(-0.38194964341600246-0.23847710193192934j)
89,(-0.13071145793621952+0j),(0.2722340898339817-0.10230490449956692j)
90,(0.5886475329067902+0j),(-0.3105153138201466+0.05191045857123894j)
91,(0.7583399396672839+0j),(0.023113310341756996+0.3039332919193505j)
92,(-0.4464105069110532+0j),(0.005355141147565551+0.43630293190213126j)
93,(-0.15891869511738643+0j),(0.649703375612862-0.3212438220187924j)
94,(0.9181000149414241+0j),(0.26578527255382844-0.12872065476141217j)
95,(0.9653576778529123+0j),(0.10755111546098986+0.7323396843136099j)
96,(-0.9386422282543908+0j),(0.022166104361802774+0.8012799354716403j)
97,(0.836586228439822+0j),(0.010245877091845008-0.11894656624256937j)
98,(-0.561827707467249+0j),(-0.2535809894385964-0.24447677815526364j)
99,(0.6557475848061085+0j),(0.05462165545596223+0.36060712987358884j)
100,(-0.1588112680998961+0j),(-0.16510327101600575-0.09672059448183437j)
101,(0.9600468751294765+0j),(-0.33582306586540717+0.0557269121739884j)
102,(-0.2029179237280072+0j),(-0.14253824327237485+0.13195495845152905j)
103,(0.9655209579178317+0j),(-0.2645943437284502-0.27976295535612417j)
104,(-0.769288090485654+0j),(0.2458210191275272-0.3866857302492286j)
105,(-0.07099827175361942+0j),(-0.2927719095816042+0.07271931668681046j)
106,(-0.2702338621379189+0j),(-0.3091544090050811+0.08933121937231454j)
107,(0.44905829036198774+0j),(-0.1625926261629944+0.5667296952964246j)
108,(-0.6604541545122055+0j),(-0.2574319310223674+0.4932996169278715j)
109,(0.8414840055500727+0j),(-0.11862358051175988-0.06806190053820001j)
110,(0.4132245391545003+0j),(0.02119433090988139+0.5521182409184111j)
111,(0.04236347748984126+0j),(-0.025535864927879237+0.04224893562136681j)
112,(-0.5840104934638765+0j),(-0.20564970346318023+0.40424003257566776j)
113,(0.6770608047694701+0j),(0.6073092326749143+0.4512589847390293j)
114,(-0.9301034383365478+0j),(-0.1099222582380209+0.5984887723143688j)
115,(0.41096589056645055+0j),(-0.22727323317083728-0.5455689987490561j)
116,(0.9633353311042053+0j),(0.038510019057920564+0.10979978220575666j)
117,(-0.7629375960449927+0j),(0.58033335716588-0.06422875821056878j)
118,(0.8207561502150178+0j),(0.14027817192690134-0.1525696367964003j)
119,(-0.2705122951770355+0j),(-0.07686201653156356+0.5299267185540917j)
120,(0.7828719572374332+0j),(-0.013522920335915824+0.4006938469228054j)
121,(-0.43439346191874784+0j),(0.0732466796927751-0.384704706726434j)
122,(-0.8454459764017221+0j),(-0.5243664837764146+0.5585682286083196j)
123,(-0.4837829368283263+0j),(-0.43184551314619857-0.3435681800983191j)
124,(-0.5126419195300638+0j),(0.23385620381517766+0.49890764580318414j)
125,(0.15170395697143285+0j),(0.030301780238449594-0.24716094050195173j)
126,(0.7006446860763238+0j),(-0.6210274522422692-0.21362216269516782j)
127,(-0.9485079809045186+0j),(0.027856191934598068+0.7111218189484961j)
128,(0.4528804337251071+0j),(0.060885692039947564-0.09063299682947284j)
129,(0.7587371342826338+0j),(0.16796265208475147+0.4807232537247476j)
130,(0.4879988602618714+0j),(-0.6079897321580128-0.26191206748659657j)
131,(-0.9669813139777824+0j),(-0.7016548067565223-0.36864970094610433j)
132,(-0.1533463723496133+0j),(0.4865190019454722+0.5550932561953399j)
133,(0.43037406987108207+0j),(-0.3425940873492224+0.01846434304860478j)
134,(0.54748158728609+0j),(0.4575609612511904+0.3700647608803764j)
135,(0.23856211206899625+0j),(0.33901920511031636+0.37689495704781084j)
136,(-0.48425465140234186+0j),(-0.18875878132724197+0.08976258255237253j)
137,(-0.7019943662219065+0j),(0.23827437762853815-0.6657333367022904j)
138,(0.19412216229263346+0j),(0.23469501710494656-0.6455836681368657j)
139,(0.5881457749271826+0j),(-0.21605249842078889-0.7368492944776295j)
140,(0.9008407627217888+0j),(0.14560025374821858-0.24330947164797123j)
141,(0.02316449065875925+0j),(0.6169278642715083-0.24265472893831885j)
142,(-0.8105237209561196+0j),(-0.3724985702619549-0.3735614923253368j)
143,(0.2281579742536799+0j),(-0.2782895218241779-0.041711686202240195j)
144,(-0.9903193885151899+0j),(0.8616613792767702-0.13303854188641806j)
145,(0.9702313793997119+0j),(0.7380572839008915-0.06612542325999093j)
146,(0.5081946270838253+0j),(0.1938645672157471-0.6104665120186975j)
147,(-0.7210786568734887+0j),(-0.04099009787499724-0.007905719153241064j)
148,(-0.38552826373419186+0j),(-0.25928053053757244-0.0874111097536882j)
149,(-0.8737440234089762+0j),(0.38035768967018174-0.32025318716223283j)
150,(-0.5976044884735583+0j),(0.10870868601239592-0.3076878473691255j)
151,(-0.670078929545098+0j),(-0.34230297858127956+0.21578101288519108j)
152,(0.20095620243785567+0j),(0.33519367271521244+0.4217320039212541j)
153,(0.9052226939986289+0j),(-0.30357061604426466+0.09310395223920098j)
154,(0.17992287945631324+0j),(0.49090575939767556-0.5301944053880191j)
155,(-0.1081437387636986+0j),(-0.17901761042693418-0.29733417304969245j)
156,(0.3814853723786627+0j),(-0.20563325309280484-0.6137083883322074j)
157,(0.8468823005670281+0j),(-0.28130665678241507+0.11159645085602148j)
158,(0.5202100569485865+0j),(0.2392507336937154+0.4620835904201961j)
159,(0.2770116139175459+0j),(0.25824891268027184-0.053647390830382224j)
160,(-0.8874798855071682+0j),(-0.617446832828608-0.5666754993841239j)
161,(-0.834088922490502+0j),(-0.3235022820442628+0.11966029389748489j)
162,(-0.5544765005685339+0j),(-0.36791916553880194+0.0665210479625693j)
163,(0.6442124906012935+0j),(-0.11249101829628388+0.05816316365795604j)
164,(-0.05902287715837912+0j),(-0.7942376341364801-0.12846718063478194j)
165,(-0.5100280866588914+0j),(0.11433353000197727+0.5663397551295516j)
166,(-0.9711992713312811+0j),(-0.14603246073794568-0.35809859016706824j)
167,(-0.9188603380380491+0j),(0.1439253050160595+0.4954920420914781j)
