,amplitude,c_0
0,(-0.8692623561142627+0j),(-0.14749616815393612-0.169914751183875j)
1,(-0.9100814280764031+0j),(0.10521217322962581-0.05831156194688353j)
2,(-0.9322863412300717+0j),(0.07737992192786114+0.00550944253072283j)
3,(-0.9163228465842115+0j),(-0.20572071127509392-0.10877638365838141j)
4,(-0.9528283483878783+0j),(0.03149540187894427+0.23786902976657076j)
5,(-0.9801793284952955+0j),(-0.20486744442850544-0.1951871051992995j)
6,(-0.9801793284952955+0j),(-0.06255517383743477-0.057586355110496215j)
7,(-0.9447554664627086+0j),(0.009305673285687904+0.3312030101001509j)
8,(-0.9748599852604283+0j),(-0.31889718372670744+0.05233868797151465j)
9,(-0.9747264011566354+0j),(-0.13687179160475327+0.1046843134133123j)
10,(-0.9560261198121792+0j),(-0.17369495590557466-0.27317677297503773j)
11,(-0.9607119014244335+0j),(0.04192281478442132-0.3038865736177373j)
12,(-0.9990412662853082+0j),(0.3932983351079348+0.06870526493028202j)
13,(-0.9967263132478017+0j),(-0.25945666234218656+0.1537129632577237j)
14,(-0.985537033867538+0j),(-0.004289883937636803+0.0878060159989599j)
15,(-0.9675196073708989+0j),(0.2347359830995207-0.060275161179795006j)
16,(-0.9702023892517617+0j),(-0.16751568593211977+0.020398617905600165j)
17,(-0.9848524653114874+0j),(-0.2752293951666196-0.17109154577545208j)
18,(-0.9845147257609577+0j),(-0.09087880892467662+0.09912354955069644j)
19,(-0.9980581676230327+0j),(0.2892409868429538-0.14087884124630723j)
20,(-0.9990492317903333+0j),(-0.2558287075267659+0.23538928263362757j)
21,(-0.9859206383013619+0j),(0.3769695108916004-0.058609150567222074j)
22,(-0.9511361613557794+0j),(0.09108043405085443-0.40782746693575117j)
23,(-0.9971866312588175+0j),(0.003588803855671563-0.18622964905782452j)
24,(-0.9965191416439402+0j),(-0.0881633732071885-0.10140299439014427j)
25,(-0.9938917950819484+0j),(-0.06888683006922794-0.275616487469001j)
26,(-0.9410195834191543+0j),(0.2873453574692612-0.14751688255464596j)
27,(-0.9914706290275573+0j),(0.0751673151236116+0.19098337638245233j)
28,(-0.9736681151529822+0j),(-0.03107312747468377-0.09708884759404338j)
29,(-0.9801758783630244+0j),(-0.3457224094244849+0.0035610515681537835j)
30,(-0.9964639980875983+0j),(-0.13600344778164766+0.4028401013910549j)
31,(-0.9991379206769733+0j),(0.29459659000507393-0.025840459279621447j)
32,(-0.9671682227552126+0j),(-0.04601415664372237-0.05357403744556142j)
33,(-0.9945283972843165+0j),(-0.02117417147093456-0.10216769201675241j)
34,(-0.9194951271930104+0j),(0.07072224626908646-0.028272161994553652j)
35,(-0.9999330363340189+0j),(-0.18504943942259675-0.16515983027601006j)
36,(-0.9678902011281012+0j),(0.2102375665606972+0.36909100333831046j)
37,(-0.9741884172127533+0j),(0.05674772250170429-0.12943388320675975j)
38,(-0.9748450335921736+0j),(0.06269953058364988+0.18993906830225255j)
39,(-0.9625614940580023+0j),(-0.1786222695149001+0.12333950027740334j)
40,(-0.9871544454371964+0j),(0.12275748856053227-0.11226995666977524j)
41,(-0.964464350766801+0j),(0.24129979579108593+0.25805436611545945j)
42,(-0.977868621548509+0j),(0.1531986685125848+0.11117369527300441j)
43,(-0.972561986151594+0j),(-0.01668301064256686+0.2377118894121667j)
44,(-0.976735455915847+0j),(-0.141995117135593-0.11461165548461781j)
45,(-0.9679098388999988+0j),(0.18055280823605704+0.07290371591043787j)
46,(-0.9846117641436939+0j),(-0.1267280823932509+0.01372912720827826j)
47,(-0.9694381365281879+0j),(-0.3607599018236495-0.02905943779928377j)
48,(-0.9341836681386922+0j),(0.3489750387927736+0.03742452857491834j)
49,(-0.938429994165315+0j),(-0.08231497484533333+0.19662558250351553j)
50,(-0.996038776285306+0j),(-0.038508641187532305+0.04950032543894095j)
51,(-0.9806220733480179+0j),(-0.08530306315816244+0.275274835668785j)
52,(-0.978966987486888+0j),(-0.03762923958426742+0.4132793917341988j)
53,(-0.9514640138063111+0j),(-0.07874102005687092+0.3259218091699274j)
54,(-0.9846187844482935+0j),(0.21615021358777053-0.09654756364654067j)
55,(-0.9870526162860767+0j),(0.19857283796080363-0.2625839655212668j)
56,(-0.9887716533513069+0j),(0.1324879108729491-0.250080279850902j)
57,(-0.9887716533513069+0j),(-0.027517608355120238+0.22867286021661745j)
58,(-0.7813952592669507+0j),(0.4051532393660596-0.26760547432563697j)
59,(-0.9733805306212432+0j),(-0.01734409529860953+0.3149007807475587j)
60,(-0.9921324788636795+0j),(0.09703674589636119+0.06434052002996554j)
61,(-0.9624509145394966+0j),(0.23804554365277447-0.2642878868026789j)
62,(-0.9885634110232437+0j),(-0.3745776909387554-0.18865006224179098j)
63,(-0.979875703619842+0j),(0.320120485797889-0.003101707210478477j)
64,(-0.9721225209988248+0j),(0.29897714561258976-0.022961064280018005j)
65,(-0.9878837594597212+0j),(0.2887773483144849-0.2110056576521632j)
66,(-0.9768867561267849+0j),(0.21731816768984863-0.17521590745429466j)
67,(-0.9817944812094255+0j),(-0.15039515390624864+0.19181982856204047j)
68,(-0.9810242284301447+0j),(0.22738445114932798-0.219161754310577j)
69,(-0.9999737617407417+0j),(0.1014677109482803+0.12579576835598122j)
70,(-0.9999737617407417+0j),(0.06661769034729709-0.27435447830692694j)
71,(-0.9876708691089259+0j),(-0.06425050944291119-0.2331455569760807j)
72,(-0.9976327940663376+0j),(0.09808128268633381+0.17919938839553803j)
73,(-0.9874653834581388+0j),(0.19665019946995665+0.16800984996253301j)
74,(-0.9874653834581388+0j),(0.19520448146887612+0.18711548056615884j)
75,(-0.9397735647762497+0j),(0.3618969149214294+0.2551156008536181j)
76,(-0.9751479858379766+0j),(-0.18047703317817745+0.06872338693190205j)
77,(-0.9855995709861497+0j),(0.15566725425862593+0.19887115585533366j)
78,(-0.9855995709861497+0j),(-0.0958477851930156+0.011530085657075584j)
79,(-0.946760036849347+0j),(-0.002094170250644567-0.06518932758763628j)
80,(-0.9579634794949986+0j),(0.2696913655251114-0.017339055532815156j)
81,(-0.9705760214266562+0j),(-0.08256091680311914+0.3368861276236271j)
82,(-0.9884365381889646+0j),(0.2900044411333939+0.011573023942972105j)
83,(-0.9666971005294662+0j),(0.02814846162554631-0.3743024093040826j)
84,(-0.9474558189600875+0j),(-0.005280608391533048+0.43577399561899166j)
85,(-0.9927505864564417+0j),(0.02936423527811294-0.11588047949579489j)
86,(-0.999566105302136+0j),(-0.10017499268636287+0.1938030481958112j)
87,(-0.9881524770655884+0j),(0.025373860022798567-0.013531047949264047j)
88,(-0.9525680128432176+0j),(-0.31415634966283845-0.26236434040676354j)
89,(-0.9820062284558774+0j),(-0.04000054834556289-0.21819142307417513j)
90,(-0.9782670804644753+0j),(-0.03212303935533617-0.16895278140611278j)
