,amplitude,c_0
0,(-0.11839081410012631+0j),(-1.4771941737749805+0.3384459091922599j)
1,(-0.5856847731444296+0j),(-1.5984207092873437-0.5217243766181653j)
2,(0.658046687625651+0j),(-1.6740815522554828-0.8802934456351532j)
3,(0.12230898186869715+0j),(0.5321246958238594-1.3649311451289265j)
4,(0.06725438497380028+0j),(1.2639835992217354-1.2269210588063721j)
5,(0.06725438497380028+0j),(1.3393688897985525-1.2707224242927109j)
6,(0.4395303626872933+0j),(0.5824315063877403-1.686734206348585j)
7,(-0.6518399031150587+0j),(0.927617717104686-1.5304984280691427j)
8,(-0.2943655030741821+0j),(1.1134405277465251-1.4175293000247988j)
9,(0.5808807067710591+0j),(0.8543946421524278-1.5944891544840714j)
10,(-0.5415506601250529+0j),(-0.844834027874023-1.4720880040284645j)
11,(0.46913622181676123+0j),(-0.17792186703896898-1.6095411104559532j)
12,(0.844022204860567+0j),(1.3819436959516174-0.8667804755135453j)
13,(-0.21055714281695817+0j),(1.1299299566059489-1.0333366461620117j)
14,(-0.21055714281695817+0j),(1.305918319655934-1.1832212017178212j)
15,(-0.5227144967847321+0j),(1.2188223333948212-1.210288385660994j)
16,(-0.5282702746506776+0j),(1.0607647913357956-1.248931656980145j)
17,(0.22437055990630816+0j),(1.5650899957123645+0.7968810888184147j)
18,(0.1920414707836428+0j),(1.4833083636152098+0.4164104489534734j)
19,(0.6702141960619133+0j),(0.8241675602644815+1.521609025310957j)
20,(-0.6531337155374768+0j),(1.0762376587745999+1.491671820049162j)
21,(-0.21476724760656274+0j),(0.5722698668639926+1.496726588938431j)
22,(0.6760452807365522+0j),(0.5353862073050826+1.844286775523236j)
23,(0.4187652866017679+0j),(0.013822527060792567+1.5320967804495085j)
24,(0.2958972803680434+0j),(-0.8713485458546557+1.4252344987648005j)
25,(0.4999022049291314+0j),(-0.48862020336770606+1.5817057124670348j)
26,(0.6085757971245773+0j),(0.3689016600558634+1.6076070782827714j)
27,(0.4739842763726948+0j),(-1.0743164581531461+1.3350229582975912j)
28,(0.07861634309819698+0j),(0.8805328016624023+1.6141791523837696j)
29,(0.10494742228261655+0j),(0.15259506389039595+1.674284923043822j)
30,(0.3939811230743371+0j),(-1.2685534425750715+1.4630523764229963j)
31,(0.42270017086825334+0j),(-1.5385864877769118-0.025143782928480185j)
32,(-0.8672285674011414+0j),(-0.02400932166531572-1.8022701826074383j)
33,(-0.8562281816422193+0j),(0.4431093647685619-1.6723660062534178j)
34,(0.35065004591517124+0j),(1.4447833367730871+0.24096678840913588j)
35,(-0.3470315570282143+0j),(1.853085594126364-0.0727028383205428j)
36,(-0.36639951083139205+0j),(-0.912734995045497-1.51772301293747j)
37,(0.6487276779780973+0j),(-1.411797728498868-1.0456019371635605j)
38,(0.3830462674928019+0j),(-1.210562981370026-1.4915498449643545j)
39,(0.42019380777082127+0j),(-0.6894870674373869-1.5292029149348982j)
40,(0.3958959684888439+0j),(-0.9738440715348153-1.4544339514031654j)
