,amplitude,c_0
0,(-0.582538793764748+0j),(0.9149184902713562+0.14632129956650658j)
1,(0.18349725491508329+0j),(0.5428071462201022-0.7804860547500699j)
2,(0.8177475782692203+0j),(0.5054709798841486-0.9081143875177677j)
3,(-0.7294008803129488+0j),(0.1885932019487454-1.1212673794988315j)
4,(-0.2531965472140749+0j),(-0.7607442486130197-0.4257654989106886j)
5,(0.6439507221738292+0j),(0.8901071358229664+0.6082889081441792j)
6,(0.7267766275711414+0j),(0.8555662778335258+0.3472286334250071j)
7,(0.7236824122679686+0j),(0.736784332502418+0.26235305656648805j)
8,(0.0019464690223656156+0j),(0.9018975587936954+0.4968237469124115j)
9,(-0.7917186850684268+0j),(1.1600559680220912-0.3137458241609714j)
10,(0.8998000922012055+0j),(0.6376193742427528+0.790009208177565j)
11,(0.16870554428928053+0j),(0.7460956194038336-0.3454717272011185j)
12,(0.4386803948782755+0j),(0.14335264121394978-1.0008638790577453j)
13,(0.4386803948782755+0j),(-1.008938450028758+0.08251361933098278j)
14,(-0.7886004698126+0j),(-1.256141017916828+0.14684620072974j)
15,(0.6893579346542043+0j),(0.8266051874498102+0.08338719162169371j)
16,(0.028953423585558524+0j),(0.184707641875262-0.815934063640905j)
17,(-0.6486338817811952+0j),(-0.29921308469706964-1.0063790570803046j)
18,(-0.7947906011872357+0j),(-1.1094179689721875+0.4554470972317526j)
19,(0.024650607055280438+0j),(-0.7059357967246184+0.7500311261560992j)
20,(-0.21736614171712287+0j),(0.8389155944722988+0.2680403708826987j)
21,(-0.7147073515834421+0j),(0.9874587562023276+0.4771340268985412j)
22,(-0.6975931856347983+0j),(-0.656413661937324-0.8722225611082898j)
23,(0.9291324634337998+0j),(-0.5101374472347155+0.8398649937395235j)
24,(0.4085127632077039+0j),(0.12871018736631434+1.0901572538144542j)
25,(0.29083076398876484+0j),(-0.31070170805418207+0.9102086603028029j)
26,(-0.9422460642733561+0j),(0.4116014591168711-0.6432450795183617j)
27,(0.3630589912439587+0j),(-1.067592051896639+0.2796446112211894j)
28,(0.31671716100777303+0j),(0.8781694151101365+0.13165522437388055j)
29,(0.00749611484349233+0j),(0.8628189662934427+0.04089491596429218j)
30,(-0.772830683669437+0j),(1.1381959008454134+0.34973176100083j)
31,(0.6994765755870771+0j),(0.7506077844567549-0.3960751642415732j)
32,(-0.11122464145919708+0j),(-0.4422203231862322+0.7068010143453686j)
33,(0.29625266602757516+0j),(0.9544075491452404+0.576261044192582j)
34,(-0.7855821676571177+0j),(0.873546630950103+0.5738267982543717j)
35,(-0.9977454833232899+0j),(1.160920134668469-0.13562273167262284j)
36,(0.7749069779525534+0j),(0.6626448162883701-0.9506977901236646j)
37,(-0.8545591424162899+0j),(0.21134489499096443+0.9038103168537625j)
38,(0.16375868458631482+0j),(0.5738645836629964+0.6665152203417063j)
39,(0.2842948012120695+0j),(-1.009566023989623-0.05097107870720785j)
40,(-0.38852931047680017+0j),(0.09034047406405243-0.772774364263474j)
41,(-0.4883411062132954+0j),(-0.7126508803838922+0.31993473341169953j)
42,(-0.0020143553425028826+0j),(0.2219012447651021+1.1752533910620242j)
43,(-0.9834779687107582+0j),(-0.06521386848156133+0.9101737178963799j)
44,(-0.09782624696591291+0j),(-0.988144369195221+0.41947003411733264j)
45,(0.30413450398329345+0j),(-0.21368261673512823-1.000442926719668j)
46,(-0.5022792806326157+0j),(-0.17327858960167933-0.42971844851504426j)
47,(-0.49609973803684076+0j),(0.05763964659204224+1.086796152413412j)
48,(0.20680669069593166+0j),(0.7424937089165153+0.42481080624567635j)
49,(0.10380056666535425+0j),(0.7208096531710209-0.362424753022947j)
50,(0.6322542220331383+0j),(-0.7785451452015956-0.7367659610618666j)
51,(-0.6882637235928707+0j),(-0.13729470148855105-0.996430878440902j)
52,(-0.6624715159256124+0j),(0.13659707185678283+1.027945649976148j)
53,(-0.10256162178116754+0j),(-0.10141851892521933-1.1190934306522689j)
54,(0.15870529784408005+0j),(-0.7640126636129537-0.0928188630725672j)
55,(-0.05346647384794978+0j),(0.335760437994988+1.000359729716394j)
56,(0.23973334888242037+0j),(-0.8752399923618234-0.03230321051532969j)
57,(-0.5682420789666064+0j),(-0.3763308880215751-0.8178645604770601j)
58,(-0.4378220065236965+0j),(0.9971374578974744-0.6318250631081731j)
59,(-0.11050267935488106+0j),(-1.0083172081177312+0.22683383726171732j)
60,(-0.02168683094000068+0j),(-0.32237017409475-1.1562330048046638j)
61,(-0.09470184266103293+0j),(0.3630862263649981-0.6102840203332733j)
62,(0.3703773539348038+0j),(0.9241123456185105-0.20309923051747913j)
63,(0.3703773539348038+0j),(0.9241123456185105-0.20309923051747913j)
64,(-0.31292784759358194+0j),(0.05031127362532231-1.0234432717473663j)
65,(0.36530892953310384+0j),(-0.4847821971527366+0.975718387732079j)
66,(-0.33745099355793845+0j),(-0.6326820577742519+0.9052965436056767j)
67,(0.42065473717058494+0j),(-1.0755317029876315-0.4206342343754649j)
68,(0.9508912297676703+0j),(0.019480785641530496-0.9731353744357076j)
69,(0.046960120531649996+0j),(-0.4660616302569367+1.3703541887570223j)
70,(0.3975836553978404+0j),(-1.1129791417410912+0.33359807242588735j)
71,(-0.5709655073218699+0j),(0.5644014055903788-0.6722358049913714j)
72,(-0.9060006569039929+0j),(0.5039200934758902-0.2482163658617919j)
73,(0.8355842646780616+0j),(-0.223592562164248+0.6207088470466775j)
74,(0.8236511850541804+0j),(0.9553395487350744+0.03249380963119036j)
75,(-0.11853268825121877+0j),(-0.02616673099414965-0.9112151399972412j)
76,(0.7337681174041742+0j),(-0.700612411153765+0.6250970913271878j)
77,(0.038353765522377514+0j),(1.085444415032988-0.6675804042180659j)
78,(-0.8412188904985877+0j),(-0.8118801574290256+0.6279415247459172j)
79,(0.5765834761538+0j),(-0.9808036637507555-0.6959398192978679j)
80,(0.5493987845446764+0j),(-1.0838101221789382+0.5107008516767666j)
81,(-0.15432520115971676+0j),(-0.6927887408406945-0.16357620211856894j)
82,(-0.8250808401686709+0j),(0.6403715540455064+0.6145915197923972j)
83,(-0.42221887188779456+0j),(0.6893458050050705-0.28666065831575627j)
84,(-0.040555555654420705+0j),(0.6823865288031188-0.2635349751254493j)
85,(0.21105081449161928+0j),(0.4062652299697279-0.8407775514658483j)
86,(-0.6971413492059285+0j),(-0.5505641527904745-0.9885084422016847j)
87,(0.28998110596210946+0j),(-0.7988611205882485-0.044392923652232893j)
88,(-0.4294454890799064+0j),(-0.7296852021857452+0.7522282433171602j)
89,(-0.3942604348060563+0j),(0.7389726569234214-0.26081902891073183j)
90,(0.7940041750842399+0j),(0.5936459167451628+0.8022158310040287j)
91,(0.6789957615224658+0j),(0.2263638674382382-0.9638279549666802j)
92,(0.5010453956937755+0j),(0.7411807095481018-0.7766577784084656j)
93,(0.63760403610406+0j),(1.1231565344723475-0.4704547951829734j)
94,(0.14522053702997395+0j),(-0.027676591646754817+1.148842804790079j)
95,(0.2773662166366937+0j),(0.9628303178912447-0.5523619127934613j)
96,(-0.9774627605424522+0j),(-1.1153117081547959+0.12267746551064494j)
97,(-0.887324492318629+0j),(1.0243490184244646-0.21564332348017778j)
98,(0.029553329003076723+0j),(-0.24768481748795004-1.050411100351787j)
99,(0.4664241153684102+0j),(-0.9950931329732474-0.003432887094716175j)
100,(0.2521939943341476+0j),(-0.183022319955521+0.8236822345085052j)
101,(0.7548008695864346+0j),(-1.0305682777858167-0.058132543982927665j)
102,(-0.4996523687148278+0j),(-0.7833916868103463+0.5429897694501823j)
103,(-0.9120967742884156+0j),(0.6202984875053895-0.970646767919793j)
104,(-0.7408450219313698+0j),(-0.6434849925201641+0.9238180424528996j)
105,(-0.0213141006911787+0j),(1.037725166603753+0.3799675943953094j)
106,(0.4099591974805886+0j),(-0.6747121502166508+0.7202121563056878j)
107,(0.17570963381995597+0j),(-0.9915912342036786-0.2980084344128574j)
108,(-0.9803887994735742+0j),(-1.1893266427674007+0.15670230544077635j)
109,(-0.9493591683414196+0j),(0.4419007007736899-0.5138887139475685j)
110,(0.14963543861610434+0j),(0.7230212344352159+0.4706148307235635j)
111,(0.5254853786998686+0j),(-0.05664005483395246-1.2155714022081976j)
112,(0.6961233582689824+0j),(1.3837690302848635-0.07775785235096352j)
113,(0.21873538018444716+0j),(0.31295646254289733-0.7041240488880396j)
114,(-0.4266708292535908+0j),(0.4537471035921606+0.758845276372094j)
115,(-0.34579913470816326+0j),(-0.4448738714741605+0.948060327478269j)
116,(-0.34579913470816326+0j),(-1.0930297877244928-0.06726424944500392j)
117,(0.17997150750460222+0j),(0.5260853672804198+1.0607795853380635j)
118,(-0.268124521798321+0j),(0.26386733518199823-1.475869672910184j)
119,(-0.4723503330084087+0j),(0.3494218437662896+1.1364860330348214j)
120,(-0.25389081979231265+0j),(-0.4601787875515255+0.9395770956938856j)
121,(0.7710818352147403+0j),(0.16530053494617225+1.0479290123576968j)
122,(-0.03806608575517928+0j),(-0.9765991585331296-0.4700045415839449j)
123,(0.8399581420363562+0j),(-0.6634042654122607-0.5595826627523236j)
124,(0.10287993588479566+0j),(1.1159277361905438+0.029690563341794443j)
125,(0.452314618015507+0j),(1.1107226571464957+0.09415773672385991j)
126,(0.16687452793126445+0j),(0.8046073606850248+0.2545212772655894j)
127,(-0.20849732567756052+0j),(0.5213994975756633-0.7722444749938224j)
128,(0.30998729373328593+0j),(-0.6034573398798667+0.41960559313491336j)
129,(0.5361810001288306+0j),(0.1895409909613116-0.23732314101940777j)
130,(-0.7089453752916562+0j),(-0.8428664691647915-0.1644790010091026j)
131,(-0.46171144794592617+0j),(0.8545731713373644+0.9738067469602016j)
132,(-0.03839439317594521+0j),(0.8817199682396688+0.5172483856612007j)
133,(-0.15723501293839937+0j),(-0.3165952044273421-1.0522589991136218j)
134,(0.09172891557133789+0j),(0.7396571676083237+0.8843444194676708j)
135,(-0.8238492581842038+0j),(-0.9178953401096412+0.4041254692954084j)
136,(0.5705398125780894+0j),(1.285195674273486+0.12879537432239646j)
137,(0.8580768928400837+0j),(-1.0069634811923742+0.024574737199446473j)
138,(-0.538756056318705+0j),(0.8617313998059694+0.6335441976457509j)
139,(-0.42109305932991414+0j),(0.9295980762357102-0.28253979453352307j)
140,(0.7978175227093548+0j),(0.6362250011336599+0.8171990455609521j)
141,(0.17116748259800185+0j),(0.25366262781762305-0.7308539906263003j)
142,(-0.4003045120356672+0j),(-0.6245136528953904+0.7666040888915968j)
143,(0.25396346892676624+0j),(-1.0534255432492177+0.2150943543091559j)
144,(0.215471932934717+0j),(0.8014985428943638-0.31120165472527683j)
145,(0.5549010818334413+0j),(-0.5616341322799027+0.44030197151129624j)
146,(0.8350680520956889+0j),(0.27824807628074466+0.927919276372198j)
147,(-0.6884512916166505+0j),(0.7826136446387418-0.3255894173767829j)
148,(0.8555706453941265+0j),(-0.6216681076077384+1.022537964054774j)
149,(-0.10649392153952693+0j),(0.7026481999881231-0.5242321309700042j)
150,(0.35350949073258225+0j),(-0.33562793454614964-1.00390009558797j)
151,(0.17042692301951895+0j),(0.40245175181869003+0.9186828925712666j)
152,(0.9281743674972425+0j),(0.35375369181815-0.957734995714721j)
153,(0.2774340522001073+0j),(-1.0911301300364156+0.06176485730948269j)
154,(-0.4814059599752996+0j),(-0.44540741032298925-0.34476520629496454j)
155,(-0.9217299744498776+0j),(0.5864936210616201-0.9288035419488397j)
156,(0.6837666938142878+0j),(-0.19761618094806646+0.8375339097376762j)
157,(0.25407136960427285+0j),(-1.1236607074654519+0.41222293228768603j)
158,(-0.44526520145259624+0j),(-0.8814587636900946-0.25535659772365016j)
159,(0.9854925472848264+0j),(-0.5445276210842712-0.7949161747777186j)
160,(0.5440634553867176+0j),(-1.0120888805591113+0.1439592109118728j)
161,(0.6442923193754495+0j),(0.6393488572476059-0.8262245810210787j)
162,(-0.30099509475441244+0j),(0.8962894306387286+0.45474810435011614j)
163,(0.019624349681189868+0j),(-1.2237297768377224+0.161429750278706j)
164,(-0.6727135081887448+0j),(-0.6602253696396555+0.8404956933059416j)
165,(-0.8269075185842416+0j),(-0.7638161308549596+0.20840499912052068j)
166,(-0.6823855552878243+0j),(0.24916555923172568-0.9238247479345916j)
167,(0.005862431119912137+0j),(-0.2173624641278662-0.8265293152829576j)
168,(0.8181216612536861+0j),(0.36709631020812594+1.0061680513527536j)
169,(0.028865756837938072+0j),(-0.9659511888160005+0.11185156451516931j)
170,(0.47628919735363645+0j),(-0.39911079353115475-1.0827185030465472j)
171,(-0.9192474103252866+0j),(-1.0754407100906078-0.1562145448383645j)
172,(-0.40046140387440543+0j),(0.6446491055954571-0.7728798186889847j)
173,(0.2355358078931009+0j),(-0.37591153035174274+1.0691235795624279j)
174,(0.9086893648044742+0j),(-0.07106365650057056+1.3051394778998513j)
175,(0.0001324688558780318+0j),(0.9493242557277277+0.2052443315285631j)
176,(-0.12402793638521226+0j),(0.9142512228590254+0.2516374496946581j)
