,amplitude,c_0
0,(0.022064919016991258+0j),(1.8226148471130896-0.15185255644110662j)
1,(0.06876781295934092+0j),(1.3954557613812961-1.0014296305303927j)
2,(0.45826994874420346+0j),(1.1053758804978153-1.3959077283599315j)
3,(0.5755098031882491+0j),(0.6005447456686582-1.6974668351409161j)
4,(-0.07522324034524203+0j),(-0.22943052962982804-1.682110238346007j)
5,(0.4900782637663764+0j),(0.7548092980196197-1.4610876053244741j)
6,(-0.17350770547153369+0j),(-1.7036254218695415-0.3968807003355499j)
7,(0.5071472050686012+0j),(-1.419596360894536-0.9144336169987697j)
8,(-0.074954370142997+0j),(-0.6351164870381322-1.5587016659811455j)
9,(-0.8769728785152509+0j),(-0.8197976400533072-1.6482181989804263j)
10,(-0.4331522522417092+0j),(-1.7565493285627571-0.5675111211246371j)
11,(0.08292056322361496+0j),(-1.367190680965039-1.1423949052267797j)
12,(0.3253578316373313+0j),(0.2582779339964436-1.6495782072075047j)
13,(-0.11003274362812077+0j),(0.3775868562005204-1.6846627491693063j)
14,(0.7268026932801732+0j),(0.6926779098526405-1.545008758451563j)
15,(-0.4214555309913487+0j),(-1.826230113677485-0.2094442213560735j)
16,(0.8838240914420931+0j),(-1.8273232870692029+0.1628285930876956j)
17,(-0.027220408700830367+0j),(-1.7165541462148053+0.827751615603394j)
18,(-0.27475858627014205+0j),(-1.1828744119431351+1.0852859661632053j)
19,(-0.6767764565724659+0j),(-1.7098203336267213-0.8518395861452498j)
20,(-0.6464112990193773+0j),(-1.5245743657264437+0.5243894561156544j)
21,(-0.37380646930517425+0j),(-1.634302122115204+0.18258553371928243j)
22,(0.03959270275474136+0j),(-1.7491787247636306-0.20763649929933303j)
23,(-0.024845901162437012+0j),(-1.6792495263493206-0.4428529544238726j)
24,(-0.23321973327516346+0j),(-1.528479736985618-0.5868211878316728j)
25,(0.7419046754214139+0j),(-1.4880942978199163-0.9709386177932081j)
26,(0.5201547551788128+0j),(-1.6554160736846226-0.4698091082284862j)
27,(-0.32455384511924534+0j),(-1.5612020120981989-0.6957491040261753j)
28,(0.37355440108646143+0j),(-1.8748894086321735-0.23532538386344773j)
29,(0.09460423751273087+0j),(-1.5725671428796906+0.743143025042162j)
30,(-0.09897434889813139+0j),(-1.025514303687066+1.4965085830881055j)
31,(-0.014777569139624247+0j),(-0.4662148002402143+1.7053975067034657j)
32,(0.02190258791709078+0j),(0.009784215301881644+1.6483579041026477j)
33,(0.2237206091424437+0j),(1.2543744534150452+1.4330241751624169j)
34,(0.21137551451406367+0j),(1.4327724573047316+1.1199401399702045j)
35,(-0.8420307590062535+0j),(0.6257887058722814+1.587106583802101j)
36,(0.22505567618050987+0j),(1.5854647097638608+0.7137928739144204j)
37,(0.6866945981878048+0j),(0.8138608329672002+1.506397406198194j)
38,(0.22720225613906853+0j),(0.9018837786843186+1.5580137503140694j)
39,(-0.2614897523889187+0j),(0.7095374293475393+1.6143135531694455j)
40,(-0.4287118427340229+0j),(1.3128068671339617+1.4688337740435633j)
41,(0.4497380160447014+0j),(1.600650578425968+0.6405189438899774j)
42,(-0.41507198432924114+0j),(1.8601643539881099+0.4705371847628204j)
43,(-0.6306305763933688+0j),(1.7386074368322335+0.13514850877165202j)
