,amplitude,c_0
0,(0.8000002233918079+0j),(-0.005610679540821965-0.014284198897929439j)
1,(0.7999940755011763+0j),(-0.005610669182274909-0.014284238155949458j)
2,(0.7999832312585913+0j),(-0.005610782987728395-0.01428428765790888j)
3,(0.7999800753238059+0j),(-0.005610701340637019-0.014284148580008621j)
4,(0.799983194770157+0j),(-0.005610561205619352-0.014284314564182412j)
5,(0.8000745506005487+0j),(-0.005610631710137996-0.014284288943437367j)
6,(0.8001650163938265+0j),(-0.0056100195930003476-0.014284945305753206j)
7,(0.8000341806038765+0j),(-0.005611536429877254-0.014284775965414602j)
8,(0.8000219065934594+0j),(-0.005612353713751638-0.014286948262553936j)
9,(0.7999835862818886+0j),(-0.005614218487777468-0.014287744003853924j)
10,(0.800185499472966+0j),(-0.005613882670092498-0.0142836634590233j)
11,(0.8002388600326197+0j),(-0.00561590867358599-0.014288085805611566j)
12,(0.8003246942315493+0j),(-0.005616184163012107-0.014288469572578181j)
13,(0.7982576481733671+0j),(-0.005639173035924208-0.014261739732861774j)
14,(0.7983601596621781+0j),(-0.005596067436345562-0.014272438017215975j)
15,(0.7930887565480109+0j),(-0.005556983005331785-0.014340402981618988j)
16,(0.8014855893069424+0j),(-0.005514077651736608-0.01442566560943323j)
17,(0.8055829968724231+0j),(-0.005639095433552408-0.014523514579289258j)
18,(0.7775796251836669+0j),(-0.005756375466556138-0.014560713044665713j)
19,(0.7643534077438964+0j),(-0.006044380592830414-0.014811543581761514j)
20,(0.7974881842825824+0j),(-0.0063507938103150845-0.01453675408566669j)
21,(0.7951136158422014+0j),(-0.005179094997993397-0.013808188786587372j)
22,(0.9158849190946682+0j),(-0.005319465670672324-0.01339126651374913j)
23,(0.9708787976089445+0j),(-0.008888398253003709-0.011769841029418877j)
24,(0.9701008470314783+0j),(-0.009601370625040337-0.01161613150019205j)
25,(0.9752177113629853+0j),(-0.00966173663229352-0.011969348000161311j)
26,(0.9523703537826487+0j),(-0.0024634582022560543-0.009600969241554406j)
27,(0.9526116755210673+0j),(-0.01803509750935933-0.011717091688130744j)
28,(0.9450876375098124+0j),(-0.00713682552097751-0.0411020997985709j)
29,(0.9807169895198871+0j),(-0.05573834631986827-0.1106308802431953j)
30,(0.923239159265138+0j),(0.02656099958670707-0.08290252812351974j)
31,(0.9670718070253425+0j),(0.03755242146199446-0.19625977239208733j)
32,(0.9949223435900422+0j),(0.17958297530160858-0.2020324983270934j)
33,(0.9706414104244429+0j),(0.19949579199504158-0.43482858287273557j)
34,(0.9720368730106502+0j),(-0.5224441929205614+0.030797122089202794j)
35,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
36,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
37,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
38,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
39,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
40,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
41,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
42,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
43,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
44,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
45,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
46,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
47,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
48,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
49,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
50,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
51,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
52,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
53,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
54,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
55,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
56,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
57,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
58,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
59,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
60,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
61,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
62,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
63,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
64,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
65,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
66,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
67,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
68,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
69,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
70,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
71,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
72,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
73,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
74,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
75,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
76,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
77,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
78,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
79,(0.9321772060588331+0j),(-0.716755934058226-0.0006138699660771171j)
