,amplitude,c_0
0,(0.06876410907122532+0j),(-0.2791981658376278-0.5071852146218556j)
1,(-0.7296091373165001+0j),(-0.849777875329662-0.7399398270451786j)
2,(0.02326300707976192+0j),(-0.4073674900520553-0.9001375386509672j)
3,(0.5256941661066376+0j),(-0.4312711575739293-0.7375221915121422j)
4,(0.624310950558719+0j),(-0.9707385675019549-0.1702533494647509j)
5,(-0.0573275718857745+0j),(-0.9901854058054685+0.35381599560337307j)
6,(0.592429437308137+0j),(-0.49125144065975723+0.9888777294351238j)
7,(-0.08632798059014501+0j),(0.1437561008353392+0.47708106251775906j)
8,(0.08731231954323335+0j),(0.43109669824070507+1.0333956674995208j)
9,(0.4395248230065541+0j),(0.9229701641495316+0.5195422087357167j)
10,(-0.05145949835915842+0j),(1.0597004857836612-0.07774886627513405j)
11,(0.025389387054306822+0j),(-0.026881540186417974+1.0127337047889249j)
12,(-0.5186369136073291+0j),(0.8459140666937321+0.26299345065885615j)
13,(-0.17065428205542388+0j),(1.034195362229352-0.3907622427255435j)
14,(-0.3232459931950446+0j),(0.6609901713157718+0.6196649514749426j)
15,(0.20232792604411162+0j),(0.9354793152113531-0.10644743591516792j)
16,(-0.05118859179349261+0j),(0.5111738620319246-0.7561858933473403j)
17,(0.8222027729326697+0j),(0.08398278059940045-0.9412585456515181j)
18,(-0.27227652705947414+0j),(0.16965178896836852-0.9112614646758477j)
19,(-0.2709114753228603+0j),(-0.4979179341087437-0.8503841663466866j)
20,(-0.258210084375886+0j),(-0.5977566622798615-0.6006582575592389j)
21,(0.1017409233931788+0j),(-0.9702639447520377-0.5291918546169088j)
22,(0.17301639896497795+0j),(0.5135945716584016-0.990971858729446j)
23,(-0.13026951072240323+0j),(0.1583212425714957+0.9271517422757483j)
24,(-0.3673306054912023+0j),(0.442061954971801+0.7914193717411385j)
25,(-0.4255901287996699+0j),(0.2073094758645283-0.7394434273236592j)
26,(0.269334721562717+0j),(0.6276955240504765+0.5568560708717634j)
27,(0.49545033132684707+0j),(1.0666665356856786+0.3084881761819223j)
28,(-0.5053183129599627+0j),(1.1070549550374738-0.02516235035225356j)
29,(0.2022331011400358+0j),(0.4626536429472421+0.8410148827423485j)
30,(0.6096787051131699+0j),(0.31034360877503403+0.8961090941379456j)
31,(-0.3925407482586569+0j),(0.9569706987888214+0.6516798919347621j)
32,(-0.2621721801049982+0j),(-0.9212361060325742+0.39696838658719774j)
33,(-0.5729544093086882+0j),(0.9610329032241203-0.090485891965848j)
34,(-0.4499230086933179+0j),(0.7893790774002538+0.47173220767532714j)
35,(0.32824903537135974+0j),(0.04971448196922821+0.948726120908485j)
36,(0.34298307635060743+0j),(-0.8611239903529404-0.3018010207443208j)
37,(0.911118971721011+0j),(-0.5778885814622468+0.8350072635485513j)
38,(0.4079142334048677+0j),(-1.1952239540135443-0.08376767972719723j)
39,(0.5541609211551034+0j),(-0.9394067230115043-0.4011618938224145j)
40,(0.36855344770583764+0j),(0.642948925466224+0.4706077307736077j)
41,(0.23155539762273247+0j),(-0.4873050203644619+1.0124826910813984j)
42,(-0.5811969673381332+0j),(0.6269935076872871+0.6331086711800369j)
43,(-0.5673347864165745+0j),(-0.6317318231701103+0.8653975849384471j)
44,(-0.055033282136845774+0j),(0.5991036821047685-0.27832904043312723j)
45,(0.08496093518474065+0j),(0.07346648760568641-0.8662787533333485j)
46,(0.6593022771409756+0j),(-0.7549227261340397+0.7576531643224602j)
47,(-0.7664725650628555+0j),(-0.04418766759990789-1.0983093075156196j)
48,(-0.1887642777872545+0j),(0.38710002074783256-0.9126484592755815j)
49,(-0.4106438261091583+0j),(0.5691040984239966-0.6547685772580301j)
50,(-0.5052782640132407+0j),(0.5456538621458458-0.9359797743671124j)
51,(-0.33040718550368176+0j),(0.789105934300556-0.6204901141314987j)
52,(0.11367954178223116+0j),(0.7259365650364958-0.046271826972256014j)
53,(-0.507135246384859+0j),(0.9116514339471651-0.48330687144643003j)
54,(-0.10788599142844618+0j),(-1.270671891708135-0.5816350251772455j)
55,(0.8193181844262942+0j),(0.061694286475930116-0.9558652201185759j)
56,(0.5579093244359334+0j),(-0.6747649676022482+0.6533113863597239j)
57,(-0.30673756820908515+0j),(-1.1369679370282244+0.15858608650822148j)
58,(0.38250121778453294+0j),(-0.5020997463736386-1.0196563836395318j)
59,(-0.5942807561759251+0j),(-0.6351144229431448-0.6950700476795828j)
60,(0.710682249582258+0j),(0.15790280602025325-0.9297979893863979j)
61,(-0.0671024635487642+0j),(-0.7954689392794096+0.005453596511395653j)
62,(0.11284398963058101+0j),(0.8269643037891172-0.5961918091971069j)
63,(-0.28790082771435277+0j),(-0.7628897932062316+0.34376738115546257j)
64,(0.08540210285268485+0j),(-0.606730302011314+0.8364172919844197j)
65,(0.7944074293155076+0j),(-0.8511104410963323-0.18295635160319912j)
66,(0.08028085340399604+0j),(0.19955195142708076+1.1035802511942423j)
67,(-0.2508020405202412+0j),(0.39316169393757117-1.040811500311106j)
68,(0.7149707105282357+0j),(0.7180332179591649-0.2560347211403682j)
69,(-0.5053019108565275+0j),(0.6374668335770679+0.8333737369983082j)
70,(-0.15586577782595573+0j),(-0.8571348914437171+0.743714558169882j)
71,(-0.05775061910801993+0j),(-0.781791592661067-0.36732570704382483j)
72,(0.3767149395065513+0j),(-0.32128806276885+0.7267337917040826j)
73,(-0.08911227733112514+0j),(0.9983370933840511+0.28085592239412016j)
74,(0.4259171087102869+0j),(-0.9563036337881634-0.0441120024363717j)
75,(0.24427366235291012+0j),(-0.7634651487693979-0.5251709924097855j)
76,(-0.766917392082759+0j),(0.6892704570755785-0.762877111795033j)
77,(-0.02452596128466128+0j),(0.786555860913701-0.6687974434425454j)
78,(0.4658689373776432+0j),(0.3396093020740457-0.7849275156511787j)
79,(0.7766673717403455+0j),(0.6293751838069385+0.8873793299639098j)
80,(0.15125250787706052+0j),(-0.003238180493482253+0.9725423337309534j)
81,(-0.47308948358870906+0j),(0.17613111582902136-1.0653081280471683j)
82,(0.23957011925621668+0j),(0.09781848749928546+1.020257252678456j)
83,(0.5636350204192544+0j),(0.3800978086845609+0.7086562013065781j)
84,(-0.10365320598196982+0j),(-0.1254591045873642-1.0110977777724686j)
85,(-0.3138189409771781+0j),(0.7211253639113386-0.7361587647195651j)
86,(-0.708626148711441+0j),(1.103475105812427-0.0452990670810422j)
87,(-0.7682531170909579+0j),(0.8968524281215822-0.21590652133944443j)
88,(0.2183196404079449+0j),(0.5513401325255176-0.9076154662503927j)
89,(-0.09076191417874904+0j),(-1.0895258460171364-0.2643658828951928j)
90,(0.09789559555392847+0j),(-0.5472704173411908+0.8677692537040127j)
91,(0.3097592402394292+0j),(-0.27501973445315214+0.16453735442333256j)
92,(0.8617848988229408+0j),(-0.5145183758279994-0.834263584105378j)
93,(-0.9034814891543508+0j),(0.9753757750724812-0.30742978217576145j)
94,(-0.8246454612327693+0j),(0.3992596096916307-1.0283993575552384j)
95,(-0.13705303120680667+0j),(0.06159360093955038-1.0445375508735046j)
96,(-0.2689223879515823+0j),(0.8491850048481667+0.12882173971343108j)
97,(0.8274872241334934+0j),(0.6742693308534751+0.25012100733803566j)
98,(-0.06561797183397246+0j),(0.6906013139499434-0.8801868116419519j)
99,(0.04050485064613263+0j),(0.8839868780541311+0.03208036843430784j)
100,(-0.5279989297068055+0j),(0.14942334570839683+0.7740730834807759j)
101,(-0.7333621506514584+0j),(-0.5302397748946224-0.7068537300258023j)
102,(0.23372933218349765+0j),(0.9665271496743737+0.00724073397941602j)
103,(0.09144303546078325+0j),(0.006304005591571404-1.0115555970245838j)
104,(0.40152292715945503+0j),(0.8692101780547163-0.722520556386127j)
105,(-0.02978705170086004+0j),(-0.8840213307119306-0.317587261900292j)
106,(-0.1493323516249071+0j),(0.6469275419273484+0.8801249843934567j)
107,(0.0781066492853062+0j),(0.9369518736763837-0.5847214080256762j)
108,(0.2771294724689195+0j),(0.8243457425432699+0.7919192260677405j)
109,(0.5462661954068669+0j),(1.0905496801359114+0.3411226857540477j)
110,(-0.6067017658050764+0j),(0.934015899675996-0.6011450999606466j)
111,(0.35602440928753354+0j),(-0.7732489897213521+0.7392282633407787j)
112,(0.574093309191847+0j),(0.45940445679650477-0.8286771962222255j)
113,(0.4685580023834266+0j),(-0.5491601656423862-0.8735177043707308j)
114,(0.6870242953682479+0j),(0.07177830594281437-1.2109720257334688j)
115,(0.17132321394934968+0j),(0.2513036271463395+1.132091262757939j)
116,(0.47091509997468894+0j),(1.010208041147476-0.4386227030392431j)
117,(0.0770322982484829+0j),(0.5389939145416291+0.7199102392758262j)
118,(-0.27805135647087653+0j),(-0.38551920456606903+1.1130101219970017j)
119,(0.027853867889173115+0j),(0.17699354869227238-1.1349841880760625j)
120,(-0.456275230189741+0j),(0.21924882364007908+1.009362631397887j)
121,(-0.298998953371729+0j),(0.7897212411158583-0.6155427499548947j)
122,(-0.4712085165798837+0j),(-0.06324433361417017-0.9693303808377912j)
123,(-0.6009697642939444+0j),(1.095858054227932+0.19356930109959306j)
124,(0.44698109876512737+0j),(0.9876021401925753+0.19327800938625972j)
125,(-0.05211249350447661+0j),(-0.19259594134436434+0.960469818552367j)
126,(-0.5994331936701737+0j),(0.5636491468423334+0.536747273319357j)
127,(-0.5422416346020279+0j),(-0.8971314020405764-0.5352276252314425j)
128,(-0.7498444821756939+0j),(-0.9734332269061404-0.4349432276256562j)
129,(-0.36533698442909157+0j),(-0.21833040294646355+1.0769664562177104j)
130,(0.6292833340857353+0j),(-0.29044850120466953+0.7976420910273361j)
131,(0.11320429600735935+0j),(-0.9136917079672237-0.6393541264990226j)
132,(0.6785538568680041+0j),(0.660031134229162+0.19058521463272318j)
133,(0.15974866558813827+0j),(0.9615465646225249-0.4591163652533179j)
134,(0.8602494748918865+0j),(0.7875579068524117+0.06938661479127842j)
135,(-0.017291678655261822+0j),(0.38576271744495394-0.8845599614888779j)
136,(-0.8431629279230921+0j),(0.27394518574899235-0.9377606623086968j)
137,(-0.2828167095573366+0j),(0.7418532194195435-0.8331899295424232j)
138,(-0.0004660685810289611+0j),(-0.3197463281157229-0.9904571815590817j)
139,(0.1759833719438437+0j),(0.5990393501855619+0.8514372090978316j)
140,(-0.6098036018827944+0j),(-1.1236079226824116+0.13183375030884914j)
141,(0.3398812873832592+0j),(-0.9129101517516373+0.3903218310329432j)
142,(-0.031189172569803414+0j),(-0.07966606526306208+1.1756853420556972j)
143,(-0.4029654781650469+0j),(-0.07406070274011321+1.1425194979780862j)
144,(-0.28087347507861776+0j),(0.9847304370620048+0.040380199427397484j)
145,(0.5557470494954277+0j),(-0.6346829811767948-0.7951480532445244j)
146,(0.27608566456789785+0j),(0.6599870017180226-0.23950005627634574j)
147,(-0.029737533768583124+0j),(-1.1092261200614248-0.28481310693889184j)
148,(0.7716640720451634+0j),(-0.7292841084488126-0.21464976452594953j)
149,(-0.06442311748748164+0j),(-0.4359753523165302-0.7787721099555551j)
150,(-0.09157938065811387+0j),(-0.6074191783302878+0.8805828602694177j)
151,(0.17851854726722638+0j),(0.004343480984336345-1.2008438347612294j)
152,(-0.29518552845275176+0j),(-0.5620872628827058-0.7954569985125838j)
153,(0.15330543737902116+0j),(-0.5251485843483765-0.7385197800299701j)
154,(0.0016368959648119796+0j),(0.8163036467723979+0.7481567422430422j)
155,(0.6794739212038723+0j),(-0.3964002548631535-0.744447115786951j)
156,(-0.21839455461355328+0j),(-0.1814808524257302-0.687428139069886j)
157,(-0.15648665088416458+0j),(-0.12498000154192457-0.6176062119190435j)
158,(-0.17092343872594695+0j),(-0.475510773881612+0.7663753036959586j)
159,(0.34493635744649376+0j),(0.8641210533612222-0.34913530606055615j)
160,(0.5478068195164829+0j),(1.069543858341083-0.0107711613506784j)
161,(0.5829261822628303+0j),(0.3309151944257951-0.9216922609476595j)
162,(0.21795248798573166+0j),(0.5687721567664474-0.785083018134215j)
163,(-0.0076083410504997895+0j),(0.824029898622106+0.0007751412899629218j)
164,(-0.26121306855284365+0j),(-0.16237274029995086+1.0165219411708977j)
165,(0.10044313183340936+0j),(0.9755195581159564+0.5214827602936252j)
166,(-0.05635997237041335+0j),(0.042092986807750296-0.7127512292886757j)
167,(-0.7762563803403857+0j),(-0.06598315712354086-1.069259979431687j)
168,(-0.092684530300288+0j),(0.7003900539774466-0.5191874754938948j)
169,(-0.7730549947193015+0j),(0.7063037848296848-0.2961318641811425j)
170,(0.11068931600947118+0j),(1.118692389216199-0.0005523772327665766j)
171,(-0.19808234440319228+0j),(-0.553779937416887+0.9388235467568362j)
172,(0.2057589046120989+0j),(0.45579896918824175+0.7846961362398212j)
173,(0.6569673394037232+0j),(-0.34025491052221357+1.1264595578586838j)
174,(0.5445521756135031+0j),(0.06059093037545557-0.9824011503812633j)
175,(0.30716375595472956+0j),(-0.843483992519806+0.44523995555534046j)
176,(-0.4318167061272189+0j),(-0.5499872288286474+0.8199115953309907j)
177,(0.7391291161833842+0j),(-0.32136951592238716+0.640800475073483j)
178,(-0.6968833689706592+0j),(-0.576908405651173+0.5543118173663325j)
179,(-0.7188300240738501+0j),(-0.6556206759859323+0.17209885794220026j)
180,(-0.7545514476828681+0j),(-0.08297487863315983-0.5324947632250588j)
181,(-0.42784574625041744+0j),(-1.0829969265955952+0.3764077107454176j)
182,(0.3142678752716397+0j),(-0.9486083002082394+0.07763557670258603j)
183,(-0.009216696892710846+0j),(-1.0312242871689776-0.12802901789002813j)
184,(-0.4170806494161394+0j),(-0.4065928123553706-0.9274502112064122j)
185,(-0.4674421906713321+0j),(-1.0663540036791934-0.4775996095497109j)
186,(-0.01539508928890343+0j),(-0.3351818329076376+0.7888732334948142j)
187,(-0.6378970203255392+0j),(0.7084422358295506-0.31973024347399637j)
188,(0.17387792913953265+0j),(0.12205384090500127-0.9974221187393274j)
189,(-0.754921196149352+0j),(-0.1618272496965112-0.9752426119434454j)
190,(0.4413565736070406+0j),(-0.9788084619700564-0.17875766415125205j)
191,(-0.05664601264548441+0j),(-0.8533568317438549-0.24795843560845834j)
192,(-0.05205154865023957+0j),(0.959576751163524-0.11768586999421382j)
193,(-0.42189617431867016+0j),(0.5541954819529435+0.8365516046070989j)
194,(-0.8379208901098392+0j),(0.8657050146788582+0.12966233781000217j)
195,(0.11049636942556101+0j),(-0.9037152281719956-0.3323186470135904j)
196,(0.2788962393804657+0j),(-0.804015075232384-0.8217873475689724j)
197,(0.4868856585880394+0j),(0.42814457470070444+0.4696268297056816j)
198,(0.0747975108882569+0j),(0.4943816540127177+0.9958616392652933j)
199,(-0.30038194234560733+0j),(-0.9632632058297089-0.4125901405244482j)
200,(-0.6014349194314974+0j),(-1.1090390732478972+0.07284987406438215j)
201,(-0.1670179661072504+0j),(-0.944103064829305+0.24120392698968526j)
202,(0.6298994343575963+0j),(-0.582108635171894-0.8345575643817257j)
203,(0.766372336835379+0j),(-0.28891944699343197+0.9416417414893026j)
204,(-0.5553923964767287+0j),(0.3584900419865801-0.666460533583964j)
205,(-0.20300767524057647+0j),(0.46295969982778695-0.8832252269476303j)
206,(-0.2531766823644549+0j),(0.018091394539814204+1.171600784122814j)
207,(-0.2881949463501178+0j),(-0.7786517076997496+0.27916300516950954j)
208,(0.05330817636188445+0j),(0.6968396845885507-0.4027187416186242j)
209,(-0.06472517724772309+0j),(-0.7277433612984539-0.6440024912209953j)
210,(-0.27646560165639716+0j),(-1.0089949017711892-0.04906800028464897j)
211,(-0.12452287761765507+0j),(0.7292990031203266-0.910934796560545j)
212,(0.03244311939755601+0j),(-0.1882291102413447+0.7676649054140346j)
213,(0.11855996815512126+0j),(0.5424659431647001-0.6684772882733915j)
214,(-0.7351004664587442+0j),(-0.4968566023987509+1.1420739517083025j)
215,(0.591048397077973+0j),(0.860984072107108-0.3056795763069963j)
216,(0.6922512799147621+0j),(0.13748414697662426-0.6821478179223199j)
217,(0.25912442447056266+0j),(0.745496296983484-0.46984290417211805j)
218,(0.023806372242531793+0j),(0.7748058411351052-0.5750852308241154j)
219,(0.5897112376536539+0j),(-0.690547837223167+0.27451431161742684j)
220,(-0.0353115562918187+0j),(-0.728744886085153+0.5595870535326551j)
221,(-0.4127594994884073+0j),(0.5099836881135567+0.9121620902284306j)
222,(0.11309608221284123+0j),(0.7854594001356567+0.7814061726285406j)
223,(0.4280042847314121+0j),(0.7649504677672705-0.22482959376085215j)
224,(-0.4230594427081317+0j),(-0.4325117320646658-0.6778126560385186j)
225,(-0.6235415815331199+0j),(-0.9549795593216722-0.5389569954397522j)
226,(0.5861376968705958+0j),(-0.7903821234240048+0.5261505438525063j)
227,(0.3216499987059303+0j),(-0.356113950478846-1.0029019065998108j)
228,(-0.6184038124924045+0j),(-0.37666990743241124-0.842851672001844j)
229,(-0.5262915022987011+0j),(-0.41643161047938176-0.7910033586532095j)
230,(-0.5262915022987011+0j),(-0.3893165145119903-0.7560348459815839j)
231,(0.43786628825011215+0j),(-0.5027928739692203+0.8589258841459038j)
232,(0.8186223634360013+0j),(0.8978960360206254+0.7330830708798596j)
233,(-0.3199094478057244+0j),(0.7621673633714597+0.5788621865815263j)
234,(-0.5515863014198406+0j),(0.2616832956366049+0.9745200097461899j)
235,(-0.9375173733474267+0j),(0.7128511049588259-0.08023227469173708j)
236,(0.23984219606751034+0j),(1.0257622621936138-0.11342334219061612j)
237,(0.38915531678774606+0j),(0.45775981744692035+0.7579035775245132j)
238,(-0.2981204570532855+0j),(0.37259019550851125-0.8312376942287171j)
239,(0.18850135434283133+0j),(-0.2173926927113779+0.5778172260156034j)
