,0.0,0.5,1.0,1.5
0.0,-1.6999479252866956e-17,-1.6831167577095943e-19,-1.6664522353560205e-21,-1.649952708273284e-23
0.5,6.267430237339246e-16,-1.4614201247011286e-15,5.515034288797404e-16,-9.368616477155587e-16
