,abs_amplitude,amplitude_squared,abs_c_0
309,0.005820952551016464,3.388348860118508e-05,0.0
310,0.0006137026421933322,3.766309330350771e-07,0.0
311,0.0004101971991554076,1.6826174219494113e-07,0.0
312,0.009714387898015868,9.436933223311715e-05,0.0
313,0.0030182809572449395,9.110019936867428e-06,0.0
314,0.005773926311640322,3.3338225052252406e-05,0.0
315,0.007983123256178167,6.373025692333271e-05,0.0
316,8.863581145952056e-05,7.856307073087675e-09,0.0
317,0.004701616576979487,2.210519843692831e-05,0.0
318,0.004300282760746232,1.8492431822371238e-05,0.0
319,0.012810441237636656,0.00016410740470294176,0.0
320,0.016193501395792308,0.00026222948745552744,0.0
321,0.001527886859700359,2.334438256045025e-06,0.0
322,0.00433927510702297,1.882930845442921e-05,0.0
323,0.004892287355554731,2.3934475569320704e-05,0.0
324,0.002878456447637287,8.28551152094467e-06,0.0
325,0.016532643025333846,0.00027332828540311985,0.0
326,0.021383203385547653,0.0004572413870276966,0.0
327,0.008323544218135527,6.928138835125736e-05,0.0
328,0.002641126549905911,6.9755494526179e-06,0.0
329,0.010697389120226136,0.0001144341339895325,0.0
330,0.018752077660850554,0.0003516404165985704,0.0
331,0.009409422799531539,8.853723742034395e-05,0.0
332,0.01671339530932875,0.00027933758276589224,0.0
333,0.009371448531453882,8.782404757768912e-05,0.0
334,0.0021620853170405676,4.6746129181624115e-06,0.0
335,0.000410476889767971,1.6849127703358702e-07,0.0
336,0.012880593274134504,0.00016590968309367903,0.0
337,0.008850481483379342,7.83310224876406e-05,0.0
338,0.026426116261100877,0.0006983396206452202,0.0
339,0.010266266802351626,0.00010539623405706707,0.0
340,0.004357864397261519,1.8990982104919504e-05,0.0
341,0.001375323323301063,1.89151424361588e-06,0.0
342,0.0014795644270306201,2.1891108937344474e-06,0.0
343,0.00515146649598791,2.6537607059285954e-05,0.0
344,0.004706759317328524,2.2153583271258874e-05,0.0
345,0.007718212488615725,5.957080401942374e-05,0.0
346,0.009392898585457728,8.822654383669378e-05,0.0
347,0.011400674369151997,0.0001299753760714393,0.0
348,8.989313183514584e-05,8.080775151130911e-09,0.0
349,0.0012578172821072695,1.5821043151677182e-06,0.0
350,0.00602535556103794,3.6304909636930826e-05,0.0
351,0.00848631739707098,7.201758296382958e-05,0.0
352,0.009335114100693792,8.714435527297207e-05,0.0
