,amplitude,c_0
0,(0.8034077143536057+0j),(-0.06706803267746873+0.10725934605632034j)
1,(0.7994731737987952+0j),(-0.07197989171215533+0.10740841578501688j)
2,(0.801698362845258+0j),(-0.06727020683076894+0.09902019677449075j)
3,(0.8127941245696544+0j),(-0.05083355381446611+0.08716512547492498j)
4,(0.8251364520209792+0j),(-0.07659977179045013+0.07861815048158828j)
5,(0.8332572052303112+0j),(-0.07511677700398729+0.09843298263499856j)
6,(0.8843437876186473+0j),(-0.024661735612298317+0.08967820227547069j)
7,(0.9948918760790109+0j),(-0.08698704665488333+0.08605478089987115j)
8,(0.9969329716899856+0j),(-0.007333428832670174+0.07312093929224318j)
9,(0.9437493091934008+0j),(-0.032733759947354855+0.25482648262753776j)
10,(0.9480782497574995+0j),(-0.12360875553435459+0.05930613283079382j)
11,(0.9936097271942522+0j),(-0.08624107238267702+0.5204762625559503j)
12,(0.9810236219677809+0j),(-0.27800268877679585+0.4359409664643029j)
13,(0.9740887217852092+0j),(-0.25940166742754295+0.5229879501759538j)
14,(0.9740887217852092+0j),(-0.25940166742754295+0.5229879501759538j)
15,(0.9740887217852092+0j),(-0.25940166742754295+0.5229879501759538j)
16,(0.9740887217852092+0j),(-0.25940166742754295+0.5229879501759538j)
17,(0.9849179690015889+0j),(-0.0743426718945823+0.5953366308913438j)
18,(0.9993969436984821+0j),(-0.1604465329385617+0.6496788022315209j)
19,(0.941751620336088+0j),(-0.225785269274084+0.7323788982396972j)
20,(0.941751620336088+0j),(-0.225785269274084+0.7323788982396972j)
21,(0.941751620336088+0j),(-0.2558688186988999+0.7540659204793944j)
22,(0.9413259686959938+0j),(-0.22477506412150722+0.7205297680027151j)
23,(0.9362654898434012+0j),(-0.09343802680815229+0.7816823432245378j)
24,(0.9074363151296011+0j),(-0.07252921099724217+0.7841862149518206j)
25,(0.9207750441180244+0j),(-0.0981472655757457+0.794962166001245j)
26,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
27,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
28,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
29,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
30,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
31,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
32,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
33,(0.9395433108275473+0j),(-0.066227706760953+0.8340843554567694j)
34,(0.9432768475967872+0j),(-0.05281652583887761+0.8044233788532815j)
35,(0.9493200325939253+0j),(-0.048699253512701574+0.8320949937060934j)
36,(0.9414450609331125+0j),(-0.007183006510908172+0.8155684408066641j)
37,(0.9398883012545782+0j),(0.03497668204823295+0.8076157568251643j)
38,(0.9333519094573147+0j),(0.05178051182088268+0.8258619002334187j)
39,(0.9311696609098092+0j),(0.09347444993068026+0.8504736514425127j)
40,(0.9344587935098916+0j),(0.08519737507283844+0.8662096178800355j)
41,(0.9274715341507308+0j),(0.05637073880828317+0.9098140175032395j)
42,(0.9291569935408768+0j),(0.07900319389129792+0.9300562320907076j)
43,(0.9301898624469894+0j),(0.09938764132963042+0.95404832179245j)
44,(0.9301898624469894+0j),(0.09938764132963042+0.95404832179245j)
45,(0.9301898624469894+0j),(0.09938764132963042+0.95404832179245j)
46,(0.9327719184529035+0j),(0.09235088397438761+0.9713587065062427j)
47,(0.9364694638505019+0j),(0.10952573276611377+1.003853839529836j)
48,(0.9385154632518585+0j),(0.1298715147638283+0.9715275804575388j)
49,(0.9373128907679735+0j),(0.14267429895661282+1.0013531034129848j)
50,(0.9375324826194011+0j),(0.12199822379314845+1.0268594410847554j)
51,(0.9388533428355664+0j),(0.12344859275630572+1.0407763542812487j)
52,(0.9402966632072025+0j),(0.1461610733538334+0.9887248090030998j)
53,(0.942309063828495+0j),(0.1576999392654741+0.9724551794320438j)
54,(0.9437347123844627+0j),(0.19516567189892278+1.000878261623036j)
55,(0.9433087139340789+0j),(0.17835870820082103+1.0238133036428256j)
56,(0.9429825646933508+0j),(0.10853414756279836+1.0468297771422255j)
57,(0.9408823079121948+0j),(0.129837411346949+1.0434510672885766j)
58,(0.9412831226790479+0j),(0.10001466767634694+1.0724398279726974j)
59,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
60,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
61,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
62,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
63,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
64,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
65,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
66,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
67,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
68,(0.9407756047245203+0j),(0.1132238952525953+1.0893224577576701j)
69,(0.9406434460680727+0j),(0.11476257644634327+1.086041335888215j)
70,(0.9408445652743519+0j),(0.11513420459225247+1.0754370518508185j)
71,(0.940336705735499+0j),(0.11640606009781503+1.0546749060807035j)
72,(0.940843448902307+0j),(0.10088523917060431+1.0161145131693006j)
73,(0.9402965693192148+0j),(0.0951984312651144+1.0307051966710679j)
74,(0.9408285702333162+0j),(0.10286300201379145+0.988444931223119j)
75,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
76,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
77,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
78,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
79,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
80,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
81,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
82,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
83,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
84,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
85,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
86,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
87,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
88,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
89,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
90,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
91,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
92,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
93,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
94,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
95,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
96,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
97,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
98,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
99,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
100,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
101,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
102,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
103,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
104,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
105,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
106,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
107,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
108,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
109,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
110,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
111,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
112,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
113,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
114,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
115,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
116,(0.9426990529856211+0j),(0.08171875703166923+1.0297340208245362j)
