,amplitude,c_0
0,(0.7999999997075273+0j),(-0.14081739290865491-0.10763128840542409j)
1,(0.8000000010741344+0j),(-0.03881372542435908+0.054708283442259587j)
2,(0.8000000030182121+0j),(0.22649441904849146-0.21128796883814943j)
3,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
4,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
5,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
6,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
7,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
8,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
9,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
10,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
11,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
12,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
13,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
14,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
15,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
16,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
17,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
18,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
19,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
20,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
21,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
22,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
23,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
24,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
25,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
26,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
27,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
28,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
29,(0.8000000061636646+0j),(0.5742253567509994-0.28319175019967047j)
30,(0.8000000061593544+0j),(0.5752314704081528-0.2831721352805156j)
31,(0.8000000061957933+0j),(0.5756077801642798-0.28325729108233616j)
32,(0.8000000062150657+0j),(0.5756474196851341-0.2860501597347388j)
33,(0.8000000062219773+0j),(0.5784700214798504-0.28080370089175566j)
34,(0.8000000063131238+0j),(0.5871869413768966-0.26907944617962765j)
35,(0.8000000063676816+0j),(0.5873544072623128-0.27884006915336057j)
36,(0.8000000066386314+0j),(0.5999377480392101-0.25345686450586713j)
37,(0.800000006348688+0j),(0.6366490680547423-0.2575873776303434j)
38,(0.8000000063172111+0j),(0.6084599516497101-0.2538180205948507j)
39,(0.8000000064907614+0j),(0.6553464043682652-0.2870120717518874j)
40,(0.8000000066890192+0j),(0.7149790413386192-0.26757391733253244j)
41,(0.8000000063514867+0j),(0.6217776596360561-0.2708556281181827j)
42,(0.8000000069087095+0j),(0.6672870095895879-0.1564908046116414j)
43,(0.8000000069295635+0j),(0.7673447005149482-0.22248174715026295j)
44,(0.8000000094875418+0j),(0.7307198171515914-0.2699150455965054j)
45,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
46,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
47,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
48,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
49,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
50,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
51,(0.8000000095367431+0j),(0.8468789100422759-0.2645367453487916j)
