,0.0,0.15,0.3,0.44999999999999996
0.005,0.38187525097324715,0.6321814882087858,0.03974912776319446,0.015260151557122462
0.155,0.1445499987885341,0.5736018434689394,0.054182978700233746,0.05416509714802116
0.305,0.5518064863323211,0.05621295972901188,0.0327447114691848,0.04138437166000428
0.45499999999999996,0.16166692944412514,0.050899563415194846,0.024527172265009136,0.03798698701362492
0.605,0.03755135092793964,0.04313011434260165,0.025171879914135782,0.02437991562820268
0.755,0.04134354182096292,0.034267491817152745,0.029664268051882468,0.023998059361875143
0.9049999999999999,0.04323469936832898,0.031140828282314348,0.02571431139578975,0.02056549601593925
1.055,0.031190063917433515,0.02152790563951496,0.0249856270825804,0.018900451108726214
1.2049999999999998,0.04292033778986001,0.01996271994292822,0.022774301085559886,0.021705908761979635
1.3549999999999998,0.025405809342572954,0.020808405715851592,0.02181564522153464,0.014915124190418353
