,0.0,0.15,0.3,0.44999999999999996
0.005,0.1873788658555269,0.15673645676301073,0.03444155761606116,0.008539575261868139
0.155,0.056077250197095765,0.05431784733971,0.03202422484875622,0.025361956558759172
0.305,0.1570433946414042,0.05880856495427199,0.043301792393837496,0.03821160109892693
0.45499999999999996,0.05868643106305438,0.055054316417061315,0.03740931990391487,0.04023225161775803
0.605,0.053888372388230944,0.05187805643522527,0.043227004385744096,0.0373553991332252
0.755,0.048677443030125306,0.05193546870690172,0.04483710954624235,0.0335655964607074
0.9049999999999999,0.051171350004288046,0.05368173475352893,0.043290085636502613,0.045949419987542574
1.055,0.05413959998491759,0.051603231587132266,0.04781839408233614,0.03856701953221134
1.2049999999999998,0.055806784797002566,0.049266427869547706,0.04492669761850417,0.04347008597928375
1.3549999999999998,0.05487554022786681,0.047073770075754875,0.04137821807799679,0.03814875203179266
