,0.0,0.15,0.3,0.44999999999999996
0.005,1.3426782982506766,0.9482089341045523,1.133809577094956,0.8581554490256353
0.155,1.0392398257865603,0.9677170498833075,0.9993761292967517,0.9461764867175311
0.305,0.8993966295636612,0.9923656999628562,0.9951330876926072,0.9499478649425206
0.45499999999999996,1.0120669499777757,0.9841019775103497,0.9987755642099968,0.9403716570960489
0.605,0.9926752462416858,0.9632847306902769,1.0002026453781019,0.9682766785249366
0.755,1.0086500926883775,1.0047567818423906,0.9564517085226871,0.9600475541806314
0.9049999999999999,0.9673880455828366,0.952023701559958,0.9756320500993757,0.996753988172099
1.055,0.9965949750607324,1.0108919388469664,0.9450166707604314,0.9941406047858637
1.2049999999999998,0.9513154842998252,1.004829686235185,0.996799139051653,0.9900632753195233
1.3549999999999998,0.9994843383666684,0.9958287501182402,0.962216514045765,1.008682329096645
