,amplitude,c_0
0,(0.7962272144442468+0j),(-0.04182687796347277-0.0419208611114499j)
1,(0.8060721239356524+0j),(-0.09443905403330453-0.0458491253947412j)
2,(0.7942425559964753+0j),(-0.12251157468270613-0.04587138304745146j)
3,(0.8622344436351514+0j),(-0.29669209033751986-0.17895143454969492j)
4,(0.8989965020195616+0j),(-0.37300892994733276-0.19813907819444748j)
5,(0.8785066855936629+0j),(-0.45274576552833556-0.11913106823537738j)
6,(0.9956769563640583+0j),(-0.7201639039998545-0.17210602714810933j)
7,(0.8788085087147304+0j),(-0.7933411021304608-0.3713698107822205j)
8,(0.3348849777109151+0j),(-1.2018243951832552-0.5118815559223829j)
9,(0.046697492204886074+0j),(-1.1449936059261754-0.8390360241065641j)
10,(0.2724467152409245+0j),(-1.1765726413085171-0.8366344860772488j)
11,(-0.16912274912551933+0j),(-1.2308937274190277-0.6929259373166741j)
12,(-0.1373571038897801+0j),(-1.2349878690674592-0.6903296066976902j)
13,(0.034424500240745205+0j),(-1.1817774271975325-0.7491881242939885j)
14,(0.09673252025682838+0j),(-1.0710890884196302-0.9368479666913246j)
15,(0.14373978110355717+0j),(-0.9428373199628415-1.0531728379234122j)
16,(0.05701298241088369+0j),(-0.9145008717045092-1.065545194939729j)
17,(-0.1856644376140943+0j),(-0.9781564191160524-1.0141391188110265j)
18,(-0.06023005187059319+0j),(-0.9106802142656608-1.0396604298324104j)
19,(0.07005723818129626+0j),(-0.8949667585170773-1.0902806654155668j)
20,(-0.041107819057253525+0j),(-0.9160613101968242-1.0697169821531622j)
21,(-0.31033681018326065+0j),(-0.9096319571631536-1.0580926993493833j)
22,(0.02035753218191777+0j),(-0.9172139767270204-1.0730785995764591j)
23,(-0.06629028265516251+0j),(-0.9862406980511019-0.9683421837692209j)
24,(0.13152867791738226+0j),(-1.0966688854177329-0.8774356196482478j)
25,(-0.07778298304500667+0j),(-1.1413949713130973-0.9070349237760592j)
26,(-0.08890699955053855+0j),(-1.1242294165652884-0.9371439233556107j)
27,(-0.08497929440638524+0j),(-1.0895595876316329-0.9168460182454243j)
28,(-0.0971733433519074+0j),(-0.9976784412045363-0.9637696057066539j)
29,(-0.006212657248574956+0j),(-1.0303510235588393-0.9961274834173157j)
30,(0.016444958997094167+0j),(-0.9892613259642402-1.081188392531062j)
31,(0.01171285914271819+0j),(-0.9879953572168437-0.9628666127259605j)
32,(0.0616690473799114+0j),(-0.9990916174930955-0.9834566788149605j)
33,(-0.004741036766995593+0j),(-0.9679279751250709-1.0999117645619902j)
34,(0.020939705066139708+0j),(-0.9570988029222459-1.0522119742144986j)
35,(0.0010904574644717557+0j),(-0.9160973177367155-1.1157006299868406j)
36,(-0.13845459746973618+0j),(-0.950663435765415-1.0749909124230188j)
37,(-0.011789811902382402+0j),(-0.8586714696686686-1.1346542808224962j)
38,(0.06996053040133338+0j),(-0.8166652865206887-1.1328309603748348j)
39,(-0.09631251747013846+0j),(-0.7551141914635398-1.2576130111669575j)
40,(-0.19250049253287577+0j),(-0.6835419822692032-1.2683073838165944j)
41,(-0.04442096933830447+0j),(-0.5929334864851823-1.2770684502415786j)
42,(0.17457178685352348+0j),(-0.5906084951660009-1.2834798964140406j)
43,(0.07807964233663336+0j),(-0.5914507703410106-1.2756451382814324j)
44,(0.005217374530006182+0j),(-0.5957084357384781-1.2543918888957941j)
45,(-0.018684724726032623+0j),(-0.5974117913322977-1.2392963995249708j)
46,(-0.0696448538943379+0j),(-0.6352205884054053-1.2608392194626599j)
47,(-0.025638433284768662+0j),(-0.6056288403962425-1.244592956435123j)
48,(0.3715589174921834+0j),(-0.6321718029934049-1.2395431311295904j)
49,(-0.19659321699311033+0j),(-0.6982994720449685-1.2330164805310315j)
50,(0.032964658231846126+0j),(-0.6493769098364134-1.290413896096733j)
51,(0.14422265176066545+0j),(-0.697464735348066-1.3288275262962386j)
52,(-0.15735131479910683+0j),(-0.6445472998054059-1.244480070435329j)
53,(-0.08003085420991957+0j),(-0.6643853186823876-1.2984233678274752j)
54,(-0.023391107889222384+0j),(-0.6430218192780087-1.3231066376486822j)
55,(0.06585089310575067+0j),(-0.641823460615136-1.3177553449075672j)
56,(-0.1275369864196036+0j),(-0.6676308405708399-1.3241461170298834j)
57,(0.07081101572040135+0j),(-0.6390794068020729-1.3065001933631493j)
58,(-0.07254110294177565+0j),(-0.6567147441675015-1.331146099826982j)
59,(-0.11001072751706617+0j),(-0.5420508772341881-1.2740768080078728j)
60,(0.06708902181130155+0j),(-0.4314449053385332-1.3258031375935049j)
61,(-0.08378773563850328+0j),(-0.42300794603826336-1.365780445231918j)
62,(0.035401982873199074+0j),(-0.3654557478072491-1.4038424585897191j)
63,(-0.04862722260653992+0j),(-0.5471091461295461-1.368459563339837j)
64,(0.006806918639548638+0j),(-0.5474549205085019-1.3282137383283017j)
65,(-0.4096070950048085+0j),(-0.5928744502456983-1.2856881157955178j)
66,(0.033066258187962994+0j),(-0.48111414333951724-1.3092257997885357j)
67,(0.12931625764354762+0j),(-0.45880010610738026-1.3110566379694475j)
68,(-0.06819274434846916+0j),(-0.4757894105320948-1.3341188130594426j)
69,(-0.05982700074235533+0j),(-0.42099504064780313-1.3520549218473508j)
70,(-0.18151308272858324+0j),(-0.5223993365703598-1.3399092353978208j)
71,(0.05276102250930768+0j),(-0.49697137330376717-1.321532804522775j)
72,(-0.1379306340871009+0j),(-0.47855166675783795-1.2925882152084025j)
73,(-0.08377234669832818+0j),(-0.4339072754798049-1.2831895861685305j)
74,(-0.0322766004759313+0j),(-0.521337689449576-1.3238273700254164j)
75,(-0.18121391742390633+0j),(-0.4775162318424201-1.3481467156842455j)
76,(-0.07702770451005646+0j),(-0.5224737894173329-1.3382554632959007j)
77,(-0.2646456985361536+0j),(-0.6074355330422205-1.323201821267451j)
78,(0.11046424564432675+0j),(-0.6262246855708565-1.3347145299223837j)
79,(-0.11105987269179016+0j),(-0.6424852320335924-1.300164639240796j)
80,(0.03226743787470225+0j),(-0.6144150807133182-1.3515468348662605j)
81,(-0.01732531741469697+0j),(-0.5542505332450598-1.3124617112593513j)
82,(-0.08049499099619427+0j),(-0.5957758679341426-1.2990544107984694j)
83,(0.23388833127648612+0j),(-0.6243973953094606-1.2587012311576773j)
84,(-0.14742266334538967+0j),(-0.6581645407337331-1.2488663322452211j)
85,(-0.02928649428260302+0j),(-0.6528053649325434-1.2378384978188546j)
86,(0.08883172614095745+0j),(-0.6625391073171093-1.2534298857265052j)
87,(0.09194417723507504+0j),(-0.5855607287005729-1.2539880536409238j)
88,(0.041691692520812826+0j),(-0.585233035472258-1.233618249090318j)
89,(0.1302629773397643+0j),(-0.5506502302836542-1.215008618801459j)
90,(-0.0214498409226605+0j),(-0.6094439122987856-1.233706413794888j)
91,(-0.019552187054286338+0j),(-0.6082211400806218-1.2446605213195057j)
92,(0.1409563694277135+0j),(-0.5882897494456897-1.2471570259258042j)
93,(0.03525894950765444+0j),(-0.5703054157787294-1.2696272148943732j)
94,(-0.08275825108484702+0j),(-0.5851041383687691-1.2874038242377752j)
95,(-0.1512441851577538+0j),(-0.6043575795219833-1.2623650443296126j)
96,(0.011281667620491483+0j),(-0.61242993155838-1.248343407356362j)
97,(-0.11366908496779948+0j),(-0.670953928770961-1.2589855490276387j)
98,(0.07657954691279965+0j),(-0.702186564222559-1.2197208263089676j)
99,(0.13564960105468357+0j),(-0.6628677172549506-1.1764914014457413j)
100,(-0.04436675495053749+0j),(-0.6863206341831545-1.2084503512865923j)
101,(-0.008351234210443786+0j),(-0.6793678586080063-1.222175648165986j)
102,(0.07977671992128363+0j),(-0.6404108033366946-1.2280791281887946j)
103,(0.0805141044564528+0j),(-0.6416876178447675-1.2415176825458396j)
104,(-0.04414339260614766+0j),(-0.6386183793211473-1.2746159903100296j)
105,(0.10032098303715074+0j),(-0.6343893718751713-1.2525122748112791j)
106,(-0.3201142738552607+0j),(-0.6462213790795591-1.2687690786562462j)
107,(0.09210889155468067+0j),(-0.6552167381879701-1.2537330106300557j)
108,(0.24033872987200672+0j),(-0.6302921853083377-1.3119191615496253j)
109,(-0.06343684559991655+0j),(-0.5912022211201627-1.246338940864103j)
110,(0.061866853749054776+0j),(-0.5822184205646986-1.2755135193856189j)
111,(-0.09960129593833643+0j),(-0.5769674944765948-1.291719117245436j)
112,(0.06769302437818721+0j),(-0.5712237021782337-1.3126031958736388j)
113,(0.07291374585708765+0j),(-0.4839486752952498-1.341667825411257j)
114,(0.1180148196840918+0j),(-0.571426662021867-1.318709932485472j)
115,(0.1180148196840918+0j),(-0.571426662021867-1.318709932485472j)
116,(0.0311905092060136+0j),(-0.5307821706130793-1.3453492195393646j)
117,(-0.10592846490552899+0j),(-0.5064904589076608-1.3182220499912252j)
118,(-0.18258394436013936+0j),(-0.46290547152826894-1.3353120752595409j)
119,(-0.18548274082407018+0j),(-0.44543273525274796-1.367345094814116j)
120,(0.055615864024801384+0j),(-0.466821126459183-1.3339834599317306j)
121,(-0.05908362360263315+0j),(-0.4568120793692085-1.3224072733111887j)
122,(0.34807716174017367+0j),(-0.49208860159523626-1.3436351765023722j)
123,(0.04456796355844904+0j),(-0.4763756706058331-1.296445117740505j)
124,(0.19567811677901142+0j),(-0.5675014768350024-1.306038143606854j)
125,(-0.2078813247855747+0j),(-0.5829385970555254-1.3187227381444386j)
126,(0.28935161033031975+0j),(-0.5212432557022194-1.342002905185846j)
127,(-0.05566957794483092+0j),(-0.5211776432150237-1.3458866439056283j)
128,(-0.047774872642463106+0j),(-0.5069546507659805-1.3316279876520136j)
129,(-0.04539965060985432+0j),(-0.4154440694793763-1.3171765665922486j)
130,(-0.06856577909781131+0j),(-0.42373226326662433-1.3677967013995747j)
131,(0.003942445853397206+0j),(-0.4274580691412803-1.362148434442178j)
132,(0.08947251128323594+0j),(-0.39135231850051-1.3618733593592505j)
133,(0.03432145838231469+0j),(-0.3872919803190352-1.317818520172254j)
134,(-0.1790750088846722+0j),(-0.3759781316129118-1.2907143918628294j)
135,(-0.1525605508186748+0j),(-0.4428599131404912-1.324835465147506j)
136,(0.14638240633077135+0j),(-0.45412829323365267-1.3558456085698944j)
137,(0.055550927786355425+0j),(-0.4703951303240991-1.3812410960886337j)
138,(0.025241076632963003+0j),(-0.4555025446349703-1.3903203614361905j)
139,(0.21354318496273483+0j),(-0.4886551934738954-1.3578923124564186j)
140,(0.03084353220867797+0j),(-0.48025965636461043-1.4037752053001549j)
141,(-0.08687984686176092+0j),(-0.47079408227840064-1.360429624977417j)
142,(-0.24154812525215563+0j),(-0.4745742681912903-1.3367221017441282j)
143,(0.006091580924126025+0j),(-0.5512333016791698-1.3056488515873363j)
144,(0.08128422552532985+0j),(-0.5956146044380929-1.3162238714865562j)
145,(0.21417946534828045+0j),(-0.5742199666940125-1.3379078676469198j)
146,(0.038384820290482735+0j),(-0.5352286927011105-1.3115012091761682j)
147,(-0.10246073111667181+0j),(-0.5567529976942593-1.3087433414364515j)
148,(-0.3096942671327569+0j),(-0.5644821761089253-1.2868799780658702j)
149,(-0.14848732350846378+0j),(-0.6113093289281594-1.2549784418027121j)
150,(0.22527488799106285+0j),(-0.5929710240502333-1.2885309156878095j)
151,(-0.13476110452732126+0j),(-0.567728433204025-1.2665530890881682j)
152,(0.03506600955604765+0j),(-0.5989206821553397-1.2949838846012667j)
153,(-0.03793605343108004+0j),(-0.6549712953004198-1.2628780704075526j)
154,(0.1639386312956001+0j),(-0.6320960105937699-1.2963735556308424j)
155,(-0.02484947643118276+0j),(-0.5769379635337355-1.2682187511351315j)
156,(-0.10591865122730706+0j),(-0.5782641894417999-1.255237879165207j)
157,(0.00225419771215378+0j),(-0.6144533032904491-1.2487049791466522j)
158,(-0.12287015816610854+0j),(-0.563855641823239-1.2734541197088731j)
159,(-0.019153713452799107+0j),(-0.6461070217733647-1.2896106572140669j)
160,(-0.09194038950927377+0j),(-0.6400518547975429-1.2902480055197105j)
161,(-0.009986722766877704+0j),(-0.6731691117455469-1.315285794897488j)
162,(0.10525006498839026+0j),(-0.6756353582193712-1.3051476733786367j)
