,amplitude,c_0
0,(0.7691900584582175+0j),(-0.0722665035912241+0.11167155020709281j)
1,(-0.1169996732043776+0j),(-0.28740932404459707+0.39225306231994383j)
2,(0.5502891447823738+0j),(-0.6999634319528848+1.2973252967595195j)
3,(-0.19185196887124234+0j),(-0.6216465747927229+1.3367150264206196j)
4,(-0.543140745813084+0j),(-0.8840828008512736+1.4832606157101313j)
5,(0.2521983871116016+0j),(-0.6855775724062664+1.122470754552866j)
6,(0.01744078319195097+0j),(-0.42677033694592215+1.2565862363432634j)
7,(0.6178405899754883+0j),(-0.13567192413366796+1.3966491077172043j)
8,(-0.42755321496073684+0j),(-1.1718510451635873+0.9756284943556188j)
9,(0.45470890887351084+0j),(-0.8744068666654047+1.0787682792750142j)
10,(0.013287597656192918+0j),(-1.0212991073129878+0.7922603005351225j)
11,(-0.1294133290681161+0j),(-0.5088986508409707+1.1528543287906499j)
12,(0.2828273347572443+0j),(-1.0377141697389152+1.003286392248794j)
13,(0.20680833102825286+0j),(-0.6925133317961193-1.4042164233413883j)
14,(0.6595218178213685+0j),(1.1909363303106735+0.6579520895719495j)
15,(0.9439082522881779+0j),(0.3864227443313023+1.4993706466991508j)
16,(-0.07576183097545264+0j),(0.5765004554359671-1.025874215982763j)
17,(0.39284178298655653+0j),(1.0744341824016244-1.052142681555907j)
18,(-0.09415573951823059+0j),(1.3918208197027715-0.5026600405232698j)
19,(0.6993724520512922+0j),(1.6023802140903531+0.21228221410370451j)
20,(-0.027744402568756765+0j),(1.3095995588081868-0.10516647696078307j)
21,(-0.16191681628291765+0j),(1.432637326654961-0.20671366024208382j)
22,(0.6312967009170187+0j),(1.3478651636418797-0.5756307445228938j)
23,(0.6108698598829901+0j),(0.34486012282336603-1.1259007299768908j)
24,(0.5517858675192666+0j),(-0.6423382243129107-1.2799293373233256j)
25,(0.1721016876541022+0j),(-0.2871735168678652-1.242261001849688j)
26,(-0.6122912194617943+0j),(-0.8328895193137995-1.2193925098163652j)
27,(0.16753882432809286+0j),(-0.6320060496102526-1.1647124923152024j)
28,(-0.22741214516226774+0j),(-0.5437875674803582-1.4122744771613875j)
29,(-0.9609157019605508+0j),(-0.24350047574037345-1.270254579952871j)
30,(-0.9583218395173425+0j),(0.8131762506998925-1.0898209439607567j)
31,(0.19171303725943706+0j),(0.7264829782414328-1.077342406026027j)
32,(-0.04696995398899929+0j),(1.4802912654407456-0.33724316777790153j)
33,(-0.6567946369022595+0j),(-0.27582945611397924-1.268355179966353j)
34,(0.5541091766127851+0j),(1.3615533496688028+0.6335048588014703j)
35,(-0.750614984860545+0j),(1.4116783165562565-0.669448046908572j)
36,(0.48364308183810406+0j),(-0.5783572328859751-1.5165084000298688j)
37,(0.5285642446681075+0j),(1.24962424861216-0.577142666458444j)
38,(-0.48226015529644417+0j),(0.8474299118643397-0.9814467977030227j)
39,(-0.708717358761386+0j),(1.3974454695087393+0.14634441650870278j)
40,(-0.2982390661535601+0j),(1.5075876413911269-0.013552838393589839j)
41,(-0.22701253904481855+0j),(1.3863171601327176-0.39508188365402297j)
42,(0.6603500748835779+0j),(1.0474397040462617-0.8035603509211717j)
43,(-0.23531771947775934+0j),(0.9273033033184666+1.062919130702992j)
44,(0.681157982762357+0j),(0.6686547865476319+1.3579838386071905j)
45,(0.06338369248359144+0j),(-1.2732172341198087+0.8569313836297293j)
46,(0.7876617791532979+0j),(0.5112988200334759+1.0349001222317988j)
47,(-0.09830996180769437+0j),(1.3451838838754993-0.060155309522012645j)
48,(-0.1396711133816153+0j),(1.2483332612202105+0.7070939741717297j)
49,(0.9103798028063737+0j),(0.6700340499537327-1.1101186009032564j)
50,(-0.5782689284813969+0j),(-0.9438227104267904-0.9620327232863182j)
51,(-0.6128489975418321+0j),(-1.3540937252039418-0.73359485147735j)
52,(0.012131137070830023+0j),(-1.0692509170570577-0.8513803996508369j)
53,(0.2856676522919239+0j),(-0.20201242960292984+1.4078331779268116j)
54,(-0.3717948550944763+0j),(0.6619942475565517+0.9837746885148697j)
55,(0.19948444760809825+0j),(1.2210522298321422+0.9518146093570379j)
56,(-0.556404983053578+0j),(1.2544173929202762+0.5196763403361401j)
57,(-0.7870246666530715+0j),(0.874597715868492-1.1733878250319512j)
58,(0.5336672398163652+0j),(0.28809765856569836-1.372766979793944j)
59,(-0.724360577122429+0j),(-1.141529337302858+0.3261030550806752j)
60,(-0.25519523046684256+0j),(-1.4646258280386761+0.18735097436113332j)
61,(0.8223957795499155+0j),(-1.374961065134488+0.9478047852773048j)
62,(-0.8819772385529523+0j),(-1.2822401451337009+0.12034470953655341j)
63,(0.8452983320503699+0j),(-0.8810298133379477-0.5988677809394366j)
64,(-0.7637711427516259+0j),(-1.2093186825542779-0.7081415591986094j)
65,(0.11109125263834019+0j),(-1.2682828500743415-0.5395480066016973j)
66,(0.03378988479441902+0j),(-0.9800015378322441-1.127973850753184j)
67,(-0.1437271493509822+0j),(-1.1281614050671274+0.27582249007115794j)
68,(-0.0487534282242294+0j),(-0.4153310353611995-1.5078187773881826j)
69,(0.18993813172213259+0j),(1.3336840643842283-0.7389118622156376j)
70,(0.20368356380363278+0j),(0.7528588366895325+0.8591996935719748j)
71,(0.8593658235568382+0j),(-1.6109326665276307+0.5679484428420825j)
72,(0.39946840857273885+0j),(-1.323527178940699+0.38937468718531676j)
73,(0.5960859391165982+0j),(-1.3520094805949108+0.6337473408687813j)
74,(-0.6144743733573377+0j),(1.0085112027627583+0.7587914236786224j)
75,(-0.5928766225356782+0j),(1.011579997274006+1.1049358475375568j)
76,(0.86462328236913+0j),(-1.2265825465485927+0.7435934337646762j)
77,(-0.8656395349978407+0j),(-0.058155280655565064-1.0768273940264734j)
78,(0.22017113336756505+0j),(0.5106159600325794-1.1293613085221468j)
79,(0.16120935882690254+0j),(-0.015173208236389943-1.4754136538926048j)
80,(0.14181397025673978+0j),(1.030061974840124+0.7227650245738212j)
81,(0.573260281430599+0j),(0.7832403484968924-1.2584566909904957j)
82,(0.19165781163882872+0j),(-1.1950281878277118-0.4663902544847667j)
83,(0.6135383807430683+0j),(-1.1218096179608539+0.7048728084702216j)
84,(-0.7017295475534122+0j),(0.4960894566737152+1.1866775297618646j)
85,(0.8428353187573889+0j),(-0.4737275340931075+1.1742596832863748j)
86,(-0.5011265544205746+0j),(-1.6197048567292542+0.43416409421111946j)
87,(0.1335647144517439+0j),(-1.475738508100673+0.19974911734787082j)
88,(-0.8214183951248082+0j),(0.459538711037182+1.3765963544467388j)
89,(0.2533562799052433+0j),(1.2408570268427765+0.8664841210204277j)
90,(-0.7158182888729093+0j),(0.9117211443537103-1.035259370903138j)
91,(0.3365956962375089+0j),(0.05432561891885783-1.4468283032110931j)
92,(-0.12116972101277246+0j),(1.5081736960753045+0.46513587272494816j)
93,(0.39901062851660746+0j),(1.2238041718791268-1.0369411055335402j)
94,(-0.11705739401714474+0j),(0.7671417331221744-1.05923803542219j)
95,(-0.3598767193295245+0j),(0.37469577314980756-1.4037468103336197j)
96,(0.9598086534844797+0j),(0.6086038716529416-1.0660316178308453j)
97,(-0.06640749199426443+0j),(0.3501232120780798-1.2849034807570252j)
