,amplitude,c_0
0,(0.8971419851454849+0j),(-0.11312268945442638+0.17515429865085694j)
1,(0.8303637669456005+0j),(-0.07390047361319886+0.14347812129466722j)
2,(-0.9374929184327161+0j),(0.08477799033680605-0.06823493124378315j)
3,(-0.86185311195578+0j),(0.15356256745936384+0.25392463998657266j)
4,(0.9764689701023057+0j),(-0.5102055047100197+0.26293879054671754j)
5,(0.9896499939309567+0j),(-0.234681332823038+0.22901687414085078j)
6,(0.6648743604926216+0j),(-0.24658232445810974+0.025409556104203118j)
7,(-0.6579453755556339+0j),(-0.20689827422987653+0.3460624019269344j)
8,(0.89719385927546+0j),(0.024134153207551995+0.1590755790162552j)
9,(0.6382490369380106+0j),(0.4902064432448707-0.013317987755319588j)
10,(-0.7327439154057195+0j),(0.7745155940231295-0.11677314363147287j)
11,(-0.4956781265878891+0j),(0.309717279406226-0.20568280652309456j)
12,(0.9772720085534592+0j),(0.3550213071848113+0.4464666733152385j)
13,(0.9443987625488401+0j),(-0.7595543206885228-0.10520506874940344j)
14,(-0.9078190240353308+0j),(0.44008565742716155-0.05649481727125494j)
15,(-0.7322923241452013+0j),(0.15677804864450448+0.42939792538765675j)
16,(-0.304367630347504+0j),(-0.4216214235377018-0.044172577253648974j)
17,(0.8562571448468513+0j),(0.3598645714852734-0.5565945082564847j)
18,(-0.982475048169422+0j),(-0.08052484061771517-0.04186093441457206j)
19,(-0.7754386087463551+0j),(-0.256424648822607-0.11423418040349553j)
20,(-0.4544149788124106+0j),(0.10782231826592295-0.7282617351904627j)
21,(0.28665713877421073+0j),(-0.2933150598201341-0.2846428082273722j)
22,(0.4145849256343962+0j),(-0.24419778805443154+0.08640365215172366j)
23,(-0.85188145859173+0j),(-0.05304971686036994-0.10959716413486142j)
24,(-0.8548233824415752+0j),(0.07256505214952902-0.23872816051268175j)
25,(0.691680115875881+0j),(-0.30429268465062753+0.22094047439526354j)
26,(-0.2548728261385853+0j),(0.545225475596508+0.050672782647108755j)
27,(-0.8800245426898989+0j),(0.4888419099538256+0.16323030839394764j)
28,(-0.9843300294547676+0j),(0.01517138749164787+0.17649671182520063j)
29,(-0.9923260823554445+0j),(-0.250330254930741-0.2665569777668629j)
30,(-0.3956207829248229+0j),(0.4802988578160647-0.3886955473327142j)
31,(-0.4469970740872958+0j),(-0.4458990194848964+0.06350703356964837j)
32,(-0.869690547215948+0j),(-0.2164020587196428-0.08674222356206279j)
33,(0.9128868226803845+0j),(-0.35891369593012534-0.13462438013374206j)
34,(-0.295597268658754+0j),(0.3285343858169212+0.009442871416372733j)
35,(-0.7861144335564629+0j),(-0.35392001966508546-0.1764148350656088j)
36,(0.91845365749787+0j),(-0.05576754725818453-0.4987335503057647j)
